final_nav,total_return,annualized_return,max_drawdown,sharpe,gross_annualized_return,average_exposure,annual_turnover,strategy
0.4822847778076307,-0.5177152221923693,-0.08075935214512919,-0.7250051570136881,-0.18446469249549183,-0.048103943643647895,0.9426744900225146,11.62608455674557,D_高流动性控制组
0.3725008501604025,-0.6274991498395974,-0.10777256710318384,-0.6778474627621336,-0.4111624461424521,-0.001262493346723792,0.865542175648134,37.49276381070319,C_风格群体扩散
0.2610266140329315,-0.7389733859670685,-0.14366991677512486,-0.7892634376968253,-0.40371779968756294,-0.0496335026322291,0.9367269267364416,34.6500390732563,A_可交易收益排序
0.2281429383110289,-0.7718570616889711,-0.1568818581176391,-0.8198291162206066,-0.581125538024522,-0.04728897517147679,0.933872502378687,40.625402788602656,B_强势股回踩
