strategy,period,annualized_return,max_drawdown,sharpe,average_exposure
ret10_f0.4_r5,验证期2025-2026-08,0.09413228381764971,-0.16652364766064565,0.7779600068580925,0.7573200992555832
ret10_f0.4_r5,全周期,0.08244162818734035,-0.1897508864872247,0.6393555466446189,0.7465271170313988
ret10_f0.4_r10,设计期2018-2023,0.07297755610720258,-0.2038014413827991,0.5612126650376663,0.7702127659574468
ret10_f0.4_r10,验证期2024,0.03365188163843369,-0.11347913794026565,0.28887220602639135,0.6727272727272727
ret10_f0.4_r10,验证期2025-2026-08,0.09790105170931307,-0.15918980045019704,0.8334309327531569,0.7126550868486353
ret10_f0.4_r10,全周期,0.07294403370138514,-0.2038014413827991,0.5684187998144838,0.747954329210276
ret10_f0.4_r20,设计期2018-2023,0.0976725750080829,-0.18837065323861746,0.6868767448315022,0.8031571722717914
ret10_f0.4_r20,验证期2024,-0.05009420974389245,-0.1588189119439607,-0.19703140949546707,0.747107438016529
ret10_f0.4_r20,验证期2025-2026-08,0.11291416455844505,-0.1434471686354175,1.0709573303194344,0.6977667493796528
ret10_f0.4_r20,全周期,0.08222427599274584,-0.20772444896347553,0.6103048832062586,0.7764985727878213
ret10_f0.4_r40,设计期2018-2023,0.09392510301565071,-0.16323817106331862,0.683465655944118,0.7455044612216885
ret10_f0.4_r40,验证期2024,0.003332194696571422,-0.0851581501951525,0.10258336174476629,0.6479338842975207
ret10_f0.4_r40,验证期2025-2026-08,0.06874744924471954,-0.13870501336588015,0.6089921702501161,0.6084367245657568
ret10_f0.4_r40,全周期,0.07809174907605176,-0.16323817106331862,0.5974155705663506,0.7079923882017127
ret10_f0.6_r5,设计期2018-2023,0.09479777688113566,-0.16894928030529144,0.6948784482308439,0.8358270418668496
ret10_f0.6_r5,验证期2024,0.0849300685959149,-0.1437104675970503,0.5229453773696573,0.7900826446280991
ret10_f0.6_r5,验证期2025-2026-08,0.10899966854364052,-0.18389268075609333,0.8186713900532442,0.838213399503722
ret10_f0.6_r5,全周期,0.09617326536206505,-0.2043173735446826,0.6881108757180373,0.8310180780209323
ret10_f0.6_r10,设计期2018-2023,0.09078902232834984,-0.2126117357188183,0.6480887687971061,0.8468085106382979
ret10_f0.6_r10,验证期2024,0.04939875770714419,-0.1437104675970503,0.36255390651087466,0.7818181818181817
ret10_f0.6_r10,验证期2025-2026-08,0.11160401348802163,-0.17908539390840428,0.8532066343906479,0.8084367245657567
ret10_f0.6_r10,全周期,0.08970418553285042,-0.2126117357188183,0.6427923212874763,0.8319695528068505
ret10_f0.6_r20,设计期2018-2023,0.10732134290154294,-0.20395500358365926,0.7236583997140474,0.8687714481811942
ret10_f0.6_r20,验证期2024,-0.008344463343315955,-0.1733670526389568,0.054675997156398745,0.8314049586776859
ret10_f0.6_r20,验证期2025-2026-08,0.12191280167899876,-0.16867769990439885,0.988116308201865,0.7985111662531016
ret10_f0.6_r20,全周期,0.09588535186064329,-0.21636193757486455,0.6661784328710608,0.8509990485252139
ret10_f0.6_r40,设计期2018-2023,0.10488563837649578,-0.1802996754998325,0.7238931061797017,0.8303363074811255
ret10_f0.6_r40,验证期2024,0.028876286661574824,-0.12553287349288356,0.25381791256499364,0.7652892561983471
ret10_f0.6_r40,验证期2025-2026-08,0.09182328983846322,-0.16586819773416173,0.7182843914050305,0.7389578163771711
ret10_f0.6_r40,全周期,0.0931591001741614,-0.1802996754998325,0.6600325797187568,0.8053282588011417
ma10_fNone_r5,设计期2018-2023,-0.03405051169698414,-0.26195706103772376,-0.2142223055384534,0.5586822237474263
ma10_fNone_r5,验证期2024,0.052864221603625694,-0.08910872478337406,0.39909592625699347,0.43388429752066116
ma10_fNone_r5,验证期2025-2026-08,-0.014933621587929768,-0.19432724350553277,-0.04987974375123926,0.6277915632754343
ma10_fNone_r5,全周期,-0.020691152388628398,-0.3099877453118509,-0.09332166002193498,0.5575642245480494
ma10_fNone_r10,设计期2018-2023,0.03605564953798179,-0.19984055381659538,0.3341235879828287,0.5621139327385037
ma10_fNone_r10,验证期2024,-0.06613382560628822,-0.17668952028901552,-0.38505013596937304,0.5371900826446281
ma10_fNone_r10,验证期2025-2026-08,0.04741062154834963,-0.15969420543144175,0.4164995022159552,0.6774193548387096
ma10_fNone_r10,全周期,0.025819413233588273,-0.2586243332293654,0.25919599069508553,0.5813510941960038
ma10_fNone_r20,设计期2018-2023,0.0824978109865051,-0.17097559714456845,0.6289162748869748,0.6170212765957447
ma10_fNone_r20,验证期2024,0.01882189660073119,-0.1348464494272933,0.19638438483978576,0.743801652892562
ma10_fNone_r20,验证期2025-2026-08,0.10922561425495902,-0.18240797756064775,0.8200152486437957,0.7022332506203474
ma10_fNone_r20,全周期,0.07984464964422133,-0.18594524427033965,0.5922489204139781,0.647954329210276
ma10_fNone_r40,设计期2018-2023,0.08409399313381605,-0.18144255360766748,0.6508172313814782,0.5483870967741935
ma10_fNone_r40,验证期2024,0.11407281079532017,-0.10413808719650086,0.7047051381032396,0.5785123966942148
ma10_fNone_r40,验证期2025-2026-08,0.13013887053087436,-0.12621770020065481,0.9229947237481145,0.7022332506203474
ma10_fNone_r40,全周期,0.09603592866638944,-0.18144255360766748,0.7086573657901979,0.5813510941960038
ret20_f0.2_r5,设计期2018-2023,0.04397259084787519,-0.21357473584845166,0.3885157633447979,0.6551818805765272
