final_nav,annualized_return,max_drawdown,sharpe,average_exposure,total_cost,overlay,period
1.3006554410485094,0.030820341785298133,-0.2840957254823008,0.2733626528245141,0.866698382492864,0.3528848299280981,O6_回撤加趋势恢复,full
1.0165399318780421,0.0027434883967365487,-0.3176013544665446,0.08492831680883599,0.5711736444749484,0.2959674250363213,O7_策略与指数确认,design_2018_2023
1.088974462833601,0.08929326036730245,-0.11706136020731495,0.5642757655178857,0.5834710743801652,0.04217525600309243,O7_策略与指数确认,validation_2024
1.1010738915022273,0.059750757358089546,-0.20489606518544912,0.561246900778818,0.7995037220843673,0.08621495105385167,O7_策略与指数确认,history_2025_202608
1.218873411779068,0.023118976078826403,-0.3176013544665446,0.24603989175002325,0.6163653663177926,0.4243576320932654,O7_策略与指数确认,full
1.228386677357975,0.0349510729373852,-0.22568361007412274,0.2986661701440707,0.8656485929993136,0.14758085263949966,O8_R8加指数趋势,design_2018_2023
1.1006536227218335,0.10101617318770706,-0.15621767538659037,0.524610108767635,0.856404958677686,0.028938133757725613,O8_R8加指数趋势,validation_2024
1.3303497133794495,0.18772807684083603,-0.20970764887426518,1.2158903641594003,0.9404466501240695,0.04373495816213967,O8_R8加指数趋势,history_2025_202608
1.7986703902618066,0.07014035564161958,-0.23395321951202186,0.4897116603356102,0.8789248334919124,0.22025394455936492,O8_R8加指数趋势,full
0.8427692889221594,-0.028164767480642783,-0.3804979901609853,-0.12788576389785422,0.6115305422100206,0.45630532472469776,O9_趋势轮换,design_2018_2023
1.165353078156676,0.16596562617767385,-0.09375919213357753,0.8740968830647509,0.5371900826446281,0.03294802541795701,O9_趋势轮换,validation_2024
1.0296341066586117,0.017757437553789224,-0.27298879917558483,0.19313032928522172,0.9305210918114144,0.16017186919506657,O9_趋势轮换,history_2025_202608
1.0112281460186352,0.0012901858183900217,-0.3804979901609853,0.08835825122645574,0.6641294005708849,0.6494252193377215,O9_趋势轮换,full
0.9920966376927771,-0.001324303348446354,-0.29516012402976743,0.05370427538237818,0.598318462594372,0.23934627990884874,O10_双资产分级,design_2018_2023
1.1182943487480757,0.11872379408447276,-0.10022230626447348,0.676960481429501,0.6229338842975206,0.02837005729488704,O10_双资产分级,validation_2024
1.2327711933544734,0.13442800403390942,-0.16038698040747434,1.1086783497259354,0.8089330024813896,0.07241425398491318,O10_双资产分级,history_2025_202608
1.3677054751826938,0.03682116618358844,-0.29516012402976743,0.3411359516174357,0.6415318744053282,0.34013059118864897,O10_双资产分级,full
