,annualized_return,annualized_return,annualized_return,annualized_return,max_drawdown,max_drawdown,max_drawdown,max_drawdown,sharpe,sharpe,sharpe,sharpe
period,全周期,设计期2018-2023,验证期2024,验证期2025-2026-08,全周期,设计期2018-2023,验证期2024,验证期2025-2026-08,全周期,设计期2018-2023,验证期2024,验证期2025-2026-08
strategy,,,,,,,,,,,,
P1_anti_max_ivol,0.04749325413782701,0.02906445833136484,0.23105454360927968,0.027258261405893602,-0.18406769902852804,-0.18406769902852804,-0.11248638339483574,-0.14245542381023935,0.3877833015932146,0.2698208991083629,1.1775916934620987,0.28418961155351546
P2_resrev_anti_lottery,0.10364999197662961,0.08149273234984955,0.0541700629054549,0.23763582745727185,-0.27514935618476977,-0.2194902867258267,-0.1993855239924659,-0.1951601466199685,0.6212109264121317,0.5219104649203415,0.3501664256621107,1.2646832820091745
P3_volume_price_quality,-0.06257699876162814,-0.02054531766685752,-0.09888023455395545,-0.19034575221188232,-0.4409924262233441,-0.30122055890024624,-0.3039962797223218,-0.355623408666487,-0.1974890675334528,0.005394778924691802,-0.27789809156666806,-0.9382022725073601
P4_risk_adjusted_trend,-0.014351325458190733,0.01738582827637236,0.08121476123809668,-0.1765799746088682,-0.4040792587585559,-0.34357696141122895,-0.11822518475200172,-0.30107124271262975,0.01991774329323177,0.1897628491754356,0.48107820768120235,-1.1223886407389236
P5_max_reversal,0.08519405133751268,0.056312899147558104,-0.004964917161140003,0.2837139028379492,-0.2762358430039846,-0.25426138116763597,-0.19374425154571562,-0.21124034601237585,0.5319870625967134,0.39549932630941204,0.09013677960015755,1.3990684102137592
