date,symbol,previous_raw_close,preclose,close,qfq_close,pctChg,implied_factor
2021-06-04,000725.SZ,6.26,6.16,6.08,5.50582304,-1.2987,1.0162337662337662
2022-05-30,000725.SZ,3.93,3.72,3.74,3.57799816,0.5376,1.0564516129032258
2023-06-07,000725.SZ,3.93,3.87,3.94,3.82777304,1.8088,1.0155038759689923
2024-06-19,000725.SZ,4.14,4.11,4.11,4.02207888,0.0,1.0072992700729926
2025-06-25,000725.SZ,3.98,3.93,3.96,3.92458968,0.7634,1.0127226463104326
2026-06-18,000725.SZ,6.71,6.65,6.55,6.55,-1.5038,1.0090225563909774
2018-06-27,000726.SZ,11.35,10.85,10.58,8.72563282,-2.488483,1.0460829493087558
2019-06-21,000726.SZ,10.32,9.82,9.78,8.47653138,-0.407332,1.0509164969450102
2020-07-09,000726.SZ,8.18,8.08,8.19,7.18629912,1.3614,1.0123762376237624
2021-06-18,000726.SZ,6.12,6.07,6.07,5.36997725,0.0,1.0082372322899507
2022-06-23,000726.SZ,7.15,7.08,7.04,6.28969088,-0.565,1.0098870056497176
2023-06-16,000726.SZ,6.65,6.55,6.57,5.95939734,0.3053,1.015267175572519
2024-06-19,000726.SZ,7.06,6.93,7.11,6.57019458,2.5974,1.0187590187590188
2024-11-08,000726.SZ,6.62,6.52,6.49,6.08924899,-0.4601,1.0153374233128836
2024-12-19,000726.SZ,6.71,6.66,6.65,6.28621175,-0.1502,1.0075075075075075
2025-06-20,000726.SZ,6.17,6.07,6.05,5.8132514,-0.3295,1.016474464579901
2025-10-23,000726.SZ,7.39,7.29,7.33,7.13977184,0.5487,1.0137174211248285
2026-06-18,000726.SZ,5.78,5.63,5.62,5.62,-0.1776,1.0266429840142097
2018-07-02,000728.SZ,7.4,7.25,7.08,5.19460308,-2.344829,1.0206896551724138
2019-07-10,000728.SZ,9.06,8.91,9.29,6.93083237,4.264872,1.0168350168350169
2019-11-12,000728.SZ,8.36,8.26,8.27,6.24455295,0.1211,1.0121065375302662
2020-05-12,000728.SZ,8.27,8.12,8.08,6.21379472,-0.4926,1.0184729064039408
2020-10-22,000728.SZ,10.52,9.36,9.28,8.02108448,-0.8547,1.123931623931624
2021-05-20,000728.SZ,7.89,7.79,7.92,6.93346104,1.6688,1.0128369704749678
2021-11-09,000728.SZ,7.42,7.32,7.43,6.59335228,1.5027,1.0136612021857923
2022-05-19,000728.SZ,5.8,5.62,5.63,5.15605534,0.1779,1.0320284697508897
2023-05-23,000728.SZ,6.84,6.69,6.65,6.2267408,-0.5979,1.022421524663677
2024-05-30,000728.SZ,6.53,6.38,6.42,6.15271614,0.627,1.0235109717868338
2025-01-21,000728.SZ,7.99,7.93,7.94,7.66700692,0.1261,1.0075662042875158
2025-06-27,000728.SZ,7.98,7.88,7.89,7.71541008,0.1269,1.0126903553299493
2025-11-12,000728.SZ,8.67,8.59,8.55,8.43867045,-0.4657,1.009313154831199
2026-06-26,000728.SZ,7.68,7.58,7.66,7.66,1.0554,1.013192612137203
2023-07-04,000729.SZ,12.37,12.29,12.31,11.70098737,0.1627,1.0065093572009765
2024-07-24,000729.SZ,9.59,9.49,9.32,8.95226076,-1.7914,1.0105374077976816
2025-07-29,000729.SZ,12.95,12.76,12.55,12.2343173,-1.6458,1.0148902821316614
2025-12-29,000729.SZ,11.7,11.6,11.26,11.071395,-2.931,1.0086206896551724
2026-07-20,000729.SZ,11.94,11.74,12.39,12.39,5.5366,1.0170357751277683
2018-05-22,000731.SZ,7.4,7.32,7.33,6.29483541,0.136609,1.010928961748634
2019-06-19,000731.SZ,5.95,5.8,5.81,5.11853447,0.172409,1.0258620689655173
2020-06-19,000731.SZ,5.16,5.11,5.09,4.52809963,-0.3914,1.009784735812133
2022-06-24,000731.SZ,9.18,9.01,9.08,8.23003936,0.7769,1.0188679245283019
2023-07-14,000731.SZ,8.33,8.16,8.17,7.55949675,0.1225,1.0208333333333333
2024-06-17,000731.SZ,6.82,6.65,6.8,6.4527172,2.2556,1.025563909774436
2024-10-17,000731.SZ,7.94,7.84,7.42,7.13086486,-5.3571,1.0127551020408163
2025-06-16,000731.SZ,6.91,6.74,6.78,6.68014416,0.5935,1.0252225519287834
2025-10-20,000731.SZ,6.79,6.69,6.74,6.74,0.7474,1.014947683109118
2018-07-13,000732.SZ,18.46,18.24,18.45,9.1096137,1.151321,1.012061403508772
2019-07-05,000732.SZ,16.79,8.29,7.76,7.76,-6.393242,2.0253317249698433
2023-06-09,000733.SZ,82.78,81.64,83.47,80.38820413,2.2415,1.0139637432631063
2024-06-28,000733.SZ,41.85,40.74,41.53,41.08641807,1.9391,1.0272459499263622
2026-06-30,000733.SZ,55.82,55.44,56.64,56.64,2.1645,1.006854256854257
2018-06-22,000736.SZ,17.7,11.45,11.35,6.9608415,-0.873357,1.5458515283842795
2019-06-27,000736.SZ,9.43,7.7,7.73,5.80585613,0.389613,1.2246753246753246
2020-06-18,000736.SZ,8.52,6.47,6.64,6.56735176,2.6275,1.3168469860896446
2021-06-30,000736.SZ,6.31,6.26,6.3,6.2808417,0.639,1.0079872204472844
2024-06-28,000737.SZ,8.93,8.83,9.28,9.09346272,5.0963,1.0113250283125708
2025-07-14,000737.SZ,11.65,11.54,11.41,11.28721699,-1.1265,1.0095320623916813
2026-07-22,000737.SZ,13.01,12.87,13.25,13.25,2.9526,1.0108780108780109
2024-06-28,000738.SZ,19.43,19.26,20.07,19.80515628,4.2056,1.0088265835929386
2025-06-26,000738.SZ,19.36,19.19,19.26,19.17421596,0.3648,1.0088587806149034
2018-05-23,000739.SZ,7.6,7.54,7.59,6.64358772,0.663133,1.0079575596816976
2019-05-17,000739.SZ,10.04,9.93,9.68,8.5668484,-2.517623,1.011077542799597
2020-05-19,000739.SZ,17.93,17.77,17.76,15.85920048,-0.0563,1.0090039392234103
2021-04-29,000739.SZ,30.56,30.32,30.1,27.0912642,-0.7256,1.007915567282322
2022-04-18,000739.SZ,24.91,24.63,24.06,21.90116838,-2.3143,1.0113682501015022
2023-05-22,000739.SZ,19.2,18.91,19.34,17.87466622,2.2739,1.0153358011634055
2024-05-23,000739.SZ,15.7,15.39,15.03,14.1710355,-2.3392,1.0201429499675112
2025-05-22,000739.SZ,14.11,13.76,13.68,13.22626176,-0.5814,1.025436046511628
2025-09-17,000739.SZ,16.51,16.16,16.47,16.26860484,1.9183,1.0216584158415842
2026-04-29,000739.SZ,18.81,18.58,18.47,18.47,-0.592,1.0123789020452099
2018-06-01,000750.SZ,3.94,3.88,3.96,3.30816024,2.061854,1.0154639175257731
2020-01-14,000750.SZ,5.26,4.81,4.9,4.4919868,1.8711,1.0935550935550935
2020-05-15,000750.SZ,4.4,4.37,4.35,4.01515875,-0.4577,1.0068649885583525
2021-05-20,000750.SZ,4.33,4.21,4.29,4.07264715,1.9002,1.0285035629453683
2022-05-18,000750.SZ,3.39,3.36,3.34,3.19908874,-0.5952,1.0089285714285714
2023-05-31,000750.SZ,3.46,3.43,3.41,3.29470449,-0.5831,1.008746355685131
2024-06-03,000750.SZ,3.16,3.12,3.08,3.01401408,-1.2821,1.0128205128205128
2025-05-30,000750.SZ,3.76,3.73,3.73,3.69213304,0.0,1.0080428954423593
2026-07-10,000750.SZ,3.77,3.74,3.72,3.72,-0.5348,1.0080213903743316
2024-10-14,000751.SZ,2.91,2.88,2.95,2.9443065,2.4306,1.0104166666666667
2019-06-20,000753.SZ,3.4,3.37,3.22,3.11405878,-4.451035,1.0089020771513353
2021-06-04,000753.SZ,2.8,2.77,2.76,2.69810148,-0.361,1.0108303249097472
2022-06-17,000753.SZ,3.77,3.74,3.77,3.71501078,0.8021,1.0080213903743316
2024-07-05,000753.SZ,2.86,2.84,2.87,2.85898781,1.0563,1.0070422535211268
2024-07-24,000755.SZ,4.13,4.09,4.09,3.7679534,0.0,1.0097799511002445
2025-06-19,000755.SZ,5.17,4.97,4.87,4.66708171,-2.0121,1.040241448692153
2026-06-24,000755.SZ,4.8,4.6,4.41,4.41,-4.1304,1.0434782608695652
2018-07-27,000756.SZ,10.5,8.04,7.91,7.12435507,-1.616917,1.3059701492537314
2019-07-26,000756.SZ,7.27,7.17,7.13,6.51139407,-0.5579,1.0139470013947
2020-08-07,000756.SZ,11.59,11.47,11.2,10.3352816,-2.354,1.0104620749782038
2021-07-30,000756.SZ,8.1,7.95,8.02,7.54043608,0.8805,1.0188679245283019
2022-08-05,000756.SZ,19.5,19.35,19.5,18.4761135,0.7752,1.0077519379844961
2023-07-26,000756.SZ,21.17,20.97,20.89,19.98189081,-0.3815,1.0095374344301384
2024-07-30,000756.SZ,14.41,14.16,14.34,13.95879978,1.2712,1.0176553672316384
2025-07-18,000756.SZ,17.43,17.18,17.22,17.02880634,0.2328,1.0145518044237485
2026-07-31,000756.SZ,13.51,13.36,13.54,13.54,1.3473,1.0112275449101797
2025-06-26,000758.SZ,5.03,4.98,4.97,4.92844583,-0.2008,1.0100401606425702
2026-07-09,000758.SZ,5.98,5.93,5.77,5.77,-2.6981,1.0084317032040473
2018-05-11,000759.SZ,7.97,7.91,7.93,7.74891052,0.252844,1.0075853350189632
2019-05-22,000759.SZ,7.98,7.93,7.89,7.75843425,-0.504413,1.0063051702395966
2020-07-09,000759.SZ,6.84,6.79,7.14,7.07264124,5.1546,1.0073637702503682
2021-05-28,000759.SZ,5.3,5.25,5.23,5.23,-0.381,1.0095238095238095
2018-07-18,000761.SZ,4.03,3.98,3.96,3.1334886,-0.502512,1.0125628140703518
2019-07-10,000761.SZ,4.32,4.27,4.19,3.3543045,-1.873535,1.0117096018735365
2021-10-13,000761.SZ,5.68,5.21,4.79,4.18874483,-8.0614,1.09021113243762
2022-06-16,000761.SZ,4.78,4.18,3.9,3.9,-6.6986,1.1435406698564594
2023-11-13,000762.SZ,24.98,24.5,24.48,24.28778304,-0.0816,1.019591836734694
2024-07-12,000762.SZ,19.39,19.29,19.31,19.25768921,0.1037,1.0051840331778124
2018-06-19,000768.SZ,14.61,14.53,13.95,13.40504325,-3.991741,1.0055058499655884
2019-06-20,000768.SZ,15.27,15.17,15.5,14.9926695,2.175346,1.00659195781147
2020-06-22,000768.SZ,16.97,16.85,17.06,16.61913548,1.2463,1.007121661721068
2026-06-23,000768.SZ,21.14,20.99,20.44,20.44,-2.6203,1.0071462601238685
2018-08-15,000776.SZ,13.28,12.88,12.87,10.53861237,-0.077642,1.031055900621118
2019-12-13,000776.SZ,13.77,13.57,14.03,11.6578076,3.3898,1.0147383935151069
2020-08-05,000776.SZ,16.18,15.83,15.72,13.35087024,-0.6949,1.0221099178774478
2021-07-07,000776.SZ,14.82,14.37,14.41,12.62153167,0.2784,1.0313152400835073
2022-07-13,000776.SZ,17.49,16.99,17.05,15.3733712,0.3531,1.029429075927016
2023-08-11,000776.SZ,16.79,16.44,16.12,14.8442632,-1.9465,1.0212895377128952
2024-07-03,000776.SZ,12.22,11.92,11.92,11.25290912,0.0,1.0251677852348995
2024-11-28,000776.SZ,16.3,16.2,16.15,15.34028745,-0.3086,1.0061728395061729
2025-06-30,000776.SZ,17.45,17.05,16.81,16.34180788,-1.4076,1.0234604105571847
2026-08-07,000776.SZ,21.2,20.7,20.94,20.94,1.1594,1.0241545893719808
2019-06-21,000777.SZ,14.08,13.99,14.46,13.60307148,3.359545,1.006433166547534
2020-07-10,000777.SZ,13.49,13.38,13.11,12.43446792,-2.0179,1.008221225710015
2021-07-23,000777.SZ,11.67,11.59,11.47,10.95406793,-1.0354,1.006902502157032
2022-07-20,000777.SZ,11.21,11.12,11.41,10.98495468,2.6079,1.0080935251798562
2023-07-25,000777.SZ,14.96,14.84,14.7,14.2668351,-0.9434,1.0080862533692723
2024-07-11,000777.SZ,14.48,14.29,14.82,14.57455116,3.7089,1.0132960111966411
2025-07-08,000777.SZ,21.72,21.55,20.33,20.17453649,-5.6613,1.007888631090487
2026-07-15,000777.SZ,16.13,16.02,16.14,16.14,0.7491,1.0068664169787764
2018-07-06,000778.SZ,4.16,4.01,4.06,3.22009562,1.246876,1.0374064837905237
2019-07-29,000778.SZ,4.42,4.22,4.16,3.45577856,-1.4218,1.04739336492891
2020-07-27,000778.SZ,3.84,3.69,3.67,3.17265995,-0.542,1.040650406504065
2021-06-30,000778.SZ,3.86,3.71,3.72,3.34590564,0.2695,1.0404312668463611
2022-07-18,000778.SZ,4.69,4.54,4.6,4.2741084,1.3216,1.0330396475770927
2023-07-07,000778.SZ,4.11,3.98,4.03,3.86679709,1.2563,1.0326633165829147
2024-07-12,000778.SZ,3.51,3.45,3.46,3.3776174,0.2899,1.017391304347826
2025-07-04,000778.SZ,3.71,3.69,3.69,3.62166489,0.0,1.005420054200542
2026-07-08,000778.SZ,3.78,3.71,3.67,3.67,-1.0782,1.0188679245283019
2021-06-04,000779.SZ,9.3,9.1,9.12,8.7600336,0.2198,1.0219780219780221
2022-06-21,000779.SZ,11.31,11.16,11.11,10.81492951,-0.448,1.0134408602150538
2024-07-25,000779.SZ,6.14,6.06,6.13,6.04596383,1.1551,1.0132013201320131
2025-06-13,000779.SZ,9.29,9.21,9.08,9.03331972,-1.4115,1.0086862106406078
2026-06-24,000779.SZ,7.78,7.74,7.78,7.78,0.5168,1.0051679586563307
2018-06-21,000780.SZ,4.16,3.96,3.97,3.75186835,0.252525,1.0505050505050506
2019-07-12,000780.SZ,3.64,3.44,3.4,3.4,-1.16279,1.058139534883721
2018-08-07,000782.SZ,5.51,5.47,5.62,5.47153646,2.742232,1.0073126142595978
2019-08-09,000782.SZ,3.66,3.64,3.6,3.5241552,-1.0989,1.0054945054945055
2020-08-11,000782.SZ,3.77,3.75,3.67,3.61184151,-2.1333,1.0053333333333334
2022-08-24,000782.SZ,5.38,5.35,5.56,5.52846924,3.9252,1.005607476635514
2023-06-20,000782.SZ,5.29,5.26,5.14,5.14,-2.2814,1.005703422053232
2018-07-17,000783.SZ,5.37,5.22,5.22,4.24534248,0.0,1.028735632183908
2020-06-02,000783.SZ,6.45,6.3,6.29,5.25132601,-0.1587,1.023809523809524
2021-07-20,000783.SZ,7.21,7.06,7.08,6.03645756,0.2833,1.0212464589235128
2022-07-07,000783.SZ,5.87,5.57,5.57,5.00480096,0.0,1.0538599640933572
2023-07-13,000783.SZ,5.93,5.81,5.97,5.47500342,2.7539,1.0206540447504304
2024-06-26,000783.SZ,4.97,4.85,4.94,4.64249838,1.8557,1.0247422680412372
2025-06-12,000783.SZ,6.78,6.63,6.65,6.39090935,0.3017,1.0226244343891404
2026-06-15,000783.SZ,7.7,7.4,7.92,7.92,7.027,1.0405405405405406
2018-06-08,000785.SZ,9.16,8.96,8.83,7.73538022,-1.450894,1.0223214285714284
2020-06-18,000785.SZ,8.23,8.15,8.06,7.13014198,-1.1043,1.0098159509202453
2021-07-16,000785.SZ,5.76,5.71,5.65,5.04194135,-1.0508,1.0087565674255692
2022-05-24,000785.SZ,4.33,4.17,4.0,3.706476,-4.0767,1.038369304556355
2023-06-16,000785.SZ,4.1,3.9,3.91,3.80887958,0.2564,1.0512820512820513
2024-07-10,000785.SZ,2.32,2.26,2.26,2.26,0.0,1.0265486725663717
2018-06-07,000786.SZ,22.56,22.21,21.8,18.240387,-1.846015,1.0157586672669967
2019-06-20,000786.SZ,18.4,17.94,18.16,15.58434904,1.226306,1.0256410256410255
2021-06-11,000786.SZ,46.64,46.09,45.36,39.53160288,-1.5839,1.0119331742243436
2022-06-09,000786.SZ,30.34,29.69,29.35,26.1387578,-1.1452,1.0218928932300437
2023-06-09,000786.SZ,25.16,24.51,24.41,22.31576846,-0.408,1.0265197878416972
2024-06-19,000786.SZ,32.07,31.24,30.52,28.6428674,-2.3047,1.0265685019206146
2025-06-13,000786.SZ,28.5,27.64,27.08,26.20520768,-2.026,1.0311143270622287
2026-06-12,000786.SZ,21.05,20.37,21.09,21.09,3.5346,1.0333824251350023
2024-07-16,000788.SZ,5.34,5.31,5.24,5.01079192,-1.3183,1.0056497175141244
2024-11-27,000788.SZ,6.29,6.24,6.32,6.0919744,1.2821,1.0080128205128205
2026-03-10,000788.SZ,6.31,6.14,6.19,6.19,0.8143,1.0276872964169381
2018-05-11,000789.SZ,13.49,13.14,12.62,6.94725952,-3.957386,1.0266362252663623
2019-05-29,000789.SZ,14.17,10.28,10.03,7.61083421,-2.431907,1.3784046692607004
2020-05-18,000789.SZ,15.12,14.42,14.4,11.4572448,-0.1387,1.0485436893203883
2021-05-27,000789.SZ,14.06,13.36,13.23,11.0778759,-0.9731,1.0523952095808384
2022-06-01,000789.SZ,11.52,10.72,10.57,9.51106569,-1.3993,1.0746268656716418
2023-06-01,000789.SZ,8.13,7.87,7.85,7.2969204,-0.2541,1.0330368487928845
2024-05-30,000789.SZ,5.51,5.42,5.39,5.0934422,-0.5535,1.0166051660516604
2025-07-10,000789.SZ,6.01,5.87,5.98,5.78575166,1.8739,1.0238500851788757
2026-06-12,000789.SZ,4.31,4.17,4.26,4.26,2.1583,1.0335731414868106
2018-04-10,000790.SZ,10.01,7.64,7.54,6.74020204,-1.308899,1.3102094240837696
2019-05-09,000790.SZ,5.2,4.7,4.66,4.6088565,-0.851063,1.1063829787234043
2018-06-01,000791.SZ,5.78,5.7,5.63,3.37837158,-1.228065,1.0140350877192983
2019-04-24,000791.SZ,6.72,4.69,4.69,4.03244324,0.0,1.4328358208955223
2020-05-22,000791.SZ,3.23,3.13,3.08,2.73277928,-1.5975,1.0319488817891374
2021-04-27,000791.SZ,4.34,4.21,4.15,3.79585145,-1.4252,1.030878859857482
2022-05-19,000791.SZ,5.45,5.41,5.65,5.2060569,4.4362,1.0073937153419594
2023-06-01,000791.SZ,5.37,5.31,5.26,4.90146788,-0.9416,1.0112994350282487
2024-05-16,000791.SZ,6.84,6.73,6.67,6.31694356,-0.8915,1.0163447251114412
2025-06-04,000791.SZ,6.42,6.24,6.24,6.08018112,0.0,1.0288461538461537
2026-05-22,000791.SZ,8.98,8.75,8.78,8.78,0.3429,1.0262857142857142
2026-06-22,000793.SZ,2.63,2.51,2.64,2.64,5.1793,1.047808764940239
2023-05-25,000795.SZ,6.23,6.15,6.15,5.89981185,0.0,1.0130081300813008
2025-05-22,000795.SZ,10.5,10.38,10.24,9.98554624,-1.3487,1.0115606936416184
2025-09-15,000795.SZ,11.21,11.08,11.05,10.9018416,-0.2708,1.0117328519855597
2026-06-03,000795.SZ,8.95,8.83,9.05,9.05,2.4915,1.013590033975085
2023-12-20,000796.SZ,4.08,3.93,3.78,3.78,-3.8168,1.0381679389312977
2018-08-01,000797.SZ,7.17,5.47,5.32,4.18999476,-2.742224,1.310786106032907
2019-07-18,000797.SZ,4.66,3.83,3.78,3.62226816,-1.305482,1.216710182767624
2020-07-17,000797.SZ,4.03,3.98,3.87,3.75510357,-2.7638,1.0125628140703518
2021-07-14,000797.SZ,3.08,3.02,2.99,2.95887111,-0.9934,1.0198675496688743
2018-05-15,000799.SZ,25.15,25.0,24.9,23.018058,-0.400002,1.006
2019-06-12,000799.SZ,23.98,23.83,23.4,21.7675926,-1.804449,1.0062945866554764
2022-07-29,000799.SZ,155.83,154.53,147.47,139.26344197,-4.5687,1.008412605966479
2023-08-11,000799.SZ,102.87,101.57,99.47,95.13688786,-2.0675,1.0127990548390273
2024-07-31,000799.SZ,40.8,39.8,40.9,40.1011821,2.7638,1.0251256281407035
2025-07-31,000799.SZ,48.97,48.37,47.02,46.67350962,-2.791,1.0124043828819516
2026-07-31,000799.SZ,40.71,40.41,41.85,41.85,3.5635,1.0074239049740163
2021-07-15,000800.SZ,12.06,11.56,10.94,9.94639638,-5.3633,1.0432525951557095
2022-06-20,000800.SZ,10.68,10.03,9.73,9.41957408,-2.991,1.0648055832502492
2024-06-24,000800.SZ,8.07,7.92,7.77,7.66456887,-1.8939,1.018939393939394
2025-06-17,000800.SZ,6.96,6.91,6.99,6.94504731,1.1577,1.0072358900144718
2026-07-08,000800.SZ,6.22,6.18,6.2,6.2,0.3236,1.006472491909385
2021-06-04,000801.SZ,5.98,5.95,5.95,5.72296585,0.0,1.0050420168067227
2022-06-13,000801.SZ,7.01,6.96,6.82,6.60689546,-2.0115,1.007183908045977
2023-07-14,000801.SZ,7.3,7.2,7.25,7.121008,0.6944,1.0138888888888888
2024-06-21,000801.SZ,10.31,10.21,10.18,10.09680904,-0.2938,1.009794319294809
2025-06-12,000801.SZ,15.65,15.55,15.41,15.38235446,-0.9003,1.0064308681672025
2019-06-13,000802.SZ,10.37,10.31,10.32,10.32,0.096986,1.0058195926285158
2022-04-13,000803.SZ,19.8,14.14,13.8,9.8515578,-2.4045,1.4002828854314002
2023-07-13,000803.SZ,10.59,7.56,7.36,7.36,-2.6455,1.400793650793651
2018-05-24,000807.SZ,7.16,7.09,7.05,6.39889725,-0.564174,1.0098730606488011
2022-06-23,000807.SZ,10.21,10.1,10.17,9.33129027,0.6931,1.010891089108911
2023-06-30,000807.SZ,12.6,12.44,12.73,11.83039636,2.3312,1.0128617363344052
2024-06-20,000807.SZ,13.81,13.58,13.58,12.83407776,0.0,1.0169366715758468
2024-09-30,000807.SZ,13.96,13.73,14.79,14.21175537,7.7203,1.0167516387472688
2025-06-26,000807.SZ,15.53,15.35,15.53,15.09781563,1.1726,1.0117263843648208
2025-10-28,000807.SZ,23.2,22.88,21.95,21.6376076,-4.0647,1.013986013986014
2026-06-10,000807.SZ,26.7,26.32,26.65,26.65,1.2538,1.0144376899696048
2019-09-26,000810.SZ,9.15,9.07,8.59,7.96711333,-5.2922,1.0088202866593163
2020-06-11,000810.SZ,11.24,11.14,11.12,10.40624056,-0.1795,1.0089766606822261
2021-06-10,000810.SZ,8.59,8.49,9.08,8.5972618,6.9494,1.011778563015312
2022-05-06,000810.SZ,12.6,12.5,13.02,12.4264182,4.16,1.008
2023-05-18,000810.SZ,16.12,15.92,16.23,15.684672,1.9472,1.0125628140703518
2024-06-13,000810.SZ,9.32,9.17,9.26,9.09524608,0.9815,1.0163576881134133
2025-01-22,000810.SZ,12.77,12.69,12.4,12.25616,-2.2853,1.0063041765169425
2026-06-16,000810.SZ,10.9,10.82,11.57,11.57,6.9316,1.0073937153419594
2018-06-27,000811.SZ,4.8,4.72,4.67,3.31482204,-1.059316,1.0169491525423728
2019-06-27,000811.SZ,8.89,8.84,9.05,6.46013435,2.375566,1.005656108597285
2020-07-16,000811.SZ,7.4,7.35,7.08,5.08827564,-3.6735,1.0068027210884354
2022-06-29,000811.SZ,11.02,10.82,10.46,7.6885184,-3.3272,1.0184842883548983
2023-06-28,000811.SZ,15.53,15.33,15.29,11.3853927,-0.2609,1.0130463144161774
2024-06-26,000811.SZ,9.72,9.62,9.84,7.4033208,2.2869,1.0103950103950106
2025-01-10,000811.SZ,12.0,11.9,12.28,9.31675004,3.1933,1.0084033613445378
2025-05-29,000811.SZ,12.68,9.64,9.81,9.78987969,1.7635,1.3153526970954357
2018-05-09,000812.SZ,7.17,4.76,4.76,4.69001848,0.0,1.5063025210084033
2024-07-09,000812.SZ,3.69,3.67,3.65,3.62699405,-0.545,1.005449591280654
2025-07-25,000812.SZ,4.76,4.73,4.79,4.79,1.2685,1.0063424947145876
2021-06-01,000813.SZ,5.35,5.14,5.07,5.07,-1.3619,1.0408560311284047
2019-06-06,000816.SZ,1.79,1.78,1.8,1.8,1.123595,1.0056179775280898
2018-05-17,000818.SZ,13.97,13.89,14.14,13.6945193,1.799856,1.005759539236861
2019-07-05,000818.SZ,10.26,10.11,10.12,9.94658368,0.098914,1.0148367952522255
2019-08-08,000819.SZ,8.77,8.33,8.39,7.85525496,0.7203,1.0528211284513804
2020-06-12,000819.SZ,7.59,7.2,7.23,7.13585094,0.4167,1.0541666666666667
2024-05-24,000819.SZ,17.32,17.22,17.16,17.06194776,-0.3484,1.0058072009291523
2025-07-11,000819.SZ,17.5,17.4,18.37,18.37,5.5747,1.0057471264367817
2024-06-28,000821.SZ,11.31,11.22,11.33,11.21943053,0.9804,1.0080213903743316
2025-07-08,000821.SZ,11.57,11.5,12.2,12.1544818,6.087,1.0060869565217392
2018-05-02,000822.SZ,7.37,7.32,7.53,6.78208275,2.868853,1.0068306010928962
2019-05-22,000822.SZ,5.6,5.4,5.35,4.9970819,-0.925929,1.037037037037037
2020-05-21,000822.SZ,3.53,3.44,3.42,3.27797082,-0.5814,1.0261627906976745
2021-09-03,000822.SZ,12.32,12.21,12.33,11.92441698,0.9828,1.009009009009009
2023-05-12,000822.SZ,7.25,7.15,7.07,6.96738602,-1.1189,1.013986013986014
2024-05-15,000822.SZ,6.89,6.79,6.81,6.81,0.2946,1.0147275405007363
2018-06-21,000823.SZ,6.6,6.52,6.23,5.65508937,-4.447852,1.0122699386503067
2019-06-25,000823.SZ,9.51,9.41,9.24,8.4764526,-1.80659,1.010626992561105
2020-06-16,000823.SZ,12.16,12.06,12.8,11.8396416,6.136,1.0082918739635158
2021-06-07,000823.SZ,10.83,10.7,10.84,10.1485164,1.3084,1.0121495327102805
2022-06-28,000823.SZ,10.24,10.14,10.57,9.99333251,4.2406,1.009861932938856
2023-06-29,000823.SZ,9.23,9.13,9.36,8.94626928,2.5192,1.0109529025191675
2024-05-30,000823.SZ,7.78,7.68,7.74,7.49420082,0.7813,1.0130208333333335
2025-04-22,000823.SZ,9.72,9.52,9.56,9.45086304,0.4202,1.0210084033613447
2026-05-12,000823.SZ,17.52,17.32,16.95,16.95,-2.1363,1.0115473441108545
2018-07-10,000825.SZ,6.0,5.76,5.76,4.85535168,0.0,1.0416666666666667
2019-06-03,000825.SZ,4.22,4.12,4.1,3.5399482,-0.485436,1.0242718446601942
2020-05-28,000825.SZ,3.42,3.32,3.3,2.9350497,-0.6024,1.0301204819277108
2021-06-02,000825.SZ,6.9,6.75,6.5,5.9096245,-3.7037,1.0222222222222224
2021-11-25,000825.SZ,7.99,7.4,7.16,7.02869276,-3.2432,1.0797297297297297
2022-06-29,000825.SZ,5.6,5.54,5.44,5.39807392,-1.8051,1.0108303249097472
2023-06-01,000825.SZ,3.98,3.96,4.01,3.99919305,1.2626,1.005050505050505
2018-05-29,000826.SZ,29.75,20.96,20.48,20.42415104,-2.290074,1.4193702290076335
2018-06-26,000828.SZ,8.12,7.87,7.9,6.0268547,0.381197,1.0317662007623887
2019-07-12,000828.SZ,9.16,8.89,8.93,7.01954259,0.449943,1.03037120359955
2020-06-09,000828.SZ,7.33,7.03,7.0,5.737249,-0.4267,1.042674253200569
2021-06-08,000828.SZ,11.4,11.15,10.99,9.20944416,-1.435,1.0224215246636772
2022-06-16,000828.SZ,10.42,10.15,10.47,9.00707925,3.1527,1.0266009852216749
2023-06-30,000828.SZ,9.39,9.14,9.15,8.0868249,0.1094,1.0273522975929978
2024-05-29,000828.SZ,9.98,9.66,9.75,8.90255925,0.9317,1.0331262939958592
2024-09-27,000828.SZ,9.85,9.7,10.11,9.37402233,4.2268,1.0154639175257731
2025-05-14,000828.SZ,10.66,10.34,10.52,10.05604696,1.7408,1.0309477756286267
2025-09-24,000828.SZ,11.28,11.13,11.18,10.8309604,0.4492,1.013477088948787
2026-05-19,000828.SZ,10.25,9.93,10.02,10.02,0.9063,1.0322255790533736
2021-06-11,000829.SZ,7.57,7.52,7.58,7.48683422,0.7979,1.006648936170213
2022-06-10,000829.SZ,9.7,9.64,10.07,10.00812992,4.4606,1.0062240663900415
2018-06-14,000830.SZ,19.79,19.49,19.24,13.20791368,-1.282709,1.0153925089789637
2019-05-24,000830.SZ,12.79,12.29,11.71,8.36575281,-4.719284,1.0406834825061024
2020-05-15,000830.SZ,8.08,7.58,7.52,5.7267432,-0.7916,1.0659630606860158
2021-04-30,000830.SZ,16.02,15.52,15.38,12.08974122,-0.9021,1.032216494845361
2022-07-15,000830.SZ,17.49,15.49,14.7,13.0471761,-5.1001,1.12911555842479
