symbol,first_date,last_date,rows,exchange,ends_before_dataset,current_name,name_marks_delisted
002244.SZ,2018-01-02,2026-09-11,2111,SZ,False,滨江集团,False
002245.SZ,2018-01-02,2026-09-11,2111,SZ,False,蔚蓝锂芯,False
002246.SZ,2018-01-02,2026-09-11,2111,SZ,False,北化股份,False
002247.SZ,2018-01-02,2026-09-11,2111,SZ,False,聚力文化,False
002248.SZ,2018-01-02,2026-09-11,2111,SZ,False,华东数控,False
002249.SZ,2018-01-02,2026-09-11,2111,SZ,False,大洋电机,False
002250.SZ,2018-01-02,2026-09-11,2111,SZ,False,联化科技,False
002251.SZ,2018-01-02,2026-09-11,2111,SZ,False,步步高,False
002252.SZ,2018-01-02,2026-09-11,2111,SZ,False,上海莱士,False
002253.SZ,2018-01-02,2026-09-11,2111,SZ,False,川大智胜,False
002254.SZ,2018-01-02,2026-09-11,2111,SZ,False,泰和新材,False
002255.SZ,2018-01-02,2026-09-11,2111,SZ,False,海陆重工,False
002256.SZ,2018-01-02,2026-09-11,2111,SZ,False,兆新股份,False
002258.SZ,2018-01-02,2026-09-11,2111,SZ,False,利尔化学,False
002259.SZ,2018-01-02,2026-09-11,2111,SZ,False,升达林业,False
002260.SZ,2018-01-02,2022-06-17,1081,SZ,True,德奥退,True
002261.SZ,2018-01-02,2026-09-11,2111,SZ,False,拓维信息,False
002262.SZ,2018-01-02,2026-09-11,2111,SZ,False,恩华药业,False
002263.SZ,2018-01-02,2026-09-11,2111,SZ,False,大东南,False
002264.SZ,2018-01-02,2026-09-11,2111,SZ,False,新华都,False
002265.SZ,2018-01-02,2026-09-11,2111,SZ,False,建设工业,False
002266.SZ,2018-01-02,2026-09-11,2111,SZ,False,浙富控股,False
002267.SZ,2018-01-02,2026-09-11,2111,SZ,False,陕天然气,False
002268.SZ,2018-01-02,2026-09-11,2111,SZ,False,电科网安,False
002269.SZ,2018-01-02,2026-09-11,2111,SZ,False,美邦服饰,False
002270.SZ,2018-01-02,2026-09-11,2111,SZ,False,华明装备,False
002271.SZ,2018-01-02,2026-09-11,2111,SZ,False,东方雨虹,False
002272.SZ,2018-01-02,2026-09-11,2111,SZ,False,川润股份,False
002273.SZ,2018-01-02,2026-09-11,2111,SZ,False,水晶光电,False
002274.SZ,2018-01-02,2026-09-11,2111,SZ,False,华昌化工,False
002275.SZ,2018-01-02,2026-09-11,2111,SZ,False,桂林三金,False
002276.SZ,2018-01-02,2026-09-11,2111,SZ,False,万马股份,False
002277.SZ,2018-01-02,2026-09-11,2111,SZ,False,友阿股份,False
002278.SZ,2018-01-02,2026-09-11,2111,SZ,False,神开股份,False
002279.SZ,2018-01-02,2026-09-11,2111,SZ,False,久其软件,False
002280.SZ,2018-01-02,2024-08-16,1609,SZ,True,ST联络,False
002281.SZ,2018-01-02,2026-09-11,2111,SZ,False,光迅科技,False
002282.SZ,2018-01-02,2026-09-11,2111,SZ,False,博深股份,False
002283.SZ,2018-01-02,2026-09-11,2111,SZ,False,天润工业,False
002284.SZ,2018-01-02,2026-09-11,2111,SZ,False,亚太股份,False
002285.SZ,2018-01-02,2026-09-11,2111,SZ,False,世联行,False
002286.SZ,2018-01-02,2026-09-11,2111,SZ,False,保龄宝,False
002287.SZ,2018-01-02,2026-09-11,2111,SZ,False,奇正藏药,False
002288.SZ,2018-01-02,2024-08-19,1610,SZ,True,*ST超华,False
002289.SZ,2018-01-02,2026-09-11,2111,SZ,False,宇顺电子,False
002290.SZ,2018-01-02,2026-09-11,2111,SZ,False,禾盛新材,False
002291.SZ,2018-01-02,2026-09-11,2111,SZ,False,遥望科技,False
002292.SZ,2018-01-02,2026-09-11,2111,SZ,False,奥飞娱乐,False
002293.SZ,2018-01-02,2026-09-11,2111,SZ,False,罗莱生活,False
002294.SZ,2018-01-02,2026-09-11,2111,SZ,False,信立泰,False
002295.SZ,2018-01-02,2026-09-11,2111,SZ,False,精艺股份,False
002296.SZ,2018-01-02,2026-09-11,2111,SZ,False,辉煌科技,False
002297.SZ,2018-01-02,2026-09-11,2111,SZ,False,博云新材,False
002298.SZ,2018-01-02,2026-09-11,2111,SZ,False,中电鑫龙,False
002299.SZ,2018-01-02,2026-09-11,2111,SZ,False,圣农发展,False
002300.SZ,2018-01-02,2026-09-11,2111,SZ,False,太阳电缆,False
002301.SZ,2018-01-02,2026-09-11,2111,SZ,False,齐心集团,False
002302.SZ,2018-01-02,2026-09-11,2111,SZ,False,西部建设,False
002303.SZ,2018-01-02,2026-09-11,2111,SZ,False,美盈森,False
002304.SZ,2018-01-02,2026-09-11,2111,SZ,False,洋河股份,False
002305.SZ,2018-01-02,2026-09-11,2111,SZ,False,*ST南置,False
002306.SZ,2018-01-02,2026-09-11,2111,SZ,False,ST云网,False
002307.SZ,2018-01-02,2026-09-11,2111,SZ,False,北新路桥,False
002308.SZ,2018-01-02,2024-09-27,1637,SZ,True,*ST威创,False
002309.SZ,2018-01-02,2026-09-11,2111,SZ,False,中利集团,False
002310.SZ,2018-01-02,2026-09-11,2111,SZ,False,东方新能,False
002311.SZ,2018-01-02,2026-09-11,2111,SZ,False,海大集团,False
002312.SZ,2018-01-02,2026-09-11,2111,SZ,False,川发龙蟒,False
002313.SZ,2018-01-02,2026-09-11,2111,SZ,False,日海智能,False
002314.SZ,2018-01-02,2026-09-11,2111,SZ,False,南山控股,False
002315.SZ,2018-01-02,2026-09-11,2111,SZ,False,焦点科技,False
002316.SZ,2018-01-02,2026-09-11,2111,SZ,False,亚联发展,False
002317.SZ,2018-01-02,2026-09-11,2111,SZ,False,众生药业,False
002318.SZ,2018-01-02,2026-09-11,2111,SZ,False,久立特材,False
002319.SZ,2018-01-02,2026-09-11,2111,SZ,False,乐通股份,False
002320.SZ,2018-01-02,2026-09-11,2111,SZ,False,海峡股份,False
002321.SZ,2018-01-02,2026-09-11,2111,SZ,False,华英农业,False
002322.SZ,2018-01-02,2026-09-11,2111,SZ,False,理工能科,False
002323.SZ,2018-01-02,2026-09-11,2111,SZ,False,*ST雅博,False
002324.SZ,2018-01-02,2026-09-11,2111,SZ,False,普利特,False
002325.SZ,2018-01-02,2024-08-15,1608,SZ,True,*ST洪涛,False
002326.SZ,2018-01-02,2026-09-11,2111,SZ,False,永太科技,False
002327.SZ,2018-01-02,2026-09-11,2111,SZ,False,富安娜,False
002328.SZ,2018-01-02,2026-09-11,2111,SZ,False,新朋股份,False
002329.SZ,2018-01-02,2026-09-11,2111,SZ,False,皇氏集团,False
002330.SZ,2018-01-02,2026-09-11,2111,SZ,False,得利斯,False
002331.SZ,2018-01-02,2026-09-11,2111,SZ,False,皖通科技,False
002332.SZ,2018-01-02,2026-09-11,2111,SZ,False,仙琚制药,False
002333.SZ,2018-01-02,2026-09-11,2111,SZ,False,罗普斯金,False
002334.SZ,2018-01-02,2026-09-11,2111,SZ,False,英威腾,False
002335.SZ,2018-01-02,2026-09-11,2111,SZ,False,科华数据,False
002336.SZ,2018-01-02,2025-07-03,1819,SZ,True,人乐退,True
002337.SZ,2018-01-02,2026-09-11,2111,SZ,False,赛象科技,False
002338.SZ,2018-01-02,2026-09-11,2111,SZ,False,奥普光电,False
002339.SZ,2018-01-02,2026-09-11,2111,SZ,False,积成电子,False
002340.SZ,2018-01-02,2026-09-11,2111,SZ,False,格林美,False
002341.SZ,2018-01-02,2024-08-23,1614,SZ,True,ST新纶,False
002342.SZ,2018-01-02,2026-09-11,2111,SZ,False,巨力索具,False
002343.SZ,2018-01-02,2026-09-11,2111,SZ,False,慈文传媒,False
002344.SZ,2018-01-02,2026-09-11,2111,SZ,False,海宁皮城,False
002345.SZ,2018-01-02,2026-09-11,2111,SZ,False,潮宏基,False
002346.SZ,2018-01-02,2026-09-11,2111,SZ,False,柘中股份,False
002347.SZ,2018-01-02,2026-09-11,2111,SZ,False,泰尔股份,False
002348.SZ,2018-01-02,2026-09-11,2111,SZ,False,高乐股份,False
002349.SZ,2018-01-02,2026-09-11,2111,SZ,False,精华制药,False
002350.SZ,2018-01-02,2026-09-11,2111,SZ,False,北京科锐,False
002351.SZ,2018-01-02,2026-09-11,2111,SZ,False,漫步者,False
002352.SZ,2018-01-02,2026-09-11,2111,SZ,False,顺丰控股,False
002353.SZ,2018-01-02,2026-09-11,2111,SZ,False,杰瑞股份,False
002354.SZ,2018-01-02,2026-09-11,2111,SZ,False,天娱数科,False
002355.SZ,2018-01-02,2026-09-11,2111,SZ,False,兴民智通,False
002356.SZ,2018-01-02,2026-09-11,2111,SZ,False,鹏飞绿能,False
002357.SZ,2018-01-02,2026-09-11,2111,SZ,False,富临运业,False
002358.SZ,2018-01-02,2026-09-11,2111,SZ,False,森源电气,False
002359.SZ,2018-01-02,2021-07-23,865,SZ,True,北讯退,True
002360.SZ,2018-01-02,2026-09-11,2111,SZ,False,ST同德,False
002361.SZ,2018-01-02,2026-09-11,2111,SZ,False,神剑股份,False
002362.SZ,2018-01-02,2026-09-11,2111,SZ,False,汉王科技,False
002363.SZ,2018-01-02,2026-09-11,2111,SZ,False,隆基机械,False
002364.SZ,2018-01-02,2026-09-11,2111,SZ,False,中恒电气,False
002365.SZ,2018-01-02,2026-09-11,2111,SZ,False,永安药业,False
002366.SZ,2018-01-02,2026-09-11,2111,SZ,False,融发核电,False
002367.SZ,2018-01-02,2026-09-11,2111,SZ,False,康力电梯,False
002368.SZ,2018-01-02,2026-09-11,2111,SZ,False,太极股份,False
002369.SZ,2018-01-02,2026-09-11,2111,SZ,False,卓翼科技,False
002370.SZ,2018-01-02,2026-09-11,2111,SZ,False,亚太药业,False
002371.SZ,2018-01-02,2026-09-11,2111,SZ,False,北方华创,False
002372.SZ,2018-01-02,2026-09-11,2111,SZ,False,伟星新材,False
002373.SZ,2018-01-02,2026-09-11,2111,SZ,False,千方科技,False
002374.SZ,2018-01-02,2026-09-11,2111,SZ,False,中锐股份,False
002375.SZ,2018-01-02,2026-09-11,2111,SZ,False,亚厦股份,False
002376.SZ,2018-01-02,2026-09-11,2111,SZ,False,新北洋,False
002377.SZ,2018-01-02,2026-09-11,2111,SZ,False,国创高新,False
002378.SZ,2018-01-02,2026-09-11,2111,SZ,False,章源钨业,False
002379.SZ,2018-01-02,2026-09-11,2111,SZ,False,宏桥控股,False
002380.SZ,2018-01-02,2026-09-11,2111,SZ,False,科远智慧,False
002381.SZ,2018-01-02,2026-09-11,2111,SZ,False,双箭股份,False
002382.SZ,2018-01-02,2026-09-11,2111,SZ,False,蓝帆医疗,False
002383.SZ,2018-01-02,2026-09-11,2111,SZ,False,合众思壮,False
002384.SZ,2018-01-02,2026-09-11,2111,SZ,False,东山精密,False
002385.SZ,2018-01-02,2026-09-11,2111,SZ,False,大北农,False
002386.SZ,2018-01-02,2026-09-11,2111,SZ,False,天原股份,False
002387.SZ,2018-01-02,2026-09-11,2111,SZ,False,维信诺,False
002388.SZ,2018-01-02,2026-09-11,2111,SZ,False,新亚制程,False
002389.SZ,2018-01-02,2026-09-11,2111,SZ,False,航天彩虹,False
002390.SZ,2018-01-02,2026-09-11,2111,SZ,False,信邦制药,False
002391.SZ,2018-01-02,2026-09-11,2111,SZ,False,长青股份,False
002392.SZ,2018-01-02,2026-09-11,2111,SZ,False,北京利尔,False
002393.SZ,2018-01-02,2026-09-11,2111,SZ,False,力生制药,False
002394.SZ,2018-01-02,2026-09-11,2111,SZ,False,联发股份,False
002395.SZ,2018-01-02,2026-09-11,2111,SZ,False,双象股份,False
002396.SZ,2018-01-02,2026-09-11,2111,SZ,False,星网锐捷,False
002397.SZ,2018-01-02,2026-09-11,2111,SZ,False,梦洁股份,False
002398.SZ,2018-01-02,2026-09-11,2111,SZ,False,垒知集团,False
002399.SZ,2018-01-02,2026-09-11,2111,SZ,False,海普瑞,False
002400.SZ,2018-01-02,2026-09-11,2111,SZ,False,省广集团,False
002401.SZ,2018-01-02,2026-09-11,2111,SZ,False,中远海科,False
002402.SZ,2018-01-02,2026-09-11,2111,SZ,False,和而泰,False
002403.SZ,2018-01-02,2026-09-11,2111,SZ,False,爱仕达,False
002404.SZ,2018-01-02,2026-09-11,2111,SZ,False,嘉欣丝绸,False
002405.SZ,2018-01-02,2026-09-11,2111,SZ,False,四维图新,False
002406.SZ,2018-01-02,2026-09-11,2111,SZ,False,远东传动,False
002407.SZ,2018-01-02,2026-09-11,2111,SZ,False,多氟多,False
002408.SZ,2018-01-02,2026-09-11,2111,SZ,False,齐翔腾达,False
002409.SZ,2018-01-02,2026-09-11,2111,SZ,False,雅克科技,False
002410.SZ,2018-01-02,2026-09-11,2111,SZ,False,广联达,False
002411.SZ,2018-01-02,2023-07-12,1341,SZ,True,必康退,True
002412.SZ,2018-01-02,2026-09-11,2111,SZ,False,汉森制药,False
002413.SZ,2018-01-02,2026-09-11,2111,SZ,False,雷科防务,False
002414.SZ,2018-01-02,2026-09-11,2111,SZ,False,高德红外,False
002415.SZ,2018-01-02,2026-09-11,2111,SZ,False,海康威视,False
002416.SZ,2018-01-02,2026-09-11,2111,SZ,False,爱施德,False
002417.SZ,2018-01-02,2023-07-10,1339,SZ,True,深南退,True
002418.SZ,2018-01-02,2026-09-11,2111,SZ,False,康盛股份,False
002419.SZ,2018-01-02,2026-09-11,2111,SZ,False,天虹股份,False
002420.SZ,2018-01-02,2026-09-11,2111,SZ,False,毅昌科技,False
002421.SZ,2018-01-02,2026-09-11,2111,SZ,False,达实智能,False
002422.SZ,2018-01-02,2026-09-11,2111,SZ,False,科伦药业,False
002423.SZ,2018-01-02,2026-09-11,2111,SZ,False,中粮资本,False
002424.SZ,2018-01-02,2026-09-11,2111,SZ,False,ST百灵,False
002425.SZ,2018-01-02,2026-09-11,2111,SZ,False,凯撒文化,False
002426.SZ,2018-01-02,2026-09-11,2111,SZ,False,胜利精密,False
002427.SZ,2018-01-02,2026-09-11,2111,SZ,False,尤夫股份,False
002428.SZ,2018-01-02,2026-09-11,2111,SZ,False,云南锗业,False
002429.SZ,2018-01-02,2026-09-11,2111,SZ,False,兆驰股份,False
002430.SZ,2018-01-02,2026-09-11,2111,SZ,False,杭氧股份,False
002431.SZ,2018-01-02,2026-09-11,2111,SZ,False,ST棕榈,False
002432.SZ,2018-01-02,2026-09-11,2111,SZ,False,九安医疗,False
002433.SZ,2018-01-02,2024-07-05,1579,SZ,True,太安退,True
002434.SZ,2018-01-02,2026-09-11,2111,SZ,False,万里扬,False
002435.SZ,2018-01-02,2024-08-15,1608,SZ,True,ST长康,False
002436.SZ,2018-01-02,2026-09-11,2111,SZ,False,兴森科技,False
002437.SZ,2018-01-02,2026-09-11,2111,SZ,False,誉衡药业,False
002438.SZ,2018-01-02,2026-09-11,2111,SZ,False,江苏神通,False
002439.SZ,2018-01-02,2026-09-11,2111,SZ,False,启明星辰,False
002440.SZ,2018-01-02,2026-09-11,2111,SZ,False,闰土股份,False
002441.SZ,2018-01-02,2026-09-11,2111,SZ,False,众业达,False
002442.SZ,2018-01-02,2026-09-11,2111,SZ,False,龙星科技,False
002443.SZ,2018-01-02,2026-09-11,2111,SZ,False,金洲管道,False
002444.SZ,2018-01-02,2026-09-11,2111,SZ,False,巨星科技,False
002445.SZ,2018-01-02,2026-09-11,2111,SZ,False,中南文化,False
002446.SZ,2018-01-02,2026-09-11,2111,SZ,False,盛路通信,False
002447.SZ,2018-01-02,2022-06-27,1087,SZ,True,晨鑫退,True
002448.SZ,2018-01-02,2026-09-11,2111,SZ,False,中原内配,False
002449.SZ,2018-01-02,2026-09-11,2111,SZ,False,国星光电,False
002450.SZ,2018-01-02,2021-05-31,827,SZ,True,康得退,True
002451.SZ,2018-01-02,2026-09-11,2111,SZ,False,摩恩电气,False
002452.SZ,2018-01-02,2026-09-11,2111,SZ,False,长高电气,False
002453.SZ,2018-01-02,2026-09-11,2111,SZ,False,华软科技,False
002454.SZ,2018-01-02,2026-09-11,2111,SZ,False,松芝股份,False
002455.SZ,2018-01-02,2026-09-11,2111,SZ,False,百川股份,False
002456.SZ,2018-01-02,2026-09-11,2111,SZ,False,欧菲光,False
002457.SZ,2018-01-02,2026-09-11,2111,SZ,False,青龙管业,False
002458.SZ,2018-01-02,2026-09-11,2111,SZ,False,益生股份,False
002459.SZ,2018-01-02,2026-09-11,2111,SZ,False,晶澳科技,False
002460.SZ,2018-01-02,2026-09-11,2111,SZ,False,赣锋锂业,False
002461.SZ,2018-01-02,2026-09-11,2111,SZ,False,珠江啤酒,False
002462.SZ,2018-01-02,2026-09-11,2111,SZ,False,嘉事堂,False
002463.SZ,2018-01-02,2026-09-11,2111,SZ,False,沪电股份,False
002464.SZ,2018-01-02,2022-06-28,1088,SZ,True,众应退,True
002465.SZ,2018-01-02,2026-09-11,2111,SZ,False,海格通信,False
002466.SZ,2018-01-02,2026-09-11,2111,SZ,False,天齐锂业,False
002467.SZ,2018-01-02,2026-09-11,2111,SZ,False,二六三,False
002468.SZ,2018-01-02,2026-09-11,2111,SZ,False,申通快递,False
002469.SZ,2018-01-02,2026-09-11,2111,SZ,False,三维化学,False
002470.SZ,2018-01-02,2026-09-11,2111,SZ,False,金正大,False
002471.SZ,2018-01-02,2026-09-11,2111,SZ,False,中超控股,False
002472.SZ,2018-01-02,2026-09-11,2111,SZ,False,双环传动,False
002473.SZ,2018-01-02,2022-06-22,1084,SZ,True,圣莱退,True
002474.SZ,2018-01-02,2026-09-11,2111,SZ,False,榕基软件,False
002475.SZ,2018-01-02,2026-09-11,2111,SZ,False,立讯精密,False
002476.SZ,2018-01-02,2026-09-11,2111,SZ,False,新叶股份,False
002477.SZ,2018-01-02,2019-10-16,433,SZ,True,雏鹰退,True
002478.SZ,2018-01-02,2026-09-11,2111,SZ,False,常宝股份,False
002479.SZ,2018-01-02,2026-09-11,2111,SZ,False,富春环保,False
002480.SZ,2018-01-02,2026-09-11,2111,SZ,False,新筑股份,False
002481.SZ,2018-01-02,2026-09-11,2111,SZ,False,双塔食品,False
002482.SZ,2018-01-02,2026-09-11,2111,SZ,False,广田集团,False
002483.SZ,2018-01-02,2026-09-11,2111,SZ,False,润邦股份,False
002484.SZ,2018-01-02,2026-09-11,2111,SZ,False,江海股份,False
002485.SZ,2018-01-02,2026-09-11,2111,SZ,False,ST雪发,False
002486.SZ,2018-01-02,2026-09-11,2111,SZ,False,嘉麟杰,False
002487.SZ,2018-01-02,2026-09-11,2111,SZ,False,大金重工,False
002488.SZ,2018-01-02,2026-09-11,2111,SZ,False,金固股份,False
002489.SZ,2018-01-02,2026-09-11,2111,SZ,False,浙江永强,False
002490.SZ,2018-01-02,2026-09-11,2111,SZ,False,山东墨龙,False
002491.SZ,2018-01-02,2026-09-11,2111,SZ,False,通鼎互联,False
002492.SZ,2018-01-02,2026-09-11,2111,SZ,False,恒基达鑫,False
002493.SZ,2018-01-02,2026-09-11,2111,SZ,False,荣盛石化,False
002494.SZ,2018-01-02,2026-09-11,2111,SZ,False,华斯股份,False
002495.SZ,2018-01-02,2026-09-11,2111,SZ,False,佳隆股份,False
002496.SZ,2018-01-02,2026-09-11,2111,SZ,False,辉丰股份,False
002497.SZ,2018-01-02,2026-09-11,2111,SZ,False,雅化集团,False
002498.SZ,2018-01-02,2026-09-11,2111,SZ,False,汉缆股份,False
002499.SZ,2018-01-02,2023-04-18,1285,SZ,True,科林退,True
002500.SZ,2018-01-02,2026-09-11,2111,SZ,False,山西证券,False
002501.SZ,2018-01-02,2026-09-11,2111,SZ,False,*ST利源,False
002502.SZ,2018-01-02,2024-09-05,1623,SZ,True,ST鼎龙,False
002503.SZ,2018-01-02,2023-08-11,1363,SZ,True,*ST搜特,False
002504.SZ,2018-01-02,2023-08-21,1369,SZ,True,*ST弘高,False
002505.SZ,2018-01-02,2024-08-30,1619,SZ,True,鹏都农牧,False
002506.SZ,2018-01-02,2026-09-11,2111,SZ,False,协鑫集成,False
002507.SZ,2018-01-02,2026-09-11,2111,SZ,False,涪陵榨菜,False
002508.SZ,2018-01-02,2026-09-11,2111,SZ,False,老板电器,False
002509.SZ,2018-01-02,2020-07-20,618,SZ,True,天茂退,True
002510.SZ,2018-01-02,2026-09-11,2111,SZ,False,天汽模,False
002511.SZ,2018-01-02,2026-09-11,2111,SZ,False,中顺洁柔,False
002512.SZ,2018-01-02,2026-09-11,2111,SZ,False,ST达华,False
002513.SZ,2018-01-02,2026-09-11,2111,SZ,False,蓝丰生化,False
002514.SZ,2018-01-02,2026-09-11,2111,SZ,False,*ST宝馨,False
002515.SZ,2018-01-02,2026-09-11,2111,SZ,False,金字火腿,False
002516.SZ,2018-01-02,2026-09-11,2111,SZ,False,旷达科技,False
002517.SZ,2018-01-02,2026-09-11,2111,SZ,False,恺英网络,False
002518.SZ,2018-01-02,2026-09-11,2111,SZ,False,科士达,False
002519.SZ,2018-01-02,2026-09-11,2111,SZ,False,银河电子,False
002520.SZ,2018-01-02,2026-09-11,2111,SZ,False,日发精机,False
002521.SZ,2018-01-02,2026-09-11,2111,SZ,False,齐峰新材,False
002522.SZ,2018-01-02,2026-09-11,2111,SZ,False,浙江众成,False
002523.SZ,2018-01-02,2026-09-11,2111,SZ,False,天桥起重,False
002524.SZ,2018-01-02,2026-09-11,2111,SZ,False,光正眼科,False
002526.SZ,2018-01-02,2026-09-11,2111,SZ,False,山东矿机,False
002527.SZ,2018-01-02,2026-09-11,2111,SZ,False,新时达,False
002528.SZ,2018-01-02,2026-09-11,2111,SZ,False,*ST英飞,False
002529.SZ,2018-01-02,2026-09-11,2111,SZ,False,海源复材,False
002530.SZ,2018-01-02,2026-09-11,2111,SZ,False,金财互联,False
002531.SZ,2018-01-02,2026-09-11,2111,SZ,False,天顺风能,False
002532.SZ,2018-01-02,2026-09-11,2111,SZ,False,天山铝业,False
002533.SZ,2018-01-02,2026-09-11,2111,SZ,False,金杯电工,False
002534.SZ,2018-01-02,2026-09-11,2111,SZ,False,西子洁能,False
002535.SZ,2018-01-02,2026-09-11,2111,SZ,False,林州重机,False
002536.SZ,2018-01-02,2026-09-11,2111,SZ,False,飞龙股份,False
002537.SZ,2018-01-02,2026-09-11,2111,SZ,False,海联金汇,False
002538.SZ,2018-01-02,2026-09-11,2111,SZ,False,ST司特,False
002539.SZ,2018-01-02,2026-09-11,2111,SZ,False,云图控股,False
002540.SZ,2018-01-02,2026-09-11,2111,SZ,False,亚太科技,False
002541.SZ,2018-01-02,2026-09-11,2111,SZ,False,鸿路钢构,False
002542.SZ,2018-01-02,2026-09-11,2111,SZ,False,*ST中岩,False
002543.SZ,2018-01-02,2026-09-11,2111,SZ,False,万和电气,False
002544.SZ,2018-01-02,2026-09-11,2111,SZ,False,普天科技,False
002545.SZ,2018-01-02,2026-09-11,2111,SZ,False,东方铁塔,False
002546.SZ,2018-01-02,2026-09-11,2111,SZ,False,新联电子,False
002547.SZ,2018-01-02,2026-09-11,2111,SZ,False,*ST春兴,False
002548.SZ,2018-01-02,2026-09-11,2111,SZ,False,金新农,False
002549.SZ,2018-01-02,2026-09-11,2111,SZ,False,凯美特气,False
002550.SZ,2018-01-02,2026-09-11,2111,SZ,False,千红制药,False
002551.SZ,2018-01-02,2026-09-11,2111,SZ,False,尚荣医疗,False
002552.SZ,2018-01-02,2026-09-11,2111,SZ,False,宝鼎科技,False
002553.SZ,2018-01-02,2026-09-11,2111,SZ,False,南方精工,False
002554.SZ,2018-01-02,2026-09-11,2111,SZ,False,惠博普,False
002555.SZ,2018-01-02,2026-09-11,2111,SZ,False,三七互娱,False
002556.SZ,2018-01-02,2026-09-11,2111,SZ,False,辉隆股份,False
002557.SZ,2018-01-02,2026-09-11,2111,SZ,False,洽洽食品,False
002558.SZ,2018-01-02,2026-09-11,2111,SZ,False,巨人网络,False
002559.SZ,2018-01-02,2026-09-11,2111,SZ,False,亚威股份,False
002560.SZ,2018-01-02,2026-09-11,2111,SZ,False,通达股份,False
002561.SZ,2018-01-02,2026-09-11,2111,SZ,False,徐家汇,False
002562.SZ,2018-01-02,2026-09-11,2111,SZ,False,兄弟科技,False
002563.SZ,2018-01-02,2026-09-11,2111,SZ,False,森马服饰,False
002564.SZ,2018-01-02,2026-09-11,2111,SZ,False,天沃科技,False
002565.SZ,2018-01-02,2026-09-11,2111,SZ,False,顺灏股份,False
002566.SZ,2018-01-02,2026-09-11,2111,SZ,False,益盛药业,False
002567.SZ,2018-01-02,2026-09-11,2111,SZ,False,唐人神,False
002568.SZ,2018-01-02,2026-09-11,2111,SZ,False,百润股份,False
002569.SZ,2018-01-02,2026-09-11,2111,SZ,False,*ST步森,False
002570.SZ,2018-01-02,2026-09-11,2111,SZ,False,贝因美,False
002571.SZ,2018-01-02,2026-09-11,2111,SZ,False,德力股份,False
002572.SZ,2018-01-02,2026-09-11,2111,SZ,False,索菲亚,False
002573.SZ,2018-01-02,2026-09-11,2111,SZ,False,清新环境,False
002574.SZ,2018-01-02,2026-09-11,2111,SZ,False,明牌珠宝,False
002575.SZ,2018-01-02,2026-09-11,2111,SZ,False,群兴玩具,False
002576.SZ,2018-01-02,2026-09-11,2111,SZ,False,通达动力,False
002577.SZ,2018-01-02,2026-09-11,2111,SZ,False,雷柏科技,False
002578.SZ,2018-01-02,2026-09-11,2111,SZ,False,闽发铝业,False
002579.SZ,2018-01-02,2026-09-11,2111,SZ,False,中京电子,False
002580.SZ,2018-01-02,2026-09-11,2111,SZ,False,圣阳股份,False
002581.SZ,2018-01-02,2026-09-11,2111,SZ,False,*ST未名,False
002582.SZ,2018-01-02,2026-09-11,2111,SZ,False,好想你,False
002583.SZ,2018-01-02,2026-09-11,2111,SZ,False,海能达,False
002584.SZ,2018-01-02,2026-09-11,2111,SZ,False,西陇科学,False
002585.SZ,2018-01-02,2026-09-11,2111,SZ,False,双星新材,False
002586.SZ,2018-01-02,2026-09-11,2111,SZ,False,围海股份,False
002587.SZ,2018-01-02,2026-09-11,2111,SZ,False,奥拓电子,False
002588.SZ,2018-01-02,2026-09-11,2111,SZ,False,史丹利,False
002589.SZ,2018-01-02,2026-09-11,2111,SZ,False,瑞康医药,False
002590.SZ,2018-01-02,2026-09-11,2111,SZ,False,万安科技,False
002591.SZ,2018-01-02,2026-09-11,2111,SZ,False,恒大高新,False
002592.SZ,2018-01-02,2026-09-11,2111,SZ,False,ST八菱,False
002593.SZ,2018-01-02,2026-09-11,2111,SZ,False,日上集团,False
002594.SZ,2018-01-02,2026-09-11,2111,SZ,False,比亚迪,False
002595.SZ,2018-01-02,2026-09-11,2111,SZ,False,豪迈科技,False
002596.SZ,2018-01-02,2026-09-11,2111,SZ,False,海南瑞泽,False
002597.SZ,2018-01-02,2026-09-11,2111,SZ,False,金禾实业,False
002598.SZ,2018-01-02,2026-09-11,2111,SZ,False,ST章鼓,False
002599.SZ,2018-01-02,2026-09-11,2111,SZ,False,盛通股份,False
002600.SZ,2018-01-02,2026-09-11,2111,SZ,False,领益智造,False
002601.SZ,2018-01-02,2026-09-11,2111,SZ,False,龙佰集团,False
002602.SZ,2018-01-02,2026-09-11,2111,SZ,False,世纪华通,False
002603.SZ,2018-01-02,2026-09-11,2111,SZ,False,以岭药业,False
002604.SZ,2018-01-02,2020-07-15,615,SZ,True,龙力退,True
002605.SZ,2018-01-02,2026-09-11,2111,SZ,False,姚记科技,False
002606.SZ,2018-01-02,2026-09-11,2111,SZ,False,大连电瓷,False
002607.SZ,2018-01-02,2026-09-11,2111,SZ,False,中公教育,False
002608.SZ,2018-01-02,2026-09-11,2111,SZ,False,江苏国信,False
002609.SZ,2018-01-02,2026-09-11,2111,SZ,False,捷顺科技,False
002610.SZ,2018-01-02,2024-08-12,1605,SZ,True,ST爱康,False
002611.SZ,2018-01-02,2026-09-11,2111,SZ,False,东方精工,False
002612.SZ,2018-01-02,2026-09-11,2111,SZ,False,朗姿股份,False
002613.SZ,2018-01-02,2026-09-11,2111,SZ,False,北玻股份,False
