date,equity,cash,positions
2020-01-02,10000000.0,10000000.0,0
2020-01-03,10000000.0,10000000.0,0
2020-01-06,10000000.0,10000000.0,0
2020-01-07,10000000.0,10000000.0,0
2020-01-08,10000000.0,10000000.0,0
2020-01-09,10000000.0,10000000.0,0
2020-01-10,10000000.0,10000000.0,0
2020-01-13,10000000.0,10000000.0,0
2020-01-14,10000000.0,10000000.0,0
2020-01-15,10000000.0,10000000.0,0
2020-01-16,10000000.0,10000000.0,0
2020-01-17,10000000.0,10000000.0,0
2020-01-20,10000000.0,10000000.0,0
2020-01-21,10000000.0,10000000.0,0
2020-01-22,10000000.0,10000000.0,0
2020-01-23,10000000.0,10000000.0,0
2020-02-03,10000000.0,10000000.0,0
2020-02-04,10597992.89982124,1997586.669821239,8
2020-02-05,11389683.211501712,928612.8115017118,9
2020-02-06,11669182.885946594,2192333.9859465947,9
2020-02-07,12100510.415946592,2192333.9859465947,9
2020-02-10,12486809.031206522,4749955.031206521,8
2020-02-11,12216976.308957031,7318342.708957031,7
2020-02-12,12408286.808957031,7318342.708957031,7
2020-02-13,12492755.12946298,8022601.12946298,6
2020-02-14,12362500.509462979,8022601.12946298,6
2020-02-17,12849857.00946298,8022601.12946298,6
2020-02-18,12871218.712382814,10902683.852382815,3
2020-02-19,12878474.371752294,11572304.971752293,2
2020-02-20,12868250.571752293,11572304.971752293,2
2020-02-21,12841337.271752294,11572304.971752293,2
2020-02-24,12816773.441752294,11572304.971752293,2
2020-02-25,12846447.191752294,11572304.971752293,2
2020-02-26,12804149.571752293,11572304.971752293,2
2020-02-27,12778130.091752293,11572304.971752293,2
2020-02-28,12677564.051752293,11572304.971752293,2
2020-03-02,12864435.851752292,11572304.971752293,2
2020-03-03,12865820.591752294,11572304.971752293,2
2020-03-04,12848737.601752292,11572304.971752293,2
2020-03-05,12890797.283585288,12197798.063585287,1
2020-03-06,12869346.48747406,12869346.48747406,0
2020-03-09,12869346.48747406,12869346.48747406,0
2020-03-10,12869346.48747406,12869346.48747406,0
2020-03-11,12869346.48747406,12869346.48747406,0
2020-03-12,12869346.48747406,12869346.48747406,0
2020-03-13,12869346.48747406,12869346.48747406,0
2020-03-16,12869346.48747406,12869346.48747406,0
2020-03-17,12869346.48747406,12869346.48747406,0
2020-03-18,12869346.48747406,12869346.48747406,0
2020-03-19,12839587.136022475,11582025.956022475,1
2020-03-20,12877507.696022475,11582025.956022475,1
2020-03-23,12776935.776022475,11582025.956022475,1
2020-03-24,12814775.740451925,10300368.860451926,2
2020-03-25,12936276.610451926,10300368.860451926,2
2020-03-26,12862187.700451925,10300368.860451926,2
2020-03-27,12793225.464757979,9009294.25475798,3
2020-03-30,12700774.36475798,9009294.25475798,3
2020-03-31,12638533.09475798,9009294.25475798,3
2020-04-01,12810415.106057182,7740415.0860571815,4
2020-04-02,13018439.66605718,7740415.0860571815,4
2020-04-03,13001139.75605718,7740415.0860571815,4
2020-04-07,13145263.75605718,7740415.0860571815,4
2020-04-08,13120193.796057181,7740415.0860571815,4
2020-04-09,13131630.876057182,7740415.0860571815,4
2020-04-10,12925681.41605718,7740415.0860571815,4
2020-04-13,12677176.112646313,8878377.522646314,3
2020-04-14,12978346.037685825,6336330.117685825,5
2020-04-15,13096862.657685824,6336330.117685825,5
2020-04-16,13213773.817685824,6336330.117685825,5
2020-04-17,13303183.357685825,6336330.117685825,5
2020-04-20,13552124.437685825,6336330.117685825,5
2020-04-21,13552671.376049083,7150800.416049085,5
2020-04-22,13598551.3747801,7999293.4847801,4
2020-04-23,13808162.51026547,9573333.76026547,3
2020-04-24,13836232.73026547,9573333.76026547,3
2020-04-27,13747037.923479287,11049558.183479287,2
2020-04-28,13633966.993479287,11049558.183479287,2
2020-04-29,13612626.47951994,6966731.159519942,5
2020-04-30,14021222.23951994,6966731.159519942,5
2020-05-06,14906875.829519942,6966731.159519942,5
2020-05-07,14769991.004568614,7837347.744568613,5
2020-05-08,14896290.314568613,7837347.744568613,5
2020-05-11,15004318.701447614,8794621.171447612,4
2020-05-12,15058767.571447613,8794621.171447612,4
2020-05-13,15086378.601447612,8794621.171447612,4
2020-05-14,14977192.384493697,11773312.954493698,2
2020-05-15,15002512.151245866,12614923.691245867,2
2020-05-18,15138303.741245866,12614923.691245867,2
2020-05-19,15143085.484832536,13579171.444832537,1
2020-05-20,15093118.444832537,13579171.444832537,1
2020-05-21,15075467.044832537,13579171.444832537,1
2020-05-22,14979877.924832538,13579171.444832537,1
2020-05-25,14938648.513626631,12080728.213626632,2
2020-05-26,15051715.533626633,12080728.213626632,2
2020-05-27,15100119.853626633,12080728.213626632,2
2020-05-28,14999950.033626633,12080728.213626632,2
2020-05-29,15002872.792217512,13542302.192217512,1
2020-06-01,15088477.232217513,13542302.192217512,1
2020-06-02,15138339.612217512,13542302.192217512,1
2020-06-03,15196144.672217513,13542302.192217512,1
2020-06-04,15527089.672217513,13542302.192217512,1
2020-06-05,15653345.002623271,15653345.002623271,0
2020-06-08,15653345.002623271,15653345.002623271,0
2020-06-09,15653345.002623271,15653345.002623271,0
2020-06-10,15680519.84668051,14087537.35668051,1
2020-06-11,15659384.22668051,14087537.35668051,1
2020-06-12,15665357.336680511,14087537.35668051,1
2020-06-15,15699358.11668051,14087537.35668051,1
2020-06-16,15775170.666680511,14087537.35668051,1
2020-06-17,15796765.756680511,14087537.35668051,1
2020-06-18,15722791.086680511,14087537.35668051,1
2020-06-19,15712223.27668051,14087537.35668051,1
2020-06-22,15767904.72905543,12514775.41905543,2
2020-06-23,15771368.32905543,12514775.41905543,2
2020-06-24,15727824.619055431,12514775.41905543,2
2020-06-29,15690713.279055431,12514775.41905543,2
2020-06-30,15832053.799055431,12514775.41905543,2
2020-07-01,15819648.03905543,12514775.41905543,2
2020-07-02,15871391.76905543,12514775.41905543,2
2020-07-03,15831629.89905543,12514775.41905543,2
2020-07-06,16011071.209055431,12514775.41905543,2
2020-07-07,16091337.15905543,12514775.41905543,2
2020-07-08,16133502.52905543,12514775.41905543,2
2020-07-09,16225078.84905543,12514775.41905543,2
2020-07-10,16186392.576292075,14416643.256292075,1
2020-07-13,16303028.076292075,14416643.256292075,1
2020-07-14,16680149.526292074,14416643.256292075,1
2020-07-15,16744738.091014408,16744738.091014408,0
2020-07-16,16744738.091014408,16744738.091014408,0
2020-07-17,16744738.091014408,16744738.091014408,0
2020-07-20,16744738.091014408,16744738.091014408,0
2020-07-21,16744738.091014408,16744738.091014408,0
2020-07-22,16744738.091014408,16744738.091014408,0
2020-07-23,16744738.091014408,16744738.091014408,0
2020-07-24,16744738.091014408,16744738.091014408,0
2020-07-27,16620601.969391726,10044839.499391725,4
2020-07-28,16798445.869391724,10044839.499391725,4
2020-07-29,17236646.109391727,10044839.499391725,4
2020-07-30,17153341.769391723,10044839.499391725,4
2020-07-31,17124030.539391726,10044839.499391725,4
2020-08-03,17663705.889391724,10044839.499391725,4
2020-08-04,17517964.053265043,11141631.753265042,4
2020-08-05,17692454.193265043,11141631.753265042,4
2020-08-06,17685140.56326504,11141631.753265042,4
2020-08-07,17515213.30959371,12266184.009593712,3
2020-08-10,17551134.319593713,12266184.009593712,3
2020-08-11,17360758.10959371,12266184.009593712,3
2020-08-12,17391985.14413656,10527205.55413656,4
2020-08-13,17360187.57413656,10527205.55413656,4
2020-08-14,17390157.954136558,10527205.55413656,4
2020-08-17,17568958.61413656,10527205.55413656,4
2020-08-18,17556755.07413656,10527205.55413656,4
2020-08-19,17488575.53413656,10527205.55413656,4
2020-08-20,17305933.57413656,10527205.55413656,4
2020-08-21,17263012.026265487,12104944.456265487,3
2020-08-24,17221390.656265486,12104944.456265487,3
2020-08-25,17271973.69626549,12104944.456265487,3
2020-08-26,17262213.755584314,17262213.755584314,0
2020-08-27,17262213.755584314,17262213.755584314,0
2020-08-28,17262213.755584314,17262213.755584314,0
2020-08-31,17262213.755584314,17262213.755584314,0
2020-09-01,17262213.755584314,17262213.755584314,0
2020-09-02,17262213.755584314,17262213.755584314,0
2020-09-03,17262213.755584314,17262213.755584314,0
2020-09-04,17299044.89276112,15535482.17276112,1
2020-09-07,17249576.09276112,15535482.17276112,1
2020-09-08,17173495.861578837,13810521.141578836,2
2020-09-09,16972676.471578836,13810521.141578836,2
2020-09-10,16816100.384381406,8554386.934381405,5
2020-09-11,17360780.833818037,3502951.463818038,8
2020-09-14,17810522.08381804,3502951.463818038,8
2020-09-15,18171608.633818038,3502951.463818038,8
2020-09-16,18164355.09381804,3502951.463818038,8
2020-09-17,18816830.173818037,3502951.463818038,8
2020-09-18,19440726.964222066,1614484.8142220662,9
2020-09-21,19370479.054222066,1614484.8142220662,9
2020-09-22,19476656.419018723,2677645.669018722,9
2020-09-23,19973421.823606312,6184574.613606313,7
2020-09-24,19755533.89313209,7240390.043132093,7
2020-09-25,19539538.133132093,7240390.043132093,7
2020-09-28,18914997.64313209,7240390.043132093,7
2020-09-29,19255946.062555905,7076321.502555902,7
2020-09-30,19512594.662555903,7076321.502555902,7
2020-10-09,19949174.093805764,10138678.773805764,6
2020-10-12,20055184.85319042,18072040.373190418,1
2020-10-13,20045765.773190416,18072040.373190418,1
2020-10-14,20032065.29319042,18072040.373190418,1
2020-10-15,20017508.533190418,18072040.373190418,1
2020-10-16,20004664.33319042,18072040.373190418,1
2020-10-19,19985483.83152803,16069088.481528029,2
2020-10-20,20112767.50152803,16069088.481528029,2
2020-10-21,20052560.311528027,16069088.481528029,2
2020-10-22,19988071.72152803,16069088.481528029,2
