date,equity,cash,positions
2026-04-08,9735092.443454213,83504.66345421493,12
2026-04-09,9543875.29436684,5.9243668399285525,13
2026-04-10,9668564.77436684,5.9243668399285525,13
2026-04-13,9767691.90452388,863603.2545238812,12
2026-04-14,9995631.779204125,1287226.4092041254,12
2026-04-15,9894722.739666302,23.829666301433463,14
2026-04-16,10030893.6296663,23.829666301433463,14
2026-04-17,9995150.109666301,23.829666301433463,14
2026-04-20,10039042.1196663,23.829666301433463,14
2026-04-21,9937732.4496663,23.829666301433463,14
2026-04-22,10083659.189666301,23.829666301433463,14
2026-04-23,9947723.102993025,4760492.542993025,7
2026-04-24,9866322.582993023,4760492.542993025,7
2026-04-27,9938044.275280338,3776662.125280337,8
2026-04-28,9780388.989966456,2789913.379966457,9
2026-04-29,9830898.31626656,73725.12626656005,11
2026-04-30,9865499.752073666,1890781.932073666,10
2026-05-06,9961467.578050606,1001240.1280506074,11
2026-05-07,10113861.796731967,13.396731969201937,12
2026-05-08,10309187.43126915,1589369.15126915,11
2026-05-11,10263848.77178007,2105182.47178007,10
2026-05-12,10155997.160412755,2285153.820412754,10
2026-05-13,10123696.881077062,2173672.8610770623,10
2026-05-14,9869909.341077063,2173672.8610770623,10
2026-05-15,9887981.140600124,2977003.8206001236,8
2026-05-18,9920826.890600124,2977003.8206001236,8
2026-05-19,10029977.17790219,3798884.147902191,7
2026-05-20,10051402.017902192,3798884.147902191,7
2026-05-21,9987690.20443263,2792225.504432631,8
2026-05-22,10014370.587562552,3617118.367562551,7
2026-05-25,10168637.951821689,3180032.6718216883,8
2026-05-26,10051283.85501457,4759088.115014571,6
2026-05-27,9944980.19673794,2754077.2167379395,8
2026-05-28,9845190.10720374,1754182.9772037417,9
2026-05-29,9584049.972025787,1840865.772025788,9
2026-06-01,9795980.150557334,1853529.2605573344,8
2026-06-02,9622280.102047807,872322.8920478063,9
2026-06-03,9684865.537639987,1788029.4176399866,8
2026-06-04,9595180.98827389,926464.7182738917,9
2026-06-05,9689454.03363399,1859460.0336339897,8
2026-06-08,9493040.19741858,878051.767418581,9
2026-06-09,9391126.543826487,18.78382648760453,10
2026-06-10,9338448.287284527,878087.8872845275,9
2026-06-11,9198838.751627285,798407.6916272845,9
2026-06-12,9217639.609429624,930304.1894296246,9
2026-06-15,9393840.315397903,1839.2553979036165,10
2026-06-16,9425469.155397903,1839.2553979036165,10
2026-06-17,9425472.747155588,927553.2171555886,9
2026-06-18,9439959.22519015,1031353.2751901497,9
2026-06-22,9194367.155949743,44.50594974370324,11
2026-06-23,9077231.035949742,44.50594974370324,11
2026-06-24,9198423.934025409,166863.9940254097,10
2026-06-25,8967630.68009498,2.8300949796685018,11
2026-06-26,8772017.151439758,4179210.921439759,6
2026-06-29,8780014.564944923,1584187.1049449244,10
2026-06-30,9067545.431858499,14.271858497522771,12
2026-07-01,9321415.939309068,518452.69930906745,12
2026-07-02,9256990.77422177,150334.46422177245,12
2026-07-03,9572186.39729561,534576.2872956095,12
2026-07-06,9435200.67459854,461592.1845985411,13
2026-07-07,9074523.79928224,788527.9892822395,13
2026-07-08,8871014.261050843,1929663.271050842,11
2026-07-09,8851527.255501466,3556699.845501466,8
2026-07-10,8894758.539137326,3187719.159137325,8
2026-07-13,8379000.372863909,22.332863909658045,12
2026-07-14,8623746.85624124,2820992.066241238,8
2026-07-15,8960754.500254264,1479506.000254264,10
2026-07-16,8933440.23174534,20.311745339538902,12
2026-07-17,8237637.694531196,1299892.9245311962,11
2026-07-20,7958003.59358683,3683146.6135868304,7
2026-07-21,8029045.47505114,1783753.3450511391,10
2026-07-22,7913635.42069688,69.56069687969284,13
2026-07-23,7946413.17069688,69.56069687969284,13
2026-07-24,7707203.41069688,69.56069687969284,13
2026-07-27,8009498.682981367,661336.062981368,12
2026-07-28,7770337.75920457,8.609204570064321,13
2026-07-29,7682643.392716143,1918333.0727161425,10
2026-07-30,7265187.506868146,371234.2868681464,12
2026-07-31,7618449.845245117,1288001.7052451181,11
