date,equity_local,cash_local,holdings_local,equity_platform,cash_platform,holdings_platform,equity_gap,equity_gap_pct
2022-05-18,13062073.780986605,271080.780986605,23,12988415.41,132786.41,23,73658.37098660506,0.005671082165257468
2022-05-19,13284959.780986605,271080.780986605,23,13283214.41,132786.41,23,1745.370986605063,0.00013139673370710092
2022-05-20,13581473.780986605,271080.780986605,23,13624881.41,139666.41,23,-43407.62901339494,-0.0031859087581882495
2022-05-23,13926335.780986605,271080.780986605,23,13862430.41,154324.41,23,63905.37098660506,0.004609968749816451
2022-05-24,13309129.780986605,271080.780986605,23,13222073.41,154324.41,23,87056.37098660506,0.00658416938759121
2022-05-25,13666501.780986605,271080.780986605,23,13584335.41,154324.41,23,82166.37098660506,0.006048611765439693
2022-05-26,13592679.780986605,271080.780986605,23,13586280.41,168184.41,23,6399.370986605063,0.00047101714328623423
2022-05-27,13400718.780986605,271080.780986605,23,13353308.41,168184.41,23,47410.37098660506,0.003550458772531684
2022-05-30,13578933.780986605,271080.780986605,23,13580702.41,168184.41,23,-1768.629013394937,-0.0001302310410757901
2022-05-31,13798232.780986605,271080.780986605,23,13874521.41,176104.41,23,-76288.62901339494,-0.0054984692270834135
2022-06-01,13798831.554789606,1206540.5547896056,23,13841340.95,1284067.95,21,-42509.39521039277,-0.0030711905272727824
2022-06-02,13749116.554789606,1206540.5547896056,23,13898332.95,1284067.95,21,-149216.39521039277,-0.010736280081014571
2022-06-06,14085864.554789606,1206540.5547896056,23,14305413.95,1284067.95,21,-219549.39521039277,-0.015347294106815568
2022-06-07,14293531.554789606,1206540.5547896056,23,14346805.95,1284067.95,21,-53274.39521039277,-0.0037133279279066844
2022-06-08,14280993.554789606,1206540.5547896056,23,14308295.95,1284067.95,21,-27302.395210392773,-0.0019081514182961445
2022-06-09,14048621.554789606,1206540.5547896056,23,13947133.95,1284067.95,21,101487.60478960723,0.007276592105118995
2022-06-10,14251301.554789606,1206540.5547896056,23,14197455.95,1284067.95,21,53845.60478960723,0.003792623479814905
2022-06-13,14318361.554789606,1206540.5547896056,23,14277720.95,1284067.95,21,40640.60478960723,0.002846435011016668
2022-06-14,14416589.554789606,1206540.5547896056,23,14271160.95,1284067.95,21,145428.60478960723,0.010190383620444443
2022-06-15,14451703.554789606,1206540.5547896056,23,14382440.95,1284067.95,21,69262.60478960723,0.00481577536319433
2022-06-16,14488041.554789606,1206540.5547896056,23,14396715.95,1284067.95,21,91325.60478960723,0.006343502581198646
2022-06-17,14570002.554789606,1237235.5547896056,23,14603101.95,1315147.95,21,-33099.39521039277,-0.002266600296548127
2022-06-20,14834428.554789606,1237235.5547896056,23,15056193.95,1315147.95,21,-221765.39521039277,-0.014729180292632482
2022-06-21,14812931.554789606,1237235.5547896056,23,15033250.95,1315147.95,21,-220319.39521039277,-0.014655472455237128
2022-06-22,14638583.554789606,1237235.5547896056,23,14722145.95,1315147.95,21,-83562.39521039277,-0.005675965684227791
2022-06-23,14853340.554789606,1237235.5547896056,23,14952719.19,1321246.19,21,-99378.635210393,-0.0066461915018677375
2022-06-24,14932184.554789606,1241513.5547896056,23,15142486.43,1325461.63,21,-210301.87521039322,-0.013888199681245661
2022-06-27,15075568.554789606,1260665.5547896056,23,15387120.23,1325461.63,21,-311551.67521039397,-0.020247562282834863
2022-06-28,15119009.554789606,1260665.5547896056,23,15524987.63,1325461.63,21,-405978.07521039434,-0.026149977371054067
2022-06-29,14811519.554789606,1260665.5547896056,23,15158056.43,1325461.63,21,-346536.8752103932,-0.022861563869398638
2022-06-30,14873223.554789606,1260665.5547896056,23,15215169.23,1325461.63,21,-341945.67521039397,-0.02247399749824497
2022-07-01,14839890.970905805,6530324.970905805,24,15193888.92,7415868.92,23,-353997.9490941949,-0.023298705878270654
2022-07-04,14879193.970905805,6530324.970905805,24,15166174.92,7415868.92,23,-286980.9490941949,-0.018922434338782823
2022-07-05,14863519.970905805,6530324.970905805,24,15100505.92,7415868.92,23,-236985.94909419492,-0.015693907896179637
2022-07-06,14730650.970905805,6530324.970905805,24,15017492.92,7415868.92,23,-286841.9490941949,-0.01910052167976617
2022-07-07,14746129.970905805,6530324.970905805,24,15136420.92,7415868.92,23,-390290.9490941949,-0.025784890044812214
2022-07-08,14752269.970905805,6530324.970905805,24,15125685.92,7415868.92,23,-373415.9490941949,-0.024687538209453685
2022-07-11,14742191.070905805,6530324.970905805,24,15090649.92,7433263.92,23,-348458.8490941953,-0.023091043191743155
2022-07-12,14719251.570905805,6530324.970905805,24,15005506.92,7433263.92,23,-286255.3490941953,-0.019076686353905248
2022-07-13,14753611.070905805,6530324.970905805,24,15093886.92,7433263.92,23,-340275.8490941953,-0.022543951130527984
2022-07-14,14747578.070905805,6530324.970905805,24,15103057.92,7433263.92,23,-355479.8490941953,-0.023536945364120987
2022-07-15,14584353.570905805,6530324.970905805,24,15029151.92,7454518.92,23,-444798.3490941953,-0.029595705164326747
2022-07-18,14819215.170905804,6530324.970905805,24,15114979.92,7454518.92,23,-295764.74909419566,-0.019567657427241647
2022-07-19,14867044.570905805,6533312.970905805,24,15183056.92,7454518.92,23,-316012.3490941953,-0.02081348642498504
2022-07-20,14894951.670905804,6538272.970905805,24,15151000.92,7454518.92,23,-256049.24909419566,-0.01689982400807588
2022-07-21,14896459.570905805,6538272.970905805,24,15037846.92,7454518.92,23,-141387.3490941953,-0.009402100569740002
2022-07-22,14930182.470905803,6538272.970905805,24,15000919.92,7454518.92,23,-70737.44909419678,-0.004715540744930302
2022-07-25,14858152.470905805,6538272.970905805,24,14909907.92,7454518.92,23,-51755.44909419492,-0.0034712118526748492
2022-07-26,14950445.770905804,6538272.970905805,24,14968424.92,7454518.92,23,-17979.149094196036,-0.0012011383422295685
2022-07-27,15019285.270905804,6538272.970905805,24,15085510.92,7454518.92,23,-66225.64909419604,-0.004390016980226785
2022-07-28,15013913.970905805,6538272.970905805,24,15120956.92,7454518.92,23,-107042.94909419492,-0.0070791120998838775
2022-07-29,14968015.670905806,6541147.970905805,24,15109053.92,7454518.92,23,-141038.2490941938,-0.009334684344960875
2022-08-01,15078260.444572605,3075767.0445726053,32,15149951.09,4865933.09,30,-71690.64542739466,-0.004732071080725486
2022-08-02,14711546.144572606,3075767.0445726053,32,14798568.09,4865933.09,30,-87021.94542739354,-0.005880430113113344
2022-08-03,14642262.244572606,3075767.0445726053,32,14554619.09,4865933.09,30,87643.15457260609,0.006021672846994841
2022-08-04,14782487.444572605,3075767.0445726053,32,14665378.09,4865933.09,30,117109.35457260534,0.00798543030080201
2022-08-05,14888327.544572607,3080897.0445726053,32,14705084.09,4871243.09,30,183243.45457260683,0.012461231330000988
2022-08-08,15197495.344572606,3080897.0445726053,32,14963606.09,4871243.09,30,233889.2545726057,0.015630540737697762
2022-08-09,15120136.444572605,3080897.0445726053,32,14976868.09,4871243.09,30,143268.35457260534,0.009565975590601905
2022-08-10,15194630.544572607,3080897.0445726053,32,14976262.09,4871243.09,30,218368.45457260683,0.01458097175786044
2022-08-11,15337573.944572605,3080897.0445726053,32,15094931.09,4871243.09,30,242642.85457260534,0.016074459242371164
2022-08-12,15346519.144572606,3080897.0445726053,32,14980461.09,4871243.09,30,366058.05457260646,0.024435700101178126
2022-08-15,15453954.244572606,3080897.0445726053,32,15123994.09,4871243.09,30,329960.1545726061,0.021816998380789876
2022-08-16,15485271.844572606,3080897.0445726053,32,15196789.09,4871243.09,30,288482.7545726057,0.01898313866594603
2022-08-17,15584059.044572605,3080897.0445726053,32,15125313.09,4871243.09,30,458745.95457260497,0.030329683216666847
2022-08-18,15648525.744572606,3080897.0445726053,32,15196963.09,4871243.09,30,451562.6545726061,0.02971400614046016
2022-08-19,15592683.544572605,3080897.0445726053,32,15039648.09,4871243.09,30,553035.454572605,0.03677183477054391
2022-08-22,15576029.044572607,3080897.0445726053,32,15149345.09,4871243.09,30,426683.95457260683,0.028165174932496484
2022-08-23,15808084.244572606,3080897.0445726053,32,15131924.09,4871243.09,30,676160.1545726061,0.04468434751265038
2022-08-24,15530266.744572606,3080897.0445726053,32,14792469.09,4871243.09,30,737797.6545726061,0.04987657233445719
2022-08-25,15656465.144572604,3080897.0445726053,32,14745386.09,4871243.09,30,911079.0545726046,0.061787399055659664
2022-08-26,15705877.644572604,3083497.0445726053,32,14676946.09,4873807.09,30,1028931.5545726046,0.07010528949708816
2022-08-29,15957532.944572605,3083497.0445726053,32,14779418.09,4873807.09,30,1178114.8545726053,0.07971320977581242
2022-08-30,15770271.444572605,3083497.0445726053,32,14686484.09,4873807.09,30,1083787.3545726053,0.07379488160209524
2022-08-31,15336899.944572605,3083497.0445726053,32,14289615.09,4873807.09,30,1047284.8545726053,0.07328992754364005
2022-09-01,15358256.877270203,346235.877270204,34,14482433.07,235332.07,34,875823.8072702028,0.06047490798244737
2022-09-02,15404614.877270203,346235.877270204,34,14502592.07,235332.07,34,902022.8072702028,0.06219735085399836
2022-09-05,15438236.877270203,346235.877270204,34,14468765.07,235332.07,34,969471.8072702028,0.06700446116720338
2022-09-06,15653662.877270203,346235.877270204,34,14703901.07,235332.07,34,949761.8072702028,0.0645925052643328
2022-09-07,15642284.877270203,346235.877270204,34,14782562.07,235332.07,34,859722.8072702028,0.05815790275049415
2022-09-08,15553516.877270203,346235.877270204,34,14601103.07,235332.07,34,952413.8072702028,0.06522889419410172
2022-09-09,15694565.877270203,346235.877270204,34,14806672.07,235332.07,34,887893.8072702028,0.05996579130493318
2022-09-13,15682850.877270203,346235.877270204,34,14788793.07,235332.07,34,894057.8072702028,0.06045508940711697
2022-09-14,15629247.877270203,346235.877270204,34,14770466.07,235332.07,34,858781.8072702028,0.05814182187618688
2022-09-15,15424690.877270205,346235.877270204,34,14583825.07,235332.07,34,840865.8072702046,0.0576574254857134
2022-09-16,15063203.877270203,346235.877270204,34,14196219.07,235332.07,34,866984.8072702028,0.0610715291864119
2022-09-19,14847013.877270203,346235.877270204,34,13989411.07,235332.07,34,857602.8072702028,0.06130371056929729
2022-09-20,15054070.877270203,346235.877270204,34,14208474.07,235332.07,34,845596.8072702028,0.05951355529835611
2022-09-21,15110987.877270203,346235.877270204,34,14233154.07,235332.07,34,877833.8072702028,0.061675283141946924
2022-09-22,14929688.877270203,346235.877270204,34,14056171.07,235332.07,34,873517.8072702028,0.06214479056352307
2022-09-23,14703350.877270203,346235.877270204,34,13833966.07,235332.07,34,869384.8072702028,0.06284422000683731
2022-09-26,14327059.877270203,346235.877270204,34,13493040.07,235332.07,34,834019.8072702028,0.061811111724520584
2022-09-27,14724919.877270203,346235.877270204,34,13909933.07,235332.07,34,814986.8072702028,0.05859027524926863
2022-09-28,14431387.877270203,346235.877270204,34,13552065.57,245880.57,34,879322.3072702028,0.06488474415418599
2022-09-29,14255862.877270203,346235.877270204,34,13425964.57,245880.57,34,829898.3072702028,0.06181293738288196
2022-09-30,14253957.877270203,346235.877270204,34,13425146.57,245880.57,34,828811.3072702028,0.06173573621328465
2022-10-10,14067641.568970803,647598.5689708032,30,13165941.81,1066118.81,34,901699.7589708026,0.06848729638816486
2022-10-11,14223801.568970803,647598.5689708032,30,13329700.81,1066118.81,34,894100.7589708026,0.06707583101190417
2022-10-12,14677439.568970803,647598.5689708032,30,13829023.81,1066118.81,34,848415.7589708026,0.06135037227698592
2022-10-13,14643946.568970803,647598.5689708032,30,13872784.81,1066118.81,34,771161.7589708026,0.05558810069733955
2022-10-14,15033572.568970803,647598.5689708032,30,14251410.81,1066118.81,34,782161.7589708026,0.05488311083012021
2022-10-17,15131873.568970803,647598.5689708032,30,14352599.81,1066118.81,34,779273.7589708026,0.05429495487137137
2022-10-18,15207317.568970803,647598.5689708032,30,14488328.81,1070358.81,34,718988.7589708026,0.04962537559711855
2022-10-19,15119573.568970803,647598.5689708032,30,14419157.81,1070358.81,34,700415.7589708026,0.048575358436333094
2022-10-20,15062615.568970803,647598.5689708032,30,14235764.81,1070358.81,34,826850.7589708026,0.05808263693637139
2022-10-21,15151836.568970803,647598.5689708032,30,14247165.81,1070358.81,34,904670.7589708026,0.06349829650580885
2022-10-24,14895406.568970803,647598.5689708032,30,14002839.81,1070358.81,34,892566.7589708026,0.06374183887566742
2022-10-25,14951320.568970803,647598.5689708032,30,14049839.81,1070358.81,34,901480.7589708026,0.06416306314960063
2022-10-26,15206602.568970803,647598.5689708032,30,14298057.81,1070358.81,34,908544.7589708026,0.06354322881079488
2022-10-27,15146729.568970803,647598.5689708032,30,14254347.81,1070358.81,34,892381.7589708026,0.06260418020281233
2022-10-28,14413163.568970803,647598.5689708032,30,13614311.81,1070358.81,34,798851.7589708026,0.05867735146069064
2022-10-31,14483115.568970803,647598.5689708032,30,13635480.81,1070358.81,34,847634.7589708026,0.06216390685315365
2022-11-01,14842867.141019003,503864.1410190029,25,13927697.43,1434130.43,24,915169.7110190038,0.0657086151977817
2022-11-02,15064359.141019003,503864.1410190029,25,14189741.43,1434130.43,24,874617.7110190038,0.06163732548148371
2022-11-03,15133390.141019003,503864.1410190029,25,14339727.43,1434130.43,24,793662.7110190038,0.05534712670748476
2022-11-04,15655138.141019003,503864.1410190029,25,14730494.43,1434130.43,24,924643.7110190038,0.06277071794249367
2022-11-07,15832867.141019003,503864.1410190029,25,14978228.43,1434130.43,24,854638.7110190038,0.05705873127874339
2022-11-08,15780140.141019003,503864.1410190029,25,14900130.43,1434130.43,24,880009.7110190038,0.05906053743309436
2022-11-09,15825457.141019003,503864.1410190029,25,14912969.43,1434130.43,24,912487.7110190038,0.061187526421356386
2022-11-10,15650784.141019003,503864.1410190029,25,14801663.43,1434130.43,24,849120.7110190038,0.05736657336080264
2022-11-11,16179952.141019003,503864.1410190029,25,15245055.43,1434130.43,24,934896.7110190038,0.061324585883713256
2022-11-14,16216651.141019003,503864.1410190029,25,15313153.43,1434130.43,24,903497.7110190038,0.059001414382028106
2022-11-15,16614786.141019003,503864.1410190029,25,15576644.43,1434130.43,24,1038141.7110190038,0.06664732675155527
2022-11-16,16388619.141019003,503864.1410190029,25,15359120.43,1434130.43,24,1029498.7110190038,0.06702849396298438
2022-11-17,16240073.141019003,503864.1410190029,25,15264835.43,1434130.43,24,975237.7110190038,0.06388786276086322
2022-11-18,16066511.141019003,503864.1410190029,25,15090620.43,1434130.43,24,975890.7110190038,0.06466869374561579
2022-11-21,16153639.141019003,503864.1410190029,25,15097370.43,1434130.43,24,1056268.7110190038,0.06996375401375143
2022-11-22,16160156.141019003,503864.1410190029,25,15115540.43,1434130.43,24,1044615.7110190038,0.06910872395576018
2022-11-23,16297440.141019003,503864.1410190029,25,15196488.43,1434130.43,24,1100951.7110190038,0.07244777081826159
2022-11-24,16381988.141019003,503864.1410190029,25,15247989.43,1434130.43,24,1133998.7110190038,0.07437037625353371
2022-11-25,16511176.141019003,503864.1410190029,25,15376638.43,1434130.43,24,1134537.7110190038,0.0737832079608185
2022-11-28,16390328.141019003,503864.1410190029,25,15405417.43,1434130.43,24,984910.7110190038,0.06393275063751402
2022-11-29,17057225.141019,503864.1410190029,25,16058564.43,1434130.43,24,998660.7110190019,0.062188666700078166
2022-11-30,16959792.141019,503864.1410190029,25,15869720.43,1434130.43,24,1090071.711019002,0.06868877847137989
2022-12-01,17245829.958562806,3460406.9585628053,23,16121670.7,2301232.7,24,1124159.258562807,0.06972969982340649
2022-12-02,17274948.958562806,3460406.9585628053,23,16190243.7,2301232.7,24,1084705.258562807,0.06699746332804168
2022-12-05,17402490.958562806,3460406.9585628053,23,16284508.7,2301232.7,24,1117982.258562807,0.06865311561796195
2022-12-06,17561537.958562806,3460406.9585628053,23,16382508.7,2301232.7,24,1179029.258562807,0.07196878574298005
2022-12-07,17519407.958562806,3460406.9585628053,23,16340453.7,2301232.7,24,1178954.258562807,0.07214942009613878
2022-12-08,17403059.958562806,3460406.9585628053,23,16320004.7,2301232.7,24,1083055.258562807,0.06636366094691182
2022-12-09,17447316.958562806,3460406.9585628053,23,16305637.7,2301232.7,24,1141679.258562807,0.07001745528559167
2022-12-12,17195473.958562806,3460406.9585628053,23,16042065.7,2301232.7,24,1153408.258562807,0.0718989860864867
2022-12-13,17096654.958562806,3460406.9585628053,23,15896493.7,2301232.7,24,1200161.258562807,0.0754984892399766
2022-12-14,17029706.958562806,3460406.9585628053,23,15898661.7,2301232.7,24,1131045.258562807,0.07114090983914756
2022-12-15,17108259.958562806,3460406.9585628053,23,16013891.7,2301232.7,24,1094368.258562807,0.06833868238054874
2022-12-16,16851119.958562806,3460406.9585628053,23,15718217.7,2301232.7,24,1132902.258562807,0.07207574549389317
2022-12-19,16549383.958562806,3460406.9585628053,23,15450816.7,2301232.7,24,1098567.258562807,0.0711009184752549
2022-12-20,16607246.958562806,3460406.9585628053,23,15527254.7,2301232.7,24,1079992.258562807,0.06955461731189394
2022-12-21,16516546.958562806,3460406.9585628053,23,15519959.7,2301232.7,24,996587.258562807,0.0642132632962189
2022-12-22,16149916.958562806,3460406.9585628053,23,15254066.7,2301232.7,24,895850.258562807,0.05872861815680985
2022-12-23,15992213.958562806,3460406.9585628053,23,15030603.7,2301232.7,24,961610.258562807,0.06397682207287558
2022-12-26,16340022.958562806,3460406.9585628053,23,15391630.7,2301232.7,24,948392.258562807,0.06161739954966605
2022-12-27,16585620.958562806,3460406.9585628053,23,15610420.7,2301232.7,24,975200.258562807,0.062471106788480446
2022-12-28,16417362.958562806,3460406.9585628053,23,15438911.7,2301232.7,24,978451.258562807,0.06337566258396365
2022-12-29,16187731.958562806,3460406.9585628053,23,15256712.7,2301232.7,24,931019.258562807,0.061023582004189336
2022-12-30,16193313.958562806,3460406.9585628053,23,15305021.7,2301232.7,24,888292.258562807,0.05803926815489624
2023-01-03,16458635.257766206,1078976.257766206,23,15574084.58,724122.58,27,884550.6777662057,0.056796319117345284
2023-01-04,16342048.257766206,1078976.257766206,23,15407527.58,724122.58,27,934520.6777662057,0.060653513220334965
2023-01-05,16518924.257766206,1078976.257766206,23,15556631.58,724122.58,27,962292.6777662057,0.06185739328064788
2023-01-06,16788498.257766206,1078976.257766206,23,15806079.58,724122.58,27,982418.6777662057,0.06215448130536405
2023-01-09,16844921.257766206,1078976.257766206,23,15867643.58,724122.58,27,977277.6777662057,0.06158933888570517
2023-01-10,16770357.257766206,1078976.257766206,23,15808194.58,724122.58,27,962162.6777662057,0.06086480482619461
2023-01-11,16807142.257766206,1078976.257766206,23,15975695.58,724122.58,27,831446.6777662057,0.05204447428299108
2023-01-12,16789833.257766206,1078976.257766206,23,15979162.58,724122.58,27,810670.6777662057,0.05073298889773259
2023-01-13,16810494.257766206,1078976.257766206,23,15953627.58,724122.58,27,856866.6777662057,0.05370983329461709
2023-01-16,17028808.257766206,1078976.257766206,23,16170807.58,724122.58,27,858000.6777662057,0.05305861649280752
2023-01-17,17095653.257766206,1078976.257766206,23,16202967.58,724122.58,27,892685.6777662057,0.055093961853511564
2023-01-18,17220668.257766206,1078976.257766206,23,16356740.58,724122.58,27,863927.6777662057,0.05281783822032149
2023-01-19,17206013.257766206,1078976.257766206,23,16383972.58,724122.58,27,822040.6777662057,0.050173465180824106
2023-01-20,17411080.257766206,1078976.257766206,23,16614784.58,724122.58,27,796295.6777662057,0.04792693362541356
2023-01-30,17520168.257766206,1078976.257766206,23,16637701.58,724122.58,27,882466.6777662057,0.053040179469681537
2023-01-31,17780536.257766206,1078976.257766206,23,16869172.58,724122.58,27,911363.6777662076,0.05402539297313935
2023-02-01,17794815.383667003,7958236.383667004,29,16875540.05,7747345.05,25,919275.3336670026,0.054473832004386935
2023-02-02,17807440.383667003,7958236.383667004,29,16888846.05,7747345.05,25,918594.3336670026,0.05439059192957729
2023-02-03,17754008.383667003,7958236.383667004,29,16869999.05,7747345.05,25,884009.3336670026,0.052401267542869334
2023-02-06,17696756.383667003,7958236.383667004,29,16841360.05,7747345.05,25,855396.3336670026,0.05079140468034837
2023-02-07,17783340.383667003,7958236.383667004,29,16920384.05,7747345.05,25,862956.3336670026,0.05100098975986311
2023-02-08,17715388.383667003,7958236.383667004,29,16881348.05,7747345.05,25,834040.3336670026,0.049406026769704736
2023-02-09,17790954.383667003,7958236.383667004,29,16958514.05,7747345.05,25,832440.3336670026,0.04908686758831937
2023-02-10,17807372.383667003,7958236.383667004,29,16995663.05,7747345.05,25,811709.3336670026,0.04775979208807635
2023-02-13,17897710.383667003,7958236.383667004,29,17077360.05,7747345.05,25,820350.3336670026,0.04803730384937355
2023-02-14,17978458.383667003,7958236.383667004,29,17129453.05,7747345.05,25,849005.3336670026,0.0495640655418943
2023-02-15,17941549.383667003,7958236.383667004,29,17132747.05,7747345.05,25,808802.3336670026,0.04720797729089243
2023-02-16,17834938.383667003,7958236.383667004,29,17005057.05,7747345.05,25,829881.3336670026,0.04880203172661535
2023-02-17,17830847.383667003,7958236.383667004,29,17038818.05,7747345.05,25,792029.3336670026,0.046483818968124035
2023-02-20,18037913.383667003,7958236.383667004,29,17180434.05,7747345.05,25,857479.3336670026,0.04991022526971611
2023-02-21,18240833.383667003,7958236.383667004,29,17268284.05,7747345.05,25,972549.3336670026,0.05631997544463618
2023-02-22,18277227.383667003,7958236.383667004,29,17299030.05,7747345.05,25,978197.3336670026,0.05654636883337871
2023-02-23,18346715.383667003,7958236.383667004,29,17262495.05,7747345.05,25,1084220.3336670026,0.06280785775906716
2023-02-24,18319375.383667003,7958236.383667004,29,17314145.05,7747345.05,25,1005230.3336670026,0.058058329231047034
2023-02-27,18280017.383667003,7958236.383667004,29,17283416.05,7747345.05,25,996601.3336670026,0.057662289143759926
2023-02-28,18291674.383667003,7958236.383667004,29,17325055.05,7747345.05,25,966619.3336670026,0.05579314645046418
2023-03-01,18297669.091692604,4793596.091692602,24,17344099.26,5789229.26,27,953569.8316926025,0.0549794957580636
2023-03-02,18461685.091692604,4793596.091692602,24,17443859.26,5789229.26,27,1017825.8316926025,0.05834866106874337
2023-03-03,18489715.091692604,4793596.091692602,24,17382387.26,5789229.26,27,1107327.8316926025,0.0637040134435829
2023-03-06,18530505.091692604,4793596.091692602,24,17369484.26,5789229.26,27,1161020.8316926025,0.06684256218051932
2023-03-07,18401026.091692604,4793596.091692602,24,17269211.26,5789229.26,27,1131814.8316926025,0.0655394629582291
2023-03-08,18426653.091692604,4793596.091692602,24,17264126.26,5789229.26,27,1162526.8316926025,0.06733771603525107
2023-03-09,18357552.091692604,4793596.091692602,24,17218487.26,5789229.26,27,1139064.8316926025,0.06615359494087181
2023-03-10,18158777.091692604,4793596.091692602,24,17034288.26,5789229.26,27,1124488.8316926025,0.06601325600043606
2023-03-13,18259569.091692604,4793596.091692602,24,17090529.26,5789229.26,27,1169039.8316926025,0.0684027869416961
2023-03-14,18105492.091692604,4793596.091692602,24,16929215.26,5789229.26,27,1176276.8316926025,0.06948206479906283
2023-03-15,18293273.091692604,4793596.091692602,24,17086010.26,5789229.26,27,1207262.8316926025,0.07065797183318567
2023-03-16,18213577.091692604,4793596.091692602,24,17056645.26,5789229.26,27,1156931.8316926025,0.06782880302996941
2023-03-17,18306922.091692604,4793596.091692602,24,17055123.26,5789229.26,27,1251798.8316926025,0.07339723158896727
2023-03-20,18216199.091692604,4793596.091692602,24,16947981.26,5789229.26,27,1268217.8316926025,0.07483002324800792
2023-03-21,18273547.091692604,4793596.091692602,24,17076227.26,5789229.26,27,1197319.8316926025,0.07011618043390944
2023-03-22,18376262.091692604,4793596.091692602,24,17123305.26,5789229.26,27,1252956.8316926025,0.07317260380912005
2023-03-23,18421474.091692604,4793596.091692602,24,17072415.26,5789229.26,27,1349058.8316926025,0.07901979955076377
2023-03-24,18412561.091692604,4793596.091692602,24,17014749.26,5789229.26,27,1397811.8316926025,0.0821529492050006
2023-03-27,18429519.091692604,4793596.091692602,24,16963631.26,5789229.26,27,1465887.8316926025,0.08641356377211196
2023-03-28,18463955.091692604,4793596.091692602,24,17008295.26,5789229.26,27,1455659.8316926025,0.08558528702850166
2023-03-29,18405404.091692604,4793596.091692602,24,16930539.26,5789229.26,27,1474864.8316926025,0.0871126908034825
2023-03-30,18289066.091692604,4793596.091692602,24,16865151.26,5789229.26,27,1423914.8316926025,0.08442941363175183
2023-03-31,18351640.091692604,4793596.091692602,24,16967731.26,5789229.26,27,1383908.8316926025,0.08156121820216766
2023-04-03,18434069.239222404,4825840.239222405,31,17003071.13,5312963.13,32,1430998.1092224047,0.08416115525727408
