date,equity,cash,holdings
2020-03-27,8821195.7144328,434198.71443279955,20
2020-03-30,8670581.7144328,434198.71443279955,20
2020-03-31,8676966.714432798,434198.71443279955,20
2020-04-01,8640099.842978599,232847.84297859843,21
2020-04-02,8925347.842978599,232847.84297859843,21
2020-04-03,8826516.842978599,232847.84297859843,21
2020-04-07,9122837.842978599,232847.84297859843,21
2020-04-08,9187488.842978599,232847.84297859843,21
2020-04-09,9228429.842978599,232847.84297859843,21
2020-04-10,8938346.842978599,232847.84297859843,21
2020-04-13,8795343.842978599,232847.84297859843,21
2020-04-14,9108607.842978599,232847.84297859843,21
2020-04-15,9188960.842978599,232847.84297859843,21
2020-04-16,9135723.842978599,232847.84297859843,21
2020-04-17,9200287.842978599,232847.84297859843,21
2020-04-20,9262825.842978599,232847.84297859843,21
2020-04-21,9059257.842978599,232847.84297859843,21
2020-04-22,9095665.842978599,245773.84297859846,21
2020-04-23,8979843.842978599,245773.84297859846,21
2020-04-24,8874151.842978599,245773.84297859846,21
2020-04-27,8760215.842978599,245773.84297859846,21
2020-04-28,8684304.842978599,245773.84297859846,21
2020-04-29,8853207.842978599,245773.84297859846,21
2020-04-30,9248169.842978599,253413.8429785985,21
2020-05-06,9214567.141832601,415618.1418326008,20
2020-05-07,9250613.141832601,415618.1418326008,20
2020-05-08,9270649.141832601,415618.1418326008,20
2020-05-11,9230791.141832601,415618.1418326008,20
2020-05-12,9134246.141832601,415618.1418326008,20
2020-05-13,9154550.141832601,415618.1418326008,20
2020-05-14,9101296.141832601,415618.1418326008,20
2020-05-15,9156088.141832601,415618.1418326008,20
2020-05-18,9177050.141832601,427246.1418326009,20
2020-05-19,9195775.141832601,427246.1418326009,20
2020-05-20,9174287.141832601,427246.1418326009,20
2020-05-21,9158671.141832601,458330.1418326008,20
2020-05-22,9010192.141832601,458330.1418326008,20
2020-05-25,9128363.141832601,458330.1418326008,20
2020-05-26,9191867.141832601,458330.1418326008,20
2020-05-27,9290251.141832601,458330.1418326008,20
2020-05-28,9332138.141832601,458330.1418326008,20
2020-05-29,9368412.141832601,458330.1418326008,20
2020-06-01,9479389.777025001,443187.7770250008,20
2020-06-02,9523650.777025001,443187.7770250008,20
2020-06-03,9478642.777025001,443187.7770250008,20
2020-06-04,9543110.777025001,455514.77702500083,20
2020-06-05,9519571.777025001,455514.77702500083,20
2020-06-08,9471787.777025001,455514.77702500083,20
2020-06-09,9449553.777025001,455514.77702500083,20
2020-06-10,9518614.777025001,455514.77702500083,20
2020-06-11,9481169.777025001,455514.77702500083,20
2020-06-12,9521369.777025001,455514.77702500083,20
2020-06-15,9479069.777025001,455514.77702500083,20
2020-06-16,9603902.777025001,455514.77702500083,20
2020-06-17,9613413.777025001,478859.7770250008,20
2020-06-18,9561436.777025001,478859.7770250008,20
2020-06-19,9665850.777025001,478859.7770250008,20
2020-06-22,9693537.777025001,478859.7770250008,20
2020-06-23,9670584.777025001,478859.7770250008,20
2020-06-24,9630501.777025001,487244.3770250008,20
2020-06-29,9546732.177025,487244.3770250008,20
2020-06-30,9663878.977025,487244.3770250008,20
2020-07-01,9763179.224120881,458393.2241208808,20
2020-07-02,9892623.224120881,458393.2241208808,20
2020-07-03,10035156.224120881,458393.2241208808,20
2020-07-06,10434108.224120881,458393.2241208808,20
2020-07-07,10538025.224120881,458393.2241208808,20
2020-07-08,10729995.224120881,458393.2241208808,20
2020-07-09,10946462.224120881,458393.2241208808,20
2020-07-10,10873747.624120882,458393.2241208808,20
2020-07-13,11220420.024120882,465953.2241208808,20
2020-07-14,11244418.124120882,465953.2241208808,20
2020-07-15,10981586.524120882,465953.2241208808,20
2020-07-16,10564210.42412088,465953.2241208808,20
2020-07-17,10588360.124120882,465953.2241208808,20
2020-07-20,11003830.024120882,465953.2241208808,20
2020-07-21,10988825.224120881,465953.2241208808,20
2020-07-22,11039098.024120882,465953.2241208808,20
2020-07-23,11017603.324120881,465953.2241208808,20
2020-07-24,10563963.92412088,465953.2241208808,20
2020-07-27,10552634.024120882,465953.2241208808,20
2020-07-28,10643718.124120882,465953.2241208808,20
2020-07-29,10849267.524120882,465953.2241208808,20
2020-07-30,10801028.124120882,465953.2241208808,20
2020-07-31,10891277.724120881,465953.2241208808,20
2020-08-03,11166146.215777261,1154722.2157772612,19
2020-08-04,11276606.215777261,1154722.2157772612,19
2020-08-05,11309665.215777261,1154722.2157772612,19
2020-08-06,11299880.215777261,1154722.2157772612,19
2020-08-07,11297430.215777261,1154722.2157772612,19
2020-08-10,11476680.215777261,1154722.2157772612,19
2020-08-11,11268224.215777261,1154722.2157772612,19
2020-08-12,11243526.215777261,1154722.2157772612,19
2020-08-13,11340265.215777261,1154722.2157772612,19
2020-08-14,11287615.215777261,1154722.2157772612,19
2020-08-17,11522881.215777261,1154722.2157772612,19
2020-08-18,11654427.215777261,1154722.2157772612,19
2020-08-19,11702154.215777261,1154722.2157772612,19
2020-08-20,11514665.215777261,1154722.2157772612,19
2020-08-21,11637013.215777261,1154722.2157772612,19
2020-08-24,11704157.215777261,1154722.2157772612,19
2020-08-25,11771409.215777261,1154722.2157772612,19
2020-08-26,11455435.215777261,1154722.2157772612,19
2020-08-27,11547611.215777261,1154722.2157772612,19
2020-08-28,11679138.215777261,1154722.2157772612,19
2020-08-31,11613973.215777261,1154722.2157772612,19
2020-09-01,11557306.957416862,538979.9574168625,20
2020-09-02,11512522.957416862,538979.9574168625,20
2020-09-03,11521690.957416862,538979.9574168625,20
2020-09-04,11425057.957416862,538979.9574168625,20
2020-09-07,11294477.957416862,538979.9574168625,20
2020-09-08,11451731.957416862,538979.9574168625,20
2020-09-09,11332746.957416862,538979.9574168625,20
2020-09-10,11077576.957416862,538979.9574168625,20
2020-09-11,11104832.957416862,538979.9574168625,20
2020-09-14,11172648.957416862,538979.9574168625,20
2020-09-15,11142716.957416862,538979.9574168625,20
2020-09-16,11122329.957416862,538979.9574168625,20
2020-09-17,11152433.957416862,538979.9574168625,20
2020-09-18,11287498.957416862,538979.9574168625,20
2020-09-21,11240224.957416862,538979.9574168625,20
2020-09-22,11121876.957416862,538979.9574168625,20
2020-09-23,11096685.957416862,538979.9574168625,20
2020-09-24,10895280.957416862,538979.9574168625,20
2020-09-25,10875870.957416862,538979.9574168625,20
2020-09-28,10848312.957416862,538979.9574168625,20
2020-09-29,10863348.957416862,538979.9574168625,20
2020-09-30,10756593.957416862,538979.9574168625,20
2020-10-09,10926597.355411062,484106.35541106237,21
2020-10-12,11108533.355411062,484106.35541106237,21
2020-10-13,11108446.355411062,484106.35541106237,21
2020-10-14,11131489.355411062,484106.35541106237,21
2020-10-15,11063508.355411062,484106.35541106237,21
2020-10-16,11158323.355411062,484106.35541106237,21
2020-10-19,11057010.355411062,499156.35541106237,21
2020-10-20,11109395.355411062,499156.35541106237,21
2020-10-21,11069172.355411062,499156.35541106237,21
2020-10-22,11070361.355411062,499156.35541106237,21
2020-10-23,11012070.355411062,499156.35541106237,21
2020-10-26,10948138.355411062,499156.35541106237,21
2020-10-27,10875670.355411062,499156.35541106237,21
2020-10-28,10863060.355411062,499156.35541106237,21
2020-10-29,10862658.355411062,499156.35541106237,21
2020-10-30,10737446.355411062,499156.35541106237,21
2020-11-02,10568276.843867663,493550.8438676632,20
2020-11-03,10863725.843867663,493550.8438676632,20
2020-11-04,10869329.843867663,493550.8438676632,20
2020-11-05,11111059.843867663,493550.8438676632,20
2020-11-06,11025302.843867663,493550.8438676632,20
2020-11-09,11238758.843867663,493550.8438676632,20
2020-11-10,11076406.843867663,493550.8438676632,20
2020-11-11,11014974.843867663,493550.8438676632,20
2020-11-12,11082132.843867663,493550.8438676632,20
2020-11-13,10975762.843867663,493550.8438676632,20
2020-11-16,11257958.843867663,493550.8438676632,20
2020-11-17,11288329.843867663,493550.8438676632,20
2020-11-18,11259125.843867663,493550.8438676632,20
2020-11-19,11204868.843867663,493550.8438676632,20
2020-11-20,11235865.843867663,493550.8438676632,20
2020-11-23,11229452.843867663,493550.8438676632,20
2020-11-24,11104866.843867663,493550.8438676632,20
2020-11-25,10934754.843867663,493550.8438676632,20
2020-11-26,10896027.843867663,493550.8438676632,20
2020-11-27,10919333.843867663,493550.8438676632,20
2020-11-30,10915765.843867663,493550.8438676632,20
2020-12-01,11072016.405427864,538601.4054278631,20
2020-12-02,11126033.405427862,538601.4054278631,20
2020-12-03,11229861.405427862,538601.4054278631,20
2020-12-04,11226619.405427862,538601.4054278631,20
2020-12-07,11143767.405427862,538601.4054278631,20
2020-12-08,11115088.405427864,538601.4054278631,20
2020-12-09,10980617.405427862,538601.4054278631,20
2020-12-10,10905808.405427862,538601.4054278631,20
2020-12-11,10749473.405427862,538601.4054278631,20
2020-12-14,10839616.405427864,538601.4054278631,20
2020-12-15,10915692.405427862,538601.4054278631,20
2020-12-16,10823993.405427862,538601.4054278631,20
2020-12-17,10838297.405427862,538601.4054278631,20
2020-12-18,10807112.405427862,538601.4054278631,20
2020-12-21,10848837.405427864,538601.4054278631,20
2020-12-22,10607496.405427862,538601.4054278631,20
2020-12-23,10665355.405427862,538601.4054278631,20
2020-12-24,10500345.405427862,538601.4054278631,20
2020-12-25,10489674.405427862,538601.4054278631,20
2020-12-28,10362913.405427862,538601.4054278631,20
2020-12-29,10539952.405427862,538601.4054278631,20
2020-12-30,10612440.405427862,538601.4054278631,20
2020-12-31,10690678.405427862,538601.4054278631,20
2021-01-04,10716691.541348863,575054.5413488628,20
2021-01-05,10837404.541348863,575054.5413488628,20
2021-01-06,10836313.541348863,575054.5413488628,20
2021-01-07,10505230.541348863,575054.5413488628,20
2021-01-08,10621599.541348863,575054.5413488628,20
2021-01-11,10494376.541348863,575054.5413488628,20
2021-01-12,10578401.541348863,575054.5413488628,20
2021-01-13,10510880.541348863,575054.5413488628,20
2021-01-14,10634780.541348863,575054.5413488628,20
2021-01-15,10664136.541348863,575054.5413488628,20
2021-01-18,10786950.541348863,575054.5413488628,20
2021-01-19,10922804.541348863,575054.5413488628,20
2021-01-20,10811608.541348863,575054.5413488628,20
2021-01-21,10846139.541348863,575054.5413488628,20
2021-01-22,10706059.541348863,575054.5413488628,20
2021-01-25,10470259.541348863,575054.5413488628,20
2021-01-26,10447857.541348863,575054.5413488628,20
2021-01-27,10572843.541348863,575054.5413488628,20
2021-01-28,10413156.541348863,575054.5413488628,20
2021-01-29,10323729.541348863,575054.5413488628,20
2021-02-01,10391771.822696062,494448.8226960617,20
2021-02-02,10515608.822696062,494448.8226960617,20
2021-02-03,10378939.822696062,494448.8226960617,20
2021-02-04,10162034.822696062,494448.8226960617,20
2021-02-05,10202363.822696062,494448.8226960617,20
2021-02-08,10323849.822696062,494448.8226960617,20
2021-02-09,10460053.822696062,494448.8226960617,20
2021-02-10,10595582.822696062,494448.8226960617,20
2021-02-18,10851939.822696062,494448.8226960617,20
2021-02-19,11302801.822696062,494448.8226960617,20
2021-02-22,11496768.822696062,494448.8226960617,20
2021-02-23,11358799.822696062,494448.8226960617,20
2021-02-24,11319568.822696062,494448.8226960617,20
2021-02-25,11326134.822696062,494448.8226960617,20
2021-02-26,11208247.822696062,494448.8226960617,20
2021-03-01,11400304.422947062,553620.4229470625,20
2021-03-02,11324303.422947062,553620.4229470625,20
2021-03-03,11628813.422947062,553620.4229470625,20
2021-03-04,11448594.422947062,553620.4229470625,20
2021-03-05,11645735.422947062,553620.4229470625,20
2021-03-08,11576412.422947062,553620.4229470625,20
2021-03-09,11415753.422947062,553620.4229470625,20
2021-03-10,11239576.422947062,553620.4229470625,20
2021-03-11,11358146.422947062,553620.4229470625,20
2021-03-12,11259715.422947062,553620.4229470625,20
2021-03-15,11345935.422947062,553620.4229470625,20
2021-03-16,11522257.422947062,553620.4229470625,20
2021-03-17,11706424.422947062,553620.4229470625,20
2021-03-18,11723783.422947062,553620.4229470625,20
2021-03-19,11540496.422947062,553620.4229470625,20
2021-03-22,11678286.422947062,553620.4229470625,20
2021-03-23,11489298.422947062,553620.4229470625,20
2021-03-24,11388148.422947062,553620.4229470625,20
2021-03-25,11383398.422947062,553620.4229470625,20
2021-03-26,11566825.422947062,553620.4229470625,20
2021-03-29,11623903.422947062,553620.4229470625,20
2021-03-30,11509128.422947062,553620.4229470625,20
2021-03-31,11517047.422947062,553620.4229470625,20
2021-04-01,11590473.523398062,569296.5233980615,20
2021-04-02,11675919.52339806,569296.5233980615,20
2021-04-06,11729358.52339806,569296.5233980615,20
2021-04-07,11618235.52339806,569296.5233980615,20
2021-04-08,11569704.52339806,569296.5233980615,20
2021-04-09,11450173.52339806,569296.5233980615,20
2021-04-12,11287028.52339806,569296.5233980615,20
2021-04-13,11271818.52339806,569296.5233980615,20
2021-04-14,11420036.52339806,569296.5233980615,20
2021-04-15,11406095.52339806,569296.5233980615,20
2021-04-16,11706777.52339806,569296.5233980615,20
2021-04-19,12075861.52339806,569296.5233980615,20
2021-04-20,12132176.52339806,569296.5233980615,20
2021-04-21,12143941.52339806,569296.5233980615,20
2021-04-22,12118758.523398062,569296.5233980615,20
2021-04-23,12102906.52339806,569296.5233980615,20
2021-04-26,12039422.52339806,569296.5233980615,20
2021-04-27,11974685.52339806,569296.5233980615,20
2021-04-28,12217685.52339806,569296.5233980615,20
2021-04-29,12199964.52339806,569296.5233980615,20
2021-04-30,12148877.52339806,569296.5233980615,20
2021-05-06,12076149.783915658,551656.7839156587,20
2021-05-07,11951734.783915658,551656.7839156587,20
2021-05-10,11926084.78391566,551656.7839156587,20
2021-05-11,12077601.783915658,551656.7839156587,20
2021-05-12,12117036.783915658,551656.7839156587,20
2021-05-13,12164567.783915658,551656.7839156587,20
2021-05-14,12257475.783915658,551656.7839156587,20
2021-05-17,12162343.78391566,551656.7839156587,20
2021-05-18,12255205.783915658,551656.7839156587,20
2021-05-19,12264910.783915658,551656.7839156587,20
2021-05-20,12269723.783915658,551656.7839156587,20
2021-05-21,12264124.78391566,551656.7839156587,20
2021-05-24,12298877.783915658,551656.7839156587,20
2021-05-25,12412047.783915658,551656.7839156587,20
2021-05-26,12463908.783915658,584856.7839156587,20
2021-05-27,12429244.783915658,584856.7839156587,20
2021-05-28,12458140.28391566,584856.7839156587,20
2021-05-31,12525314.083915658,584856.7839156587,20
2021-06-01,12583541.883003559,944028.883003558,19
2021-06-02,12582521.883003559,944028.883003558,19
2021-06-03,12736481.883003559,944028.883003558,19
2021-06-04,12849853.883003559,944028.883003558,19
2021-06-07,12800178.883003559,944028.883003558,19
2021-06-08,12907541.883003559,944028.883003558,19
2021-06-09,12869964.883003559,944028.883003558,19
2021-06-10,12857999.283003557,944028.883003558,19
2021-06-11,12764313.883003559,944028.883003558,19
2021-06-15,12710307.083003558,944028.883003558,19
2021-06-16,12518078.483003559,965127.883003558,19
2021-06-17,12579408.083003558,965127.883003558,19
2021-06-18,12599588.083003558,965127.883003558,19
2021-06-21,12593321.683003558,965127.883003558,19
2021-06-22,12638082.083003558,965127.883003558,19
2021-06-23,12701260.883003557,965127.883003558,19
2021-06-24,12609322.483003559,965127.883003558,19
2021-06-25,12671460.383003559,965127.883003558,19
2021-06-28,12765210.883003557,965127.883003558,19
2021-06-29,12644268.483003559,974027.883003558,19
2021-06-30,12743730.883003557,974027.883003558,19
2021-07-01,12731686.297954317,360807.6979543172,21
2021-07-02,12712786.097954318,360807.6979543172,21
2021-07-05,12780246.097954318,360807.6979543172,21
2021-07-06,12789048.697954318,360807.6979543172,21
2021-07-07,12804706.297954317,360807.6979543172,21
2021-07-08,12691575.897954319,398339.6979543173,21
2021-07-09,12820880.497954316,398339.6979543173,21
2021-07-12,12864676.697954318,398339.6979543173,21
2021-07-13,12954438.697954318,398339.6979543173,21
2021-07-14,12985692.297954317,398339.6979543173,21
2021-07-15,13093276.897954317,398339.6979543173,21
2021-07-16,13059437.397954319,398339.6979543173,21
2021-07-19,13157784.397954319,413571.6979543173,21
2021-07-20,13121437.197954318,413571.6979543173,21
2021-07-21,13069291.197954318,413571.6979543173,21
2021-07-22,13067849.597954318,413571.6979543173,21
2021-07-23,13009057.797954317,413571.6979543173,21
2021-07-26,12793426.097954318,413571.6979543173,21
2021-07-27,12610898.997954316,413571.6979543173,21
2021-07-28,12546470.497954316,413571.6979543173,21
2021-07-29,12649397.197954318,413571.6979543173,21
2021-07-30,12673716.297954317,413571.6979543173,21
2021-08-02,12671723.395218559,594504.3952185572,20
2021-08-03,12727093.395218557,594504.3952185572,20
2021-08-04,12928892.395218557,594504.3952185572,20
2021-08-05,13038580.395218559,594504.3952185572,20
2021-08-06,13215771.395218557,594504.3952185572,20
2021-08-09,13235474.395218557,594504.3952185572,20
2021-08-10,13392812.395218557,594504.3952185572,20
2021-08-11,13492867.395218557,594504.3952185572,20
2021-08-12,13428809.395218557,594504.3952185572,20
2021-08-13,13545896.395218557,594504.3952185572,20
2021-08-16,13616261.395218557,594504.3952185572,20
2021-08-17,13343795.395218557,594504.3952185572,20
2021-08-18,13647122.395218557,594504.3952185572,20
2021-08-19,13389638.395218557,594504.3952185572,20
2021-08-20,13381075.395218557,594504.3952185572,20
2021-08-23,13673840.395218557,594504.3952185572,20
2021-08-24,13748730.395218557,594504.3952185572,20
2021-08-25,13947342.395218557,594504.3952185572,20
2021-08-26,13992602.395218557,594504.3952185572,20
2021-08-27,14018786.395218557,594504.3952185572,20
2021-08-30,14054028.395218557,594504.3952185572,20
2021-08-31,14044542.395218557,594504.3952185572,20
2021-09-01,14102819.850964157,672175.8509641571,20
2021-09-02,14238002.850964157,672175.8509641571,20
2021-09-03,14285904.850964157,672175.8509641571,20
2021-09-06,14401972.850964157,672175.8509641571,20
2021-09-07,14580757.850964157,672175.8509641571,20
2021-09-08,14683119.850964157,672175.8509641571,20
2021-09-09,14863815.850964157,672175.8509641571,20
2021-09-10,14817313.850964157,672175.8509641571,20
2021-09-13,15064907.850964157,672175.8509641571,20
2021-09-14,14725834.850964157,672175.8509641571,20
2021-09-15,14829894.850964157,672175.8509641571,20
2021-09-16,14666902.850964157,672175.8509641571,20
2021-09-17,14547536.850964157,672175.8509641571,20
2021-09-22,14888421.850964157,672175.8509641571,20
2021-09-23,15265551.850964157,672175.8509641571,20
2021-09-24,15060121.850964157,672175.8509641571,20
2021-09-27,14528294.850964157,672175.8509641571,20
2021-09-28,14773860.850964159,672175.8509641571,20
2021-09-29,14583104.850964157,672175.8509641571,20
2021-09-30,14575892.850964159,672175.8509641571,20
2021-10-08,14795371.409506757,1281156.409506758,19
2021-10-11,14723063.409506757,1281156.409506758,19
2021-10-12,14622686.409506757,1281156.409506758,19
2021-10-13,14539092.409506757,1281156.409506758,19
2021-10-14,14602609.409506757,1281156.409506758,19
2021-10-15,14428507.409506757,1281156.409506758,19
2021-10-18,14451287.409506759,1281156.409506758,19
2021-10-19,14431989.409506757,1281156.409506758,19
2021-10-20,14318845.409506757,1281156.409506758,19
2021-10-21,14342915.409506759,1281156.409506758,19
2021-10-22,14176797.409506757,1281156.409506758,19
2021-10-25,14089554.409506757,1281156.409506758,19
2021-10-26,14009424.409506757,1281156.409506758,19
2021-10-27,13862113.409506759,1281156.409506758,19
2021-10-28,13869756.409506759,1281156.409506758,19
2021-10-29,14007198.409506757,1281156.409506758,19
2021-11-01,14051313.448477758,667875.4484777579,20
2021-11-02,13884117.448477758,667875.4484777579,20
2021-11-03,13954432.448477758,667875.4484777579,20
2021-11-04,13972331.448477758,667875.4484777579,20
2021-11-05,13933694.448477758,667875.4484777579,20
2021-11-08,13960495.448477758,667875.4484777579,20
2021-11-09,13937837.448477758,667875.4484777579,20
2021-11-10,14005668.448477758,667875.4484777579,20
2021-11-11,14074865.448477758,667875.4484777579,20
2021-11-12,14042762.448477758,667875.4484777579,20
2021-11-15,14158063.448477758,667875.4484777579,20
2021-11-16,14067533.448477758,667875.4484777579,20
2021-11-17,14122160.448477758,667875.4484777579,20
2021-11-18,14039684.448477758,667875.4484777579,20
2021-11-19,14138742.448477758,667875.4484777579,20
2021-11-22,14053194.448477758,667875.4484777579,20
2021-11-23,14059405.448477758,667875.4484777579,20
2021-11-24,14132749.448477758,667875.4484777579,20
2021-11-25,14120863.448477758,667875.4484777579,20
2021-11-26,14149020.448477758,667875.4484777579,20
2021-11-29,14055861.448477758,667875.4484777579,20
2021-11-30,14097621.448477758,667875.4484777579,20
2021-12-01,14169226.829029158,670244.8290291589,20
2021-12-02,14088347.829029158,670244.8290291589,20
2021-12-03,14148227.829029158,670244.8290291589,20
2021-12-06,14095015.829029158,670244.8290291589,20
2021-12-07,13925703.829029158,670244.8290291589,20
2021-12-08,14188673.829029158,670244.8290291589,20
2021-12-09,14296355.829029158,670244.8290291589,20
2021-12-10,14287941.829029158,670244.8290291589,20
2021-12-13,14316736.829029158,670244.8290291589,20
2021-12-14,14233901.829029158,670244.8290291589,20
2021-12-15,14301491.829029158,670244.8290291589,20
2021-12-16,14419868.829029158,670244.8290291589,20
2021-12-17,14428322.829029158,670244.8290291589,20
2021-12-20,14506033.829029158,670244.8290291589,20
2021-12-21,14699844.829029158,670244.8290291589,20
2021-12-22,14771708.829029158,670244.8290291589,20
2021-12-23,14792540.829029158,670244.8290291589,20
2021-12-24,14663837.829029158,670244.8290291589,20
2021-12-27,14743870.829029158,670244.8290291589,20
2021-12-28,14594696.829029158,670244.8290291589,20
2021-12-29,14497462.829029158,670244.8290291589,20
2021-12-30,14568840.829029158,670244.8290291589,20
2021-12-31,14787116.829029158,670244.8290291589,20
2022-01-04,15137615.83152956,712699.8315295596,20
2022-01-05,15058662.83152956,712699.8315295596,20
2022-01-06,15044100.83152956,712699.8315295596,20
2022-01-07,15087919.83152956,712699.8315295596,20
2022-01-10,15131267.83152956,712699.8315295596,20
2022-01-11,15261319.83152956,712699.8315295596,20
2022-01-12,15325743.83152956,712699.8315295596,20
2022-01-13,15310425.83152956,712699.8315295596,20
2022-01-14,15092559.83152956,712699.8315295596,20
2022-01-17,15225425.83152956,712699.8315295596,20
2022-01-18,15168094.83152956,712699.8315295596,20
2022-01-19,15314542.83152956,712699.8315295596,20
2022-01-20,15129669.83152956,712699.8315295596,20
2022-01-21,14991903.83152956,712699.8315295596,20
2022-01-24,14962356.83152956,712699.8315295596,20
2022-01-25,14475514.83152956,712699.8315295596,20
2022-01-26,14593783.83152956,712699.8315295596,20
2022-01-27,14355727.83152956,712699.8315295596,20
2022-01-28,14460389.83152956,712699.8315295596,20
2022-02-07,14697006.479792167,284194.4797921678,21
2022-02-08,14854548.479792168,284194.4797921678,21
2022-02-09,15019075.479792168,284194.4797921678,21
2022-02-10,15132842.479792167,284194.4797921678,21
2022-02-11,15032878.479792168,284194.4797921678,21
2022-02-14,14839352.479792168,284194.4797921678,21
2022-02-15,14819943.479792168,284194.4797921678,21
2022-02-16,15121798.479792167,284194.4797921678,21
2022-02-17,15243437.479792168,284194.4797921678,21
2022-02-18,15398127.479792168,284194.4797921678,21
2022-02-21,15593239.479792168,284194.4797921678,21
2022-02-22,15468854.479792167,284194.4797921678,21
2022-02-23,15700697.479792167,284194.4797921678,21
2022-02-24,15394293.479792168,284194.4797921678,21
2022-02-25,15464984.479792167,284194.4797921678,21
2022-02-28,15523956.479792168,284194.4797921678,21
2022-03-01,15553532.881088769,739467.8810887688,20
2022-03-02,15538588.881088769,739467.8810887688,20
2022-03-03,15606674.881088769,739467.8810887688,20
2022-03-04,15192861.881088769,739467.8810887688,20
2022-03-07,14867473.881088769,739467.8810887688,20
2022-03-08,14223973.881088769,739467.8810887688,20
2022-03-09,13945049.881088769,739467.8810887688,20
2022-03-10,14210073.881088769,739467.8810887688,20
2022-03-11,14198220.881088769,739467.8810887688,20
2022-03-14,13777916.881088769,739467.8810887688,20
2022-03-15,12986448.881088769,739467.8810887688,20
2022-03-16,13428150.881088769,739467.8810887688,20
2022-03-17,13709764.881088769,739467.8810887688,20
2022-03-18,13996173.881088769,739467.8810887688,20
2022-03-21,14101279.881088769,739467.8810887688,20
2022-03-22,14138187.881088769,739467.8810887688,20
2022-03-23,14102205.881088769,739467.8810887688,20
2022-03-24,13940556.881088769,739467.8810887688,20
2022-03-25,13835572.881088769,739467.8810887688,20
2022-03-28,13806220.881088769,739467.8810887688,20
2022-03-29,13573968.881088769,739467.8810887688,20
2022-03-30,13864054.881088769,739467.8810887688,20
2022-03-31,13772726.881088769,739467.8810887688,20
2022-04-01,13699216.96899657,645861.9689965686,20
2022-04-06,13681906.96899657,645861.9689965686,20
2022-04-07,13280322.96899657,645861.9689965686,20
2022-04-08,13057944.96899657,645861.9689965686,20
2022-04-11,12563462.96899657,645861.9689965686,20
2022-04-12,12762665.96899657,645861.9689965686,20
2022-04-13,12377612.96899657,645861.9689965686,20
2022-04-14,12483749.96899657,645861.9689965686,20
2022-04-15,12427879.96899657,645861.9689965686,20
2022-04-18,12685989.96899657,645861.9689965686,20
2022-04-19,12645294.96899657,645861.9689965686,20
2022-04-20,12465616.96899657,645861.9689965686,20
2022-04-21,11947327.96899657,645861.9689965686,20
2022-04-22,11841530.96899657,645861.9689965686,20
2022-04-25,10931616.96899657,645861.9689965686,20
