date,equity,cash,positions
2022-01-12,15245469.913975291,13661373.913975291,1
2022-01-13,15155408.59397529,13661373.913975291,1
2022-01-14,15251137.153975291,13661373.913975291,1
2022-01-17,15342632.35397529,13661373.913975291,1
2022-01-18,15336965.11397529,13661373.913975291,1
2022-01-19,15273396.43397529,13661373.913975291,1
2022-01-20,15114862.867152043,12131396.467152042,2
2022-01-21,15006732.067152042,12131396.467152042,2
2022-01-24,15115264.798736129,13510684.798736129,1
2022-01-25,15081466.19873613,13510684.798736129,1
2022-01-26,15046028.878736129,13510684.798736129,1
2022-01-27,14981913.95873613,13510684.798736129,1
2022-01-28,14991814.558736129,13510684.798736129,1
2022-02-07,15003968.398736129,13510684.798736129,1
2022-02-08,14918481.838736128,13510684.798736129,1
2022-02-09,14965458.478736129,13510684.798736129,1
2022-02-10,14892671.998736128,13510684.798736129,1
2022-02-11,14853393.614142857,14853393.614142857,0
2022-02-14,14853393.614142857,14853393.614142857,0
2022-02-15,14853393.614142857,14853393.614142857,0
2022-02-16,14853393.614142857,14853393.614142857,0
2022-02-17,14853393.614142857,14853393.614142857,0
2022-02-18,14853393.614142857,14853393.614142857,0
2022-02-21,14853393.614142857,14853393.614142857,0
2022-02-22,14853393.614142857,14853393.614142857,0
2022-02-23,14853393.614142857,14853393.614142857,0
2022-02-24,14905500.151797889,13367612.05179789,1
2022-02-25,15000017.37179789,13367612.05179789,1
2022-02-28,15100775.655179081,10360607.915179081,3
2022-03-01,15102032.29517908,10360607.915179081,3
2022-03-02,15016399.353228433,7344014.833228433,5
2022-03-03,14786679.093228433,7344014.833228433,5
2022-03-04,14673734.753228433,7344014.833228433,5
2022-03-07,14492438.614194613,8716200.434194613,4
2022-03-08,14458190.459979419,11452090.369979419,2
2022-03-09,14333418.306712436,9881402.566712435,3
2022-03-10,14510580.456712436,9881402.566712435,3
2022-03-11,14514432.213354994,8441571.333354995,4
2022-03-14,14455655.753354995,8441571.333354995,4
2022-03-15,14328059.063354995,8441571.333354995,4
2022-03-16,14508566.383354995,8441571.333354995,4
2022-03-17,14730578.286526438,5516747.536526438,6
2022-03-18,14507326.976895828,4046379.50689583,7
2022-03-21,14850925.136895832,4046379.50689583,7
2022-03-22,14653061.572027067,2563789.502027066,8
2022-03-23,14874561.942027066,2563789.502027066,8
2022-03-24,14693624.954046836,1084160.8940468354,9
2022-03-25,14245661.084015774,2423285.234015774,8
