variant,description,start,end,initial_cash,final_equity,total_return,annualized_return,max_drawdown,closed_trades,win_rate,mean_trade_return
r01_overheat_bear_guard,收益线1：高温转弱+极端熊市保护,2020-01-01,2026-07-31,1000000.0,17373021.174379505,16.373021174379506,0.5436058506698527,-0.3035264131749914,679,0.48600883652430044,0.05751838620690799
r02_rerank_with_guard,收益线2：温度概率排序+高温转弱保护,2020-01-01,2026-07-31,1000000.0,16729037.320899813,15.729037320899813,0.534765224781367,-0.3157976797551787,707,0.4780763790664781,0.055265923733795054
r03_linkage_breadth_guard,收益线3：行业联动+高温转弱保护,2020-01-01,2026-07-31,1000000.0,13110859.321818486,12.110859321818486,0.47893085096016064,-0.2953483718069777,689,0.4760522496371553,0.052875029496737634
d01_rising_relaxed,回撤线1：升温为主、强势行业小幅降温仍可入场,2020-01-01,2026-07-31,1000000.0,6557780.81202762,5.55778081202762,0.3310571203107102,-0.14553802082981804,316,0.5221518987341772,0.08378791340761192
d02_breadth_relaxed,回撤线2：宽度为主、强龙头升温可替代确认,2020-01-01,2026-07-31,1000000.0,6241597.5037083095,5.241597503708309,0.32109270865110395,-0.15492540536080657,367,0.4904632152588556,0.06975374313466816
d03_recovery_relaxed,回撤线3：保留复苏门槛并用温度概率排序,2020-01-01,2026-07-31,1000000.0,5738225.6816834835,4.738225681683484,0.30430848494812035,-0.1684643662614057,336,0.5089285714285714,0.0727522588456803
