final_nav,total_return,annualized_return,max_drawdown,sharpe,gross_annualized_return,average_exposure,annual_turnover,period,gate
0.8854629203116793,-0.11453707968832072,-0.11490689209958338,-0.23733760142502103,-0.42449957992594656,-0.09153857265871979,0.9194214876033042,8.667161744505478,验证期2024,G6_评分区分不足
1.489374399552003,0.489374399552003,0.2713741616438037,-0.21944141247289706,1.3434044180371632,0.3088841009966736,0.9285250352255745,9.668570196923245,验证期2025-2026-08,G6_评分区分不足
2.109677464940346,1.1096774649403458,0.09003166426975162,-0.2844516889174934,0.5596876463314087,0.11887880947842211,0.8548184367719978,8.686154514200469,全周期,G6_评分区分不足
2.0011117850601243,1.0011117850601243,0.12283310397532787,-0.2516806318812437,0.737952141946035,0.15142577106959854,0.8191133016999308,8.36208930336535,设计期2018-2023,G7_普跌且低离散
1.0236131810287707,0.023613181028770747,0.02369522347630504,-0.23390799919377514,0.2203635489667308,0.05045407724133466,0.8925619834710736,8.582024699837191,验证期2024,G7_普跌且低离散
1.3323128558256983,0.33231285582569825,0.18878414848884129,-0.22243119717588444,0.9916046774472351,0.22023111272241902,0.8118062106580602,8.683799106865566,验证期2025-2026-08,G7_普跌且低离散
2.6795394670260353,1.6795394670260353,0.12054833660813391,-0.2688912234382762,0.7047438574890151,0.14932708730578614,0.8261684031741185,8.43317374516639,全周期,G7_普跌且低离散
1.7558985042700956,0.7558985042700956,0.09858521277572585,-0.17444884961451013,0.7095786544139417,0.121951080909531,0.6803447809332417,7.001180429134571,设计期2018-2023,G8_双质量确认
1.0194692182360263,0.01946921823602632,0.019536725709129232,-0.146788925330678,0.19872756899080016,0.03905786540364198,0.6673553719008259,6.311600274725263,验证期2024,G8_双质量确认
1.2804468308432826,0.2804468308432826,0.16067131350116237,-0.18184324136081775,1.081662002063379,0.18477347581297865,0.657960803681129,6.839074816158794,验证期2025-2026-08,G8_双质量确认
2.267148226094009,1.267148226094009,0.09913068536965852,-0.18184324136081864,0.7035022489447675,0.12208871156550938,0.6745578257389286,6.877484488494952,全周期,G8_双质量确认
1.4194728487002921,0.4194728487002921,0.06024610276572284,-0.1936438329819512,0.5068944137198461,0.08038570915605847,0.6039121482498283,6.261189986282589,设计期2018-2023,G9_三级机会仓位
1.013881392395855,0.013881392395854952,0.01392939248872671,-0.11732083855270725,0.16869082224937942,0.03144120267716777,0.5945247933884298,5.699505494505499,验证期2024,G9_三级机会仓位
1.306983964721858,0.30698396472185796,0.17511057079276404,-0.1827946622650285,1.1346747808035118,0.20133086309391013,0.6981792803970224,7.342293471534664,验证期2025-2026-08,G9_三级机会仓位
1.8572570489833267,0.8572570489833267,0.07410865199375016,-0.1936438329819512,0.5917462737219347,0.09494097742683416,0.6209044957183634,6.391802827616196,全周期,G9_三级机会仓位
