symbol,exchange,raw_exists,qfq_exists,issues,raw_rows,raw_first,raw_last,qfq_rows,qfq_first,qfq_last,trade_days,suspended_days,st_days,issue_count
600378.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,66,0,0
600379.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600380.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,6,0,0
600381.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,2,576,0
600382.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,3,504,0
600383.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600385.SH,SH,True,True,,1095,2018-01-02,2022-07-07,1095,2018-01-02,2022-07-07,1095,34,756,0
600386.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600387.SH,SH,True,True,,1824,2018-01-02,2025-07-10,1824,2018-01-02,2025-07-10,1824,37,890,0
600388.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,6,292,0
600389.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,11,0,0
600390.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600391.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600392.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600393.SH,SH,True,True,,1345,2018-01-02,2023-07-18,1345,2018-01-02,2023-07-18,1345,95,320,0
600395.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600396.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,4,501,0
600397.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,2,245,0
600398.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,5,0,0
600399.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,204,682,0
600400.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600401.SH,SH,True,True,,371,2018-01-02,2019-07-12,371,2018-01-02,2019-07-12,371,316,337,0
600403.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,3,299,0
600405.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,5,0,0
600406.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600408.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,3,978,0
600409.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600410.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600415.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600416.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,2,243,0
600418.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600419.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,7,0,0
600420.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600421.SH,SH,True,True,,2055,2018-01-02,2026-06-25,2055,2018-01-02,2026-06-25,2055,71,1093,0
600422.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,2,0,0
600423.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,200,914,0
600425.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,1,78,0
600426.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600428.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600429.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600432.SH,SH,True,True,,129,2018-01-02,2018-07-13,129,2018-01-02,2018-07-13,129,99,97,0
600433.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,13,0,0
600435.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600436.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600438.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,10,0,0
600439.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,11,30,0
600444.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600446.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,15,0,0
600448.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600449.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,11,0,0
600452.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600455.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,1,0,0
600456.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600458.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600459.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,12,0,0
600460.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,11,0,0
600461.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,11,0,0
600462.SH,SH,True,True,,1830,2018-01-02,2025-07-18,1830,2018-01-02,2025-07-18,1830,53,1559,0
600463.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,6,0,0
600466.SH,SH,True,True,,1317,2018-01-02,2023-06-06,1317,2018-01-02,2023-06-06,1317,23,23,0
600467.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600468.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,1,0,0
600469.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,5,0,0
600470.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,4,224,0
600475.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600476.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,1,94,0
600477.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600478.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,1,0,0
600479.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,9,0,0
600480.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,6,0,0
600481.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600482.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,21,0,0
600483.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,9,0,0
600485.SH,SH,True,True,,828,2018-01-02,2021-06-01,828,2018-01-02,2021-06-01,828,640,506,0
600486.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,5,0,0
600487.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,11,0,0
600488.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,1,0,0
600489.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,11,0,0
600490.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,114,0,0
600491.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,12,92,0
600493.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600495.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600496.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,1,0,0
600497.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,10,0,0
600498.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600499.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,10,0,0
600500.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,9,0,0
600501.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600502.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600503.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600505.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600506.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,68,247,0
600507.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600508.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600509.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600510.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,10,0,0
600511.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600512.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,36,0,0
600513.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600515.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,139,400,0
600516.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600517.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,11,0,0
600518.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,35,1244,0
600519.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600520.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,5,0,0
600521.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600522.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600523.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600525.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,14,322,0
600526.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,23,241,0
600527.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600528.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600529.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600530.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,52,513,0
600531.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600532.SH,SH,True,True,,1331,2018-01-02,2023-06-28,1331,2018-01-02,2023-06-28,1331,77,221,0
600533.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600535.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,2,0,0
600536.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,2,0,0
600537.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,1,94,0
600538.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,11,0,0
600539.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,82,744,0
600540.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,3,62,0
600543.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,3,382,0
600545.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600546.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,45,0,0
600547.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,1,0,0
600548.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600549.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600550.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600551.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600552.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600555.SH,SH,True,True,,1099,2018-01-02,2022-07-13,1099,2018-01-02,2022-07-13,1099,35,513,0
600556.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,3,558,0
600557.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600558.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600559.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,5,0,0
600560.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600561.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600562.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,1,0,0
600563.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600565.SH,SH,True,True,,1602,2018-01-02,2024-08-07,1602,2018-01-02,2024-08-07,1602,34,67,0
600566.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,1,0,0
600567.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600568.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,93,1526,0
600569.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,6,0,0
600570.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600571.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600572.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,1,0,0
600573.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600575.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,35,0,0
600576.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,11,0,0
600577.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600578.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600579.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,18,0,0
600580.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600581.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,4,114,0
600582.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600583.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600584.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,5,0,0
600585.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600586.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600587.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600588.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600589.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,39,754,0
600590.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,10,0,0
600592.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600593.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,12,198,0
600594.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600595.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,5,739,0
600596.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,8,0,0
600597.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600598.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600599.SH,SH,True,True,,2055,2018-01-02,2026-06-25,2055,2018-01-02,2026-06-25,2055,30,1445,0
600600.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600601.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,4,514,0
600602.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600603.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,2,276,0
600604.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600605.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,6,0,0
600606.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,5,0,0
600608.SH,SH,True,True,,2060,2018-01-02,2026-07-02,2060,2018-01-02,2026-07-02,2060,29,2042,0
600609.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600610.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,368,699,0
600611.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600612.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600613.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600614.SH,SH,True,True,,863,2018-01-02,2021-07-21,863,2018-01-02,2021-07-21,863,309,508,0
600615.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,15,424,0
600616.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600617.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600618.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600619.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600620.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600621.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600622.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600623.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600624.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,1,235,0
600626.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600628.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600629.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600630.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600633.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600634.SH,SH,True,True,,863,2018-01-02,2021-07-21,863,2018-01-02,2021-07-21,863,176,750,0
600635.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600636.SH,SH,True,True,,2056,2018-01-02,2026-06-26,2056,2018-01-02,2026-06-26,2056,25,339,0
600637.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600638.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600639.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600640.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600641.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,80,0,0
600642.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600643.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,1,0,0
600644.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600645.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,18,0,0
600647.SH,SH,True,True,,1577,2018-01-02,2024-07-03,1577,2018-01-02,2024-07-03,1577,66,263,0
600648.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600649.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600650.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600651.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,16,232,0
600652.SH,SH,True,True,,1083,2018-01-02,2022-06-21,1083,2018-01-02,2022-06-21,1083,24,742,0
600653.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,5,0,0
600654.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,7,1571,0
600655.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,5,0,0
600657.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,5,0,0
600658.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600660.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600661.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600662.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,11,0,0
600663.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,10,0,0
600664.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,36,0,0
600665.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600666.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,88,1290,0
600667.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600668.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600671.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,6,1193,0
600673.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,30,0,0
600674.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600675.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600676.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,0,0,0
600677.SH,SH,True,True,,779,2018-01-02,2021-03-18,779,2018-01-02,2021-03-18,779,215,277,0
600678.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,107,93,0
600679.SH,SH,True,True,,2111,2018-01-02,2026-09-11,2111,2018-01-02,2026-09-11,2111,10,0,0
600680.SH,SH,True,True,,337,2018-01-02,2019-05-24,337,2018-01-02,2019-05-24,337,260,336,0
