core,stable,trend,annualized_return,max_drawdown,sharpe
0.05,0.8500000000000001,0.1,0.08016008048797207,-0.19221291661012518,0.5720765168279213
0.05,0.9,0.05,0.07954446994357656,-0.19697167006943972,0.5681920993542788
0.05,0.9500000000000001,-0.0,0.07891125674860744,-0.20171140360002526,0.5639465248098339
0.1,0.0,0.9,0.08989618526370213,-0.23320190253182183,0.594723706914189
0.1,0.05,0.85,0.0895792241353448,-0.226529816037342,0.5967171600702663
0.1,0.1,0.8,0.08924411861692594,-0.2198085641054458,0.5984499222332509
0.1,0.15000000000000002,0.75,0.08889089253941185,-0.2130378626500995,0.5999050123940309
0.1,0.2,0.7,0.08851957057625182,-0.21001252777948898,0.6010658791865511
0.1,0.25,0.65,0.08813017824096114,-0.20831859871557712,0.6019165933228949
0.1,0.30000000000000004,0.6,0.08772274188466866,-0.20662480250553483,0.6024420479861138
0.1,0.35000000000000003,0.55,0.08729728869358322,-0.20493115433903153,0.6026281635577472
0.1,0.4,0.5,0.08685384668641305,-0.20323766943395571,0.6024620925042161
0.1,0.45,0.45,0.08639244471171814,-0.2015443630362307,0.6019324197914115
0.1,0.5,0.4,0.08591311244520905,-0.19997750979917073,0.6010293538767677
0.1,0.55,0.35,0.08541588038697712,-0.19866167263139112,0.5997449031764092
0.1,0.6000000000000001,0.3,0.08490077985868205,-0.19734644888616004,0.5980730329488415
0.1,0.65,0.25,0.08436784300066047,-0.196031847888667,0.5960097977939322
0.1,0.7000000000000001,0.2,0.08381710276899534,-0.19471787897216075,0.5935534454424677
0.1,0.75,0.15,0.08324859293251508,-0.19340455147785274,0.5907044881994986
0.1,0.8,0.1,0.08266234806974126,-0.19209187475482048,0.5874657392817317
0.1,0.8500000000000001,0.05,0.0820584035657772,-0.19127897629235868,0.5838423123192522
0.1,0.9,0.0,0.08143679560914019,-0.1960441329317021,0.579841583426899
0.15000000000000002,0.0,0.85,0.0918702670766649,-0.23120597305732127,0.6066606620961588
0.15000000000000002,0.05,0.8,0.09154774689244105,-0.22451801141913652,0.6086890682015039
0.15000000000000002,0.1,0.75,0.09120705409908703,-0.21778078254287936,0.610447914810754
0.15000000000000002,0.15000000000000002,0.7,0.09084821280414013,-0.21270892141924003,0.6119198844170313
0.15000000000000002,0.2,0.65,0.09047124795860184,-0.2110163768956005,0.6130881406138139
0.15000000000000002,0.25,0.6,0.09007618535449002,-0.20932394756006545,0.6139365274686509
0.15000000000000002,0.30000000000000004,0.55,0.08966305162236776,-0.20763164855592986,0.6144497762573446
0.15000000000000002,0.35000000000000003,0.5,0.08923187422878986,-0.20593949505490217,0.614613715699479
0.15000000000000002,0.4,0.45,0.08878268147370005,-0.20424750225691501,0.6144154812891109
0.15000000000000002,0.45,0.4,0.08831550248776332,-0.2025556853899375,0.6138437188773823
0.15000000000000002,0.5,0.35,0.08783036722963367,-0.2008640597097877,0.6128887773740574
0.15000000000000002,0.55,0.3,0.08732730648317966,-0.19950720903633956,0.611542885325783
0.15000000000000002,0.6000000000000001,0.25,0.08680635185463692,-0.19819298285712184,0.6098003062260372
0.15000000000000002,0.65,0.2,0.08626753576969914,-0.19687937760735463,0.6076574677307816
0.15000000000000002,0.7000000000000001,0.15,0.08571089147056887,-0.19556640261099567,0.605113060497391
0.15000000000000002,0.75,0.1,0.08513645301293016,-0.19425406719997307,0.6021681031207449
0.15000000000000002,0.8,0.05,0.08454425526287634,-0.19294238071408265,0.5988259705828233
0.15000000000000002,0.8500000000000001,-0.0,0.08393433389377924,-0.19163135250089847,0.5950923847203863
0.2,0.0,0.8,0.09382193889607948,-0.2292121397370721,0.6181836754338759
0.2,0.05,0.75,0.09349384981554354,-0.22250832626916384,0.6202341771820815
0.2,0.1,0.7,0.0931475603215266,-0.21575514398842155,0.6220064643175616
0.2,0.15000000000000002,0.65,0.09278309479838898,-0.21371629435630113,0.6234829624965428
0.2,0.2,0.6,0.0924004784748862,-0.21202526425420098,0.6246466334625678
0.2,0.25,0.55,0.09199973742174117,-0.21033434684053076,0.6254811803713228
0.2,0.30000000000000004,0.5,0.09158089854912399,-0.20864355724053207,0.6259712597105338
0.2,0.35000000000000003,0.45,0.09114398960408865,-0.20695291060785925,0.626102695736533
0.2,0.4,0.4,0.09068903916794091,-0.20526242212439527,0.625862692816526
0.2,0.45,0.35,0.0902160766535578,-0.20357210700005868,0.6252400406548975
0.2,0.5,0.3,0.08972513230263224,-0.2018819804726213,0.6242253071303498
0.2,0.55,0.25,0.08921623718286997,-0.20035803276049735,0.6228110134104261
0.2,0.6000000000000001,0.2,0.08868942318512785,-0.19904481358470627,0.6209917861649414
0.2,0.65,0.15,0.08814472302048149,-0.19773221351922865,0.6187644820826051
0.2,0.7000000000000001,0.1,0.08758217021725012,-0.19642024187867535,0.6161282805047336
0.2,0.75,0.05,0.08700179911795569,-0.19510890798563008,0.6130847408105286
0.2,0.8,0.0,0.08640364487622376,-0.19379822117055034,0.6096378221891571
0.25,0.0,0.75,0.09575106795362309,-0.2272204445042384,0.6292593012588589
0.25,0.05,0.7,0.09541740047466729,-0.22050080285613205,0.6313186549078833
0.25,0.1,0.65,0.09506550519465162,-0.21641827162618477,0.6330914265752292
0.25,0.15000000000000002,0.6,0.09469540677496635,-0.21472867298834342,0.634559870319583
0.25,0.2,0.55,0.09430713072233887,-0.2130391694656536,0.6357068341736627
0.25,0.25,0.5,0.09390070338636347,-0.21134977613660721,0.6365159702829017
0.25,0.30000000000000004,0.45,0.09347615195697534,-0.20966050810829773,0.6369719507128793
0.25,0.35000000000000003,0.4,0.09303350446186176,-0.20797138051622988,0.6370606846509438
0.25,0.4,0.35,0.09257278976380556,-0.20628240852414204,0.6367695322182375
0.25,0.45,0.3,0.09209403755798662,-0.20459360732380638,0.6360875097323873
0.25,0.5,0.25,0.09159727836920428,-0.2029049921348498,0.6350054810549777
0.25,0.55,0.2,0.09108254354905299,-0.20121657820456218,0.6335163296520347
0.25,0.6000000000000001,0.15,0.09054986527303144,-0.19990192446692978,0.6316151062115076
