日期,总资产,现金,证券,数量,持仓,收盘价, 收益
,,,三峰环境(601827.SH),157000,1453820.00,9.26,72641.75
,,,巴比食品(605338.SH),4800,121392.00,25.29,-11713.07
,,,江瀚新材(603281.SH),14200,465902.00,32.81,-13738.93
,,,天味食品(603317.SH),31400,381510.00,12.15,-2163.82
,,,梅轮电梯(603321.SH),35700,288813.00,8.09,1840.31
,,,宁波能源(600982.SH),164900,885513.00,5.37,62421.74
,,,国邦医药(605507.SH),13600,378216.00,27.81,60527.82
,,,健盛集团(603558.SH),85600,1010936.00,11.81,13649.77
,,,江河集团(601886.SH),155800,1374156.00,8.82,75699.99
,,,绿色动力(601330.SH),59300,546153.00,9.21,111078.36
,,,永艺股份(603600.SH),73600,804448.00,10.93,-75362.06
,,,海容冷链(603187.SH),83300,1391943.00,16.71,82170.72
,,,海利尔(603639.SH),22400,321664.00,14.36,-6128.39
,,,行动教育(605098.SH),21500,1187230.00,55.22,219321.90
,,,渤海轮渡(603167.SH),190500,1840230.00,9.66,-5415.35
,,,爱普股份(603020.SH),1300,14677.00,11.29,513.49
,,,维力医疗(603309.SH),22700,355255.00,15.65,11923.95
,,,百隆东方(601339.SH),48500,372480.00,7.68,70583.08
,,,甬金股份(603995.SH),64800,1244160.00,19.2,27177.51
,,,长龄液压(605389.SH),5200,347828.00,66.89,-42778.06
,,,长城科技(603897.SH),44400,1514040.00,34.1,174525.39
,,,我乐家居(603326.SH),80100,776169.00,9.69,-27937.68
2026-03-11,30888615.48,6860408.48,,,,,
,,,新澳股份(603889.SH),95200,795872.00,8.36,112461.17
,,,澳弘电子(605058.SH),19600,651504.00,33.24,25934.12
,,,行动教育(605098.SH),21500,1163365.00,54.11,195456.90
,,,永艺股份(603600.SH),73600,808128.00,10.98,-71682.06
,,,甬金股份(603995.SH),64800,1240920.00,19.15,23937.51
,,,长城科技(603897.SH),44400,1548228.00,34.87,208713.39
,,,锦和商管(603682.SH),98900,708124.00,7.16,-114634.49
,,,梅轮电梯(603321.SH),35700,290955.00,8.15,3982.31
,,,中农立华(603970.SH),55300,753739.00,13.63,-18260.99
,,,我乐家居(603326.SH),80100,785781.00,9.81,-18325.68
,,,绿色动力(601330.SH),59300,496341.00,8.37,61266.36
,,,健盛集团(603558.SH),85600,1036616.00,12.11,39329.77
,,,维力医疗(603309.SH),22700,357979.00,15.77,14647.95
,,,长龄液压(605389.SH),5200,369980.00,71.15,-20626.06
,,,宁波高发(603788.SH),11300,182156.00,16.12,-17112.31
,,,渤海轮渡(603167.SH),190500,1826895.00,9.59,-18750.35
,,,三峰环境(601827.SH),157000,1444400.00,9.2,63221.75
,,,中创物流(603967.SH),83200,1099904.00,13.22,-134288.87
,,,天味食品(603317.SH),31400,399722.00,12.73,16048.18
,,,国邦医药(605507.SH),13600,365024.00,26.84,47335.82
,,,海容冷链(603187.SH),83300,1403605.00,16.85,93832.72
,,,百隆东方(601339.SH),48500,370055.00,7.63,68158.08
,,,广州酒家(603043.SH),52500,873075.00,16.63,-27430.04
,,,建研院(603183.SH),242900,1185352.00,4.88,60551.22
,,,江瀚新材(603281.SH),14200,423586.00,29.83,-56054.93
,,,江河集团(601886.SH),155800,1399084.00,8.98,100627.99
,,,宁波能源(600982.SH),164900,870672.00,5.28,47580.74
,,,海利尔(603639.SH),22400,322336.00,14.39,-5456.39
,,,巴比食品(605338.SH),4800,123360.00,25.7,-9745.07
,,,威奥股份(605001.SH),87200,717656.00,8.23,18743.16
,,,爱普股份(603020.SH),1300,13793.00,10.61,-370.51
2026-03-10,30777579.48,6860408.48,,,,,
,,,长龄液压(605389.SH),5200,369460.00,71.05,-21146.06
,,,爱普股份(603020.SH),1300,13624.00,10.48,-539.51
,,,宁波能源(600982.SH),164900,857480.00,5.2,34388.74
,,,广州酒家(603043.SH),52500,873075.00,16.63,-27430.04
,,,天味食品(603317.SH),31400,404746.00,12.89,21072.18
,,,梅轮电梯(603321.SH),35700,293097.00,8.21,6124.31
,,,维力医疗(603309.SH),22700,362065.00,15.95,18733.95
,,,巴比食品(605338.SH),4800,124752.00,25.99,-8353.07
,,,海利尔(603639.SH),22400,322560.00,14.4,-5232.39
,,,海容冷链(603187.SH),83300,1403605.00,16.85,93832.72
,,,国邦医药(605507.SH),13600,370872.00,27.27,53183.82
,,,江河集团(601886.SH),155800,1391294.00,8.93,92837.99
,,,新澳股份(603889.SH),95200,799680.00,8.4,116269.17
,,,澳弘电子(605058.SH),19600,654836.00,33.41,29266.12
,,,永艺股份(603600.SH),73600,811072.00,11.02,-68738.06
,,,健盛集团(603558.SH),85600,1024632.00,11.97,27345.77
,,,中创物流(603967.SH),83200,1084096.00,13.03,-150096.87
,,,渤海轮渡(603167.SH),190500,1824990.00,9.58,-20655.35
,,,三峰环境(601827.SH),157000,1406720.00,8.96,25541.75
,,,长城科技(603897.SH),44400,1533132.00,34.53,193617.39
,,,百隆东方(601339.SH),48500,352110.00,7.26,50213.08
,,,宁波高发(603788.SH),11300,182947.00,16.19,-16321.31
,,,行动教育(605098.SH),21500,1147025.00,53.35,179116.90
,,,建研院(603183.SH),242900,1202355.00,4.95,77554.22
,,,威奥股份(605001.SH),87200,722016.00,8.28,23103.16
,,,绿色动力(601330.SH),59300,451273.00,7.61,16198.36
,,,中农立华(603970.SH),55300,754845.00,13.65,-17154.99
,,,江瀚新材(603281.SH),14200,424722.00,29.91,-54918.93
,,,我乐家居(603326.SH),80100,792189.00,9.89,-11917.68
,,,锦和商管(603682.SH),98900,720981.00,7.29,-101777.49
,,,甬金股份(603995.SH),64800,1240920.00,19.15,23937.51
2026-03-09,30415158.48,6860408.48,,,,,
,,,宁波高发(603788.SH),11300,177975.00,15.75,-21293.31
,,,中创物流(603967.SH),83200,1068288.00,12.84,-165904.87
,,,天味食品(603317.SH),31400,400036.00,12.74,16362.18
,,,巴比食品(605338.SH),4800,123936.00,25.82,-9169.07
,,,威奥股份(605001.SH),87200,696728.00,7.99,-2184.84
,,,澳弘电子(605058.SH),19600,623868.00,31.83,-1701.88
,,,江瀚新材(603281.SH),14200,421740.00,29.7,-57900.93
,,,宁波能源(600982.SH),164900,867374.00,5.26,44282.74
,,,爱普股份(603020.SH),1300,13559.00,10.43,-604.51
,,,永艺股份(603600.SH),73600,797088.00,10.83,-82722.06
,,,梅轮电梯(603321.SH),35700,282744.00,7.92,-4228.69
,,,新澳股份(603889.SH),95200,801584.00,8.42,118173.17
,,,绿色动力(601330.SH),59300,451866.00,7.62,16791.36
,,,甬金股份(603995.SH),64800,1223424.00,18.88,6441.51
,,,三峰环境(601827.SH),157000,1405150.00,8.95,23971.75
,,,我乐家居(603326.SH),80100,780174.00,9.74,-23932.68
,,,海容冷链(603187.SH),83300,1357790.00,16.3,48017.72
,,,中农立华(603970.SH),55300,761481.00,13.77,-10518.99
,,,广州酒家(603043.SH),52500,871500.00,16.6,-29005.04
,,,行动教育(605098.SH),21500,1147240.00,53.36,179331.90
,,,长城科技(603897.SH),44400,1474968.00,33.22,135453.39
,,,国邦医药(605507.SH),13600,356048.00,26.18,38359.82
,,,锦和商管(603682.SH),98900,707135.00,7.15,-115623.49
,,,长龄液压(605389.SH),5200,369460.00,71.05,-21146.06
,,,渤海轮渡(603167.SH),190500,1817370.00,9.54,-28275.35
,,,百隆东方(601339.SH),48500,354535.00,7.31,52638.08
,,,维力医疗(603309.SH),22700,345040.00,15.2,1708.95
,,,健盛集团(603558.SH),85600,1004944.00,11.74,7657.77
,,,建研院(603183.SH),242900,1168349.00,4.81,43548.22
,,,海利尔(603639.SH),22400,321664.00,14.36,-6128.39
,,,江河集团(601886.SH),155800,1361692.00,8.74,63235.99
2026-03-06,30752726.48,6860408.48,,,,,
,,,维力医疗(603309.SH),22700,339365.00,14.95,-3966.05
,,,巴比食品(605338.SH),4800,127344.00,26.53,-5761.07
,,,行动教育(605098.SH),21500,1107035.00,51.49,139126.90
,,,三峰环境(601827.SH),157000,1405150.00,8.95,23971.75
,,,海利尔(603639.SH),22400,325920.00,14.55,-1872.39
,,,宁波能源(600982.SH),164900,836043.00,5.07,12951.74
,,,百隆东方(601339.SH),48500,340470.00,7.02,38573.08
,,,广州酒家(603043.SH),52500,903525.00,17.21,3019.96
,,,长龄液压(605389.SH),5200,378144.00,72.72,-12462.06
,,,甬金股份(603995.SH),64800,1251936.00,19.32,34953.51
,,,爱普股份(603020.SH),1300,13689.00,10.53,-474.51
,,,长城科技(603897.SH),44400,1526916.00,34.39,187401.39
,,,国邦医药(605507.SH),13600,362576.00,26.66,44887.82
,,,江河集团(601886.SH),155800,1355460.00,8.7,57003.99
,,,中创物流(603967.SH),83200,1102400.00,13.25,-131792.87
,,,江瀚新材(603281.SH),14200,448436.00,31.58,-31204.93
,,,宁波高发(603788.SH),11300,180574.00,15.98,-18694.31
,,,新澳股份(603889.SH),95200,844424.00,8.87,161013.17
,,,健盛集团(603558.SH),85600,1016928.00,11.88,19641.77
,,,永艺股份(603600.SH),73600,814016.00,11.06,-65794.06
,,,渤海轮渡(603167.SH),190500,1857375.00,9.75,11729.65
,,,澳弘电子(605058.SH),19600,635628.00,32.43,10058.12
,,,建研院(603183.SH),242900,1165920.00,4.8,41119.22
,,,天味食品(603317.SH),31400,405374.00,12.91,21700.18
,,,中农立华(603970.SH),55300,772541.00,13.97,541.01
,,,我乐家居(603326.SH),80100,784980.00,9.8,-19126.68
,,,绿色动力(601330.SH),59300,448901.00,7.57,13826.36
,,,梅轮电梯(603321.SH),35700,280602.00,7.86,-6370.69
,,,锦和商管(603682.SH),98900,724937.00,7.33,-97821.49
,,,威奥股份(605001.SH),87200,705448.00,8.09,6535.16
,,,海容冷链(603187.SH),83300,1430261.00,17.17,120488.72
2026-03-05,30330570.48,6860408.48,,,,,
,,,天味食品(603317.SH),31400,403176.00,12.84,19502.18
,,,澳弘电子(605058.SH),19600,603288.00,30.78,-22281.88
,,,爱普股份(603020.SH),1300,13299.00,10.23,-864.51
,,,渤海轮渡(603167.SH),190500,1828800.00,9.6,-16845.35
,,,长城科技(603897.SH),44400,1524252.00,34.33,184737.39
,,,百隆东方(601339.SH),48500,339500.00,7,37603.08
,,,威奥股份(605001.SH),87200,684520.00,7.85,-14392.84
,,,行动教育(605098.SH),21500,1102090.00,51.26,134181.90
,,,巴比食品(605338.SH),4800,128688.00,26.81,-4417.07
,,,海容冷链(603187.SH),83300,1409436.00,16.92,99663.72
,,,广州酒家(603043.SH),52500,887775.00,16.91,-12730.04
,,,宁波能源(600982.SH),164900,822851.00,4.99,-240.26
,,,绿色动力(601330.SH),59300,441192.00,7.44,6117.36
,,,江河集团(601886.SH),155800,1342996.00,8.62,44539.99
,,,长龄液压(605389.SH),5200,371800.00,71.5,-18806.06
,,,锦和商管(603682.SH),98900,726915.00,7.35,-95843.49
,,,中创物流(603967.SH),83200,1083264.00,13.02,-150928.87
,,,江瀚新材(603281.SH),14200,450708.00,31.74,-28932.93
,,,甬金股份(603995.SH),64800,1240272.00,19.14,23289.51
,,,宁波高发(603788.SH),11300,177297.00,15.69,-21971.31
,,,三峰环境(601827.SH),157000,1376890.00,8.77,-4288.25
,,,新澳股份(603889.SH),95200,831096.00,8.73,147685.17
,,,国邦医药(605507.SH),13600,358904.00,26.39,41215.82
,,,中农立华(603970.SH),55300,747656.00,13.52,-24343.99
,,,海利尔(603639.SH),22400,318080.00,14.2,-9712.39
,,,建研院(603183.SH),242900,1122198.00,4.62,-2602.78
,,,永艺股份(603600.SH),73600,797088.00,10.83,-82722.06
,,,健盛集团(603558.SH),85600,981832.00,11.47,-15454.23
,,,维力医疗(603309.SH),22700,320070.00,14.1,-23261.05
,,,我乐家居(603326.SH),80100,762552.00,9.52,-41554.68
,,,梅轮电梯(603321.SH),35700,271677.00,7.61,-15295.69
2026-03-04,30099405.48,6860408.48,,,,,
,,,渤海轮渡(603167.SH),190500,1813560.00,9.52,-32085.35
,,,长城科技(603897.SH),44400,1510488.00,34.02,170973.39
,,,澳弘电子(605058.SH),19600,591528.00,30.18,-34041.88
,,,百隆东方(601339.SH),48500,343865.00,7.09,41968.08
,,,健盛集团(603558.SH),85600,973272.00,11.37,-24014.23
,,,宁波高发(603788.SH),11300,175941.00,15.57,-23327.31
,,,我乐家居(603326.SH),80100,754542.00,9.42,-49564.68
,,,甬金股份(603995.SH),64800,1247400.00,19.25,30417.51
,,,海容冷链(603187.SH),83300,1377782.00,16.54,68009.72
,,,爱普股份(603020.SH),1300,13169.00,10.13,-994.51
,,,江河集团(601886.SH),155800,1366366.00,8.77,67909.99
,,,宁波能源(600982.SH),164900,812957.00,4.93,-10134.26
,,,海利尔(603639.SH),22400,320992.00,14.33,-6800.39
,,,江瀚新材(603281.SH),14200,450566.00,31.73,-29074.93
,,,维力医疗(603309.SH),22700,313033.00,13.79,-30298.05
,,,三峰环境(601827.SH),157000,1361190.00,8.67,-19988.25
,,,国邦医药(605507.SH),13600,360672.00,26.52,42983.82
,,,长龄液压(605389.SH),5200,366236.00,70.43,-24370.06
,,,中农立华(603970.SH),55300,760375.00,13.75,-11624.99
,,,广州酒家(603043.SH),52500,891975.00,16.99,-8530.04
,,,中创物流(603967.SH),83200,1080768.00,12.99,-153424.87
,,,梅轮电梯(603321.SH),35700,266679.00,7.47,-20293.69
,,,新澳股份(603889.SH),95200,820624.00,8.62,137213.17
,,,永艺股份(603600.SH),73600,788992.00,10.72,-90818.06
,,,绿色动力(601330.SH),59300,435855.00,7.35,780.36
,,,巴比食品(605338.SH),4800,128640.00,26.8,-4465.07
,,,天味食品(603317.SH),31400,402862.00,12.83,19188.18
,,,威奥股份(605001.SH),87200,666208.00,7.64,-32704.84
,,,建研院(603183.SH),242900,1102766.00,4.54,-22034.78
,,,行动教育(605098.SH),21500,1001900.00,46.6,33991.90
,,,锦和商管(603682.SH),98900,737794.00,7.46,-84964.49
2026-03-03,30467315.48,6860408.48,,,,,
,,,甬金股份(603995.SH),64800,1264248.00,19.51,47265.51
,,,梅轮电梯(603321.SH),35700,269178.00,7.54,-17794.69
,,,中农立华(603970.SH),55300,755398.00,13.66,-16601.99
,,,威奥股份(605001.SH),87200,672312.00,7.71,-26600.84
,,,健盛集团(603558.SH),85600,998096.00,11.66,809.77
,,,新澳股份(603889.SH),95200,848232.00,8.91,164821.17
,,,永艺股份(603600.SH),73600,811808.00,11.03,-68002.06
,,,三峰环境(601827.SH),157000,1381600.00,8.8,421.75
,,,长龄液压(605389.SH),5200,363740.00,69.95,-26866.06
,,,渤海轮渡(603167.SH),190500,1895475.00,9.95,49829.65
,,,长城科技(603897.SH),44400,1484736.00,33.44,145221.39
,,,海容冷链(603187.SH),83300,1378615.00,16.55,68842.72
,,,国邦医药(605507.SH),13600,360400.00,26.5,42711.82
,,,建研院(603183.SH),242900,1112482.00,4.58,-12318.78
,,,广州酒家(603043.SH),52500,920325.00,17.53,19819.96
,,,绿色动力(601330.SH),59300,436448.00,7.36,1373.36
,,,我乐家居(603326.SH),80100,765756.00,9.56,-38350.68
,,,爱普股份(603020.SH),1300,13390.00,10.3,-773.51
,,,巴比食品(605338.SH),4800,131088.00,27.31,-2017.07
,,,澳弘电子(605058.SH),19600,594860.00,30.35,-30709.88
,,,宁波高发(603788.SH),11300,177862.00,15.74,-21406.31
,,,百隆东方(601339.SH),48500,356960.00,7.36,55063.08
,,,宁波能源(600982.SH),164900,806361.00,4.89,-16730.26
,,,维力医疗(603309.SH),22700,320070.00,14.1,-23261.05
,,,江河集团(601886.SH),155800,1402200.00,9,103743.99
,,,中创物流(603967.SH),83200,1119872.00,13.46,-114320.87
,,,行动教育(605098.SH),21500,1022110.00,47.54,54201.90
,,,天味食品(603317.SH),31400,416992.00,13.28,33318.18
,,,锦和商管(603682.SH),98900,750651.00,7.59,-72107.49
,,,江瀚新材(603281.SH),14200,458234.00,32.27,-21406.93
,,,海利尔(603639.SH),22400,317408.00,14.17,-10384.39
2026-03-02,30807399.48,6860408.48,,,,,
,,,长城科技(603897.SH),44400,1496280.00,33.7,156765.39
,,,宁波能源(600982.SH),164900,824500.00,5,1408.74
,,,三峰环境(601827.SH),157000,1398870.00,8.91,17691.75
,,,江瀚新材(603281.SH),14200,479392.00,33.76,-248.93
,,,国邦医药(605507.SH),13600,374544.00,27.54,56855.82
,,,宁波高发(603788.SH),11300,182721.00,16.17,-16547.31
,,,维力医疗(603309.SH),22700,331193.00,14.59,-12138.05
,,,海容冷链(603187.SH),83300,1334466.00,16.02,24693.72
,,,永艺股份(603600.SH),73600,825056.00,11.21,-54754.06
,,,行动教育(605098.SH),21500,1027700.00,47.8,59791.90
,,,百隆东方(601339.SH),48500,346775.00,7.15,44878.08
,,,渤海轮渡(603167.SH),190500,1861185.00,9.77,15539.65
,,,中创物流(603967.SH),83200,1089088.00,13.09,-145104.87
,,,梅轮电梯(603321.SH),35700,280602.00,7.86,-6370.69
,,,锦和商管(603682.SH),98900,813947.00,8.23,-8811.49
,,,中农立华(603970.SH),55300,770329.00,13.93,-1670.99
,,,澳弘电子(605058.SH),19600,629748.00,32.13,4178.12
,,,绿色动力(601330.SH),59300,435855.00,7.35,780.36
,,,江河集团(601886.SH),155800,1438034.00,9.23,139577.99
,,,巴比食品(605338.SH),4800,132384.00,27.58,-721.07
,,,健盛集团(603558.SH),85600,1016072.00,11.87,18785.77
,,,海利尔(603639.SH),22400,328384.00,14.66,591.61
,,,天味食品(603317.SH),31400,415108.00,13.22,31434.18
,,,威奥股份(605001.SH),87200,690624.00,7.92,-8288.84
,,,新澳股份(603889.SH),95200,878696.00,9.23,195285.17
,,,长龄液压(605389.SH),5200,390572.00,75.11,-34.06
,,,建研院(603183.SH),242900,1134343.00,4.67,9542.22
,,,广州酒家(603043.SH),52500,927150.00,17.66,26644.96
,,,甬金股份(603995.SH),64800,1302480.00,20.1,85497.51
,,,我乐家居(603326.SH),80100,776970.00,9.7,-27136.68
,,,爱普股份(603020.SH),1300,13923.00,10.71,-240.51
2026-02-27,30940538.73,6291428.73,,,,,
,,,咸亨国际(605056.SH),37500,912750.00,24.34,270610.30
,,,百隆东方(601339.SH),140600,1003884.00,7.14,128694.16
,,,我乐家居(603326.SH),59500,593215.00,9.97,-8340.76
,,,甬金股份(603995.SH),74000,1502940.00,20.31,113176.05
,,,三角轮胎(601163.SH),200,3106.00,15.53,241.42
,,,中创物流(603967.SH),102400,1353728.00,13.22,-165278.61
,,,澳弘电子(605058.SH),4600,152214.00,33.09,12559.45
,,,金徽股份(603132.SH),35300,643872.00,18.24,141902.79
,,,天味食品(603317.SH),65700,881694.00,13.42,78911.51
,,,协和电子(605258.SH),2100,75012.00,35.72,4096.55
,,,海容冷链(603187.SH),65200,1051676.00,16.13,31081.47
,,,渤海轮渡(603167.SH),141800,1392476.00,9.82,20307.43
,,,新澳股份(603889.SH),141300,1299960.00,9.2,285611.79
,,,巴比食品(605338.SH),20900,593560.00,28.4,13998.34
,,,国邦医药(605507.SH),33000,925650.00,28.05,154788.98
,,,长龄液压(605389.SH),11800,875206.00,74.17,-11169.30
,,,建研院(603183.SH),159500,775170.00,4.86,50774.28
,,,皖天然气(603689.SH),16800,143304.00,8.53,-2573.73
,,,世茂能源(605028.SH),10400,290368.00,27.92,-17346.30
,,,江河集团(601886.SH),138500,1300515.00,9.39,164359.52
,,,行动教育(605098.SH),11800,550824.00,46.68,36364.71
,,,宁波高发(603788.SH),24300,404838.00,16.66,-23677.03
,,,水星家纺(603365.SH),16800,334656.00,19.92,-26682.61
,,,威奥股份(605001.SH),120300,979242.00,8.14,15030.83
,,,蓝天燃气(605368.SH),15300,128520.00,8.4,-18800.26
,,,永艺股份(603600.SH),112200,1317228.00,11.74,-24004.18
,,,地素时尚(603587.SH),5800,75226.00,12.97,-2440.27
,,,广州酒家(603043.SH),81100,1440336.00,17.76,49270.11
,,,三峰环境(601827.SH),115000,1036150.00,9.01,30052.69
,,,中农立华(603970.SH),33500,470340.00,14.04,2275.64
,,,菜百股份(605599.SH),41200,1021760.00,24.8,343305.35
,,,健盛集团(603558.SH),65900,797390.00,12.1,37047.63
,,,爱普股份(603020.SH),29300,322300.00,11,3076.28
2026-02-26,30843332.73,6291428.73,,,,,
,,,宁波高发(603788.SH),24300,408240.00,16.8,-20275.03
,,,甬金股份(603995.SH),74000,1463720.00,19.78,73956.05
,,,海容冷链(603187.SH),65200,1075800.00,16.5,55205.47
,,,咸亨国际(605056.SH),37500,903375.00,24.09,261235.30
,,,江河集团(601886.SH),138500,1296360.00,9.36,160204.52
,,,我乐家居(603326.SH),59500,596785.00,10.03,-4770.76
,,,协和电子(605258.SH),2100,76251.00,36.31,5335.55
,,,建研院(603183.SH),159500,762410.00,4.78,38014.28
,,,百隆东方(601339.SH),140600,999666.00,7.11,124476.16
,,,地素时尚(603587.SH),5800,75342.00,12.99,-2324.27
,,,澳弘电子(605058.SH),4600,156814.00,34.09,17159.45
,,,国邦医药(605507.SH),33000,926970.00,28.09,156108.98
,,,世茂能源(605028.SH),10400,288912.00,27.78,-18802.30
,,,健盛集团(603558.SH),65900,797390.00,12.1,37047.63
,,,中农立华(603970.SH),33500,463640.00,13.84,-4424.36
,,,水星家纺(603365.SH),16800,339192.00,20.19,-22146.61
,,,长龄液压(605389.SH),11800,868716.00,73.62,-17659.30
,,,菜百股份(605599.SH),41200,1001984.00,24.32,323529.35
,,,巴比食品(605338.SH),20900,595650.00,28.5,16088.34
,,,广州酒家(603043.SH),81100,1432226.00,17.66,41160.11
,,,爱普股份(603020.SH),29300,319956.00,10.92,732.28
,,,三峰环境(601827.SH),115000,1024650.00,8.91,18552.69
,,,蓝天燃气(605368.SH),15300,127143.00,8.31,-20177.26
,,,新澳股份(603889.SH),141300,1307025.00,9.25,292676.79
,,,永艺股份(603600.SH),112200,1325082.00,11.81,-16150.18
,,,威奥股份(605001.SH),120300,992475.00,8.25,28263.83
,,,渤海轮渡(603167.SH),141800,1389640.00,9.8,17471.43
,,,行动教育(605098.SH),11800,552830.00,46.85,38370.71
,,,三角轮胎(601163.SH),200,3092.00,15.46,227.42
,,,天味食品(603317.SH),65700,873153.00,13.29,70370.51
,,,金徽股份(603132.SH),35300,620927.00,17.59,118957.79
,,,中创物流(603967.SH),102400,1345536.00,13.14,-173470.61
,,,皖天然气(603689.SH),16800,140952.00,8.39,-4925.73
2026-02-25,30807732.73,6291428.73,,,,,
,,,地素时尚(603587.SH),5800,75110.00,12.95,-2556.27
,,,蓝天燃气(605368.SH),15300,127449.00,8.33,-19871.26
,,,国邦医药(605507.SH),33000,928950.00,28.15,158088.98
,,,健盛集团(603558.SH),65900,794754.00,12.06,34411.63
,,,爱普股份(603020.SH),29300,329039.00,11.23,9815.28
,,,我乐家居(603326.SH),59500,599760.00,10.08,-1795.76
,,,甬金股份(603995.SH),74000,1448920.00,19.58,59156.05
,,,三角轮胎(601163.SH),200,3084.00,15.42,219.42
,,,永艺股份(603600.SH),112200,1328448.00,11.84,-12784.18
,,,水星家纺(603365.SH),16800,343392.00,20.44,-17946.61
,,,海容冷链(603187.SH),65200,1062760.00,16.3,42165.47
,,,行动教育(605098.SH),11800,554954.00,47.03,40494.71
,,,三峰环境(601827.SH),115000,1015450.00,8.83,9352.69
,,,百隆东方(601339.SH),140600,994042.00,7.07,118852.16
,,,长龄液压(605389.SH),11800,872256.00,73.92,-14119.30
,,,菜百股份(605599.SH),41200,1021348.00,24.79,342893.35
,,,协和电子(605258.SH),2100,72471.00,34.51,1555.55
,,,新澳股份(603889.SH),141300,1312677.00,9.29,298328.79
,,,咸亨国际(605056.SH),37500,876000.00,23.36,233860.30
,,,澳弘电子(605058.SH),4600,151386.00,32.91,11731.45
,,,世茂能源(605028.SH),10400,282880.00,27.2,-24834.30
,,,中创物流(603967.SH),102400,1334272.00,13.03,-184734.61
,,,威奥股份(605001.SH),120300,985257.00,8.19,21045.83
,,,皖天然气(603689.SH),16800,141288.00,8.41,-4589.73
,,,中农立华(603970.SH),33500,465650.00,13.9,-2414.36
,,,巴比食品(605338.SH),20900,603174.00,28.86,23612.34
,,,广州酒家(603043.SH),81100,1431415.00,17.65,40349.11
,,,金徽股份(603132.SH),35300,636812.00,18.04,134842.79
,,,天味食品(603317.SH),65700,869211.00,13.23,66428.51
,,,宁波高发(603788.SH),24300,406296.00,16.72,-22219.03
,,,建研院(603183.SH),159500,768790.00,4.82,44394.28
,,,江河集团(601886.SH),138500,1292205.00,9.33,156049.52
,,,渤海轮渡(603167.SH),141800,1386804.00,9.78,14635.43
2026-02-24,30886026.73,6291428.73,,,,,
,,,协和电子(605258.SH),2100,71925.00,34.25,1009.55
,,,天味食品(603317.SH),65700,876438.00,13.34,73655.51
,,,国邦医药(605507.SH),33000,932910.00,28.27,162048.98
,,,三角轮胎(601163.SH),200,3070.00,15.35,205.42
,,,新澳股份(603889.SH),141300,1318329.00,9.33,303980.79
,,,皖天然气(603689.SH),16800,141624.00,8.43,-4253.73
,,,水星家纺(603365.SH),16800,341880.00,20.35,-19458.61
,,,甬金股份(603995.SH),74000,1428200.00,19.3,38436.05
,,,百隆东方(601339.SH),140600,1006696.00,7.16,131506.16
,,,澳弘电子(605058.SH),4600,149500.00,32.5,9845.45
,,,中创物流(603967.SH),102400,1333248.00,13.02,-185758.61
,,,我乐家居(603326.SH),59500,609875.00,10.25,8319.24
,,,金徽股份(603132.SH),35300,617044.00,17.48,115074.79
,,,健盛集团(603558.SH),65900,803980.00,12.2,43637.63
,,,渤海轮渡(603167.SH),141800,1391058.00,9.81,18889.43
,,,威奥股份(605001.SH),120300,1003302.00,8.34,39090.83
,,,江河集团(601886.SH),138500,1285280.00,9.28,149124.52
,,,爱普股份(603020.SH),29300,323765.00,11.05,4541.28
,,,世茂能源(605028.SH),10400,279240.00,26.85,-28474.30
,,,海容冷链(603187.SH),65200,1067976.00,16.38,47381.47
,,,永艺股份(603600.SH),112200,1337424.00,11.92,-3808.18
,,,菜百股份(605599.SH),41200,1045656.00,25.38,367201.35
,,,咸亨国际(605056.SH),37500,923250.00,24.62,281110.30
,,,三峰环境(601827.SH),115000,1008550.00,8.77,2452.69
,,,中农立华(603970.SH),33500,463975.00,13.85,-4089.36
,,,巴比食品(605338.SH),20900,601920.00,28.8,22358.34
,,,长龄液压(605389.SH),11800,859984.00,72.88,-26391.30
,,,蓝天燃气(605368.SH),15300,127755.00,8.35,-19565.26
,,,建研院(603183.SH),159500,771980.00,4.84,47584.28
,,,地素时尚(603587.SH),5800,75110.00,12.95,-2556.27
,,,广州酒家(603043.SH),81100,1433848.00,17.68,42782.11
,,,行动教育(605098.SH),11800,554482.00,46.99,40022.71
,,,宁波高发(603788.SH),24300,405324.00,16.68,-23191.03
2026-02-13,30490225.73,6291428.73,,,,,
,,,行动教育(605098.SH),11800,564630.00,47.85,50170.71
,,,威奥股份(605001.SH),120300,980445.00,8.15,16233.83
,,,协和电子(605258.SH),2100,70707.00,33.67,-208.45
,,,江河集团(601886.SH),138500,1281125.00,9.25,144969.52
,,,咸亨国际(605056.SH),37500,863250.00,23.02,221110.30
,,,中创物流(603967.SH),102400,1311744.00,12.81,-207262.61
,,,世茂能源(605028.SH),10400,279344.00,26.86,-28370.30
,,,地素时尚(603587.SH),5800,73892.00,12.74,-3774.27
,,,中农立华(603970.SH),33500,447895.00,13.37,-20169.36
,,,宁波高发(603788.SH),24300,405081.00,16.67,-23434.03
,,,巴比食品(605338.SH),20900,600666.00,28.74,21104.34
,,,广州酒家(603043.SH),81100,1443580.00,17.8,52514.11
,,,爱普股份(603020.SH),29300,315854.00,10.78,-3369.72
,,,三峰环境(601827.SH),115000,999350.00,8.69,-6747.31
,,,新澳股份(603889.SH),141300,1258983.00,8.91,244634.79
,,,澳弘电子(605058.SH),4600,146740.00,31.9,7085.45
,,,健盛集团(603558.SH),65900,779597.00,11.83,19254.63
