日期,总资产,现金,证券,数量,持仓,收盘价, 收益
,,,劲嘉股份(002191.SZ),49100,443373.00,9.03,8822.57
,,,大族激光(002008.SZ),20900,618222.00,29.58,33979.98
,,,三星电气(601567.SH),56800,510064.00,8.98,-185925.52
,,,科华数据(002335.SZ),28600,662948.00,23.18,98231.80
,,,恒宝股份(002104.SZ),59500,500395.00,8.41,26878.13
,,,太平鸟(603877.SH),13200,247104.00,18.72,-59675.87
,,,万里扬(002434.SZ),90100,638809.00,7.09,-138345.25
,,,西子洁能(002534.SZ),34400,496048.00,14.42,-130716.62
2022-05-18,12988415.41,132786.41,,,,,
,,,红宝丽(002165.SZ),27400,114806.00,4.19,-24156.96
,,,长城科技(603897.SH),27900,682713.00,24.47,-233852.02
,,,西子洁能(002534.SZ),34400,480912.00,13.98,-145852.62
,,,恒宝股份(002104.SZ),59500,505750.00,8.5,32233.13
,,,绿发电力(000537.SZ),43600,525380.00,12.05,43365.62
,,,劲嘉股份(002191.SZ),49100,440427.00,8.97,5876.57
,,,华明装备(002270.SZ),104700,703584.00,6.72,27357.84
,,,普洛药业(000739.SZ),25300,595815.00,23.55,123391.64
,,,鲁阳节能(002088.SZ),39900,769272.00,19.28,58885.93
,,,姚记科技(002605.SZ),20500,313035.00,15.27,14073.79
,,,海利得(002206.SZ),138600,729036.00,5.26,-5665.37
,,,保隆科技(603197.SH),15700,588436.00,37.48,-41008.78
,,,日月股份(603218.SH),41800,779570.00,18.65,93310.82
,,,拓日新能(002218.SZ),90900,417231.00,4.59,69194.14
,,,天顺风能(002531.SZ),69600,769080.00,11.05,105661.24
,,,科华数据(002335.SZ),28600,631774.00,22.09,67057.80
,,,三星电气(601567.SH),56800,512336.00,9.02,-183653.52
,,,大族激光(002008.SZ),20900,607563.00,29.07,23320.98
,,,紫江企业(600210.SH),141600,693840.00,4.9,-233114.87
,,,继峰股份(603997.SH),67600,569192.00,8.42,-7004.56
,,,太平鸟(603877.SH),13200,250008.00,18.94,-56771.87
,,,骆驼股份(601311.SH),59000,528050.00,8.95,33083.89
,,,万里扬(002434.SZ),90100,647819.00,7.19,-129335.25
2022-05-17,12823687.41,132786.41,,,,,
,,,姚记科技(002605.SZ),20500,313035.00,15.27,14073.79
,,,天顺风能(002531.SZ),69600,760032.00,10.92,96613.24
,,,绿发电力(000537.SZ),43600,491372.00,11.27,9357.62
,,,长城科技(603897.SH),27900,652581.00,23.39,-263984.02
,,,鲁阳节能(002088.SZ),39900,766878.00,19.22,56491.93
,,,科华数据(002335.SZ),28600,617188.00,21.58,52471.80
,,,紫江企业(600210.SH),141600,702336.00,4.96,-224618.87
,,,骆驼股份(601311.SH),59000,517430.00,8.77,22463.89
,,,太平鸟(603877.SH),13200,240108.00,18.19,-66671.87
,,,大族激光(002008.SZ),20900,605055.00,28.95,20812.98
,,,拓日新能(002218.SZ),90900,422685.00,4.65,74648.14
,,,恒宝股份(002104.SZ),59500,509915.00,8.57,36398.13
,,,三星电气(601567.SH),56800,514608.00,9.06,-181381.52
,,,华明装备(002270.SZ),104700,725571.00,6.93,49344.84
,,,日月股份(603218.SH),41800,741950.00,17.75,55690.82
,,,海利得(002206.SZ),138600,720720.00,5.2,-13981.37
,,,劲嘉股份(002191.SZ),49100,441409.00,8.99,6858.57
,,,继峰股份(603997.SH),67600,557024.00,8.24,-19172.56
,,,红宝丽(002165.SZ),27400,112066.00,4.09,-26896.96
,,,普洛药业(000739.SZ),25300,587972.00,23.24,115548.64
,,,万里扬(002434.SZ),90100,631601.00,7.01,-145553.25
,,,保隆科技(603197.SH),15700,586709.00,37.37,-42735.78
,,,西子洁能(002534.SZ),34400,472656.00,13.74,-154108.62
2022-05-16,12628476.41,132786.41,,,,,
,,,长城科技(603897.SH),27900,661788.00,23.72,-254777.02
,,,科华数据(002335.SZ),28600,599742.00,20.97,35025.80
,,,华明装备(002270.SZ),104700,683691.00,6.53,7464.84
,,,保隆科技(603197.SH),15700,551855.00,35.15,-77589.78
,,,劲嘉股份(002191.SZ),49100,443373.00,9.03,8822.57
,,,姚记科技(002605.SZ),20500,315290.00,15.38,16328.79
,,,海利得(002206.SZ),138600,720720.00,5.2,-13981.37
,,,三星电气(601567.SH),56800,513472.00,9.04,-182517.52
,,,恒宝股份(002104.SZ),59500,518840.00,8.72,45323.13
,,,绿发电力(000537.SZ),43600,484832.00,11.12,2817.62
,,,骆驼股份(601311.SH),59000,513300.00,8.7,18333.89
,,,西子洁能(002534.SZ),34400,468872.00,13.63,-157892.62
,,,紫江企业(600210.SH),141600,691008.00,4.88,-235946.87
,,,日月股份(603218.SH),41800,722722.00,17.29,36462.82
,,,鲁阳节能(002088.SZ),39900,772464.00,19.36,62077.93
,,,天顺风能(002531.SZ),69600,739848.00,10.63,76429.24
,,,继峰股份(603997.SH),67600,542828.00,8.03,-33368.56
,,,万里扬(002434.SZ),90100,623492.00,6.92,-153662.25
,,,太平鸟(603877.SH),13200,243276.00,18.43,-63503.87
,,,普洛药业(000739.SZ),25300,593285.00,23.45,120861.64
,,,拓日新能(002218.SZ),90900,384507.00,4.23,36470.14
,,,红宝丽(002165.SZ),27400,114806.00,4.19,-24156.96
,,,大族激光(002008.SZ),20900,591679.00,28.31,7436.98
2022-05-13,12711227.41,132786.41,,,,,
,,,骆驼股份(601311.SH),59000,510350.00,8.65,15383.89
,,,恒宝股份(002104.SZ),59500,517650.00,8.7,44133.13
,,,西子洁能(002534.SZ),34400,465088.00,13.52,-161676.62
,,,紫江企业(600210.SH),141600,688176.00,4.86,-238778.87
,,,普洛药业(000739.SZ),25300,659065.00,26.05,186641.64
,,,三星电气(601567.SH),56800,512336.00,9.02,-183653.52
,,,劲嘉股份(002191.SZ),49100,440918.00,8.98,6367.57
,,,科华数据(002335.SZ),28600,605748.00,21.18,41031.80
,,,姚记科技(002605.SZ),20500,311190.00,15.18,12228.79
,,,鲁阳节能(002088.SZ),39900,759297.00,19.03,48910.93
,,,天顺风能(002531.SZ),69600,761424.00,10.94,98005.24
,,,绿发电力(000537.SZ),43600,494424.00,11.34,12409.62
,,,保隆科技(603197.SH),15700,572893.00,36.49,-56551.78
,,,华明装备(002270.SZ),104700,689973.00,6.59,13746.84
,,,万里扬(002434.SZ),90100,640611.00,7.11,-136543.25
,,,拓日新能(002218.SZ),90900,387234.00,4.26,39197.14
,,,长城科技(603897.SH),27900,601524.00,21.56,-315041.02
,,,大族激光(002008.SZ),20900,595650.00,28.5,11407.98
,,,太平鸟(603877.SH),13200,244200.00,18.5,-62579.87
,,,继峰股份(603997.SH),67600,553644.00,8.19,-22552.56
,,,日月股份(603218.SH),41800,729828.00,17.46,43568.82
,,,海利得(002206.SZ),138600,724878.00,5.23,-9823.37
,,,红宝丽(002165.SZ),27400,112340.00,4.1,-26622.96
2022-05-12,12620307.41,132786.41,,,,,
,,,万里扬(002434.SZ),90100,617185.00,6.85,-159969.25
,,,大族激光(002008.SZ),20900,595650.00,28.5,11407.98
,,,西子洁能(002534.SZ),34400,467152.00,13.58,-159612.62
,,,鲁阳节能(002088.SZ),39900,748524.00,18.76,38137.93
,,,华明装备(002270.SZ),104700,693114.00,6.62,16887.84
,,,骆驼股份(601311.SH),59000,506810.00,8.59,11843.89
,,,劲嘉股份(002191.SZ),49100,441900.00,9,7349.57
,,,科华数据(002335.SZ),28600,614042.00,21.47,49325.80
,,,海利得(002206.SZ),138600,727650.00,5.25,-7051.37
,,,保隆科技(603197.SH),15700,541650.00,34.5,-87794.78
,,,拓日新能(002218.SZ),90900,382689.00,4.21,34652.14
,,,姚记科技(002605.SZ),20500,311805.00,15.21,12843.79
,,,太平鸟(603877.SH),13200,249216.00,18.88,-57563.87
,,,天顺风能(002531.SZ),69600,751680.00,10.8,88261.24
,,,三星电气(601567.SH),56800,514040.00,9.05,-181949.52
,,,日月股份(603218.SH),41800,722304.00,17.28,36044.82
,,,红宝丽(002165.SZ),27400,111792.00,4.08,-27170.96
,,,普洛药业(000739.SZ),25300,619850.00,24.5,147426.64
,,,继峰股份(603997.SH),67600,532012.00,7.87,-44184.56
,,,紫江企业(600210.SH),141600,691008.00,4.88,-235946.87
,,,绿发电力(000537.SZ),43600,500528.00,11.48,18513.62
,,,恒宝股份(002104.SZ),59500,533120.00,8.96,59603.13
,,,长城科技(603897.SH),27900,613800.00,22,-302765.02
2022-05-11,12582841.41,132786.41,,,,,
,,,华明装备(002270.SZ),104700,660657.00,6.31,-15569.16
,,,海利得(002206.SZ),138600,726264.00,5.24,-8437.37
,,,绿发电力(000537.SZ),43600,495296.00,11.36,13281.62
,,,万里扬(002434.SZ),90100,614482.00,6.82,-162672.25
,,,红宝丽(002165.SZ),27400,114532.00,4.18,-24430.96
,,,长城科技(603897.SH),27900,605988.00,21.72,-310577.02
,,,继峰股份(603997.SH),67600,533364.00,7.89,-42832.56
,,,三星电气(601567.SH),56800,511768.00,9.01,-184221.52
,,,姚记科技(002605.SZ),20500,310575.00,15.15,11613.79
,,,普洛药业(000739.SZ),25300,618332.00,24.44,145908.64
,,,紫江企业(600210.SH),141600,693840.00,4.9,-233114.87
,,,鲁阳节能(002088.SZ),39900,764484.00,19.16,54097.93
,,,劲嘉股份(002191.SZ),49100,438463.00,8.93,3912.57
,,,天顺风能(002531.SZ),69600,758640.00,10.9,95221.24
,,,恒宝股份(002104.SZ),59500,525980.00,8.84,52463.13
,,,骆驼股份(601311.SH),59000,505630.00,8.57,10663.89
,,,大族激光(002008.SZ),20900,597113.00,28.57,12870.98
,,,太平鸟(603877.SH),13200,242616.00,18.38,-64163.87
,,,拓日新能(002218.SZ),90900,383598.00,4.22,35561.14
,,,保隆科技(603197.SH),15700,545889.00,34.77,-83555.78
,,,西子洁能(002534.SZ),34400,475064.00,13.81,-151700.62
,,,科华数据(002335.SZ),28600,605176.00,21.16,40459.80
,,,日月股份(603218.SH),41800,722304.00,17.28,36044.82
2022-05-10,12357107.41,124416.41,,,,,
,,,红宝丽(002165.SZ),27400,113984.00,4.16,-24978.96
,,,日月股份(603218.SH),41800,720632.00,17.24,34372.82
,,,姚记科技(002605.SZ),20500,310575.00,15.15,11613.79
,,,恒宝股份(002104.SZ),59500,556325.00,9.35,82808.13
,,,科华数据(002335.SZ),28600,592020.00,20.7,27303.80
,,,骆驼股份(601311.SH),59000,493240.00,8.36,-1726.11
,,,万里扬(002434.SZ),90100,609076.00,6.76,-168078.25
,,,长城科技(603897.SH),27900,612405.00,21.95,-312530.02
,,,鲁阳节能(002088.SZ),39900,778449.00,19.51,68062.93
,,,普洛药业(000739.SZ),25300,567479.00,22.43,95055.64
,,,劲嘉股份(002191.SZ),49100,439936.00,8.96,5385.57
,,,华明装备(002270.SZ),104700,671127.00,6.41,-5099.16
,,,三星电气(601567.SH),56800,493024.00,8.68,-202965.52
,,,拓日新能(002218.SZ),90900,376326.00,4.14,28289.14
,,,西子洁能(002534.SZ),34400,469560.00,13.65,-157204.62
,,,海利得(002206.SZ),138600,715176.00,5.16,-19525.37
,,,绿发电力(000537.SZ),43600,470880.00,10.8,-11134.38
,,,天顺风能(002531.SZ),69600,711312.00,10.22,47893.24
,,,紫江企业(600210.SH),141600,683928.00,4.83,-243026.87
,,,大族激光(002008.SZ),20900,583737.00,27.93,-505.02
,,,继峰股份(603997.SH),67600,515112.00,7.62,-61084.56
,,,保隆科技(603197.SH),15700,506168.00,32.24,-123276.78
,,,太平鸟(603877.SH),13200,242220.00,18.35,-64559.87
2022-05-09,11939089.41,124416.41,,,,,
,,,拓日新能(002218.SZ),90900,369054.00,4.06,21017.14
,,,科华数据(002335.SZ),28600,579150.00,20.25,14433.80
,,,绿发电力(000537.SZ),43600,456928.00,10.48,-25086.38
,,,普洛药业(000739.SZ),25300,571527.00,22.59,99103.64
,,,鲁阳节能(002088.SZ),39900,777651.00,19.49,67264.93
,,,太平鸟(603877.SH),13200,242352.00,18.36,-64427.87
,,,劲嘉股份(002191.SZ),49100,436499.00,8.89,1948.57
,,,继峰股份(603997.SH),67600,487396.00,7.21,-88800.56
,,,大族激光(002008.SZ),20900,566390.00,27.1,-17852.02
,,,华明装备(002270.SZ),104700,648093.00,6.19,-28133.16
,,,保隆科技(603197.SH),15700,460167.00,29.31,-169277.78
,,,三星电气(601567.SH),56800,489048.00,8.61,-206941.52
,,,姚记科技(002605.SZ),20500,307910.00,15.02,8948.79
,,,红宝丽(002165.SZ),27400,103572.00,3.78,-35390.96
,,,恒宝股份(002104.SZ),59500,505750.00,8.5,32233.13
,,,天顺风能(002531.SZ),69600,646584.00,9.29,-16834.76
,,,日月股份(603218.SH),41800,677578.00,16.21,-8681.18
,,,西子洁能(002534.SZ),34400,444104.00,12.91,-182660.62
,,,长城科技(603897.SH),27900,585900.00,21,-339035.02
,,,紫江企业(600210.SH),141600,664104.00,4.69,-262850.87
,,,海利得(002206.SZ),138600,711018.00,5.13,-23683.37
,,,骆驼股份(601311.SH),59000,482030.00,8.17,-12936.11
,,,万里扬(002434.SZ),90100,601868.00,6.68,-175286.25
2022-05-06,11819285.41,124416.41,,,,,
,,,保隆科技(603197.SH),15700,474768.00,30.24,-154676.78
,,,太平鸟(603877.SH),13200,241164.00,18.27,-65615.87
,,,红宝丽(002165.SZ),27400,101380.00,3.7,-37582.96
,,,海利得(002206.SZ),138600,708246.00,5.11,-26455.37
,,,科华数据(002335.SZ),28600,577720.00,20.2,13003.80
,,,鲁阳节能(002088.SZ),39900,765282.00,19.18,54895.93
,,,普洛药业(000739.SZ),25300,522951.00,20.67,50527.64
,,,万里扬(002434.SZ),90100,601868.00,6.68,-175286.25
,,,天顺风能(002531.SZ),69600,656328.00,9.43,-7090.76
,,,恒宝股份(002104.SZ),59500,490875.00,8.25,17358.13
,,,大族激光(002008.SZ),20900,569107.00,27.23,-15135.02
,,,日月股份(603218.SH),41800,674652.00,16.14,-11607.18
,,,拓日新能(002218.SZ),90900,360873.00,3.97,12836.14
,,,劲嘉股份(002191.SZ),49100,435517.00,8.87,966.57
,,,姚记科技(002605.SZ),20500,297250.00,14.5,-1711.21
,,,紫江企业(600210.SH),141600,655608.00,4.63,-271346.87
,,,华明装备(002270.SZ),104700,630294.00,6.02,-45932.16
,,,三星电气(601567.SH),56800,483936.00,8.52,-212053.52
,,,西子洁能(002534.SZ),34400,444104.00,12.91,-182660.62
,,,骆驼股份(601311.SH),59000,477310.00,8.09,-17656.11
,,,长城科技(603897.SH),27900,570276.00,20.44,-354659.02
,,,继峰股份(603997.SH),67600,504972.00,7.47,-71224.56
,,,绿发电力(000537.SZ),43600,450388.00,10.33,-31626.38
2022-05-05,11914290.41,124416.41,,,,,
,,,天顺风能(002531.SZ),69600,661200.00,9.5,-2218.76
,,,华明装备(002270.SZ),104700,637623.00,6.09,-38603.16
,,,绿发电力(000537.SZ),43600,468700.00,10.75,-13314.38
,,,万里扬(002434.SZ),90100,600066.00,6.66,-177088.25
,,,紫江企业(600210.SH),141600,676848.00,4.78,-250106.87
,,,姚记科技(002605.SZ),20500,302785.00,14.77,3823.79
,,,拓日新能(002218.SZ),90900,359055.00,3.95,11018.14
,,,保隆科技(603197.SH),15700,500202.00,31.86,-129242.78
,,,继峰股份(603997.SH),67600,494156.00,7.31,-82040.56
,,,日月股份(603218.SH),41800,688028.00,16.46,1768.82
,,,恒宝股份(002104.SZ),59500,481355.00,8.09,7838.13
,,,红宝丽(002165.SZ),27400,103298.00,3.77,-35664.96
,,,劲嘉股份(002191.SZ),49100,444355.00,9.05,9804.57
,,,鲁阳节能(002088.SZ),39900,695856.00,17.44,-14530.07
,,,长城科技(603897.SH),27900,588690.00,21.1,-336245.02
,,,太平鸟(603877.SH),13200,242484.00,18.37,-64295.87
,,,科华数据(002335.SZ),28600,575146.00,20.11,10429.80
,,,骆驼股份(601311.SH),59000,494420.00,8.38,-546.11
,,,普洛药业(000739.SZ),25300,497145.00,19.65,24721.64
,,,大族激光(002008.SZ),20900,586872.00,28.08,2629.98
,,,海利得(002206.SZ),138600,719334.00,5.19,-15367.37
,,,三星电气(601567.SH),56800,500976.00,8.82,-195013.52
,,,西子洁能(002534.SZ),34400,471280.00,13.7,-155484.62
2022-04-29,11655618.07,1360140.07,,,,,
,,,长城科技(603897.SH),20000,432600.00,21.63,-322490.17
,,,海利得(002206.SZ),57700,272344.00,4.72,-76387.45
,,,太平鸟(603877.SH),32300,594643.00,18.41,-156038.05
,,,红宝丽(002165.SZ),70800,263376.00,3.72,-95696.19
,,,继峰股份(603997.SH),47000,342160.00,7.28,-85581.80
,,,爱柯迪(600933.SH),22900,244343.00,10.67,-25351.03
,,,富维股份(600742.SH),34400,283800.00,8.25,-94958.26
,,,西子洁能(002534.SZ),26500,355365.00,13.41,-167354.81
,,,常熟汽饰(603035.SH),42900,569283.00,13.27,-3459.63
,,,周大生(002867.SZ),36200,455396.00,12.58,-33702.64
,,,陕鼓动力(601369.SH),30300,230886.00,7.62,-29686.10
,,,广电电气(601616.SH),36700,106430.00,2.9,-34828.63
,,,四方股份(601126.SH),47500,520600.00,10.96,-250245.34
,,,长城汽车(601633.SH),26100,647802.00,24.82,-252523.53
,,,保隆科技(603197.SH),15900,482565.00,30.35,-154898.18
,,,海兴电力(603556.SH),10500,119595.00,11.39,-29257.32
,,,三星电气(601567.SH),48800,428464.00,8.78,-197123.92
,,,福能股份(600483.SH),45700,577648.00,12.64,73333.44
,,,广西能源(600310.SH),99000,365310.00,3.69,-34577.87
,,,紫江企业(600210.SH),113300,531377.00,4.69,-263112.82
,,,中钢国际(000928.SZ),6700,38056.00,5.68,-11235.14
,,,鲁阳节能(002088.SZ),44600,706910.00,15.85,-87155.63
,,,ST文峰(601010.SH),39800,128156.00,3.22,-4834.43
,,,金发科技(600143.SH),16700,138276.00,8.28,-41662.02
,,,新宝股份(002705.SZ),26700,440283.00,16.49,-3153.83
,,,华明装备(002270.SZ),46900,286090.00,6.1,-37324.34
,,,万里扬(002434.SZ),110500,733720.00,6.64,-219393.70
2022-04-28,11100197.07,1360140.07,,,,,
,,,金发科技(600143.SH),16700,132097.00,7.91,-47841.02
,,,保隆科技(603197.SH),15900,466665.00,29.35,-170798.18
,,,陕鼓动力(601369.SH),30300,216948.00,7.16,-43624.10
,,,中钢国际(000928.SZ),6700,37051.00,5.53,-12240.14
,,,继峰股份(603997.SH),47000,329470.00,7.01,-98271.80
,,,西子洁能(002534.SZ),26500,346355.00,13.07,-176364.81
,,,ST文峰(601010.SH),39800,122584.00,3.08,-10406.43
,,,红宝丽(002165.SZ),70800,254172.00,3.59,-104900.19
,,,常熟汽饰(603035.SH),42900,535392.00,12.48,-37350.63
,,,四方股份(601126.SH),47500,480700.00,10.12,-290145.34
,,,富维股份(600742.SH),34400,266944.00,7.76,-111814.26
,,,太平鸟(603877.SH),32300,540702.00,16.74,-209979.05
,,,周大生(002867.SZ),36200,422454.00,11.67,-66644.64
,,,福能股份(600483.SH),45700,577191.00,12.63,72876.44
,,,华明装备(002270.SZ),46900,274365.00,5.85,-49049.34
,,,长城汽车(601633.SH),26100,599778.00,22.98,-300547.53
,,,鲁阳节能(002088.SZ),44600,642686.00,14.41,-151379.63
,,,新宝股份(002705.SZ),26700,400233.00,14.99,-43203.83
,,,海利得(002206.SZ),57700,260227.00,4.51,-88504.45
,,,海兴电力(603556.SH),10500,108675.00,10.35,-40177.32
,,,广电电气(601616.SH),36700,102026.00,2.78,-39232.63
,,,三星电气(601567.SH),48800,389424.00,7.98,-236163.92
,,,爱柯迪(600933.SH),22900,222130.00,9.7,-47564.03
,,,长城科技(603897.SH),20000,426800.00,21.34,-328290.17
,,,广西能源(600310.SH),99000,352440.00,3.56,-47447.87
,,,万里扬(002434.SZ),110500,721565.00,6.53,-231548.70
,,,紫江企业(600210.SH),113300,510983.00,4.51,-283506.82
2022-04-27,11113814.07,1360140.07,,,,,
,,,陕鼓动力(601369.SH),30300,211797.00,6.99,-48775.10
,,,三星电气(601567.SH),48800,399672.00,8.19,-225915.92
,,,西子洁能(002534.SZ),26500,344500.00,13,-178219.81
,,,鲁阳节能(002088.SZ),44600,584260.00,13.1,-209805.63
,,,紫江企业(600210.SH),113300,516648.00,4.56,-277841.82
,,,海利得(002206.SZ),57700,263112.00,4.56,-85619.45
,,,爱柯迪(600933.SH),22900,228313.00,9.97,-41381.03
,,,长城汽车(601633.SH),26100,595602.00,22.82,-304723.53
,,,金发科技(600143.SH),16700,134769.00,8.07,-45169.02
,,,广电电气(601616.SH),36700,103127.00,2.81,-38131.63
,,,广西能源(600310.SH),99000,357390.00,3.61,-42497.87
,,,新宝股份(002705.SZ),26700,390621.00,14.63,-52815.83
,,,太平鸟(603877.SH),32300,562343.00,17.41,-188338.05
,,,ST文峰(601010.SH),39800,126962.00,3.19,-6028.43
,,,富维股份(600742.SH),34400,269352.00,7.83,-109406.26
,,,海兴电力(603556.SH),10500,110775.00,10.55,-38077.32
,,,保隆科技(603197.SH),15900,480498.00,30.22,-156965.18
,,,中钢国际(000928.SZ),6700,37252.00,5.56,-12039.14
,,,华明装备(002270.SZ),46900,274834.00,5.86,-48580.34
,,,万里扬(002434.SZ),110500,704990.00,6.38,-248123.70
,,,福能股份(600483.SH),45700,586788.00,12.84,82473.44
,,,周大生(002867.SZ),36200,428970.00,11.85,-60128.64
,,,常熟汽饰(603035.SH),42900,545259.00,12.71,-27483.63
,,,四方股份(601126.SH),47500,472150.00,9.94,-298695.34
,,,长城科技(603897.SH),20000,442600.00,22.13,-312490.17
,,,红宝丽(002165.SZ),70800,261960.00,3.7,-97112.19
,,,继峰股份(603997.SH),47000,319130.00,6.79,-108611.80
2022-04-26,10748222.07,1360140.07,,,,,
,,,新宝股份(002705.SZ),26700,407442.00,15.26,-35994.83
,,,太平鸟(603877.SH),32300,553945.00,17.15,-196736.05
,,,万里扬(002434.SZ),110500,640900.00,5.8,-312213.70
,,,中钢国际(000928.SZ),6700,35108.00,5.24,-14183.14
,,,三星电气(601567.SH),48800,409432.00,8.39,-216155.92
,,,西子洁能(002534.SZ),26500,334695.00,12.63,-188024.81
,,,广电电气(601616.SH),36700,100191.00,2.73,-41067.63
,,,常熟汽饰(603035.SH),42900,549549.00,12.81,-23193.63
,,,紫江企业(600210.SH),113300,483791.00,4.27,-310698.82
,,,鲁阳节能(002088.SZ),44600,584260.00,13.1,-209805.63
,,,陕鼓动力(601369.SH),30300,198768.00,6.56,-61804.10
,,,海利得(002206.SZ),57700,252149.00,4.37,-96582.45
,,,金发科技(600143.SH),16700,132097.00,7.91,-47841.02
,,,长城科技(603897.SH),20000,412600.00,20.63,-342490.17
,,,ST文峰(601010.SH),39800,125768.00,3.16,-7222.43
,,,福能股份(600483.SH),45700,546115.00,11.95,41800.44
,,,广西能源(600310.SH),99000,348480.00,3.52,-51407.87
,,,华明装备(002270.SZ),46900,259357.00,5.53,-64057.34
,,,红宝丽(002165.SZ),70800,254880.00,3.6,-104192.19
,,,海兴电力(603556.SH),10500,109620.00,10.44,-39232.32
,,,四方股份(601126.SH),47500,429400.00,9.04,-341445.34
,,,爱柯迪(600933.SH),22900,210451.00,9.19,-59243.03
,,,富维股份(600742.SH),34400,261784.00,7.61,-116974.26
,,,继峰股份(603997.SH),47000,289990.00,6.17,-137751.80
,,,周大生(002867.SZ),36200,426798.00,11.79,-62300.64
,,,保隆科技(603197.SH),15900,448221.00,28.19,-189242.18
,,,长城汽车(601633.SH),26100,582291.00,22.31,-318034.53
2022-04-25,11250835.07,1360140.07,,,,,
,,,长城汽车(601633.SH),26100,589338.00,22.58,-310987.53
,,,金发科技(600143.SH),16700,130093.00,7.79,-49845.02
,,,太平鸟(603877.SH),32300,598196.00,18.52,-152485.05
,,,富维股份(600742.SH),34400,275888.00,8.02,-102870.26
,,,西子洁能(002534.SZ),26500,363580.00,13.72,-159139.81
,,,海利得(002206.SZ),57700,266574.00,4.62,-82157.45
,,,常熟汽饰(603035.SH),42900,610467.00,14.23,37724.37
,,,四方股份(601126.SH),47500,468825.00,9.87,-302020.34
,,,继峰股份(603997.SH),47000,314900.00,6.7,-112841.80
,,,海兴电力(603556.SH),10500,116025.00,11.05,-32827.32
,,,三星电气(601567.SH),48800,454328.00,9.31,-171259.92
,,,广西能源(600310.SH),99000,359370.00,3.63,-40517.87
,,,鲁阳节能(002088.SZ),44600,604330.00,13.55,-189735.63
,,,中钢国际(000928.SZ),6700,34572.00,5.16,-14719.14
,,,紫江企业(600210.SH),113300,509850.00,4.5,-284639.82
,,,新宝股份(002705.SZ),26700,422928.00,15.84,-20508.83
,,,陕鼓动力(601369.SH),30300,203616.00,6.72,-56956.10
,,,广电电气(601616.SH),36700,103861.00,2.83,-37397.63
,,,万里扬(002434.SZ),110500,686205.00,6.21,-266908.70
,,,长城科技(603897.SH),20000,435600.00,21.78,-319490.17
,,,周大生(002867.SZ),36200,433676.00,11.98,-55422.64
,,,红宝丽(002165.SZ),70800,260544.00,3.68,-98528.19
,,,爱柯迪(600933.SH),22900,218008.00,9.52,-51686.03
,,,ST文峰(601010.SH),39800,128156.00,3.22,-4834.43
,,,华明装备(002270.SZ),46900,267799.00,5.71,-55615.34
,,,福能股份(600483.SH),45700,548857.00,12.01,44542.44
,,,保隆科技(603197.SH),15900,485109.00,30.51,-152354.18
2022-04-22,12020891.07,1360140.07,,,,,
,,,福能股份(600483.SH),45700,543830.00,11.9,39515.44
,,,广西能源(600310.SH),99000,382140.00,3.86,-17747.87
,,,金发科技(600143.SH),16700,143119.00,8.57,-36819.02
,,,富维股份(600742.SH),34400,299280.00,8.7,-79478.26
,,,鲁阳节能(002088.SZ),44600,620832.00,13.92,-173233.63
,,,三星电气(601567.SH),48800,487512.00,9.99,-138075.92
,,,继峰股份(603997.SH),47000,349680.00,7.44,-78061.80
,,,紫江企业(600210.SH),113300,561968.00,4.96,-232521.82
,,,周大生(002867.SZ),36200,468066.00,12.93,-21032.64
,,,爱柯迪(600933.SH),22900,237473.00,10.37,-32221.03
,,,长城汽车(601633.SH),26100,635796.00,24.36,-264529.53
,,,海利得(002206.SZ),57700,289077.00,5.01,-59654.45
,,,长城科技(603897.SH),20000,484000.00,24.2,-271090.17
,,,新宝股份(002705.SZ),26700,469920.00,17.6,26483.17
,,,常熟汽饰(603035.SH),42900,596739.00,13.91,23996.37
,,,陕鼓动力(601369.SH),30300,223614.00,7.38,-36958.10
,,,ST文峰(601010.SH),39800,138106.00,3.47,5115.57
,,,四方股份(601126.SH),47500,521075.00,10.97,-249770.34
,,,红宝丽(002165.SZ),70800,287448.00,4.06,-71624.19
,,,保隆科技(603197.SH),15900,539010.00,33.9,-98453.18
,,,中钢国际(000928.SZ),6700,38391.00,5.73,-10900.14
,,,华明装备(002270.SZ),46900,294532.00,6.28,-28882.34
,,,西子洁能(002534.SZ),26500,387960.00,14.64,-134759.81
,,,海兴电力(603556.SH),10500,123165.00,11.73,-25687.32
,,,太平鸟(603877.SH),32300,664734.00,20.58,-85947.05
,,,广电电气(601616.SH),36700,110834.00,3.02,-30424.63
,,,万里扬(002434.SZ),110500,762450.00,6.9,-190663.70
2022-04-21,12017504.07,1360140.07,,,,,
,,,ST文峰(601010.SH),39800,137708.00,3.46,4717.57
,,,周大生(002867.SZ),36200,467342.00,12.91,-21756.64
,,,长城科技(603897.SH),20000,497600.00,24.88,-257490.17
,,,保隆科技(603197.SH),15900,556659.00,35.01,-80804.18
,,,继峰股份(603997.SH),47000,364720.00,7.76,-63021.80
,,,新宝股份(002705.SZ),26700,450696.00,16.88,7259.17
,,,红宝丽(002165.SZ),70800,295944.00,4.18,-63128.19
,,,海兴电力(603556.SH),10500,124215.00,11.83,-24637.32
,,,福能股份(600483.SH),45700,494474.00,10.82,-9840.56
,,,长城汽车(601633.SH),26100,632403.00,24.23,-267922.53
,,,广西能源(600310.SH),99000,373230.00,3.77,-26657.87
