日期,时间,代码,名称,操作,成交价,数量,金额,佣金,印花税
2025-07-01,09:31:00,605376.SH,博迁新材,卖出,38.104,-14700,-560123.51,168.04,560.12
2025-07-01,09:31:00,601156.SH,东航物流,卖出,13.064,-43500,-568276.17,170.48,568.28
2025-07-01,09:31:00,605098.SH,行动教育,卖出,35.738,-4600,-164396.55,49.32,164.40
2025-07-01,09:31:00,002416.SZ,爱施德,卖出,11.936,-74300,-886850.74,266.06,886.85
2025-07-01,09:31:00,603558.SH,健盛集团,卖出,9.122,-11500,-104899.78,31.47,104.90
2025-07-01,09:31:00,002937.SZ,兴瑞科技,卖出,16.517,-12600,-208112.94,62.43,208.11
2025-07-01,09:31:00,601886.SH,江河集团,买入,6.152,193200,1188620.50,356.59,0.00
2025-07-01,09:31:00,605389.SH,长龄液压,卖出,48.373,-700,-33861.14,10.16,33.86
2025-07-01,09:31:00,001301.SZ,尚太科技,卖出,48.702,-19000,-925345.60,277.60,925.35
2025-07-01,09:31:00,001269.SZ,欧晶科技,卖出,27.315,-5100,-139307.83,41.79,139.31
2025-07-01,09:31:00,603217.SH,元利科技,买入,17.826,11400,203211.61,60.96,0.00
2025-07-01,09:31:00,605058.SH,澳弘电子,买入,33.066,53400,1765724.40,529.72,0.00
2025-07-01,09:31:00,603929.SH,亚翔集成,卖出,34.511,-7800,-269184.55,80.76,269.18
2025-07-01,09:31:00,002129.SZ,TCL中环,卖出,7.635,-189900,-1449829.53,434.95,1449.83
2025-07-01,09:31:00,601699.SH,潞安环能,卖出,10.509,-61000,-641045.34,192.31,641.05
2025-07-01,09:31:00,002756.SZ,永兴材料,卖出,31.547,-12600,-397489.43,119.25,397.49
2025-07-01,09:31:00,002459.SZ,晶澳科技,卖出,9.910,-99600,-987049.94,296.11,987.05
2025-07-01,09:31:00,603871.SH,嘉友国际,卖出,10.748,-32760,-352119.55,105.64,352.12
2025-07-01,09:31:00,600438.SH,通威股份,卖出,16.437,-52200,-858014.53,257.40,858.01
2025-07-01,09:31:00,000785.SZ,居然智家,卖出,3.044,-203400,-619129.26,185.74,619.13
2025-07-01,09:31:00,603355.SH,莱克电气,卖出,22.285,-8100,-180511.25,54.15,180.51
2025-07-01,09:31:00,603277.SH,银都股份,卖出,15.988,-9300,-148688.03,44.61,148.69
2025-06-03,09:31:00,002991.SZ,甘源食品,买入,63.627,4900,311772.30,93.53,0.00
2025-06-03,09:31:00,002937.SZ,兴瑞科技,买入,16.232,12600,204528.24,61.36,0.00
2025-06-03,09:31:00,605098.SH,行动教育,卖出,35.609,-3600,-128191.10,38.46,128.19
2025-06-03,09:31:00,603926.SH,铁流股份,卖出,11.966,-12400,-148378.65,44.51,148.38
2025-06-03,09:31:00,603355.SH,莱克电气,买入,21.653,9200,199209.62,59.76,0.00
2025-06-03,09:31:00,603167.SH,渤海轮渡,卖出,9.331,-11400,-106376.82,31.91,106.38
2025-06-03,09:31:00,603088.SH,宁波精达,买入,8.998,23500,211452.06,63.44,0.00
2025-06-03,09:31:00,603877.SH,太平鸟,卖出,15.030,-6600,-99197.21,29.76,99.20
2025-06-03,09:31:00,601865.SH,福莱特,卖出,14.231,-3400,-48387.03,14.52,48.39
2025-06-03,09:31:00,603848.SH,好太太,卖出,14.341,-5100,-73140.43,21.94,73.14
2025-06-03,09:31:00,603558.SH,健盛集团,卖出,8.952,-37500,-335702.25,100.71,335.70
2025-06-03,09:31:00,603277.SH,银都股份,卖出,23.683,-3600,-85257.14,25.58,85.26
2025-06-03,09:31:00,603165.SH,荣晟环保,卖出,10.758,-17700,-190424.39,57.13,190.42
2025-06-03,09:31:00,605580.SH,恒盛能源,卖出,10.808,-11400,-123215.08,36.96,123.22
2025-06-03,09:31:00,600971.SH,恒源煤电,买入,6.503,51800,336854.36,101.06,0.00
2025-06-03,09:31:00,603357.SH,设计总院,卖出,8.483,-21900,-185777.70,55.73,185.78
2025-06-03,09:31:00,600546.SH,山煤国际,卖出,9.750,-114300,-1114477.58,334.34,1114.48
2025-06-03,09:31:00,601156.SH,东航物流,卖出,13.094,-59000,-772531.84,231.76,772.53
2025-06-03,09:31:00,002416.SZ,爱施德,买入,11.132,6400,71246.21,21.37,0.00
2025-06-03,09:31:00,001269.SZ,欧晶科技,卖出,23.024,-7500,-172678.95,51.80,172.68
2025-06-03,09:31:00,605066.SH,天正电气,买入,7.094,41500,294407.64,88.32,0.00
2025-06-03,09:31:00,601699.SH,潞安环能,买入,10.782,61000,657672.72,197.30,0.00
2025-06-03,09:31:00,603929.SH,亚翔集成,买入,26.814,7800,209145.46,62.74,0.00
2025-06-03,09:31:00,603163.SH,圣晖集成,卖出,27.724,-5700,-158029.31,47.41,158.03
2025-06-03,09:31:00,600438.SH,通威股份,卖出,16.068,-30800,-494888.24,148.47,494.89
2025-06-03,09:31:00,603600.SH,永艺股份,卖出,9.970,-29600,-295112.59,88.53,295.11
2025-06-03,09:31:00,603801.SH,志邦家居,买入,10.521,25800,271441.80,81.43,0.00
2025-06-03,09:31:00,605166.SH,聚合顺,卖出,11.427,-32500,-371380.75,111.41,371.38
2025-06-03,09:31:00,603871.SH,嘉友国际,卖出,14.002,-31100,-435460.33,130.64,435.46
2025-06-03,09:31:00,603823.SH,百合花,卖出,10.259,-18200,-186721.81,56.02,186.72
2025-06-03,09:31:00,603203.SH,快克智能,卖出,23.653,-9700,-229430.22,68.83,229.43
2025-06-03,09:31:00,603116.SH,红蜻蜓,卖出,5.858,-37700,-220856.40,66.26,220.86
2025-06-03,09:31:00,002918.SZ,蒙娜丽莎,卖出,8.313,-16400,-136338.78,40.90,136.34
2025-06-03,09:31:00,002129.SZ,TCL中环,买入,7.535,23400,176319.94,52.90,0.00
2025-06-03,09:31:00,001301.SZ,尚太科技,买入,44.629,20100,897044.51,269.11,0.00
2025-06-03,09:31:00,600390.SH,五矿资本,买入,5.271,16800,88544.74,26.56,0.00
2025-06-03,09:31:00,601811.SH,新华文轩,卖出,15.479,-24700,-382330.81,114.70,382.33
2025-06-03,09:31:00,002949.SZ,华阳国际,卖出,13.553,-17100,-231753.56,69.53,231.75
2025-06-03,09:31:00,601010.SH,ST文峰,买入,2.806,60200,168897.12,50.67,0.00
2025-06-03,09:31:00,605376.SH,博迁新材,买入,31.743,14700,466627.39,139.99,0.00
2025-06-03,09:31:00,605100.SH,华丰股份,买入,18.777,13900,261006.97,78.30,0.00
2025-06-03,09:31:00,603599.SH,广信股份,卖出,10.988,-3900,-42853.12,12.86,42.85
2025-06-03,09:31:00,603429.SH,*ST集友,卖出,8.074,-12400,-100115.37,30.03,100.12
2025-06-03,09:31:00,000550.SZ,江铃汽车,卖出,21.168,-22200,-469920.28,140.98,469.92
2025-06-03,09:31:00,605389.SH,长龄液压,卖出,32.146,-16100,-517543.84,155.26,517.54
2025-06-03,09:31:00,000785.SZ,居然智家,买入,3.166,31300,99105.82,29.73,0.00
2025-06-03,09:31:00,605286.SH,同力天启,卖出,36.317,-1000,-36317.22,10.90,36.32
2025-06-03,09:31:00,002459.SZ,晶澳科技,卖出,9.072,-36600,-332028.61,99.61,332.03
2025-06-03,09:31:00,601138.SH,工业富联,卖出,18.782,-51800,-972926.25,291.88,972.93
2025-06-03,09:31:00,002756.SZ,永兴材料,卖出,30.409,-25900,-787594.65,236.28,787.59
2025-06-03,09:31:00,603132.SH,金徽股份,卖出,11.477,-4200,-48203.40,14.46,48.20
2025-05-06,09:31:00,603429.SH,*ST集友,卖出,9.022,-58000,-523271.36,156.98,523.27
2025-05-06,09:31:00,603116.SH,红蜻蜓,买入,5.281,61000,322112.94,96.63,0.00
2025-05-06,09:31:00,603992.SH,松霖科技,卖出,21.567,-7500,-161750.85,48.53,161.75
2025-05-06,09:31:00,603357.SH,设计总院,卖出,8.343,-47100,-392968.49,117.89,392.97
2025-05-06,09:31:00,002756.SZ,永兴材料,买入,30.962,38500,1192029.30,357.61,0.00
2025-05-06,09:31:00,002129.SZ,TCL中环,买入,7.675,166500,1277940.78,383.38,0.00
2025-05-06,09:31:00,605255.SH,天普股份,卖出,16.896,-43200,-729913.25,218.97,729.91
2025-05-06,09:31:00,605166.SH,聚合顺,卖出,11.088,-38000,-421335.64,126.40,421.34
2025-05-06,09:31:00,603599.SH,广信股份,卖出,10.888,-23100,-251516.96,75.46,251.52
2025-05-06,09:31:00,601156.SH,东航物流,买入,12.305,102500,1261217.40,378.37,0.00
2025-05-06,09:31:00,600546.SH,山煤国际,买入,9.489,114300,1084585.84,325.38,0.00
2025-05-06,09:31:00,605286.SH,同力天启,卖出,36.457,-9300,-339049.54,101.71,339.05
2025-05-06,09:31:00,605089.SH,味知香,卖出,23.413,-7700,-180280.72,54.08,180.28
2025-05-06,09:31:00,603823.SH,百合花,卖出,10.130,-43200,-437603.04,131.28,437.60
2025-05-06,09:31:00,603757.SH,大元泵业,卖出,20.878,-4300,-89776.09,26.93,89.78
2025-05-06,09:31:00,603337.SH,杰克科技,卖出,33.353,-11100,-370220.08,111.07,370.22
2025-05-06,09:31:00,001269.SZ,欧晶科技,买入,21.333,12600,268790.51,80.64,0.00
2025-05-06,09:31:00,601865.SH,福莱特,买入,15.130,76200,1152921.24,345.88,0.00
2025-05-06,09:31:00,603877.SH,太平鸟,卖出,15.878,-11500,-182599.07,54.78,182.60
2025-05-06,09:31:00,603676.SH,卫信康,卖出,10.279,-2900,-29810.26,8.94,29.81
2025-05-06,09:31:00,603601.SH,再升科技,卖出,3.513,-67400,-236773.50,71.03,236.77
2025-05-06,09:31:00,603277.SH,银都股份,买入,22.214,15700,348765.14,104.63,0.00
2025-05-06,09:31:00,600390.SH,五矿资本,买入,5.250,259800,1364074.70,409.22,0.00
2025-05-06,09:31:00,603871.SH,嘉友国际,买入,13.968,54500,761249.46,228.37,0.00
2025-05-06,09:31:00,002459.SZ,晶澳科技,买入,9.669,136200,1316958.66,395.09,0.00
2025-05-06,09:31:00,605580.SH,恒盛能源,卖出,10.858,-22000,-238881.28,71.66,238.88
2025-05-06,09:31:00,603819.SH,神力股份,卖出,15.070,-25100,-378251.98,113.48,378.25
2025-05-06,09:31:00,605389.SH,长龄液压,卖出,32.076,-5500,-176416.46,52.92,176.42
2025-05-06,09:31:00,002416.SZ,爱施德,买入,11.683,67900,793297.43,237.99,0.00
2025-05-06,09:31:00,002949.SZ,华阳国际,买入,13.978,17100,239022.09,71.71,0.00
2025-05-06,09:31:00,605599.SH,菜百股份,卖出,13.972,-78900,-1102390.80,330.72,1102.39
2025-05-06,09:31:00,603995.SH,甬金股份,卖出,16.367,-47900,-783988.88,235.20,783.99
2025-05-06,09:31:00,603558.SH,健盛集团,卖出,8.633,-20500,-176970.35,53.09,176.97
2025-05-06,09:31:00,000550.SZ,江铃汽车,买入,18.978,22200,421308.94,126.39,0.00
2025-05-06,09:31:00,603966.SH,法兰泰克,卖出,9.072,-18200,-165107.12,49.53,165.11
2025-05-06,09:31:00,000785.SZ,居然智家,买入,3.337,276100,921251.83,276.38,0.00
2025-05-06,09:31:00,603355.SH,莱克电气,买入,21.493,23000,494336.70,148.30,0.00
2025-05-06,09:31:00,601138.SH,工业富联,买入,18.337,51800,949835.88,284.95,0.00
2025-05-06,09:31:00,603630.SH,拉芳家化,卖出,19.441,-23400,-454920.34,136.48,454.92
2025-05-06,09:31:00,601811.SH,新华文轩,卖出,15.529,-36400,-565251.23,169.58,565.25
2025-05-06,09:31:00,002918.SZ,蒙娜丽莎,买入,8.126,22200,180402.08,54.12,0.00
2025-05-06,09:31:00,603600.SH,永艺股份,买入,9.739,33300,324323.35,97.30,0.00
2025-05-06,09:31:00,603132.SH,金徽股份,卖出,11.277,-17600,-198482.24,59.54,198.48
2025-05-06,09:31:00,603167.SH,渤海轮渡,卖出,8.703,-45300,-394225.97,118.27,394.23
2025-05-06,09:31:00,603203.SH,快克智能,卖出,23.643,-10700,-252976.03,75.89,252.98
2025-05-06,09:31:00,603057.SH,紫燕食品,卖出,22.555,-12200,-275168.56,82.55,275.17
2025-05-06,09:31:00,603848.SH,好太太,卖出,14.601,-9200,-134326.81,40.30,134.33
2025-05-06,09:31:00,603758.SH,秦安股份,卖出,11.856,-3600,-42682.46,12.80,42.68
2025-05-06,09:31:00,601187.SH,厦门银行,卖出,5.748,-65600,-377100.29,113.13,377.10
2025-05-06,09:31:00,603163.SH,圣晖集成,卖出,27.495,-8000,-219959.20,65.99,219.96
2025-05-06,09:31:00,603165.SH,荣晟环保,卖出,11.796,-16600,-195819.58,58.75,195.82
2025-05-06,09:31:00,600997.SH,开滦股份,卖出,6.058,-34500,-208996.17,62.70,209.00
2025-05-06,09:31:00,603013.SH,亚普股份,卖出,16.267,-11000,-178941.40,53.68,178.94
2025-05-06,09:31:00,603156.SH,养元饮品,卖出,24.241,-16700,-404831.71,121.45,404.83
2025-05-06,09:31:00,600438.SH,通威股份,买入,16.413,83000,1362259.08,408.68,0.00
2025-05-06,09:31:00,605098.SH,行动教育,卖出,37.914,-6400,-242649.73,72.79,242.65
2025-05-06,09:31:00,603926.SH,铁流股份,卖出,10.329,-28200,-291286.26,87.39,291.29
2025-04-01,09:31:00,603601.SH,再升科技,买入,3.547,67400,239073.19,71.72,0.00
2025-04-01,09:31:00,605389.SH,长龄液压,买入,30.270,3300,99892.39,29.97,0.00
2025-04-01,09:31:00,605286.SH,同力天启,卖出,40.299,-11900,-479560.96,143.87,479.56
2025-04-01,09:31:00,603788.SH,宁波高发,卖出,16.517,-26300,-434394.47,130.32,434.39
2025-04-01,09:31:00,603676.SH,卫信康,卖出,9.880,-28100,-277633.62,83.29,277.63
2025-04-01,09:31:00,603637.SH,镇海股份,卖出,9.551,-2200,-21011.89,6.30,21.01
2025-04-01,09:31:00,603995.SH,甬金股份,卖出,20.170,-13400,-270272.37,81.08,270.27
2025-04-01,09:31:00,603819.SH,神力股份,卖出,14.770,-21400,-316086.56,94.83,316.09
2025-04-01,09:31:00,603337.SH,杰克科技,买入,32.455,11100,360248.06,108.07,0.00
2025-04-01,09:31:00,605098.SH,行动教育,买入,41.062,15800,648778.97,194.63,0.00
2025-04-01,09:31:00,603966.SH,法兰泰克,卖出,9.431,-85300,-804472.83,241.34,804.47
2025-04-01,09:31:00,600997.SH,开滦股份,买入,6.964,34500,240254.55,72.08,0.00
2025-04-01,09:31:00,603203.SH,快克智能,买入,24.850,20800,516871.68,155.06,0.00
2025-04-01,09:31:00,605255.SH,天普股份,买入,16.282,43200,703404.00,211.02,0.00
2025-04-01,09:31:00,603758.SH,秦安股份,卖出,11.986,-34600,-414714.91,124.41,414.71
2025-04-01,09:31:00,601187.SH,厦门银行,买入,5.902,65600,387156.77,116.15,0.00
2025-04-01,09:31:00,603926.SH,铁流股份,买入,10.381,12300,127682.86,38.30,0.00
2025-04-01,09:31:00,603757.SH,大元泵业,卖出,23.124,-13500,-312169.41,93.65,312.17
2025-04-01,09:31:00,603156.SH,养元饮品,买入,22.585,16700,377170.84,113.15,0.00
2025-04-01,09:31:00,605580.SH,恒盛能源,买入,11.844,24400,288984.82,86.70,0.00
2025-04-01,09:31:00,603992.SH,松霖科技,卖出,22.605,-16500,-372977.55,111.89,372.98
2025-04-01,09:31:00,603886.SH,元祖股份,卖出,13.902,-10600,-147362.68,44.21,147.36
2025-04-01,09:31:00,603848.SH,好太太,卖出,13.802,-4800,-66251.23,19.88,66.25
2025-04-01,09:31:00,601619.SH,嘉泽新能,卖出,3.563,-102900,-366618.29,109.99,366.62
2025-04-01,09:31:00,603429.SH,*ST集友,买入,8.277,70400,582667.01,174.80,0.00
2025-04-01,09:31:00,603823.SH,百合花,卖出,10.210,-52300,-533958.94,160.19,533.96
2025-04-01,09:31:00,603355.SH,莱克电气,卖出,26.637,-17600,-468804.51,140.64,468.80
2025-04-01,09:31:00,603057.SH,紫燕食品,买入,19.509,12200,238009.07,71.40,0.00
2025-04-01,09:31:00,603132.SH,金徽股份,买入,11.874,21800,258846.66,77.65,0.00
2025-04-01,09:31:00,603877.SH,太平鸟,卖出,15.629,-23700,-370399.72,111.12,370.40
2025-04-01,09:31:00,603408.SH,建霖家居,卖出,13.373,-10200,-136406.64,40.92,136.41
2025-04-01,09:31:00,605599.SH,菜百股份,买入,11.774,6800,80059.80,24.02,0.00
2025-04-01,09:31:00,603599.SH,广信股份,卖出,11.677,-25000,-291915.00,87.57,291.91
2025-04-01,09:31:00,603167.SH,渤海轮渡,买入,8.517,43400,369637.80,110.89,0.00
2025-04-01,09:31:00,603163.SH,圣晖集成,卖出,24.880,-6300,-156744.88,47.02,156.74
2025-04-01,09:31:00,603165.SH,荣晟环保,卖出,12.275,-17700,-217274.58,65.18,217.27
2025-04-01,09:31:00,605388.SH,均瑶健康,卖出,6.287,-21500,-135179.10,40.55,135.18
2025-04-01,09:31:00,603558.SH,健盛集团,买入,9.870,31900,314843.43,94.45,0.00
2025-04-01,09:31:00,603357.SH,设计总院,买入,9.840,104600,1029226.34,308.77,0.00
2025-04-01,09:31:00,603277.SH,银都股份,卖出,26.417,-8900,-235111.83,70.53,235.11
2025-04-01,09:31:00,603630.SH,拉芳家化,卖出,14.371,-61400,-882391.68,264.72,882.39
2025-04-01,09:31:00,601811.SH,新华文轩,买入,15.240,58600,893088.61,267.93,0.00
2025-04-01,09:31:00,605166.SH,聚合顺,买入,13.236,17600,232960.99,69.89,0.00
2025-04-01,09:31:00,603013.SH,亚普股份,卖出,16.567,-27400,-453930.32,136.18,453.93
2025-04-01,09:31:00,603817.SH,海峡环保,卖出,5.499,-4300,-23645.61,7.09,23.65
2025-04-01,09:31:00,605089.SH,味知香,卖出,23.373,-2900,-67782.16,20.33,67.78
2025-04-01,09:31:00,603012.SH,创力集团,卖出,5.908,-27300,-161292.77,48.39,161.29
2025-03-03,09:31:00,603926.SH,铁流股份,买入,10.020,28300,283566.00,85.07,0.00
2025-03-03,09:31:00,605580.SH,恒盛能源,卖出,10.689,-17700,-189187.87,56.76,189.19
2025-03-03,09:31:00,605118.SH,力鼎光电,卖出,19.311,-15100,-291600.63,87.48,291.60
2025-03-03,09:31:00,603995.SH,甬金股份,买入,19.349,32600,630765.01,189.23,0.00
2025-03-03,09:31:00,603886.SH,元祖股份,卖出,13.503,-15600,-210645.86,63.19,210.65
2025-03-03,09:31:00,603637.SH,镇海股份,卖出,9.790,-60300,-590359.91,177.11,590.36
2025-03-03,09:31:00,603630.SH,拉芳家化,买入,12.705,38400,487885.82,146.37,0.00
2025-03-03,09:31:00,603355.SH,莱克电气,买入,25.481,17600,448463.14,134.54,0.00
2025-03-03,09:31:00,603599.SH,广信股份,买入,11.553,29700,343125.88,102.94,0.00
2025-03-03,09:31:00,605365.SH,立达信,卖出,15.858,-5500,-87220.21,26.17,87.22
2025-03-03,09:31:00,605089.SH,味知香,卖出,25.080,-5400,-135430.60,40.63,135.43
2025-03-03,09:31:00,603983.SH,丸美生物,卖出,33.064,-8600,-284348.16,85.30,284.35
2025-03-03,09:31:00,603819.SH,神力股份,买入,13.527,46500,629005.50,188.70,0.00
2025-03-03,09:31:00,601619.SH,嘉泽新能,买入,3.327,102900,342311.26,102.69,0.00
2025-03-03,09:31:00,605388.SH,均瑶健康,卖出,6.307,-36100,-227695.70,68.31,227.70
2025-03-03,09:31:00,603848.SH,好太太,卖出,13.972,-10100,-141117.20,42.34,141.12
2025-03-03,09:31:00,603823.SH,百合花,买入,10.130,91100,922863.04,276.86,0.00
2025-03-03,09:31:00,605599.SH,菜百股份,买入,11.493,18300,210320.80,63.10,0.00
2025-03-03,09:31:00,603992.SH,松霖科技,买入,21.743,24000,521841.60,156.55,0.00
2025-03-03,09:31:00,603788.SH,宁波高发,买入,15.431,26300,405830.04,121.75,0.00
2025-03-03,09:31:00,605389.SH,长龄液压,买入,29.549,9600,283670.21,85.10,0.00
2025-03-03,09:31:00,603757.SH,大元泵业,买入,21.613,17800,384713.89,115.41,0.00
2025-03-03,09:31:00,605377.SH,华旺科技,卖出,12.186,-6300,-76769.15,23.03,76.77
2025-03-03,09:31:00,603277.SH,银都股份,买入,28.457,7100,202043.28,60.61,0.00
2025-03-03,09:31:00,603408.SH,建霖家居,卖出,12.415,-15900,-197400.41,59.22,197.40
2025-03-03,09:31:00,603167.SH,渤海轮渡,卖出,8.044,-20500,-164899.54,49.47,164.90
2025-03-03,09:31:00,605286.SH,同力天启,卖出,39.920,-12200,-487024.00,146.11,487.02
2025-03-03,09:31:00,603012.SH,创力集团,卖出,5.579,-144300,-805023.73,241.51,805.02
2025-03-03,09:31:00,605319.SH,无锡振华,卖出,31.227,-44200,-1380251.96,414.08,1380.25
2025-03-03,09:31:00,605300.SH,佳禾食品,卖出,18.393,-6200,-114037.47,34.21,114.04
2025-03-03,09:31:00,605299.SH,舒华体育,卖出,8.962,-31900,-285889.08,85.77,285.89
2025-03-03,09:31:00,605166.SH,聚合顺,卖出,12.535,-6800,-85237.18,25.57,85.24
2025-03-03,09:31:00,603966.SH,法兰泰克,买入,8.176,24800,202772.74,60.83,0.00
2025-03-03,09:31:00,603758.SH,秦安股份,卖出,11.497,-61900,-711661.82,213.50,711.66
2025-03-03,09:31:00,603165.SH,荣晟环保,买入,13.587,10800,146740.90,44.02,0.00
2025-03-03,09:31:00,603676.SH,卫信康,卖出,9.301,-19900,-185097.06,55.53,185.10
2025-03-03,09:31:00,603817.SH,海峡环保,卖出,5.758,-21700,-124958.58,37.49,124.96
2025-03-03,09:31:00,603558.SH,健盛集团,卖出,10.210,-35000,-357333.90,107.20,357.33
2025-03-03,09:31:00,601811.SH,新华文轩,卖出,13.852,-25400,-351846.90,105.55,351.85
2025-03-03,09:31:00,603170.SH,宝立食品,卖出,13.972,-5600,-78243.20,23.47,78.24
2025-03-03,09:31:00,605318.SH,法狮龙,卖出,20.958,-7200,-150897.60,45.27,150.90
2025-03-03,09:31:00,603677.SH,奇精机械,卖出,15.868,-4300,-68233.26,20.47,68.23
2025-03-03,09:31:00,603877.SH,太平鸟,卖出,14.521,-11100,-161181.99,48.35,161.18
2025-03-03,09:31:00,603163.SH,圣晖集成,买入,25.952,17200,446370.96,133.91,0.00
2025-03-03,09:31:00,603013.SH,亚普股份,买入,15.852,27800,440675.59,132.20,0.00
2025-02-05,09:31:00,605388.SH,均瑶健康,卖出,5.918,-15100,-89363.91,26.81,89.36
2025-02-05,09:31:00,605318.SH,法狮龙,卖出,20.259,-2100,-42544.74,12.76,42.54
2025-02-05,09:31:00,605300.SH,佳禾食品,卖出,12.744,-9000,-114700.14,34.41,114.70
2025-02-05,09:31:00,603165.SH,荣晟环保,买入,12.926,49500,639827.10,191.95,0.00
2025-02-05,09:31:00,603966.SH,法兰泰克,卖出,7.944,-18700,-148554.30,44.57,148.55
2025-02-05,09:31:00,603995.SH,甬金股份,买入,20.190,28700,579461.61,173.84,0.00
2025-02-05,09:31:00,603811.SH,诚意药业,卖出,8.054,-2700,-21745.42,6.52,21.75
2025-02-05,09:31:00,605299.SH,舒华体育,买入,8.317,31900,265299.54,79.59,0.00
2025-02-05,09:31:00,605050.SH,福然德,卖出,9.990,-12300,-122876.75,36.86,122.88
2025-02-05,09:31:00,603987.SH,康德莱,卖出,7.285,-6200,-45169.48,13.55,45.17
2025-02-05,09:31:00,603630.SH,拉芳家化,卖出,12.136,-10100,-122570.37,36.77,122.57
2025-02-05,09:31:00,603983.SH,丸美生物,买入,33.026,8600,284022.91,85.21,0.00
2025-02-05,09:31:00,605377.SH,华旺科技,卖出,12.505,-20700,-258852.26,77.66,258.85
2025-02-05,09:31:00,601811.SH,新华文轩,买入,15.110,27900,421573.46,126.47,0.00
2025-02-05,09:31:00,605580.SH,恒盛能源,卖出,10.978,-17900,-196506.20,58.95,196.51
2025-02-05,09:31:00,603599.SH,广信股份,买入,11.784,22300,262772.50,78.83,0.00
2025-02-05,09:31:00,603013.SH,亚普股份,买入,15.331,10600,162504.36,48.75,0.00
2025-02-05,09:31:00,603758.SH,秦安股份,买入,9.719,100100,972911.94,291.87,0.00
2025-02-05,09:31:00,605599.SH,菜百股份,卖出,11.148,-24000,-267543.84,80.26,267.54
2025-02-05,09:31:00,605286.SH,同力天启,买入,31.713,3000,95139.90,28.54,0.00
2025-02-05,09:31:00,603877.SH,太平鸟,买入,14.709,13000,191221.68,57.37,0.00
2025-02-05,09:31:00,603916.SH,苏博特,卖出,7.455,-5500,-41002.83,12.30,41.00
2025-02-05,09:31:00,603677.SH,奇精机械,卖出,13.962,-8300,-115884.77,34.77,115.88
2025-02-05,09:31:00,603823.SH,百合花,买入,9.419,22600,212864.88,63.86,0.00
2025-02-05,09:31:00,605319.SH,无锡振华,买入,24.299,32800,796990.80,239.10,0.00
2025-02-05,09:31:00,605118.SH,力鼎光电,卖出,18.333,-32000,-586664.32,176.00,586.66
2025-02-05,09:31:00,603277.SH,银都股份,买入,25.701,6000,154207.80,46.26,0.00
2025-02-05,09:31:00,603989.SH,艾华集团,卖出,15.459,-35600,-550341.11,165.10,550.34
2025-02-05,09:31:00,603886.SH,元祖股份,卖出,13.732,-10700,-146937.54,44.08,146.94
2025-02-05,09:31:00,603167.SH,渤海轮渡,买入,8.387,33800,283471.81,85.04,0.00
2025-02-05,09:31:00,603163.SH,圣晖集成,卖出,26.706,-2300,-61424.90,18.43,61.42
2025-02-05,09:31:00,603558.SH,健盛集团,买入,11.142,33900,377721.94,113.32,0.00
2025-02-05,09:31:00,605365.SH,立达信,卖出,15.200,-9700,-147435.54,44.23,147.44
2025-02-05,09:31:00,603637.SH,镇海股份,买入,8.747,30000,262423.80,78.73,0.00
2025-02-05,09:31:00,605086.SH,龙高股份,卖出,29.691,-10000,-296905.00,89.07,296.91
2025-02-05,09:31:00,603817.SH,海峡环保,卖出,5.699,-25500,-145313.79,43.59,145.31
2025-02-05,09:31:00,603170.SH,宝立食品,卖出,14.850,-17400,-258394.18,77.52,258.39
2025-02-05,09:31:00,603012.SH,创力集团,买入,5.481,62100,340366.37,102.11,0.00
2025-02-05,09:31:00,603408.SH,建霖家居,买入,13.627,26100,355669.92,106.70,0.00
2025-02-05,09:31:00,601002.SH,晋亿实业,卖出,4.511,-63300,-285543.77,85.66,285.54
2025-02-05,09:31:00,605389.SH,长龄液压,卖出,25.190,-9400,-236781.49,71.03,236.78
2025-02-05,09:31:00,605166.SH,聚合顺,卖出,11.896,-4900,-58291.18,17.49,58.29
2025-02-05,09:31:00,603676.SH,卫信康,卖出,9.870,-10900,-107585.40,32.28,107.59
2025-02-05,09:31:00,603848.SH,好太太,卖出,13.603,-4600,-62572.60,18.77,62.57
2025-02-05,09:31:00,605089.SH,味知香,卖出,23.683,-3100,-73415.87,22.02,73.42
2025-02-05,09:31:00,600731.SH,湖南海利,卖出,5.888,-6100,-35918.02,10.78,35.92
2025-02-05,09:31:00,603339.SH,四方科技,卖出,12.485,-1200,-14981.98,5.00,14.98
2025-01-02,09:31:00,605001.SH,威奥股份,卖出,6.457,-19600,-126558.38,37.97,126.56
2025-01-02,09:31:00,603848.SH,好太太,卖出,16.347,-11000,-179819.64,53.95,179.82
2025-01-02,09:31:00,605050.SH,福然德,买入,9.759,12300,120041.60,36.01,0.00
2025-01-02,09:31:00,603689.SH,皖天然气,卖出,8.942,-27600,-246801.41,74.04,246.80
2025-01-02,09:31:00,605089.SH,味知香,卖出,24.950,-9300,-232035.00,69.61,232.03
2025-01-02,09:31:00,603987.SH,康德莱,卖出,7.146,-25700,-183643.98,55.09,183.64
2025-01-02,09:31:00,603811.SH,诚意药业,卖出,7.725,-22600,-174574.15,52.37,174.57
2025-01-02,09:31:00,605300.SH,佳禾食品,卖出,13.842,-36800,-509395.17,152.82,509.40
2025-01-02,09:31:00,605319.SH,无锡振华,买入,20.902,11400,238279.61,71.48,0.00
2025-01-02,09:31:00,605286.SH,同力天启,买入,30.240,7800,235874.81,70.76,0.00
