annualized_return,max_drawdown,sharpe,final_nav,blend,period
0.09641798144600577,-0.24947156984882535,0.5821311556269351,1.7352592865758585,Q3_80x40_0.25+Q3_100x40_0.75,2018-2023
-0.042727369131210446,-0.2310013271308542,-0.04913930856278612,0.9574156986063084,Q3_80x40_0.25+Q3_100x40_0.75,2024
0.2601068431414675,-0.23041534624654614,1.2473320100038858,1.4675389634056442,Q3_80x40_0.25+Q3_100x40_0.75,2025-2026-08
0.10839725273899425,-0.2785306044492837,0.6194830724260298,2.4381171099295025,Q3_80x40_0.25+Q3_100x40_0.75,full
0.09728083776804164,-0.25020095841954126,0.5871310621312399,1.743452186904003,Q3_80x40_0.50+Q3_100x40_0.50,2018-2023
-0.04372239400386524,-0.2312627531654835,-0.051466714299014435,0.9564239290550707,Q3_80x40_0.50+Q3_100x40_0.50,2024
0.2677552000984875,-0.2292557097940804,1.2770688552903668,1.4823470892708315,Q3_80x40_0.50+Q3_100x40_0.50,2025-2026-08
0.11015391178349176,-0.27875900029827094,0.6275291103025973,2.471783221250495,Q3_80x40_0.50+Q3_100x40_0.50,full
0.09812212869346126,-0.2509372858403516,0.5918352555914415,1.7514713205261376,Q3_80x40_0.75+Q3_100x40_0.25,2018-2023
-0.04474572757849449,-0.23231780805078195,-0.05374264947501337,0.9554039397326906,Q3_80x40_0.75+Q3_100x40_0.25,2024
0.2754174746671678,-0.2281071360222271,1.3060236899814517,1.4972413254085393,Q3_80x40_0.75+Q3_100x40_0.25,2025-2026-08
0.11188842191077097,-0.2797409616918438,0.6352371053038177,2.5054276370524287,Q3_80x40_0.75+Q3_100x40_0.25,full
0.11793718966941213,-0.27537352354761935,0.6906561773799166,1.9494311632777532,Q3_80x40_0.25+Q3_50x60_0.75,2018-2023
-0.09751068516739059,-0.24023535699089038,-0.303062697073107,0.9028062561166824,Q3_80x40_0.25+Q3_50x60_0.75,2024
0.31005090453291917,-0.19875343638836773,1.495148605465532,1.5652986561343152,Q3_80x40_0.25+Q3_50x60_0.75,2025-2026-08
0.12414120870014944,-0.3156785681776342,0.7006795081467776,2.754860909815889,Q3_80x40_0.25+Q3_50x60_0.75,full
0.11194388986253179,-0.26746547796386677,0.6651147520959386,1.8876848063270912,Q3_80x40_0.50+Q3_50x60_0.50,2018-2023
-0.08005488720930931,-0.2253371886058303,-0.2201126023825055,0.9202078518404185,Q3_80x40_0.50+Q3_50x60_0.50,2024
0.3015891915654376,-0.20558296280066946,1.455895289921609,1.548559884787763,Q3_80x40_0.50+Q3_50x60_0.50,2025-2026-08
0.12104996960321857,-0.2956169531731194,0.6876256278147377,2.689945119943289,Q3_80x40_0.50+Q3_50x60_0.50,full
0.10561010050249986,-0.2595671186523546,0.6333173248170301,1.8242098432752458,Q3_80x40_0.75+Q3_50x60_0.25,2018-2023
-0.0628091297923179,-0.22564409776317473,-0.13697583437774308,0.9373989494008069,Q3_80x40_0.75+Q3_50x60_0.25,2024
0.2925991025521717,-0.21629133132623612,1.4011747281042004,1.5308543129959948,Q3_80x40_0.75+Q3_50x60_0.25,2025-2026-08
0.11753508631309861,-0.2869752971938797,0.66798267222083,2.6177798433849957,Q3_80x40_0.75+Q3_50x60_0.25,full
0.11001735715658145,-0.28745238613619284,0.6516730813585618,1.8681861209983814,Q3_80x40_0.25+Q3_80x60_0.75,2018-2023
-0.08226381295707297,-0.22384539410293136,-0.2340579152037925,0.918005847957637,Q3_80x40_0.25+Q3_80x60_0.75,2024
0.253305962305034,-0.22825237347873395,1.2528037945465111,1.4544213088288902,Q3_80x40_0.25+Q3_80x60_0.75,2025-2026-08
0.11131914529030795,-0.3107872537515348,0.6404039444537107,2.49434095723228,Q3_80x40_0.25+Q3_80x60_0.75,full
0.10661601767611395,-0.2756361372344872,0.6378612588069946,1.8341702954184984,Q3_80x40_0.50+Q3_80x60_0.50,2018-2023
-0.06984386910456741,-0.22650085428260214,-0.17398009069163425,0.930386638339695,Q3_80x40_0.50+Q3_80x60_0.50,2024
0.2636147523101031,-0.2277413175600277,1.2918890011017339,1.4743233587734423,Q3_80x40_0.50+Q3_80x60_0.50,2025-2026-08
0.11242484898647365,-0.29966742608771735,0.6461079893237263,2.515914434743997,Q3_80x40_0.50+Q3_80x60_0.50,full
0.10292320370934904,-0.26371187445005195,0.6192257191980226,1.7978252274994102,Q3_80x40_0.75+Q3_80x60_0.25,2018-2023
-0.05768357266479884,-0.22915112546907046,-0.11419168022109771,0.9425080516425759,Q3_80x40_0.75+Q3_80x60_0.25,2024
0.2735470731328098,-0.2273136963481337,1.3189786370944847,1.49360010719646,Q3_80x40_0.75+Q3_80x60_0.25,2025-2026-08
0.11318557692908815,-0.2894635208197416,0.6467817236448716,2.5308527357719988,Q3_80x40_0.75+Q3_80x60_0.25,full
0.11706776430988763,-0.27465882697153965,0.6855000420070856,1.94037093552892,Q3_100x40_0.25+Q3_50x60_0.75,2018-2023
-0.0966806117313892,-0.24074367572627042,-0.30170314115842706,0.903633777991401,Q3_100x40_0.25+Q3_50x60_0.75,2024
0.30215805165647636,-0.19834733303367835,1.464377003423306,1.5496829487321637,Q3_100x40_0.25+Q3_50x60_0.75,2025-2026-08
0.12235531802969524,-0.316076936327388,0.692317908363034,2.7171904018756763,Q3_100x40_0.25+Q3_50x60_0.75,full
0.11021615052819156,-0.2660238829652877,0.6548720140208585,1.8701903382592882,Q3_100x40_0.50+Q3_50x60_0.50,2018-2023
-0.0782783557355724,-0.22623190073082045,-0.21697262475425147,0.921978803264483,Q3_100x40_0.50+Q3_50x60_0.50,2024
0.2859565376391413,-0.20796656624713694,1.3947097381972053,1.517824096517727,Q3_100x40_0.50+Q3_50x60_0.50,2025-2026-08
0.1175039072019235,-0.29502720261023696,0.6710870258345789,2.617147434090254,Q3_100x40_0.50+Q3_50x60_0.50,full
0.10303587475321296,-0.2573865722564328,0.618272363166258,1.798925204781837,Q3_100x40_0.75+Q3_50x60_0.25,2018-2023
-0.05996522538619975,-0.22485445268536086,-0.1312860985469536,0.9402337356248562,Q3_100x40_0.75+Q3_50x60_0.25,2024
0.26938791613518664,-0.2198099671425935,1.310892381661542,1.4855158673885647,Q3_100x40_0.75+Q3_50x60_0.25,2025-2026-08
0.11225637164443403,-0.2862956727167807,0.6436794392605631,2.5126166389665885,Q3_100x40_0.75+Q3_50x60_0.25,full
0.10913571658455501,-0.28675085895275654,0.6463252139142551,1.859319047183624,Q3_100x40_0.25+Q3_80x60_0.75,2018-2023
-0.0813956307585646,-0.22357801453869375,-0.23248669172761502,0.9188713117912608,Q3_100x40_0.25+Q3_80x60_0.75,2024
0.24574578903121003,-0.22940477839181062,1.2221516555830028,1.4398940915415288,Q3_100x40_0.25+Q3_80x60_0.75,2025-2026-08
0.1095426933678878,-0.310500631855257,0.631946847410798,2.4600229600243106,Q3_100x40_0.25+Q3_80x60_0.75,full
0.10487213946911256,-0.27421232973529597,0.6273991518332335,1.81693134278417,Q3_100x40_0.50+Q3_80x60_0.50,2018-2023
-0.06801497501432174,-0.22596889617830362,-0.17045494665191582,0.9322097189291375,Q3_100x40_0.50+Q3_80x60_0.50,2024
0.2484259275591325,-0.2300475110558976,1.2309729483501375,1.4450374703765712,Q3_100x40_0.50+Q3_80x60_0.50,2025-2026-08
0.1088915083947617,-0.2992048087027265,0.6294627340721396,2.447548192319783,Q3_100x40_0.50+Q3_80x60_0.50,full
0.10033698699766513,-0.26154484047338045,0.6040454027955083,1.772730266774978,Q3_100x40_0.75+Q3_80x60_0.25,2018-2023
-0.054799235676304514,-0.22835737346335194,-0.10815152669268992,0.9453830870181371,Q3_100x40_0.75+Q3_80x60_0.25,2024
0.25066881611385305,-0.23077465996011293,1.2289700124481087,1.4493473331086222,Q3_100x40_0.75+Q3_80x60_0.25,2025-2026-08
