removed_best_days,final_nav,annualized_return,removed_return_sum
0,2.242833265239277,0.0977629470025172,0.0
5,1.6523576925899417,0.05970685734213044,0.31548758043010316
10,1.3281219741360868,0.03331088430360252,0.5387825645242599
20,0.9304684005119935,-0.008287482233433452,0.90104051156864
