name,symbol,market,industry,ipo_date,region,connect
云路股份,688190.SH,科创板,矿物制品,2021-11-26,山东,沪股通
智洋创新,688191.SH,科创板,软件服务,2021-04-08,山东,沪股通
迪哲医药,688192.SH,科创板,生物制药,2021-12-10,江苏,沪股通
仁度生物,688193.SH,科创板,医疗保健,2022-03-30,上海,N
腾景科技,688195.SH,科创板,元器件,2021-03-26,福建,沪股通
卓越新能,688196.SH,科创板,环境保护,2019-11-21,福建,沪股通
首药控股,688197.SH,科创板,化学制药,2022-03-23,北京,沪股通
佰仁医疗,688198.SH,科创板,医疗保健,2019-12-09,北京,沪股通
久日新材,688199.SH,科创板,化工原料,2019-11-05,天津,N
华峰测控,688200.SH,科创板,半导体,2020-02-18,北京,沪股通
ST信安,688201.SH,科创板,软件服务,2021-04-21,北京,N
美迪西,688202.SH,科创板,医疗保健,2019-11-05,上海,沪股通
海正生材,688203.SH,科创板,塑料,2022-08-16,浙江,N
德科立,688205.SH,科创板,通信设备,2022-08-09,江苏,沪股通
概伦电子,688206.SH,科创板,半导体,2021-12-28,上海,沪股通
格灵深瞳,688207.SH,科创板,软件服务,2022-03-17,北京,N
道通科技,688208.SH,科创板,IT设备,2020-02-13,深圳,沪股通
英集芯,688209.SH,科创板,半导体,2022-04-19,深圳,沪股通
统联精密,688210.SH,科创板,元器件,2021-12-27,深圳,沪股通
中科微至,688211.SH,科创板,专用机械,2021-10-26,江苏,N
澳华内镜,688212.SH,科创板,医疗保健,2021-11-15,上海,沪股通
思特威,688213.SH,科创板,半导体,2022-05-20,上海,沪股通
瑞晟智能,688215.SH,科创板,专用机械,2020-08-28,浙江,N
气派科技,688216.SH,科创板,半导体,2021-06-23,深圳,N
睿昂基因,688217.SH,科创板,医疗保健,2021-05-17,上海,N
江苏北人,688218.SH,科创板,专用机械,2019-12-11,江苏,N
会通股份,688219.SH,科创板,塑料,2020-11-18,安徽,沪股通
翱捷科技,688220.SH,科创板,半导体,2022-01-14,上海,沪股通
前沿生物,688221.SH,科创板,生物制药,2020-10-28,江苏,沪股通
成都先导,688222.SH,科创板,化学制药,2020-04-16,四川,沪股通
晶科能源,688223.SH,科创板,电气设备,2022-01-26,江西,沪股通
亚信安全,688225.SH,科创板,软件服务,2022-02-09,江苏,沪股通
威腾电气,688226.SH,科创板,电气设备,2021-07-07,江苏,沪股通
品高股份,688227.SH,科创板,软件服务,2021-12-30,广东,沪股通
开普云,688228.SH,科创板,软件服务,2020-03-27,广东,沪股通
博睿数据,688229.SH,科创板,软件服务,2020-08-17,北京,N
芯导科技,688230.SH,科创板,半导体,2021-12-01,上海,沪股通
隆达股份,688231.SH,科创板,航空,2022-07-22,江苏,沪股通
新点软件,688232.SH,科创板,软件服务,2021-11-17,江苏,沪股通
神工股份,688233.SH,科创板,半导体,2020-02-21,辽宁,沪股通
天岳先进,688234.SH,科创板,半导体,2022-01-12,山东,沪股通
百济神州,688235.SH,科创板,生物制药,2021-12-15,北京,沪股通
春立医疗,688236.SH,科创板,医疗保健,2021-12-30,北京,沪股通
超卓航科,688237.SH,科创板,航空,2022-07-01,湖北,N
和元生物,688238.SH,科创板,医疗保健,2022-03-22,上海,N
航宇科技,688239.SH,科创板,航空,2021-07-05,贵州,沪股通
永信至诚,688244.SH,科创板,软件服务,2022-10-19,北京,N
嘉和美康,688246.SH,科创板,软件服务,2021-12-14,北京,N
宣泰医药,688247.SH,科创板,化学制药,2022-08-25,上海,沪股通
南网科技,688248.SH,科创板,电气设备,2021-12-22,广东,沪股通
晶合集成,688249.SH,科创板,半导体,2023-05-05,安徽,沪股通
井松智能,688251.SH,科创板,专用机械,2022-06-06,安徽,N
天德钰,688252.SH,科创板,半导体,2022-09-27,深圳,沪股通
英诺特,688253.SH,科创板,医疗保健,2022-07-28,北京,沪股通
凯尔达,688255.SH,科创板,机械基件,2021-10-25,浙江,N
寒武纪,688256.SH,科创板,半导体,2020-07-20,北京,沪股通
新锐股份,688257.SH,科创板,机械基件,2021-10-27,江苏,沪股通
卓易信息,688258.SH,科创板,软件服务,2019-12-09,江苏,沪股通
创耀科技,688259.SH,科创板,半导体,2022-01-12,江苏,N
昀冢科技,688260.SH,科创板,元器件,2021-04-06,江苏,N
东微半导,688261.SH,科创板,半导体,2022-02-10,江苏,沪股通
国芯科技,688262.SH,科创板,半导体,2022-01-06,江苏,沪股通
南模生物,688265.SH,科创板,医疗保健,2021-12-28,上海,N
泽璟制药,688266.SH,科创板,生物制药,2020-01-23,江苏,沪股通
中触媒,688267.SH,科创板,化工原料,2022-02-16,辽宁,沪股通
华特气体,688268.SH,科创板,化工原料,2019-12-26,广东,沪股通
凯立新材,688269.SH,科创板,化工原料,2021-06-09,陕西,沪股通
ST臻镭,688270.SH,科创板,半导体,2022-01-27,浙江,N
联影医疗,688271.SH,科创板,医疗保健,2022-08-22,上海,沪股通
富吉瑞,688272.SH,科创板,元器件,2021-10-18,北京,N
麦澜德,688273.SH,科创板,医疗保健,2022-08-11,江苏,N
万润新能,688275.SH,科创板,电气设备,2022-09-29,湖北,沪股通
百克生物,688276.SH,科创板,生物制药,2021-06-25,吉林,沪股通
天智航,688277.SH,科创板,医疗保健,2020-07-07,北京,沪股通
特宝生物,688278.SH,科创板,生物制药,2020-01-17,福建,沪股通
峰岹科技,688279.SH,科创板,半导体,2022-04-20,深圳,沪股通
精进电动,688280.SH,科创板,汽车配件,2021-10-27,北京,N
华秦科技,688281.SH,科创板,航空,2022-03-07,陕西,沪股通
理工导航,688282.SH,科创板,通信设备,2022-03-18,北京,沪股通
坤恒顺维,688283.SH,科创板,电器仪表,2022-02-15,四川,沪股通
高铁电气,688285.SH,科创板,运输设备,2021-10-20,陕西,N
敏芯股份,688286.SH,科创板,半导体,2020-08-10,江苏,N
退市观典,688287.SH,科创板,,2022-05-25,,N
鸿泉技术,688288.SH,科创板,IT设备,2019-11-06,浙江,N
圣湘生物,688289.SH,科创板,医疗保健,2020-08-28,湖南,沪股通
景业智能,688290.SH,科创板,专用机械,2022-04-29,浙江,沪股通
金橙子,688291.SH,科创板,软件服务,2022-10-26,北京,N
浩瀚深度,688292.SH,科创板,通信设备,2022-08-18,北京,N
奥浦迈,688293.SH,科创板,生物制药,2022-09-02,上海,沪股通
中复神鹰,688295.SH,科创板,化纤,2022-04-06,江苏,沪股通
和达科技,688296.SH,科创板,软件服务,2021-07-27,浙江,N
中无人机,688297.SH,科创板,航空,2022-06-29,四川,沪股通
东方生物,688298.SH,科创板,医疗保健,2020-02-05,浙江,沪股通
长阳科技,688299.SH,科创板,元器件,2019-11-06,浙江,沪股通
联瑞新材,688300.SH,科创板,矿物制品,2019-11-15,江苏,沪股通
奕瑞科技,688301.SH,科创板,医疗保健,2020-09-18,上海,沪股通
海创药业,688302.SH,科创板,生物制药,2022-04-12,四川,沪股通
大全能源,688303.SH,科创板,电气设备,2021-07-22,新疆,沪股通
科德数控,688305.SH,科创板,机床制造,2021-07-09,辽宁,沪股通
均普智能,688306.SH,科创板,专用机械,2022-03-22,浙江,沪股通
中润光学,688307.SH,科创板,元器件,2023-02-16,浙江,沪股通
欧科亿,688308.SH,科创板,机械基件,2020-12-10,湖南,沪股通
恒誉科技,688309.SH,科创板,环境保护,2020-07-14,山东,N
迈得医疗,688310.SH,科创板,医疗保健,2019-12-03,浙江,N
盟升电子,688311.SH,科创板,元器件,2020-07-31,四川,沪股通
燕麦科技,688312.SH,科创板,专用机械,2020-06-08,深圳,沪股通
仕佳光子,688313.SH,科创板,通信设备,2020-08-12,河南,沪股通
康拓医疗,688314.SH,科创板,医疗保健,2021-05-18,陕西,N
诺禾致源,688315.SH,科创板,医疗保健,2021-04-13,北京,沪股通
青云科技,688316.SH,科创板,软件服务,2021-03-16,北京,N
之江生物,688317.SH,科创板,医疗保健,2021-01-18,上海,N
财富趋势,688318.SH,科创板,软件服务,2020-04-27,深圳,沪股通
欧林生物,688319.SH,科创板,生物制药,2021-06-08,四川,沪股通
禾川科技,688320.SH,科创板,电器仪表,2022-04-28,浙江,沪股通
微芯生物,688321.SH,科创板,化学制药,2019-08-12,深圳,沪股通
奥比中光,688322.SH,科创板,元器件,2022-07-07,深圳,沪股通
瑞华泰,688323.SH,科创板,塑料,2021-04-28,深圳,N
赛微微电,688325.SH,科创板,半导体,2022-04-22,广东,沪股通
经纬恒润,688326.SH,科创板,汽车配件,2022-04-19,北京,N
云从科技,688327.SH,科创板,软件服务,2022-05-27,广东,沪股通
深科达,688328.SH,科创板,专用机械,2021-03-09,深圳,N
艾隆科技,688329.SH,科创板,专用机械,2021-03-29,江苏,N
宏力达,688330.SH,科创板,电气设备,2020-10-15,上海,沪股通
荣昌生物,688331.SH,科创板,生物制药,2022-03-31,山东,沪股通
中科蓝讯,688332.SH,科创板,半导体,2022-07-15,深圳,沪股通
铂力特,688333.SH,科创板,机械基件,2019-07-22,陕西,沪股通
西高院,688334.SH,科创板,电气设备,2023-06-19,陕西,沪股通
复洁科技,688335.SH,科创板,环境保护,2020-08-17,上海,N
三生国健,688336.SH,科创板,生物制药,2020-07-22,上海,沪股通
普源精电,688337.SH,科创板,电器仪表,2022-04-08,江苏,沪股通
赛科希德,688338.SH,科创板,医疗保健,2020-08-06,北京,N
亿华通,688339.SH,科创板,汽车配件,2020-08-10,北京,沪股通
云天励飞,688343.SH,科创板,软件服务,2023-04-04,深圳,沪股通
博力威,688345.SH,科创板,电气设备,2021-06-11,广东,N
华虹宏力,688347.SH,科创板,半导体,2023-08-07,上海,沪股通
昱能科技,688348.SH,科创板,电气设备,2022-06-08,浙江,沪股通
三一重能,688349.SH,科创板,电气设备,2022-06-22,北京,沪股通
富淼科技,688350.SH,科创板,化工原料,2021-01-28,江苏,N
微电生理,688351.SH,科创板,医疗保健,2022-08-31,上海,沪股通
颀中科技,688352.SH,科创板,半导体,2023-04-20,安徽,沪股通
华盛锂电,688353.SH,科创板,化工原料,2022-07-13,江苏,沪股通
明志科技,688355.SH,科创板,机械基件,2021-05-12,江苏,N
键凯科技,688356.SH,科创板,化学制药,2020-08-26,北京,沪股通
建龙微纳,688357.SH,科创板,化工原料,2019-12-04,河南,N
祥生医疗,688358.SH,科创板,医疗保健,2019-12-03,江苏,N
三孚新科,688359.SH,科创板,化工原料,2021-05-21,广东,沪股通
德马科技,688360.SH,科创板,机械基件,2020-06-02,浙江,沪股通
中科飞测,688361.SH,科创板,半导体,2023-05-19,深圳,沪股通
甬矽电子,688362.SH,科创板,半导体,2022-11-16,浙江,沪股通
华熙生物,688363.SH,科创板,医疗保健,2019-11-06,山东,沪股通
光云科技,688365.SH,科创板,软件服务,2020-04-29,浙江,沪股通
昊海生科,688366.SH,科创板,医疗保健,2019-10-30,上海,沪股通
工大高科,688367.SH,科创板,运输设备,2021-06-28,安徽,N
晶丰明源,688368.SH,科创板,半导体,2019-10-14,上海,沪股通
致远互联,688369.SH,科创板,软件服务,2019-10-31,北京,N
丛麟科技,688370.SH,科创板,环境保护,2022-08-25,上海,N
菲沃泰,688371.SH,科创板,元器件,2022-08-02,江苏,沪股通
伟测科技,688372.SH,科创板,半导体,2022-10-26,上海,沪股通
盟科药业,688373.SH,科创板,化学制药,2022-08-05,上海,N
国博电子,688375.SH,科创板,元器件,2022-07-22,江苏,沪股通
美埃科技,688376.SH,科创板,专用机械,2022-11-18,江苏,沪股通
迪威尔,688377.SH,科创板,专用机械,2020-07-08,江苏,沪股通
奥来德,688378.SH,科创板,专用机械,2020-09-03,吉林,沪股通
华光新材,688379.SH,科创板,机械基件,2020-08-19,浙江,沪股通
中微半导,688380.SH,科创板,半导体,2022-08-05,深圳,沪股通
帝奥微,688381.SH,科创板,半导体,2022-08-23,江苏,沪股通
益方生物,688382.SH,科创板,生物制药,2022-07-25,上海,沪股通
新益昌,688383.SH,科创板,专用机械,2021-04-28,深圳,沪股通
复旦微电,688385.SH,科创板,半导体,2021-08-04,上海,沪股通
泛亚微透,688386.SH,科创板,化工原料,2020-10-16,江苏,沪股通
信科移动,688387.SH,科创板,通信设备,2022-09-26,湖北,沪股通
嘉元科技,688388.SH,科创板,电气设备,2019-07-22,广东,沪股通
普门科技,688389.SH,科创板,医疗保健,2019-11-05,深圳,沪股通
固德威,688390.SH,科创板,电气设备,2020-09-04,江苏,沪股通
钜泉科技,688391.SH,科创板,半导体,2022-09-13,上海,N
骄成超声,688392.SH,科创板,专用机械,2022-09-27,上海,沪股通
安必平,688393.SH,科创板,医疗保健,2020-08-20,广东,N
正弦电气,688395.SH,科创板,机械基件,2021-04-29,深圳,N
华润微,688396.SH,科创板,半导体,2020-02-27,江苏,沪股通
赛特新材,688398.SH,科创板,矿物制品,2020-02-11,福建,N
硕世生物,688399.SH,科创板,医疗保健,2019-12-05,江苏,沪股通
凌云光,688400.SH,科创板,专用机械,2022-07-06,北京,沪股通
路维光电,688401.SH,科创板,半导体,2022-08-17,深圳,沪股通
汇成股份,688403.SH,科创板,半导体,2022-08-18,安徽,沪股通
中信博,688408.SH,科创板,电气设备,2020-08-28,江苏,沪股通
富创精密,688409.SH,科创板,半导体,2022-10-10,辽宁,沪股通
山外山,688410.SH,科创板,医疗保健,2022-12-26,重庆,沪股通
海博思创,688411.SH,科创板,电气设备,2025-01-27,北京,沪股通
恒烁股份,688416.SH,科创板,半导体,2022-08-29,安徽,沪股通
震有科技,688418.SH,科创板,通信设备,2020-07-22,深圳,沪股通
耐科装备,688419.SH,科创板,半导体,2022-11-07,安徽,N
美腾科技,688420.SH,科创板,专用机械,2022-12-09,天津,N
铁建重工,688425.SH,科创板,工程机械,2021-06-22,湖南,沪股通
康为世纪,688426.SH,科创板,生物制药,2022-10-25,江苏,N
诺诚健华,688428.SH,科创板,生物制药,2022-09-21,北京,沪股通
时创能源,688429.SH,科创板,电气设备,2023-06-29,江苏,沪股通
有研硅,688432.SH,科创板,半导体,2022-11-10,北京,沪股通
华曙高科,688433.SH,科创板,专用机械,2023-04-17,湖南,沪股通
英方软件,688435.SH,科创板,软件服务,2023-01-19,上海,N
振华风光,688439.SH,科创板,元器件,2022-08-26,贵州,沪股通
智翔金泰,688443.SH,科创板,生物制药,2023-06-20,重庆,沪股通
磁谷科技,688448.SH,科创板,专用机械,2022-09-21,江苏,N
联芸科技,688449.SH,科创板,半导体,2024-11-29,浙江,沪股通
光格科技,688450.SH,科创板,电器仪表,2023-07-24,江苏,N
科捷智能,688455.SH,科创板,机械基件,2022-09-15,山东,N
有研粉材,688456.SH,科创板,铜,2021-03-17,北京,沪股通
美芯晟,688458.SH,科创板,半导体,2023-05-22,北京,N
哈铁科技,688459.SH,科创板,运输设备,2022-10-12,黑龙江,N
金科环境,688466.SH,科创板,环境保护,2020-05-08,北京,N
科美诊断,688468.SH,科创板,医疗保健,2021-04-09,北京,N
芯联集成,688469.SH,科创板,半导体,2023-05-10,浙江,沪股通
阿特斯,688472.SH,科创板,电气设备,2023-06-09,江苏,沪股通
萤石网络,688475.SH,科创板,IT设备,2022-12-28,浙江,沪股通
晶升股份,688478.SH,科创板,半导体,2023-04-24,江苏,沪股通
友车科技,688479.SH,科创板,软件服务,2023-05-11,上海,N
赛恩斯,688480.SH,科创板,环境保护,2022-11-25,湖南,沪股通
南芯科技,688484.SH,科创板,半导体,2023-04-07,上海,沪股通
九州一轨,688485.SH,科创板,运输设备,2023-01-18,北京,N
龙迅股份,688486.SH,科创板,半导体,2023-02-21,安徽,沪股通
艾迪药业,688488.SH,科创板,生物制药,2020-07-20,江苏,沪股通
三未信安,688489.SH,科创板,IT设备,2022-12-02,北京,沪股通
*ST清越,688496.SH,科创板,元器件,2022-12-28,江苏,N
源杰科技,688498.SH,科创板,半导体,2022-12-21,陕西,沪股通
利元亨,688499.SH,科创板,专用机械,2021-07-01,广东,沪股通
慧辰股份,688500.SH,科创板,互联网,2020-07-16,北京,N
青达环保,688501.SH,科创板,环境保护,2021-07-16,山东,N
茂莱光学,688502.SH,科创板,元器件,2023-03-09,江苏,沪股通
聚和材料,688503.SH,科创板,电气设备,2022-12-09,江苏,沪股通
复旦张江,688505.SH,科创板,化学制药,2020-06-19,上海,沪股通
百利天恒,688506.SH,科创板,化学制药,2023-01-06,四川,沪股通
索辰科技,688507.SH,科创板,软件服务,2023-04-18,上海,沪股通
芯朋微,688508.SH,科创板,半导体,2020-07-22,江苏,沪股通
正元地信,688509.SH,科创板,软件服务,2021-07-30,北京,N
航亚科技,688510.SH,科创板,航空,2020-12-16,江苏,沪股通
天微电子,688511.SH,科创板,元器件,2021-07-30,四川,N
慧智微,688512.SH,科创板,半导体,2023-05-16,广东,沪股通
苑东生物,688513.SH,科创板,化学制药,2020-09-02,四川,沪股通
