日期,时间,代码,名称,操作,成交价,数量,金额,佣金,印花税
2022-02-28,09:31:00,688039.SH,当虹科技,卖出,49.900,-3955,-197354.50,59.21,197.35
2022-02-25,09:31:00,688088.SH,虹软科技,买入,37.655,9079,341871.20,102.56,0.00
2022-02-25,09:31:00,688617.SH,惠泰医疗,买入,207.985,2306,479613.73,143.88,0.00
2022-02-24,09:31:00,688699.SH,明微电子,卖出,142.105,-3837,-545257.73,163.58,545.26
2022-02-24,09:31:00,688408.SH,中信博,卖出,114.201,-2430,-277508.77,83.25,277.51
2022-02-15,09:31:00,688317.SH,之江生物,买入,36.984,12179,450425.94,135.13,0.00
2022-02-15,09:31:00,688039.SH,当虹科技,买入,57.595,3955,227788.07,68.34,0.00
2022-02-15,09:31:00,688128.SH,中国电研,买入,24.840,18125,450217.39,135.07,0.00
2022-02-15,09:31:00,688221.SH,前沿生物,买入,15.431,29184,450332.47,135.10,0.00
2022-02-14,09:31:00,688575.SH,亚辉龙,卖出,45.978,-6374,-293062.88,87.92,293.06
2022-02-14,09:31:00,688221.SH,前沿生物,卖出,15.080,-28165,-424722.00,127.42,424.72
2022-02-14,09:31:00,688317.SH,之江生物,卖出,36.527,-11660,-425902.49,127.77,425.90
2022-02-14,09:31:00,688180.SH,君实生物,卖出,55.199,-7927,-437565.49,131.27,437.57
2022-02-14,09:31:00,688339.SH,亿华通,买入,162.324,1457,236506.07,70.95,0.00
2022-02-14,09:31:00,688408.SH,中信博,买入,91.763,4860,445968.96,133.79,0.00
2022-02-11,09:31:00,688575.SH,亚辉龙,卖出,42.655,-6375,-271922.57,81.58,271.92
2022-02-11,09:31:00,688310.SH,迈得医疗,买入,31.282,14698,459789.30,137.94,0.00
2022-02-11,09:31:00,688408.SH,中信博,卖出,96.117,-4283,-411670.74,123.50,411.67
2022-02-11,09:31:00,688518.SH,联赢激光,买入,32.284,14238,459665.86,137.90,0.00
2022-02-11,09:31:00,688800.SH,瑞可达,买入,97.815,234,22888.77,6.87,0.00
2022-02-10,09:31:00,688663.SH,新风光,卖出,34.850,-12900,-449567.06,134.87,449.57
2022-02-09,09:31:00,688356.SH,键凯科技,买入,207.484,1916,397539.61,119.26,0.00
2022-02-09,09:31:00,688037.SH,芯源微,卖出,134.740,-3668,-494226.25,148.27,494.23
2022-02-09,09:31:00,688606.SH,奥泰生物,买入,126.362,3679,464886.61,139.47,0.00
2022-02-08,09:31:00,688606.SH,奥泰生物,卖出,123.363,-3779,-466187.95,139.86,466.19
2022-02-08,09:31:00,688356.SH,键凯科技,卖出,201.895,-1970,-397733.94,119.32,397.73
2022-02-07,09:31:00,688180.SH,君实生物,买入,60.120,7927,476571.24,142.97,0.00
2022-02-07,09:31:00,688317.SH,之江生物,买入,40.882,11660,476679.46,143.00,0.00
2022-02-07,09:31:00,688575.SH,亚辉龙,买入,33.066,12749,421558.43,126.47,0.00
2022-01-28,09:31:00,688202.SH,美迪西,卖出,364.999,-1287,-469753.12,140.93,469.75
2022-01-28,09:31:00,688221.SH,前沿生物,买入,16.483,28165,464240.88,139.27,0.00
2022-01-28,09:31:00,688680.SH,海优新材,卖出,213.432,-2192,-467843.56,140.35,467.84
2022-01-28,09:31:00,688317.SH,之江生物,卖出,41.916,-10483,-439405.43,131.82,439.41
2022-01-27,09:31:00,688356.SH,键凯科技,买入,228.626,1970,450393.89,135.12,0.00
2022-01-27,09:31:00,688221.SH,前沿生物,卖出,16.946,-27432,-464863.77,139.46,464.86
2022-01-26,09:31:00,688606.SH,奥泰生物,买入,132.965,3779,502476.25,150.74,0.00
2022-01-26,09:31:00,688117.SH,圣诺生物,卖出,33.144,-13614,-451216.70,135.37,451.22
2022-01-26,09:31:00,688663.SH,新风光,买入,37.565,12900,484588.24,145.38,0.00
2022-01-25,09:31:00,688699.SH,明微电子,买入,132.915,3837,509996.01,153.00,0.00
2022-01-25,09:31:00,688221.SH,前沿生物,买入,18.587,27432,509881.33,152.96,0.00
2022-01-25,09:31:00,688680.SH,海优新材,买入,232.464,2192,509561.09,152.87,0.00
2022-01-25,09:31:00,688202.SH,美迪西,买入,395.790,1287,509381.73,152.81,0.00
2022-01-24,09:31:00,688408.SH,中信博,买入,117.234,4283,502113.22,150.63,0.00
2022-01-24,09:31:00,688680.SH,海优新材,卖出,212.594,-2313,-491729.83,147.52,491.73
2022-01-24,09:31:00,688621.SH,阳光诺和,卖出,91.846,-5137,-471812.59,141.54,471.81
2022-01-24,09:31:00,688310.SH,迈得医疗,卖出,33.223,-14399,-478384.02,143.52,478.38
2022-01-24,09:31:00,688317.SH,之江生物,买入,47.896,10483,502089.57,150.63,0.00
2022-01-21,09:31:00,688117.SH,圣诺生物,买入,37.755,13614,514001.47,154.20,0.00
2022-01-21,09:31:00,688669.SH,聚石化学,卖出,35.778,-13438,-480788.80,144.24,480.79
2022-01-21,09:31:00,688408.SH,中信博,卖出,114.780,-4337,-497800.77,149.34,497.80
2022-01-20,09:31:00,688310.SH,迈得医疗,买入,36.793,14399,529788.74,158.94,0.00
2022-01-19,09:31:00,688799.SH,华纳药厂,卖出,41.387,-11551,-478061.93,143.42,478.06
2022-01-17,09:31:00,688408.SH,中信博,买入,124.178,4337,538559.38,161.57,0.00
2022-01-17,09:31:00,688799.SH,华纳药厂,买入,46.613,11551,538427.23,161.53,0.00
2022-01-14,09:31:00,688408.SH,中信博,卖出,123.383,-4107,-506732.91,152.02,506.73
2022-01-13,09:31:00,688408.SH,中信博,买入,133.236,4107,547200.01,164.16,0.00
2022-01-12,09:31:00,688575.SH,亚辉龙,卖出,45.888,-16568,-760273.05,228.08,760.27
2022-01-12,09:31:00,688408.SH,中信博,卖出,127.265,-3753,-477625.39,143.29,477.63
2022-01-11,09:31:00,688680.SH,海优新材,买入,230.460,2313,533053.98,159.92,0.00
2022-01-11,09:31:00,688037.SH,芯源微,买入,145.280,3668,532886.97,159.87,0.00
2022-01-10,09:31:00,688621.SH,阳光诺和,买入,104.008,5137,534287.04,160.29,0.00
2022-01-10,09:31:00,688408.SH,中信博,买入,142.384,3753,534367.90,160.31,0.00
2022-01-10,09:31:00,688617.SH,惠泰医疗,卖出,241.416,-2089,-504318.44,151.30,504.32
2022-01-06,09:31:00,688658.SH,悦康药业,卖出,26.217,-21026,-551248.31,165.37,551.25
2022-01-06,09:31:00,688345.SH,博力威,卖出,56.247,-8768,-493176.15,147.95,493.18
2022-01-05,09:31:00,688662.SH,富信科技,卖出,43.383,-12711,-551442.08,165.43,551.44
2022-01-05,09:31:00,688617.SH,惠泰医疗,买入,260.520,2089,544226.28,163.27,0.00
2021-12-28,09:31:00,688345.SH,博力威,买入,60.741,8768,532579.19,159.77,0.00
2021-12-27,09:31:00,688575.SH,亚辉龙,买入,31.934,16568,529078.20,158.72,0.00
2021-12-24,09:31:00,688669.SH,聚石化学,买入,39.078,13438,525130.16,157.54,0.00
2021-12-21,09:31:00,688575.SH,亚辉龙,卖出,39.920,-17125,-683630.00,205.09,683.63
2021-12-20,09:31:00,688669.SH,聚石化学,卖出,37.126,-6573,-244026.57,73.21,244.03
2021-12-09,09:31:00,688669.SH,聚石化学,卖出,43.922,-6574,-288743.10,86.62,288.74
2021-12-07,09:31:00,688609.SH,九联科技,卖出,12.924,-33040,-427012.26,128.10,427.01
2021-12-07,09:31:00,688658.SH,悦康药业,买入,23.928,21026,503105.08,150.93,0.00
2021-12-06,09:31:00,688155.SH,先惠技术,卖出,136.117,-1201,-163476.78,49.04,163.48
2021-12-06,09:31:00,688662.SH,富信科技,买入,39.779,12711,505635.95,151.69,0.00
2021-12-06,09:31:00,688128.SH,中国电研,卖出,39.221,-7648,-299965.27,89.99,299.97
2021-12-06,09:31:00,688575.SH,亚辉龙,买入,29.519,17125,505511.51,151.65,0.00
2021-12-03,09:31:00,688128.SH,中国电研,卖出,39.022,-7649,-298477.75,89.54,298.48
2021-12-02,09:31:00,688266.SH,泽璟制药,卖出,62.615,-2435,-152466.36,45.74,152.47
2021-11-29,09:31:00,688068.SH,热景生物,卖出,128.742,-2448,-315160.42,94.55,315.16
2021-11-29,09:31:00,688018.SH,乐鑫科技,卖出,196.995,-1217,-239743.18,71.92,239.74
2021-11-29,09:31:00,688368.SH,晶丰明源,卖出,332.314,-568,-188754.37,56.63,188.75
2021-11-29,09:31:00,688083.SH,中望软件,卖出,340.318,-1321,-449560.08,134.87,449.56
2021-11-29,09:31:00,688256.SH,寒武纪,卖出,96.417,-2650,-255504.47,76.65,255.50
2021-11-25,09:31:00,688256.SH,寒武纪,卖出,94.810,-2650,-251246.50,75.37,251.25
2021-11-24,09:31:00,688155.SH,先惠技术,卖出,125.109,-1202,-150381.35,45.11,150.38
2021-11-24,09:31:00,688018.SH,乐鑫科技,卖出,215.568,-1218,-262561.82,78.77,262.56
2021-11-19,09:31:00,688669.SH,聚石化学,买入,35.331,13147,464490.35,139.35,0.00
2021-11-18,09:31:00,688315.SH,诺禾致源,卖出,48.273,-9056,-437162.64,131.15,437.16
2021-11-18,09:31:00,688019.SH,安集科技,卖出,302.244,-871,-263254.79,78.98,263.25
2021-11-15,09:31:00,688179.SH,阿拉丁,卖出,80.419,-6643,-534222.35,160.27,534.22
2021-11-15,09:31:00,688609.SH,九联科技,买入,13.978,33040,461829.82,138.55,0.00
2021-11-12,09:31:00,688676.SH,金盘科技,卖出,26.936,-19822,-533925.79,160.18,533.93
2021-11-12,09:31:00,688128.SH,中国电研,买入,29.298,15297,448178.85,134.45,0.00
2021-11-12,09:31:00,688019.SH,安集科技,卖出,279.021,-871,-243027.15,72.91,243.03
2021-11-12,09:31:00,688266.SH,泽璟制药,买入,67.715,2435,164886.41,49.47,0.00
2021-11-10,09:31:00,688636.SH,智明达,卖出,146.097,-2800,-409072.22,122.72,409.07
2021-11-10,09:31:00,688630.SH,芯碁微装,卖出,70.359,-1466,-103146.29,30.94,103.15
2021-11-09,09:31:00,688630.SH,芯碁微装,卖出,69.461,-1466,-101829.53,30.55,101.83
2021-11-08,09:31:00,688155.SH,先惠技术,买入,100.771,2403,242153.05,72.65,0.00
2021-11-05,09:31:00,688186.SH,广大特材,卖出,61.646,-3934,-242517.17,72.76,242.52
2021-11-04,09:31:00,688068.SH,热景生物,买入,95.300,2448,233294.94,69.99,0.00
2021-11-03,09:31:00,688039.SH,当虹科技,卖出,46.806,-4993,-233703.36,70.11,233.70
2021-11-01,09:31:00,688039.SH,当虹科技,买入,51.322,4993,256252.94,76.88,0.00
2021-10-29,09:31:00,688128.SH,中国电研,卖出,26.018,-475,-12358.48,5.00,12.36
2021-10-29,09:31:00,688179.SH,阿拉丁,买入,59.118,6643,392720.87,117.82,0.00
2021-10-29,09:31:00,688368.SH,晶丰明源,买入,320.560,568,182077.99,54.62,0.00
2021-10-29,09:31:00,688390.SH,固德威,卖出,459.080,-532,-244230.56,73.27,244.23
2021-10-28,09:31:00,688083.SH,中望软件,买入,300.600,1321,397092.60,119.13,0.00
2021-10-28,09:31:00,688256.SH,寒武纪,买入,74.940,5300,397179.77,119.15,0.00
2021-10-28,09:31:00,688018.SH,乐鑫科技,买入,163.106,2435,397162.04,119.15,0.00
2021-10-28,09:31:00,688368.SH,晶丰明源,卖出,325.847,-1070,-348656.29,104.60,348.66
2021-10-28,09:31:00,688186.SH,广大特材,卖出,57.734,-3935,-227184.47,68.16,227.18
2021-10-28,09:31:00,688630.SH,芯碁微装,买入,52.154,2932,152915.82,45.87,0.00
2021-10-26,09:31:00,688019.SH,安集科技,买入,224.678,1742,391389.88,117.42,0.00
2021-10-26,09:31:00,688676.SH,金盘科技,买入,19.759,19822,391671.62,117.50,0.00
2021-10-25,09:31:00,688663.SH,新风光,卖出,36.926,-10291,-380005.47,114.00,380.01
2021-10-25,09:31:00,688680.SH,海优新材,卖出,249.789,-1616,-403659.70,121.10,403.66
2021-10-25,09:31:00,688169.SH,石头科技,卖出,884.717,-253,-223833.41,67.15,223.83
2021-10-25,09:31:00,688368.SH,晶丰明源,买入,355.520,1070,380405.99,114.12,0.00
2021-10-22,09:31:00,688626.SH,翔宇医疗,卖出,48.124,-6928,-333400.02,100.02,333.40
2021-10-22,09:31:00,688169.SH,石头科技,卖出,891.813,-254,-226520.45,67.96,226.52
2021-10-21,09:31:00,688085.SH,三友医疗,卖出,26.367,-12563,-331250.63,99.38,331.25
2021-10-21,09:31:00,688390.SH,固德威,卖出,426.944,-533,-227561.37,68.27,227.56
2021-10-19,09:31:00,688315.SH,诺禾致源,买入,41.363,9056,374579.34,112.37,0.00
2021-10-18,09:31:00,688016.SH,心脉医疗,卖出,243.542,-1516,-369209.58,110.76,369.21
2021-10-14,09:31:00,688408.SH,中信博,卖出,169.660,-2308,-391575.28,117.47,391.58
2021-10-13,09:31:00,688663.SH,新风光,买入,27.555,10291,283568.51,85.07,0.00
2021-10-13,09:31:00,688186.SH,广大特材,买入,45.731,7869,359859.44,107.96,0.00
2021-10-12,09:31:00,688390.SH,固德威,买入,340.600,1065,362738.83,108.82,0.00
2021-10-12,09:31:00,688577.SH,浙海德曼,卖出,50.888,-6561,-333876.30,100.16,333.88
2021-10-11,09:31:00,688636.SH,智明达,买入,130.551,2800,365541.62,109.66,0.00
2021-10-11,09:31:00,688029.SH,南微医学,卖出,268.462,-571,-153291.80,45.99,153.29
2021-10-08,09:31:00,688029.SH,南微医学,卖出,261.476,-572,-149564.27,44.87,149.56
2021-09-30,09:31:00,688111.SH,金山办公,卖出,267.284,-1486,-397184.56,119.16,397.18
2021-09-30,09:31:00,688128.SH,中国电研,买入,28.587,475,13578.85,5.00,0.00
2021-09-30,09:31:00,688179.SH,阿拉丁,卖出,74.800,-4545,-339966.45,101.99,339.97
2021-09-29,09:31:00,688577.SH,浙海德曼,买入,55.080,6561,361379.49,108.41,0.00
2021-09-28,09:31:00,688219.SH,会通股份,卖出,13.124,-24724,-324470.36,97.34,324.47
2021-09-27,09:31:00,688179.SH,阿拉丁,买入,81.162,4545,368881.29,110.66,0.00
2021-09-24,09:31:00,688085.SH,三友医疗,买入,29.058,12563,365055.65,109.52,0.00
2021-09-24,09:31:00,688680.SH,海优新材,买入,225.951,1616,365136.82,109.54,0.00
2021-09-24,09:31:00,688266.SH,泽璟制药,卖出,65.539,-2658,-174201.76,52.26,174.20
2021-09-24,09:31:00,688626.SH,翔宇医疗,买入,52.705,6928,365141.63,109.54,0.00
2021-09-23,09:31:00,688059.SH,华锐精密,卖出,154.940,-2173,-336683.53,101.01,336.68
2021-09-23,09:31:00,688169.SH,石头科技,买入,718.043,507,364047.91,109.21,0.00
2021-09-22,09:31:00,688169.SH,石头科技,卖出,723.550,-458,-331385.90,99.42,331.39
2021-09-16,09:31:00,688016.SH,心脉医疗,买入,242.484,1516,367605.74,110.28,0.00
2021-09-15,09:31:00,688070.SH,纵横股份,卖出,36.926,-9417,-347732.14,104.32,347.73
2021-09-15,09:31:00,688059.SH,华锐精密,买入,170.350,2173,370170.59,111.05,0.00
2021-09-14,09:31:00,688185.SH,康希诺,卖出,360.228,-922,-332130.31,99.64,332.13
2021-09-14,09:31:00,688408.SH,中信博,买入,157.414,2308,363311.97,108.99,0.00
2021-09-14,09:31:00,688169.SH,石头科技,买入,791.580,458,362543.64,108.76,0.00
2021-09-09,09:31:00,688328.SH,深科达,卖出,37.215,-3568,-132784.62,39.84,132.78
2021-09-09,09:31:00,688169.SH,石头科技,卖出,848.320,-238,-201900.15,60.57,201.90
2021-09-08,09:31:00,688308.SH,欧科亿,卖出,90.519,-2293,-207559.15,62.27,207.56
2021-09-08,09:31:00,688028.SH,沃尔德,卖出,53.094,-4827,-256282.81,76.88,256.28
2021-09-06,09:31:00,688028.SH,沃尔德,卖出,50.169,-4827,-242167.98,72.65,242.17
2021-09-03,09:31:00,688219.SH,会通股份,买入,14.499,24724,358471.79,107.54,0.00
2021-09-03,09:31:00,688129.SH,东来技术,卖出,20.160,-15579,-314066.41,94.22,314.07
2021-09-03,09:31:00,688179.SH,阿拉丁,卖出,85.708,-1613,-138247.39,41.47,138.25
2021-09-02,09:31:00,688185.SH,康希诺,买入,389.778,922,359375.32,107.81,0.00
2021-09-02,09:31:00,688590.SH,新致软件,卖出,19.461,-17944,-349208.18,104.76,349.21
2021-09-02,09:31:00,688029.SH,南微医学,买入,203.045,1143,232080.76,69.62,0.00
2021-09-02,09:31:00,688689.SH,银河微电,卖出,33.732,-10167,-342957.31,102.89,342.96
2021-09-01,09:31:00,688169.SH,石头科技,买入,915.968,238,218000.45,65.40,0.00
2021-09-01,09:31:00,688185.SH,康希诺,卖出,389.220,-819,-318771.18,95.63,318.77
2021-09-01,09:31:00,688219.SH,会通股份,卖出,14.920,-18287,-272843.87,81.85,272.84
2021-08-31,09:31:00,688111.SH,金山办公,买入,251.502,1486,373731.97,112.12,0.00
2021-08-31,09:31:00,688328.SH,深科达,买入,40.741,3568,145365.03,43.61,0.00
2021-08-31,09:31:00,688607.SH,康众医疗,卖出,62.116,-3528,-219143.55,65.74,219.14
2021-08-30,09:31:00,688313.SH,仕佳光子,卖出,11.916,-26348,-313965.93,94.19,313.97
2021-08-27,09:31:00,688179.SH,阿拉丁,买入,94.208,1613,151957.57,45.59,0.00
2021-08-27,09:31:00,688607.SH,康众医疗,卖出,58.383,-3528,-205975.22,61.79,205.98
2021-08-27,09:31:00,688689.SH,银河微电,买入,37.575,10167,382025.03,114.61,0.00
2021-08-26,09:31:00,688590.SH,新致软件,买入,21.473,17944,385309.00,115.59,0.00
2021-08-25,09:31:00,688266.SH,泽璟制药,买入,62.224,2658,165391.92,49.62,0.00
2021-08-25,09:31:00,688510.SH,航亚科技,卖出,34.930,-12503,-436729.79,131.02,436.73
2021-08-25,09:31:00,688356.SH,键凯科技,卖出,254.470,-1902,-484002.02,145.20,484.00
2021-08-25,09:31:00,688028.SH,沃尔德,买入,38.878,9654,375324.35,112.60,0.00
2021-08-24,09:31:00,688308.SH,欧科亿,卖出,94.810,-2293,-217399.33,65.22,217.40
2021-08-23,09:31:00,688356.SH,键凯科技,买入,180.861,1902,343997.62,103.20,0.00
2021-08-20,09:31:00,688356.SH,键凯科技,卖出,180.628,-1776,-320795.36,96.24,320.80
2021-08-17,09:31:00,688185.SH,康希诺,买入,420.840,819,344667.96,103.40,0.00
2021-08-17,09:31:00,688313.SH,仕佳光子,买入,13.086,26348,344793.09,103.44,0.00
2021-08-16,09:31:00,688356.SH,键凯科技,买入,196.392,1776,348792.19,104.64,0.00
2021-08-16,09:31:00,688070.SH,纵横股份,买入,37.064,9417,349031.50,104.71,0.00
2021-08-16,09:31:00,688077.SH,大地熊,卖出,67.185,-3269,-219628.94,65.89,219.63
2021-08-12,09:31:00,688529.SH,豪森智能,卖出,39.421,-5656,-222965.18,66.89,222.97
2021-08-12,09:31:00,688055.SH,龙腾光电,卖出,7.236,-41670,-301503.28,90.45,301.50
2021-08-12,09:31:00,688077.SH,大地熊,卖出,59.381,-3269,-194116.49,58.23,194.12
2021-08-11,09:31:00,688529.SH,豪森智能,卖出,38.064,-5656,-215288.40,64.59,215.29
2021-08-11,09:31:00,688129.SH,东来技术,买入,21.773,15579,339208.73,101.76,0.00
2021-08-10,09:31:00,688219.SH,会通股份,买入,18.196,18287,332756.10,99.83,0.00
2021-08-09,09:31:00,688580.SH,伟思医疗,卖出,113.493,-2590,-293945.73,88.18,293.95
2021-08-09,09:31:00,688308.SH,欧科亿,买入,72.204,4586,331128.09,99.34,0.00
2021-08-04,09:31:00,688529.SH,豪森智能,买入,28.757,11312,325303.71,97.59,0.00
2021-08-04,09:31:00,688607.SH,康众医疗,买入,46.092,7056,325225.15,97.57,0.00
2021-08-02,09:31:00,688596.SH,正帆科技,卖出,23.443,-7118,-166867.42,50.06,166.87
2021-07-30,09:31:00,688202.SH,美迪西,卖出,507.313,-359,-182125.49,54.64,182.13
2021-07-29,09:31:00,688001.SH,华兴源创,卖出,44.850,-3452,-154822.61,46.45,154.82
2021-07-29,09:31:00,688219.SH,会通股份,卖出,17.235,-15817,-272613.27,81.78,272.61
2021-07-29,09:31:00,688510.SH,航亚科技,买入,25.561,12503,319589.43,95.88,0.00
2021-07-29,09:31:00,688580.SH,伟思医疗,买入,123.386,2590,319570.47,95.87,0.00
2021-07-26,09:31:00,688508.SH,芯朋微,卖出,119.760,-1699,-203472.24,61.04,203.47
2021-07-23,09:31:00,688001.SH,华兴源创,卖出,48.802,-3453,-168514.00,50.55,168.51
2021-07-23,09:31:00,688055.SH,龙腾光电,买入,7.866,41670,327763.72,98.33,0.00
2021-07-23,09:31:00,688508.SH,芯朋微,卖出,113.772,-1700,-193412.40,58.02,193.41
2021-07-23,09:31:00,688596.SH,正帆科技,卖出,23.393,-7119,-166535.62,49.96,166.54
2021-07-20,09:31:00,688590.SH,新致软件,卖出,28.912,-7583,-219240.15,65.77,219.24
2021-07-20,09:31:00,688678.SH,福立旺,卖出,21.607,-11457,-247547.96,74.26,247.55
2021-07-19,09:31:00,688077.SH,大地熊,买入,46.673,6538,305149.12,91.54,0.00
2021-07-16,09:31:00,688560.SH,明冠新材,卖出,32.934,-5949,-195924.37,58.78,195.92
2021-07-15,09:31:00,688508.SH,芯朋微,买入,88.837,3399,301958.05,90.59,0.00
2021-07-15,09:31:00,688560.SH,明冠新材,卖出,28.932,-5949,-172116.59,51.63,172.12
2021-07-15,09:31:00,688219.SH,会通股份,买入,19.088,15817,301916.48,90.57,0.00
2021-07-14,09:31:00,688202.SH,美迪西,卖出,475.866,-360,-171311.89,51.39,171.31
2021-07-09,09:31:00,688518.SH,联赢激光,卖出,22.754,-8496,-193321.38,58.00,193.32
2021-07-09,09:31:00,688590.SH,新致软件,卖出,22.704,-7583,-172168.22,51.65,172.17
2021-07-08,09:31:00,688518.SH,联赢激光,卖出,20.619,-8496,-175176.31,52.55,175.18
2021-07-07,09:31:00,688202.SH,美迪西,买入,377.924,719,271727.60,81.52,0.00
2021-07-06,09:31:00,688590.SH,新致软件,买入,17.936,15166,272014.34,81.60,0.00
2021-07-05,09:31:00,688590.SH,新致软件,卖出,17.445,-14178,-247335.78,74.20,247.34
2021-07-02,09:31:00,688560.SH,明冠新材,买入,22.545,11898,268240.41,80.47,0.00
2021-07-02,09:31:00,688596.SH,正帆科技,买入,18.838,14237,268190.91,80.46,0.00
2021-06-30,09:31:00,688678.SH,福立旺,买入,23.437,11457,268515.19,80.55,0.00
2021-06-29,09:31:00,688001.SH,华兴源创,买入,39.278,6905,271217.35,81.37,0.00
2021-06-18,09:31:00,688518.SH,联赢激光,买入,15.711,16992,266967.43,80.09,0.00
2021-06-16,09:31:00,688590.SH,新致软件,买入,18.818,14178,266795.37,80.04,0.00
2021-06-15,09:31:00,688338.SH,赛科希德,卖出,54.621,-4460,-243607.61,73.08,243.61
2021-06-10,09:31:00,688408.SH,中信博,卖出,128.622,-1850,-237951.14,71.39,237.95
2021-06-10,09:31:00,688008.SH,澜起科技,卖出,59.860,-4459,-266915.92,80.07,266.92
2021-06-09,09:31:00,688036.SH,传音控股,卖出,160.448,-1505,-241474.93,72.44,241.47
2021-06-09,09:31:00,688521.SH,芯原股份,卖出,66.018,-2151,-142004.07,42.60,142.00
2021-06-09,09:31:00,688529.SH,豪森智能,卖出,24.780,-9346,-231597.06,69.48,231.60
2021-06-07,09:31:00,688135.SH,利扬芯片,卖出,44.481,-645,-28690.15,8.61,28.69
2021-06-02,09:31:00,688521.SH,芯原股份,卖出,67.864,-2151,-145975.46,43.79,145.98
2021-06-01,09:31:00,688222.SH,成都先导,卖出,31.307,-4885,-152935.97,45.88,152.94
2021-06-01,09:31:00,688127.SH,蓝特光学,卖出,26.986,-5574,-150419.52,45.13,150.42
2021-05-31,09:31:00,688338.SH,赛科希德,买入,59.108,4460,263621.59,79.09,0.00
2021-05-31,09:31:00,688127.SH,蓝特光学,卖出,26.447,-5575,-147442.02,44.23,147.44
2021-05-28,09:31:00,688019.SH,安集科技,卖出,239.261,-636,-152169.69,45.65,152.17
2021-05-28,09:31:00,688021.SH,奥福科技,卖出,46.157,-6043,-278929.77,83.68,278.93
2021-05-27,09:31:00,688019.SH,安集科技,卖出,224.550,-637,-143038.35,42.91,143.04
2021-05-26,09:31:00,688222.SH,成都先导,卖出,29.641,-4886,-144823.97,43.45,144.82
2021-05-17,09:31:00,688200.SH,华峰测控,卖出,317.414,-705,-223776.80,67.13,223.78
2021-05-12,09:31:00,688135.SH,利扬芯片,买入,32.365,645,20875.17,6.26,0.00
2021-05-11,09:31:00,688008.SH,澜起科技,买入,50.000,4459,222949.11,66.88,0.00
2021-05-11,09:31:00,688222.SH,成都先导,买入,22.816,9771,222930.64,66.88,0.00
2021-05-11,09:31:00,688408.SH,中信博,买入,120.511,1850,222944.50,66.88,0.00
2021-05-10,09:31:00,688529.SH,豪森智能,买入,23.998,9346,224284.37,67.29,0.00
2021-05-10,09:31:00,688036.SH,传音控股,买入,148.937,1505,224150.61,67.25,0.00
2021-05-10,09:31:00,688521.SH,芯原股份,买入,52.104,4302,224151.41,67.25,0.00
2021-05-07,09:31:00,688222.SH,成都先导,卖出,23.503,-8886,-208846.77,62.65,208.85
2021-05-07,09:31:00,688019.SH,安集科技,买入,178.106,1273,226728.30,68.02,0.00
2021-04-30,09:31:00,688019.SH,安集科技,卖出,194.530,-1013,-197059.05,59.12,197.06
2021-04-29,09:31:00,688116.SH,天奈科技,卖出,65.658,-3756,-246613.03,73.98,246.61
2021-04-29,09:31:00,688127.SH,蓝特光学,买入,20.711,11149,230910.73,69.27,0.00
2021-04-29,09:31:00,688222.SH,成都先导,买入,25.982,8886,230874.81,69.26,0.00
2021-04-28,09:31:00,688088.SH,虹软科技,卖出,42.415,-4552,-193073.08,57.92,193.07
2021-04-28,09:31:00,688021.SH,奥福科技,买入,38.276,6043,231304.29,69.39,0.00
2021-04-27,09:31:00,688399.SH,硕世生物,卖出,200.598,-762,-152855.68,45.86,152.86
2021-04-26,09:31:00,688208.SH,道通科技,卖出,72.824,-1635,-119067.34,35.72,119.07
2021-04-26,09:31:00,688399.SH,硕世生物,卖出,173.153,-763,-132115.74,39.63,132.12
2021-04-26,09:31:00,688390.SH,固德威,卖出,218.442,-572,-124948.96,37.48,124.95
2021-04-26,09:31:00,688408.SH,中信博,卖出,144.810,-1572,-227641.01,68.29,227.64
2021-04-26,09:31:00,688536.SH,思瑞浦,卖出,413.172,-299,-123538.43,37.06,123.54
2021-04-26,09:31:00,688567.SH,孚能科技,卖出,28.194,-7628,-215060.02,64.52,215.06
2021-04-20,09:31:00,688301.SH,奕瑞科技,卖出,231.097,-1212,-280089.42,84.03,280.09
2021-04-16,09:31:00,688200.SH,华峰测控,买入,299.167,705,210912.83,63.27,0.00
2021-04-15,09:31:00,688088.SH,虹软科技,买入,46.172,4552,210175.67,63.05,0.00
2021-04-14,09:31:00,688088.SH,虹软科技,卖出,45.788,-4138,-189471.74,56.84,189.47
2021-04-13,09:31:00,688301.SH,奕瑞科技,买入,170.360,1212,206476.37,61.94,0.00
2021-04-12,09:31:00,688399.SH,硕世生物,买入,138.436,1525,211115.39,63.33,0.00
2021-04-12,09:31:00,688122.SH,西部超导,卖出,52.415,-4377,-229420.28,68.83,229.42
2021-04-08,09:31:00,688017.SH,绿的谐波,卖出,100.618,-2336,-235044.49,70.51,235.04
2021-04-06,09:31:00,688536.SH,思瑞浦,卖出,426.974,-299,-127665.33,38.30,127.67
2021-04-06,09:31:00,688208.SH,道通科技,卖出,74.850,-1636,-122454.60,36.74,122.45
2021-04-06,09:31:00,688088.SH,虹软科技,买入,51.102,4138,211460.08,63.44,0.00
2021-04-02,09:31:00,688019.SH,安集科技,买入,211.422,1013,214170.49,64.25,0.00
2021-04-02,09:31:00,688390.SH,固德威,卖出,221.157,-573,-126722.85,38.02,126.72
