日期,总资产,现金,证券,数量,持仓,收盘价, 收益
,,,浩欧博(688656.SH),21588,1740424.56,80.62,-55501.66
,,,巨一科技(688162.SH),68116,1860247.96,27.31,106322.10
,,,晶华微(688130.SH),65837,1799325.21,27.33,3779.09
,,,晶品特装(688084.SH),27481,1813196.38,65.98,58904.83
,,,上海谊众(688091.SH),48098,1873417.10,38.95,137905.55
2025-02-24,18124779.15,8948858.86,,,,,
,,,浩欧博(688656.SH),21588,1719484.20,79.65,-76442.02
,,,晶华微(688130.SH),65837,1791424.77,27.21,-4121.35
,,,上海谊众(688091.SH),48098,1899390.02,39.49,163878.47
,,,巨一科技(688162.SH),68116,1910653.80,28.05,156727.94
,,,晶品特装(688084.SH),27481,1854967.50,67.5,100675.95
2025-02-21,17939820.31,10783343.87,,,,,
,,,巨一科技(688162.SH),68116,1941306.00,28.5,187380.14
,,,国博电子(688375.SH),35256,1794530.40,50.9,187752.01
,,,晶品特装(688084.SH),27481,1747791.60,63.6,-6499.95
,,,上海谊众(688091.SH),48098,1672848.44,34.78,-62663.11
2025-02-20,17870718.57,10783343.87,,,,,
,,,上海谊众(688091.SH),48098,1641584.74,34.13,-93926.81
,,,国博电子(688375.SH),35256,1762447.44,49.99,155669.05
,,,巨一科技(688162.SH),68116,1891581.32,27.77,137655.46
,,,晶品特装(688084.SH),27481,1791761.20,65.2,37469.65
2025-02-19,17840565.82,9622182.95,,,,,
,,,国博电子(688375.SH),35256,1740236.16,49.36,133457.77
,,,晶品特装(688084.SH),27481,1778020.70,64.7,23729.15
,,,和林微纳(688661.SH),23873,1159511.61,48.57,318205.86
,,,巨一科技(688162.SH),68116,1912016.12,28.07,158090.26
,,,上海谊众(688091.SH),48098,1628598.28,33.86,-106913.27
2025-02-18,17495297.96,9622182.95,,,,,
,,,国博电子(688375.SH),35256,1703569.92,48.32,96791.53
,,,上海谊众(688091.SH),48098,1616092.80,33.6,-119418.75
,,,晶品特装(688084.SH),27481,1679913.53,61.13,-74378.02
,,,和林微纳(688661.SH),23873,1001711.08,41.96,160405.33
,,,巨一科技(688162.SH),68116,1871827.68,27.48,117901.82
2025-02-17,17745028.67,9622182.95,,,,,
,,,上海谊众(688091.SH),48098,1648318.46,34.27,-87193.09
,,,晶品特装(688084.SH),27481,1769776.40,64.4,15484.85
,,,巨一科技(688162.SH),68116,1873871.16,27.51,119945.30
,,,国博电子(688375.SH),35256,1739883.60,49.35,133105.21
,,,和林微纳(688661.SH),23873,1090996.10,45.7,249690.35
2025-02-14,17672880.93,8622617.82,,,,,
,,,晶品特装(688084.SH),27481,1739547.30,63.3,-14744.25
,,,上海谊众(688091.SH),48098,1669000.60,34.7,-66510.95
,,,和林微纳(688661.SH),23873,1027732.65,43.05,186426.90
,,,国博电子(688375.SH),35256,1732832.40,49.15,126054.01
,,,巨一科技(688162.SH),68116,1881363.92,27.62,127438.06
,,,国光电气(688776.SH),19286,999786.24,51.84,65058.02
2025-02-13,17551347.41,12130835.23,,,,,
,,,国光电气(688776.SH),19286,1000943.40,51.9,66215.18
,,,国博电子(688375.SH),35256,1720845.36,48.81,114066.97
,,,和林微纳(688661.SH),23873,1051366.92,44.04,210061.17
,,,上海谊众(688091.SH),48098,1647356.50,34.25,-88155.05
2025-02-12,17629018.17,11064851.43,,,,,
,,,上海谊众(688091.SH),48098,1689201.76,35.12,-46309.79
,,,国博电子(688375.SH),35256,1777254.96,50.41,170476.57
,,,国光电气(688776.SH),19286,1005957.76,52.16,71229.54
,,,和林微纳(688661.SH),47746,2091752.26,43.81,409140.77
2025-02-11,17602320.59,11064851.43,,,,,
,,,国光电气(688776.SH),19286,990721.82,51.37,55993.60
,,,和林微纳(688661.SH),47746,2054032.92,43.02,371421.43
,,,国博电子(688375.SH),35256,1785716.40,50.65,178938.01
,,,上海谊众(688091.SH),48098,1706998.02,35.49,-28513.53
2025-02-10,17517651.25,11064851.43,,,,,
,,,国光电气(688776.SH),19286,990528.96,51.36,55800.74
,,,和林微纳(688661.SH),47746,1939919.98,40.63,257308.49
,,,上海谊众(688091.SH),48098,1754615.04,36.48,19103.49
,,,国博电子(688375.SH),35256,1767735.84,50.14,160957.45
2025-02-07,17238722.73,11619835.83,,,,,
,,,江苏北人(688218.SH),3091,74184.00,24,12469.63
,,,国博电子(688375.SH),35256,1726133.76,48.96,119355.37
,,,恒烁股份(688416.SH),24156,1035567.72,42.87,248933.70
,,,国光电气(688776.SH),19286,970085.80,50.3,35357.58
,,,和林微纳(688661.SH),47746,1812915.62,37.97,130304.13
2025-02-06,17191259.02,10593117.85,,,,,
,,,江苏北人(688218.SH),3091,73256.70,23.7,11542.33
,,,瑞松科技(688090.SH),23433,1019101.17,43.49,260473.98
,,,恒烁股份(688416.SH),24156,1029045.60,42.6,242411.58
,,,国光电气(688776.SH),19286,968157.20,50.2,33428.98
,,,和林微纳(688661.SH),47746,1788087.70,37.45,105476.21
,,,国博电子(688375.SH),35256,1720492.80,48.8,113714.41
2025-02-05,16876913.44,9408207.78,,,,,
,,,国博电子(688375.SH),35256,1609788.96,45.66,3010.57
,,,江苏北人(688218.SH),3091,69671.14,22.54,7956.77
,,,国光电气(688776.SH),19286,929585.20,48.2,-5143.02
,,,星环科技(688031.SH),18968,947072.24,49.93,177100.91
,,,恒烁股份(688416.SH),48312,1995768.72,41.31,422500.69
,,,瑞松科技(688090.SH),46866,1916819.40,40.9,399565.02
2025-01-27,16137660.49,2022313.04,,,,,
,,,国光电气(688776.SH),19286,925920.86,48.01,-8807.36
,,,欧莱新材(688530.SH),91087,1580359.45,17.35,41099.54
,,,锴威特(688693.SH),50719,1539321.65,30.35,-999.58
,,,瑞松科技(688090.SH),46866,1751851.08,37.38,234596.70
,,,恒烁股份(688416.SH),48312,1722805.92,35.66,149537.89
,,,国博电子(688375.SH),35256,1588282.80,45.05,-18495.59
,,,晶品特装(688084.SH),30489,1524450.00,50,-15119.62
,,,星环科技(688031.SH),37936,1767817.60,46.6,227874.94
,,,泽璟制药(688266.SH),25052,1648421.60,65.8,79069.44
,,,江苏北人(688218.SH),3091,66116.49,21.39,4402.12
2025-01-24,16618228.52,2022313.04,,,,,
,,,国博电子(688375.SH),35256,1657032.00,47,50253.61
,,,欧莱新材(688530.SH),91087,1634100.78,17.94,94840.87
,,,晶品特装(688084.SH),30489,1594269.81,52.29,54700.19
,,,瑞松科技(688090.SH),46866,1813714.20,38.7,296459.82
,,,泽璟制药(688266.SH),25052,1655185.64,66.07,85833.48
,,,星环科技(688031.SH),37936,1824721.60,48.1,284778.94
,,,国光电气(688776.SH),19286,962371.40,49.9,27643.18
,,,锴威特(688693.SH),50719,1615907.34,31.86,75586.11
,,,恒烁股份(688416.SH),48312,1767736.08,36.59,194468.05
,,,江苏北人(688218.SH),3091,70876.63,22.93,9162.26
2025-01-23,16093453.76,2018745.13,,,,,
,,,国博电子(688375.SH),35256,1653153.84,46.89,46375.45
,,,欧莱新材(688530.SH),91087,1611329.03,17.69,72069.12
,,,国光电气(688776.SH),19286,955621.30,49.55,17325.17
,,,瑞松科技(688090.SH),46866,1732167.36,36.96,214912.98
,,,锴威特(688693.SH),50719,1590547.84,31.36,50226.61
,,,恒烁股份(688416.SH),48312,1729569.60,35.8,156301.57
,,,江苏北人(688218.SH),3091,68774.75,22.25,7060.38
,,,泽璟制药(688266.SH),25052,1629632.60,65.05,60280.44
,,,星环科技(688031.SH),37936,1555376.00,41,15433.34
,,,晶品特装(688084.SH),30489,1548536.31,50.79,8966.69
2025-01-22,15935321.20,2226598.74,,,,,
,,,星环科技(688031.SH),37936,1506817.92,39.72,-33124.74
,,,江苏北人(688218.SH),3091,66240.13,21.43,4525.76
,,,欧莱新材(688530.SH),91087,1606774.68,17.64,67514.77
,,,锴威特(688693.SH),50719,1595112.55,31.45,54791.32
,,,ST思科瑞(688053.SH),59853,1387991.07,23.19,-128573.77
,,,晶品特装(688084.SH),30489,1509510.39,49.51,-30059.23
,,,恒烁股份(688416.SH),48312,1720873.44,35.62,147605.41
,,,泽璟制药(688266.SH),25052,1638400.80,65.4,69048.64
,,,瑞松科技(688090.SH),46866,1708265.70,36.45,191011.32
,,,国光电气(688776.SH),19286,968735.78,50.23,30439.65
2025-01-21,16154785.78,39.58,,,,,
,,,大全能源(688303.SH),57059,1174844.81,20.59,-94779.18
,,,ST思科瑞(688053.SH),59853,1411932.27,23.59,-104632.57
,,,星环科技(688031.SH),37936,1544374.56,40.71,4431.90
,,,华依科技(688071.SH),32463,1084264.20,33.4,325810.78
,,,欧莱新材(688530.SH),91087,1632279.04,17.92,93019.13
,,,江苏北人(688218.SH),3091,68311.10,22.1,6596.73
,,,晶品特装(688084.SH),30489,1545792.30,50.7,6222.68
,,,锴威特(688693.SH),50719,1648367.50,32.5,108046.27
,,,瑞松科技(688090.SH),46866,1736853.96,37.06,219599.58
,,,国光电气(688776.SH),19286,940578.22,48.77,2282.09
,,,恒烁股份(688416.SH),48312,1711211.04,35.42,137943.01
,,,泽璟制药(688266.SH),25052,1655937.20,66.1,86585.04
2025-01-20,16128701.96,39.58,,,,,
,,,欧莱新材(688530.SH),91087,1639566.00,18,100306.09
,,,ST思科瑞(688053.SH),59853,1446048.48,24.16,-70516.36
,,,国光电气(688776.SH),19286,911070.64,47.24,-27225.49
,,,大全能源(688303.SH),57059,1270703.93,22.27,1079.94
,,,泽璟制药(688266.SH),25052,1650676.28,65.89,81324.12
,,,华依科技(688071.SH),32463,1012845.60,31.2,254392.18
,,,恒烁股份(688416.SH),48312,1633911.84,33.82,60643.81
,,,星环科技(688031.SH),37936,1559169.60,41.1,19226.94
,,,瑞松科技(688090.SH),46866,1746227.16,37.26,228972.78
,,,江苏北人(688218.SH),3091,66209.22,21.42,4494.85
,,,锴威特(688693.SH),50719,1645831.55,32.45,105510.32
,,,晶品特装(688084.SH),30489,1546402.08,50.72,6832.46
2025-01-17,16347417.20,39.58,,,,,
,,,星环科技(688031.SH),37936,1559169.60,41.1,19226.94
,,,欧莱新材(688530.SH),91087,1647763.83,18.09,108503.92
,,,华依科技(688071.SH),32463,962527.95,29.65,204074.53
,,,锴威特(688693.SH),50719,1657496.92,32.68,117175.69
,,,国光电气(688776.SH),19286,923606.54,47.89,-14689.59
,,,ST思科瑞(688053.SH),59853,1649548.68,27.56,132983.84
,,,泽璟制药(688266.SH),25052,1603328.00,64,33975.84
,,,瑞松科技(688090.SH),46866,1769191.50,37.75,251937.12
,,,江苏北人(688218.SH),3091,67229.25,21.75,5514.88
,,,晶品特装(688084.SH),30489,1545182.52,50.68,5612.90
,,,大全能源(688303.SH),57059,1328904.11,23.29,59280.12
,,,恒烁股份(688416.SH),48312,1633428.72,33.81,60160.69
2025-01-16,16281098.56,39.58,,,,,
,,,锴威特(688693.SH),50719,1645324.36,32.44,105003.13
,,,恒烁股份(688416.SH),48312,1591397.28,32.94,18129.25
,,,江苏北人(688218.SH),3091,67229.25,21.75,5514.88
,,,欧莱新材(688530.SH),91087,1625902.95,17.85,86643.04
,,,ST思科瑞(688053.SH),59853,1638775.14,27.38,122210.30
,,,晶品特装(688084.SH),30489,1524450.00,50,-15119.62
,,,星环科技(688031.SH),37936,1572826.56,41.46,32883.90
,,,国光电气(688776.SH),19286,929006.62,48.17,-9289.51
,,,华依科技(688071.SH),32463,975188.52,30.04,216735.10
,,,大全能源(688303.SH),57059,1380827.80,24.2,111203.81
,,,泽璟制药(688266.SH),25052,1538443.32,61.41,-30908.84
,,,瑞松科技(688090.SH),46866,1791687.18,38.23,274432.80
2025-01-15,16413460.79,938335.71,,,,,
,,,星环科技(688031.SH),37936,1569791.68,41.38,29849.02
,,,大全能源(688303.SH),57059,1319204.08,23.12,49580.09
,,,欧莱新材(688530.SH),91087,1636833.39,17.97,97573.48
,,,锴威特(688693.SH),50719,1644817.17,32.43,104495.94
,,,泽璟制药(688266.SH),25052,1581031.72,63.11,11679.56
,,,华依科技(688071.SH),32463,986225.94,30.38,227772.52
,,,江苏北人(688218.SH),3091,68682.02,22.22,6967.65
,,,晶品特装(688084.SH),30489,1553109.66,50.94,13540.04
,,,ST思科瑞(688053.SH),59853,1626804.54,27.18,110239.70
,,,恒烁股份(688416.SH),48312,1657101.60,34.3,83833.57
,,,瑞松科技(688090.SH),46866,1831523.28,39.08,314268.90
2025-01-14,16446679.46,1269636.96,,,,,
,,,欧莱新材(688530.SH),91087,1645031.22,18.06,105771.31
,,,ST思科瑞(688053.SH),59853,1657928.10,27.7,141363.26
,,,瑞松科技(688090.SH),46866,1852612.98,39.53,335358.60
,,,晶品特装(688084.SH),30489,1616831.67,53.03,77262.05
,,,江苏北人(688218.SH),3091,69300.22,22.42,7585.85
,,,华依科技(688071.SH),64926,1893242.16,29.16,376335.31
,,,星环科技(688031.SH),37936,1560687.04,41.14,20744.38
,,,恒烁股份(688416.SH),48312,1640192.40,33.95,66924.37
,,,泽璟制药(688266.SH),25052,1589298.88,63.44,19946.72
,,,锴威特(688693.SH),50719,1651917.83,32.57,111596.60
2025-01-13,15675960.64,2842904.99,,,,,
,,,瑞松科技(688090.SH),46866,1776690.06,37.91,259435.68
,,,欧莱新材(688530.SH),91087,1552122.48,17.04,12862.57
,,,晶品特装(688084.SH),30489,1551280.32,50.88,11710.70
,,,泽璟制药(688266.SH),25052,1530677.20,61.1,-38674.96
,,,华依科技(688071.SH),64926,1786114.26,27.51,269207.41
,,,江苏北人(688218.SH),3091,62932.76,20.36,1218.39
,,,锴威特(688693.SH),50719,1538307.27,30.33,-2013.96
,,,星环科技(688031.SH),37936,1463191.52,38.57,-76751.14
,,,ST思科瑞(688053.SH),59853,1571739.78,26.26,55174.94
2025-01-10,15654088.39,18.21,,,,,
,,,晶品特装(688084.SH),30489,1649150.01,54.09,109580.39
,,,星环科技(688031.SH),37936,1448775.84,38.19,-91166.82
,,,江苏北人(688218.SH),3091,62160.01,20.11,445.64
,,,恒烁股份(688416.SH),45158,1458151.82,32.29,-80752.46
,,,威胜信息(688100.SH),43383,1437712.62,33.14,-132016.71
,,,ST思科瑞(688053.SH),59853,1580717.73,26.41,64152.89
,,,欧莱新材(688530.SH),91087,1543013.78,16.94,3753.87
,,,瑞松科技(688090.SH),46866,1663743.00,35.5,146488.62
,,,华依科技(688071.SH),64926,1785465.00,27.5,268558.15
,,,锴威特(688693.SH),50719,1541350.41,30.39,1029.18
,,,泽璟制药(688266.SH),25052,1483829.96,59.23,-85522.20
2025-01-09,16009774.13,18.21,,,,,
,,,威胜信息(688100.SH),43383,1468080.72,33.84,-101648.61
,,,ST思科瑞(688053.SH),59853,1619023.65,27.05,102458.81
,,,晶品特装(688084.SH),30489,1680858.57,55.13,141288.95
,,,泽璟制药(688266.SH),25052,1487838.28,59.39,-81513.88
,,,华依科技(688071.SH),64926,1761442.38,27.13,244535.53
,,,锴威特(688693.SH),50719,1602213.21,31.59,61891.98
,,,瑞松科技(688090.SH),46866,1710140.34,36.49,192885.96
,,,江苏北人(688218.SH),3091,63210.95,20.45,1496.58
,,,欧莱新材(688530.SH),91087,1586735.54,17.42,47475.63
,,,恒烁股份(688416.SH),45158,1543500.44,34.18,4596.16
,,,星环科技(688031.SH),37936,1486711.84,39.19,-53230.82
2025-01-08,15873905.53,61732.59,,,,,
,,,星环科技(688031.SH),37936,1551203.04,40.89,11260.38
,,,恒烁股份(688416.SH),45158,1524985.66,33.77,-13918.62
,,,锴威特(688693.SH),50719,1598155.69,31.51,57834.46
,,,泽璟制药(688266.SH),25052,1485082.56,59.28,-84269.60
,,,瑞松科技(688090.SH),46866,1687644.66,36.01,170390.28
,,,ST思科瑞(688053.SH),59853,1587900.09,26.53,71335.25
,,,华依科技(688071.SH),64926,1685478.96,25.96,168572.11
,,,威胜信息(688100.SH),43383,1475022.00,34,-94707.33
,,,欧莱新材(688530.SH),91087,1581270.32,17.36,42010.41
,,,晶品特装(688084.SH),30489,1635429.96,53.64,95860.34
2025-01-07,15811765.13,61732.59,,,,,
,,,泽璟制药(688266.SH),25052,1551470.36,61.93,-17881.80
,,,威胜信息(688100.SH),43383,1531853.73,35.31,-37875.60
,,,瑞松科技(688090.SH),46866,1615939.68,34.48,98685.30
,,,华依科技(688071.SH),64926,1673792.28,25.78,156885.43
,,,晶品特装(688084.SH),30489,1576891.08,51.72,37321.46
,,,ST思科瑞(688053.SH),59853,1575929.49,26.33,59364.65
,,,星环科技(688031.SH),37936,1542098.40,40.65,2155.74
,,,恒烁股份(688416.SH),45158,1497890.86,33.17,-41013.42
,,,欧莱新材(688530.SH),91087,1593111.63,17.49,53851.72
,,,锴威特(688693.SH),50719,1591055.03,31.37,50733.80
2025-01-06,15170123.76,4612458.66,,,,,
,,,晶品特装(688084.SH),30489,1542743.40,50.6,3173.78
,,,恒烁股份(688416.SH),45158,1431508.60,31.7,-107395.68
,,,威胜信息(688100.SH),43383,1553111.40,35.8,-16617.93
,,,欧莱新材(688530.SH),91087,1544835.52,16.96,5575.61
,,,锴威特(688693.SH),50719,1479980.42,29.18,-60340.81
,,,泽璟制药(688266.SH),25052,1519153.28,60.64,-50198.88
,,,星环科技(688031.SH),37936,1486332.48,39.18,-53610.18
2025-01-03,15402712.00,9432081.20,,,,,
,,,瑞松科技(688090.SH),43810,1430396.50,32.65,-158295.86
,,,威胜信息(688100.SH),43383,1545302.46,35.62,-24426.87
,,,华依科技(688071.SH),62381,1452229.68,23.28,-107131.69
,,,泽璟制药(688266.SH),25052,1542702.16,61.58,-26650.00
2025-01-02,15580366.26,10991442.58,,,,,
,,,泽璟制药(688266.SH),25052,1530176.16,61.08,-39176.00
,,,瑞松科技(688090.SH),43810,1538607.20,35.12,-50085.16
,,,威胜信息(688100.SH),43383,1520140.32,35.04,-49589.01
2024-12-31,15700717.89,12703082.49,,,,,
,,,欧莱新材(688530.SH),77835,1441504.20,18.52,-153883.47
,,,瑞松科技(688090.SH),43810,1556131.20,35.52,-32561.16
2024-12-30,15866597.64,12703082.49,,,,,
,,,瑞松科技(688090.SH),43810,1623160.50,37.05,34468.14
,,,欧莱新材(688530.SH),77835,1540354.65,19.79,-55033.02
2024-12-27,15939154.66,14298470.16,,,,,
,,,瑞松科技(688090.SH),43810,1640684.50,37.45,51992.14
2024-12-26,15887162.52,15887162.52,,,,,
2024-12-25,15892701.88,14456764.24,,,,,
,,,瑞松科技(688090.SH),40358,1435937.64,35.58,-170365.52
2024-12-24,15961714.06,14456764.24,,,,,
,,,瑞松科技(688090.SH),40358,1504949.82,37.29,-101353.34
2024-12-23,15953238.88,14456764.24,,,,,
,,,瑞松科技(688090.SH),40358,1496474.64,37.08,-109828.52
2024-12-20,16063416.22,14456764.24,,,,,
,,,瑞松科技(688090.SH),40358,1606651.98,39.81,348.82
2024-12-19,16048887.34,14456764.24,,,,,
,,,瑞松科技(688090.SH),40358,1592123.10,39.45,-14180.06
2024-12-18,16063067.40,16063067.40,,,,,
2024-12-17,16056585.98,14567447.07,,,,,
,,,瑞松科技(688090.SH),36869,1489138.91,40.39,-129438.44
2024-12-16,16151339.31,14567447.07,,,,,
,,,瑞松科技(688090.SH),36869,1583892.24,42.96,-34685.11
2024-12-13,16188945.69,14567447.07,,,,,
,,,瑞松科技(688090.SH),36869,1621498.62,43.98,2921.27
2024-12-12,16186024.42,16186024.42,,,,,
2024-12-11,16190586.92,14703695.92,,,,,
,,,瑞松科技(688090.SH),34150,1486891.00,43.54,-146838.43
2024-12-10,16278693.92,14703695.92,,,,,
,,,瑞松科技(688090.SH),34150,1574998.00,46.12,-58731.43
2024-12-09,16337425.35,16337425.35,,,,,
2024-12-06,16337425.35,16337425.35,,,,,
2024-12-05,16337425.35,16337425.35,,,,,
2024-12-04,16337425.35,16337425.35,,,,,
2024-12-03,16338719.09,15888396.17,,,,,
,,,三旺通信(688618.SH),19179,450322.92,23.48,31835.53
2024-12-02,16336801.19,15888396.17,,,,,
,,,三旺通信(688618.SH),19179,448405.02,23.38,29917.63
2024-11-29,16332913.95,12930424.46,,,,,
,,,科威尔(688551.SH),47236,1447311.04,30.64,40227.41
,,,三旺通信(688618.SH),19179,442075.95,23.05,23588.56
,,,键凯科技(688356.SH),25865,1513102.50,58.5,61330.22
2024-11-28,16262178.19,12930424.46,,,,,
,,,键凯科技(688356.SH),25865,1478184.75,57.15,26412.47
,,,三旺通信(688618.SH),19179,428458.86,22.34,9971.47
,,,科威尔(688551.SH),47236,1425110.12,30.17,18026.49
2024-11-27,16297306.07,12930424.46,,,,,
,,,键凯科技(688356.SH),25865,1494997.00,57.8,43224.72
,,,科威尔(688551.SH),47236,1437863.84,30.44,30780.21
,,,三旺通信(688618.SH),19179,434020.77,22.63,15533.38
2024-11-26,16237763.30,12930424.46,,,,,
,,,三旺通信(688618.SH),19179,428650.65,22.35,10163.26
,,,科威尔(688551.SH),47236,1411884.04,29.89,4800.41
,,,键凯科技(688356.SH),25865,1466804.15,56.71,15031.87
2024-11-25,16240262.12,12930424.46,,,,,
,,,键凯科技(688356.SH),25865,1470425.25,56.85,18652.97
,,,科威尔(688551.SH),47236,1409994.60,29.85,2910.97
,,,三旺通信(688618.SH),19179,429417.81,22.39,10930.42
2024-11-22,16205117.65,12930424.46,,,,,
,,,键凯科技(688356.SH),25865,1448698.65,56.01,-3073.63
,,,三旺通信(688618.SH),19179,429226.02,22.38,10738.63
,,,科威尔(688551.SH),47236,1396768.52,29.57,-10315.11
2024-11-21,16387214.83,12930424.46,,,,,
,,,三旺通信(688618.SH),19179,443610.27,23.13,25122.88
,,,键凯科技(688356.SH),25865,1544140.50,59.7,92368.22
,,,科威尔(688551.SH),47236,1469039.60,31.1,61955.97
2024-11-20,16389723.55,12930424.46,,,,,
,,,键凯科技(688356.SH),25865,1557073.00,60.2,105300.72
,,,科威尔(688551.SH),47236,1454396.44,30.79,47312.81
,,,三旺通信(688618.SH),19179,447829.65,23.35,29342.26
2024-11-19,16343231.49,12930424.46,,,,,
,,,三旺通信(688618.SH),19179,440158.05,22.95,21670.66
,,,键凯科技(688356.SH),25865,1523448.50,58.9,71676.22
,,,科威尔(688551.SH),47236,1449200.48,30.68,42116.85
2024-11-18,16255293.66,12930424.46,,,,,
,,,三旺通信(688618.SH),19179,425006.64,22.16,6519.25
,,,键凯科技(688356.SH),25865,1501204.60,58.04,49432.32
,,,科威尔(688551.SH),47236,1398657.96,29.61,-8425.67
2024-11-15,16388829.33,12930424.46,,,,,
,,,科威尔(688551.SH),47236,1439753.28,30.48,32669.65
,,,键凯科技(688356.SH),25865,1568712.25,60.65,116939.97
,,,三旺通信(688618.SH),19179,449939.34,23.46,31451.95
2024-11-14,16564729.89,12930424.46,,,,,
,,,键凯科技(688356.SH),25865,1653290.80,63.92,201518.52
,,,科威尔(688551.SH),47236,1520526.84,32.19,113443.21
,,,三旺通信(688618.SH),19179,460487.79,24.01,42000.40
2024-11-13,16735534.67,12114565.88,,,,,
,,,科威尔(688551.SH),47236,1594687.36,33.76,187603.73
,,,键凯科技(688356.SH),25865,1729075.25,66.85,277302.97
,,,三旺通信(688618.SH),19179,482735.43,25.17,64248.04
,,,ST瀚川(688022.SH),58385,814470.75,13.95,185388.05
2024-11-12,16655212.56,7623817.45,,,,,
,,,ST瀚川(688022.SH),58385,782942.85,13.41,153860.15
,,,艾迪药业(688488.SH),145042,1475077.14,10.17,204493.67
,,,蓝特光学(688127.SH),32545,827293.90,25.42,191858.77
,,,科威尔(688551.SH),47236,1557843.28,32.98,150759.65
,,,华特气体(688268.SH),24770,1440375.50,58.15,169233.82
,,,键凯科技(688356.SH),25865,1689760.45,65.33,237988.17
,,,三旺通信(688618.SH),19179,473913.09,24.71,55425.70
,,,奥普特(688686.SH),11370,784188.90,68.97,148055.37
2024-11-11,16778105.45,2499870.43,,,,,
,,,京仪装备(688652.SH),14151,917126.31,64.81,281135.67
,,,利元亨(688499.SH),59028,1749589.92,29.64,476976.59
,,,蓝特光学(688127.SH),32545,833802.90,25.62,198367.77
,,,科威尔(688551.SH),47236,1584767.80,33.55,177684.17
,,,和元生物(688238.SH),130549,857706.93,6.57,210002.69
,,,三旺通信(688618.SH),19179,493283.88,25.72,74796.49
,,,奥普特(688686.SH),22741,1604604.96,70.56,332281.95
,,,键凯科技(688356.SH),25865,1680707.70,64.98,228935.42
,,,艾迪药业(688488.SH),145042,1451870.42,10.01,181286.95
,,,华特气体(688268.SH),24770,1505025.20,60.76,233883.52
,,,ST瀚川(688022.SH),116770,1599749.00,13.7,341583.61
2024-11-08,15741850.30,814867.94,,,,,
,,,艾迪药业(688488.SH),145042,1421411.60,9.8,150828.13
,,,华特气体(688268.SH),24770,1438641.60,58.08,167499.92
,,,键凯科技(688356.SH),25865,1564573.85,60.49,112801.57
,,,和元生物(688238.SH),261099,1626646.77,6.23,331233.33
,,,京仪装备(688652.SH),14151,830663.70,58.7,194673.06
,,,莱特光电(688150.SH),35593,854943.86,24.02,219217.40
,,,ST瀚川(688022.SH),116770,1471302.00,12.6,213136.61
,,,蓝特光学(688127.SH),32545,781080.00,24,145644.87
,,,利元亨(688499.SH),59028,1457991.60,24.7,185378.27
,,,奥普特(688686.SH),22741,1511366.86,66.46,239043.85
,,,科威尔(688551.SH),47236,1501160.08,31.78,94076.45
,,,三旺通信(688618.SH),19179,467200.44,24.36,48713.05
2024-11-07,15484300.33,814867.94,,,,,
,,,利元亨(688499.SH),59028,1453859.64,24.63,181246.31
,,,科威尔(688551.SH),47236,1477069.72,31.27,69986.09
,,,三旺通信(688618.SH),19179,456076.62,23.78,37589.23
,,,艾迪药业(688488.SH),145042,1441717.48,9.94,171134.01
,,,ST瀚川(688022.SH),116770,1464295.80,12.54,206130.41
,,,华特气体(688268.SH),24770,1389101.60,56.08,117959.92
,,,键凯科技(688356.SH),25865,1546985.65,59.81,95213.37
,,,和元生物(688238.SH),261099,1540484.10,5.9,245070.66
,,,莱特光电(688150.SH),35593,812944.12,22.84,177217.66
,,,蓝特光学(688127.SH),32545,787263.55,24.19,151828.42
,,,京仪装备(688652.SH),14151,801229.62,56.62,165238.98
,,,奥普特(688686.SH),22741,1498404.49,65.89,226081.48
2024-11-06,15176028.70,814867.94,,,,,
,,,蓝特光学(688127.SH),32545,785310.85,24.13,149875.72
,,,利元亨(688499.SH),59028,1372401.00,23.25,99787.67
,,,莱特光电(688150.SH),35593,815079.70,22.9,179353.24
,,,三旺通信(688618.SH),19179,448788.60,23.4,30301.21
,,,艾迪药业(688488.SH),145042,1428663.70,9.85,158080.23
,,,科威尔(688551.SH),47236,1439753.28,30.48,32669.65
,,,键凯科技(688356.SH),25865,1493445.10,57.74,41672.82
,,,ST瀚川(688022.SH),116770,1394233.80,11.94,136068.41
,,,京仪装备(688652.SH),14151,829248.60,58.6,193257.96
,,,华特气体(688268.SH),24770,1363836.20,55.06,92694.52
,,,奥普特(688686.SH),22741,1489080.68,65.48,216757.67
,,,和元生物(688238.SH),261099,1501319.25,5.75,205905.81
2024-11-05,15088266.29,2.72,,,,,
,,,三旺通信(688618.SH),19179,451090.08,23.52,32602.69
,,,ST瀚川(688022.SH),116770,1376718.30,11.79,118552.91
,,,艾迪药业(688488.SH),145042,1338737.66,9.23,68154.19
,,,华特气体(688268.SH),24770,1367304.00,55.2,96162.32
,,,莱特光电(688150.SH),35593,821130.51,23.07,185404.05
,,,键凯科技(688356.SH),25865,1502756.50,58.1,50984.22
,,,利元亨(688499.SH),59028,1345838.40,22.8,73225.07
,,,蓝特光学(688127.SH),32545,805488.75,24.75,170053.62
,,,和元生物(688238.SH),261099,1514374.20,5.8,218960.76
,,,科威尔(688551.SH),47236,1442587.44,30.54,35503.81
,,,奥普特(688686.SH),22741,1506136.43,66.23,233813.42
,,,京仪装备(688652.SH),28303,1616101.30,57.1,344075.07
2024-11-04,14540688.94,2.72,,,,,
