日期,总资产,现金,证券,数量,持仓,收盘价, 收益
,,,凌云光(688400.SH),28244,831785.80,29.45,-10123.21
,,,耐科装备(688419.SH),17729,780076.00,44,3536.29
,,,麒麟信安(688152.SH),9103,1018625.70,111.9,176577.06
,,,金橙子(688291.SH),27319,1121444.95,41.05,258916.67
,,,地纬智能(688579.SH),64104,1007073.84,15.71,117190.87
2023-07-14,9227188.31,23.62,,,,,
,,,地纬智能(688579.SH),64104,948098.16,14.79,58215.19
,,,凌云光(688400.SH),28244,842800.96,29.84,891.95
,,,麒麟信安(688152.SH),9103,993865.54,109.18,151816.90
,,,金橙子(688291.SH),27319,934582.99,34.21,72054.71
,,,海天瑞声(688787.SH),9520,864892.00,90.85,22628.34
,,,利元亨(688499.SH),14147,833116.83,58.89,-18506.74
,,,浩瀚深度(688292.SH),31130,1057174.80,33.96,175417.08
,,,耐科装备(688419.SH),17729,791954.43,44.67,15414.72
,,,和林微纳(688661.SH),12931,982497.38,75.98,140048.69
,,,神工股份(688233.SH),25520,978181.60,38.33,164267.01
2023-07-13,8833874.60,776563.32,,,,,
,,,和林微纳(688661.SH),12931,972152.58,75.18,129703.89
,,,神工股份(688233.SH),25520,877632.80,34.39,63718.21
,,,麒麟信安(688152.SH),9103,980393.10,107.7,138344.46
,,,凌云光(688400.SH),28244,827549.20,29.3,-14359.81
,,,地纬智能(688579.SH),64104,898097.04,14.01,8214.07
,,,浩瀚深度(688292.SH),31130,880979.00,28.3,-778.72
,,,海天瑞声(688787.SH),9520,849184.00,89.2,6920.34
,,,金橙子(688291.SH),27319,900434.24,32.96,37905.96
,,,利元亨(688499.SH),14147,870889.32,61.56,19265.75
2023-07-12,8602265.11,862538.88,,,,,
,,,地纬智能(688579.SH),64104,868609.20,13.55,-21273.77
,,,神工股份(688233.SH),25520,832717.60,32.63,18803.01
,,,凌云光(688400.SH),28244,812015.00,28.75,-29894.01
,,,利元亨(688499.SH),14147,862259.65,60.95,10636.08
,,,海天瑞声(688787.SH),9520,838902.40,88.12,-3361.26
,,,和林微纳(688661.SH),12931,941376.80,72.8,98928.11
,,,浩瀚深度(688292.SH),31130,865414.00,27.8,-16343.72
,,,当虹科技(688039.SH),23327,764892.33,32.79,-76811.65
,,,麒麟信安(688152.SH),9103,953539.25,104.75,111490.61
2023-07-11,8867885.37,862538.88,,,,,
,,,地纬智能(688579.SH),64104,885917.28,13.82,-3965.69
,,,海天瑞声(688787.SH),9520,877268.00,92.15,35004.34
,,,凌云光(688400.SH),28244,850991.72,30.13,9082.71
,,,神工股份(688233.SH),25520,851857.60,33.38,37943.01
,,,当虹科技(688039.SH),23327,784253.74,33.62,-57450.24
,,,利元亨(688499.SH),14147,887582.78,62.74,35959.21
,,,麒麟信安(688152.SH),9103,967102.72,106.24,125054.08
,,,和林微纳(688661.SH),12931,988574.95,76.45,146126.26
,,,浩瀚深度(688292.SH),31130,911797.70,29.29,30039.98
2023-07-10,8804583.55,1029467.07,,,,,
,,,麒麟信安(688152.SH),9103,1001421.03,110.01,159372.39
,,,凌云光(688400.SH),28244,844495.60,29.9,2586.59
,,,和林微纳(688661.SH),12931,945256.10,73.1,102807.41
,,,利元亨(688499.SH),14147,878528.70,62.1,26905.13
,,,金橙子(688291.SH),24765,713479.65,28.81,-60965.95
,,,海天瑞声(688787.SH),9520,874412.00,91.85,32148.34
,,,当虹科技(688039.SH),23327,788452.60,33.8,-53251.38
,,,神工股份(688233.SH),25520,821999.20,32.21,8084.61
,,,地纬智能(688579.SH),64104,907071.60,14.15,17188.63
2023-07-07,8872574.33,1019452.17,,,,,
,,,麒麟信安(688152.SH),9103,1013983.17,111.39,171934.53
,,,利元亨(688499.SH),14147,897344.21,63.43,45720.64
,,,和林微纳(688661.SH),12931,964652.60,74.6,122203.91
,,,海天瑞声(688787.SH),9520,883551.20,92.81,41287.54
,,,金橙子(688291.SH),24765,734529.90,29.66,-39915.70
,,,神工股份(688233.SH),25520,822509.60,32.23,8595.01
,,,当虹科技(688039.SH),23327,782854.12,33.56,-58849.86
,,,凌云光(688400.SH),28244,852686.36,30.19,10777.35
,,,上海谊众(688091.SH),11650,901011.00,77.34,61448.94
2023-07-06,9035011.40,9.85,,,,,
,,,光云科技(688365.SH),8485,117262.70,13.82,-8944.39
,,,凌云光(688400.SH),28244,852968.80,30.2,11059.79
,,,麒麟信安(688152.SH),9103,1026454.28,112.76,184405.64
,,,金橙子(688291.SH),24765,759294.90,30.66,-15150.70
,,,海天瑞声(688787.SH),9520,923059.20,96.96,80795.54
,,,当虹科技(688039.SH),23327,804081.69,34.47,-37622.29
,,,利元亨(688499.SH),14147,939502.27,66.41,87878.70
,,,振华新材(688707.SH),27957,918667.02,32.86,77747.27
,,,上海谊众(688091.SH),11650,897865.50,77.07,58303.44
,,,神工股份(688233.SH),25520,840373.60,32.93,26459.01
,,,和林微纳(688661.SH),12931,955471.59,73.89,113022.90
2023-07-05,8972291.99,9.85,,,,,
,,,和林微纳(688661.SH),12931,905557.93,70.03,63109.24
,,,当虹科技(688039.SH),23327,808513.82,34.66,-33190.16
,,,金橙子(688291.SH),24765,739978.20,29.88,-34467.40
,,,凌云光(688400.SH),28244,811732.56,28.74,-30176.45
,,,利元亨(688499.SH),14147,961854.53,67.99,110230.96
,,,麒麟信安(688152.SH),9103,1029549.30,113.1,187500.66
,,,光云科技(688365.SH),8485,117686.95,13.87,-8520.14
,,,振华新材(688707.SH),27957,929570.25,33.25,88650.50
,,,上海谊众(688091.SH),11650,899613.00,77.22,60050.94
,,,神工股份(688233.SH),25520,834504.00,32.7,20589.41
,,,海天瑞声(688787.SH),9520,933721.60,98.08,91457.94
2023-07-04,8944250.21,9.85,,,,,
,,,神工股份(688233.SH),25520,842160.00,33,28245.41
,,,振华新材(688707.SH),27957,925376.70,33.1,84456.95
,,,凌云光(688400.SH),28244,840541.44,29.76,-1367.57
,,,利元亨(688499.SH),14147,910783.86,64.38,59160.29
,,,当虹科技(688039.SH),23327,828575.04,35.52,-13128.94
,,,光云科技(688365.SH),8485,120487.00,14.2,-5720.09
,,,麒麟信安(688152.SH),9103,952264.83,104.61,110216.19
,,,海天瑞声(688787.SH),9520,870604.00,91.45,28340.34
,,,上海谊众(688091.SH),11650,916505.50,78.67,76943.44
,,,和林微纳(688661.SH),12931,976161.19,75.49,133712.50
,,,金橙子(688291.SH),24765,760780.80,30.72,-13664.80
2023-07-03,8725432.36,9.85,,,,,
,,,和林微纳(688661.SH),12931,919135.48,71.08,76686.79
,,,振华新材(688707.SH),27957,895742.28,32.04,54822.53
,,,金橙子(688291.SH),24765,755084.85,30.49,-19360.75
,,,海天瑞声(688787.SH),9520,843091.20,88.56,827.54
,,,当虹科技(688039.SH),23327,817611.35,35.05,-24092.63
,,,凌云光(688400.SH),28244,845342.92,29.93,3433.91
,,,麒麟信安(688152.SH),9103,921041.54,101.18,78992.90
,,,利元亨(688499.SH),14147,908520.34,64.22,56896.77
,,,光云科技(688365.SH),8485,119893.05,14.13,-6314.04
,,,上海谊众(688091.SH),11650,887147.50,76.15,47585.44
,,,神工股份(688233.SH),25520,812812.00,31.85,-1102.59
2023-06-30,8625099.96,813924.45,,,,,
,,,麒麟信安(688152.SH),9103,840024.84,92.28,-2023.80
,,,当虹科技(688039.SH),23327,836039.68,35.84,-5664.30
,,,和林微纳(688661.SH),12931,909049.30,70.3,66600.61
,,,上海谊众(688091.SH),11650,857789.50,73.63,18227.44
,,,海天瑞声(688787.SH),9520,841568.00,88.4,-695.66
,,,凌云光(688400.SH),28244,860877.12,30.48,18968.11
,,,光云科技(688365.SH),8485,122353.70,14.42,-3853.39
,,,振华新材(688707.SH),27957,860796.03,30.79,19876.28
,,,金橙子(688291.SH),24765,784059.90,31.66,9614.30
,,,利元亨(688499.SH),14147,898617.44,63.52,46993.87
2023-06-29,8491754.31,774456.73,,,,,
,,,振华新材(688707.SH),27957,828925.05,29.65,-11994.70
,,,和林微纳(688661.SH),12931,855385.65,66.15,12936.96
,,,麒麟信安(688152.SH),9103,838659.39,92.13,-3389.25
,,,上海谊众(688091.SH),11650,849285.00,72.9,9722.94
,,,耐科装备(688419.SH),19443,823799.91,42.37,-13782.75
,,,当虹科技(688039.SH),23327,841638.16,36.08,-65.82
,,,海天瑞声(688787.SH),9520,831857.60,87.38,-10406.06
,,,凌云光(688400.SH),28244,848167.32,30.03,6258.31
,,,利元亨(688499.SH),14147,873577.25,61.75,21953.68
,,,光云科技(688365.SH),8485,126002.25,14.85,-204.84
2023-06-28,8439547.36,4336592.76,,,,,
,,,振华新材(688707.SH),27957,827247.63,29.59,-13672.12
,,,利元亨(688499.SH),14147,866362.28,61.24,14738.71
,,,上海谊众(688091.SH),11650,827150.00,71,-12412.06
,,,耐科装备(688419.SH),19443,801051.60,41.2,-36531.06
,,,浩瀚深度(688292.SH),27573,781143.09,28.33,-70335.46
2023-06-27,8463333.11,2702214.20,,,,,
,,,振华新材(688707.SH),27957,837032.58,29.94,-3887.17
,,,和林微纳(688661.SH),11027,766376.50,69.5,-84876.94
,,,利元亨(688499.SH),14147,873294.31,61.73,21670.74
,,,当虹科技(688039.SH),16866,867418.38,51.43,29447.35
,,,耐科装备(688419.SH),19443,795801.99,40.93,-41780.67
,,,浩瀚深度(688292.SH),27573,814782.15,29.55,-36696.40
,,,上海谊众(688091.SH),11650,806413.00,69.22,-33149.06
2023-06-26,8360240.62,3540185.23,,,,,
,,,和林微纳(688661.SH),11027,782586.19,70.97,-68667.25
,,,浩瀚深度(688292.SH),27573,793275.21,28.77,-58203.34
,,,利元亨(688499.SH),14147,854478.80,60.4,2855.23
,,,上海谊众(688091.SH),11650,790569.00,67.86,-48993.06
,,,振华新材(688707.SH),27957,824731.50,29.5,-16188.25
,,,耐科装备(688419.SH),19443,774414.69,39.83,-63167.97
2023-06-21,8529623.95,4845419.26,,,,,
,,,上海谊众(688091.SH),11650,790802.00,67.88,-48760.06
,,,元琛科技(688659.SH),30398,489407.80,16.1,87231.08
,,,益方生物(688382.SH),56012,769604.88,13.74,-72508.04
,,,耐科装备(688419.SH),19443,797357.43,41.01,-40225.23
,,,振华新材(688707.SH),27957,837032.58,29.94,-3887.17
2023-06-20,8605998.13,4075058.84,,,,,
,,,振华新材(688707.SH),27957,833957.31,29.83,-6962.44
,,,罗普特(688619.SH),47681,775293.06,16.26,106223.33
,,,元琛科技(688659.SH),30398,461441.64,15.18,59264.92
,,,耐科装备(688419.SH),19443,853158.84,43.88,15576.18
,,,上海谊众(688091.SH),11650,816199.00,70.06,-23363.06
,,,益方生物(688382.SH),56012,790889.44,14.12,-51223.48
2023-06-19,8625633.42,4075058.84,,,,,
,,,元琛科技(688659.SH),30398,454754.08,14.96,52577.36
,,,上海谊众(688091.SH),11650,827732.50,71.05,-11829.56
,,,耐科装备(688419.SH),19443,848103.66,43.62,10521.00
,,,益方生物(688382.SH),56012,807693.04,14.42,-34419.88
,,,振华新材(688707.SH),27957,830322.90,29.7,-10596.85
,,,罗普特(688619.SH),47681,781968.40,16.4,112898.67
2023-06-16,8624857.35,3556741.61,,,,,
,,,罗普特(688619.SH),47681,765280.05,16.05,96210.32
,,,浩瀚深度(688292.SH),15749,518457.08,32.92,47264.28
,,,益方生物(688382.SH),56012,813854.36,14.53,-28258.56
,,,振华新材(688707.SH),27957,837312.15,29.95,-3607.60
,,,元琛科技(688659.SH),30398,466913.28,15.36,64736.56
,,,耐科装备(688419.SH),19443,830993.82,42.74,-6588.84
,,,上海谊众(688091.SH),11650,835305.00,71.7,-4257.06
2023-06-15,8593258.06,2650369.68,,,,,
,,,振华新材(688707.SH),27957,833677.74,29.82,-7242.01
,,,元琛科技(688659.SH),30398,493967.50,16.25,91790.78
,,,益方生物(688382.SH),56012,807132.92,14.41,-34980.00
,,,上海谊众(688091.SH),11650,818296.00,70.24,-21266.06
,,,浩瀚深度(688292.SH),15749,483336.81,30.69,12144.01
,,,欧科亿(688308.SH),16536,909314.64,54.99,74148.63
,,,耐科装备(688419.SH),19443,837604.44,43.08,21.78
,,,罗普特(688619.SH),47681,759558.33,15.93,90488.60
2023-06-14,8611326.49,2650369.68,,,,,
,,,耐科装备(688419.SH),19443,837410.01,43.07,-172.65
,,,益方生物(688382.SH),56012,813854.36,14.53,-28258.56
,,,欧科亿(688308.SH),16536,931307.52,56.32,96141.51
,,,元琛科技(688659.SH),30398,473600.84,15.58,71424.12
,,,罗普特(688619.SH),47681,772909.01,16.21,103839.28
,,,振华新材(688707.SH),27957,804882.03,28.79,-36037.72
,,,上海谊众(688091.SH),11650,823655.00,70.7,-15907.06
,,,浩瀚深度(688292.SH),15749,503338.04,31.96,32145.24
2023-06-13,8578115.06,1703655.20,,,,,
,,,振华新材(688707.SH),27957,821097.09,29.37,-19822.66
,,,青云科技(688316.SH),13473,926942.40,68.8,238103.56
,,,浩瀚深度(688292.SH),15749,511999.99,32.51,40807.19
,,,益方生物(688382.SH),56012,821696.04,14.67,-20416.88
,,,欧科亿(688308.SH),16536,880542.00,53.25,45375.99
,,,元琛科技(688659.SH),30398,474816.76,15.62,72640.04
,,,耐科装备(688419.SH),19443,844409.49,43.43,6826.83
,,,上海谊众(688091.SH),11650,835305.00,71.7,-4257.06
,,,罗普特(688619.SH),47681,757651.09,15.89,88581.36
2023-06-12,8450072.94,2545768.12,,,,,
,,,欧科亿(688308.SH),16536,844328.16,51.06,9162.15
,,,元琛科技(688659.SH),30398,479072.48,15.76,76895.76
,,,罗普特(688619.SH),47681,738101.88,15.48,69032.15
,,,耐科装备(688419.SH),19443,830216.10,42.7,-7366.56
,,,振华新材(688707.SH),27957,820817.52,29.36,-20102.23
,,,上海谊众(688091.SH),11650,850566.50,73.01,11004.44
,,,青云科技(688316.SH),13473,825894.90,61.3,137056.06
,,,浩瀚深度(688292.SH),15749,515307.28,32.72,44114.48
2023-06-09,8406569.28,2178749.13,,,,,
,,,罗普特(688619.SH),47681,755267.04,15.84,86197.31
,,,元琛科技(688659.SH),30398,470865.02,15.49,68688.30
,,,上海谊众(688091.SH),11650,877245.00,75.3,37682.94
,,,浩瀚深度(688292.SH),15749,537985.84,34.16,66793.04
,,,欧科亿(688308.SH),16536,802988.16,48.56,-32177.85
,,,禾川科技(688320.SH),10536,367917.12,34.92,28405.43
,,,青云科技(688316.SH),13473,786284.28,58.36,97445.44
,,,耐科装备(688419.SH),19443,815439.42,41.94,-22143.24
,,,振华新材(688707.SH),27957,813828.27,29.11,-27091.48
2023-06-08,8379923.97,2253644.95,,,,,
,,,振华新材(688707.SH),27957,810753.00,29,-30166.75
,,,浩瀚深度(688292.SH),15749,513574.89,32.61,42382.09
,,,青云科技(688316.SH),13473,817406.91,60.67,128568.07
,,,欧科亿(688308.SH),16536,802657.44,48.54,-32508.57
,,,耐科装备(688419.SH),19443,807273.36,41.52,-30309.30
,,,海优新材(688680.SH),7596,780413.04,102.74,-51056.70
,,,禾川科技(688320.SH),10536,364545.60,34.6,25033.91
,,,元琛科技(688659.SH),30398,477248.60,15.7,75071.88
,,,罗普特(688619.SH),47681,752406.18,15.78,83336.45
2023-06-07,8465638.75,1752200.43,,,,,
,,,欧科亿(688308.SH),16536,821839.20,49.7,-13326.81
,,,浩瀚深度(688292.SH),15749,542080.58,34.42,70887.78
,,,海优新材(688680.SH),7596,782463.96,103.01,-49005.78
,,,元琛科技(688659.SH),60797,1009230.20,16.6,204863.52
,,,耐科装备(688419.SH),19443,828466.23,42.61,-9116.43
,,,振华新材(688707.SH),27957,813548.70,29.1,-27371.05
,,,禾川科技(688320.SH),10536,386776.56,36.71,47264.87
,,,罗普特(688619.SH),47681,762419.19,15.99,93349.46
,,,青云科技(688316.SH),13473,766613.70,56.9,77774.86
2023-06-06,8403510.41,1821971.88,,,,,
,,,天德钰(688252.SH),34930,771953.00,22.1,-60243.26
,,,元琛科技(688659.SH),60797,985519.37,16.21,181152.69
,,,青云科技(688316.SH),13473,721479.15,53.55,32640.31
,,,耐科装备(688419.SH),19443,809800.95,41.65,-27781.71
,,,欧科亿(688308.SH),16536,822666.00,49.75,-12500.01
,,,浩瀚深度(688292.SH),15749,532788.67,33.83,61595.87
,,,禾川科技(688320.SH),10536,385406.88,36.58,45895.19
,,,罗普特(688619.SH),47681,739532.31,15.51,70462.58
,,,海优新材(688680.SH),7596,812392.20,106.95,-19077.54
2023-06-05,8605733.61,1821060.36,,,,,
,,,海优新材(688680.SH),7596,810493.20,106.7,-21888.06
,,,罗普特(688619.SH),47681,761942.38,15.98,92872.65
,,,青云科技(688316.SH),13473,747616.77,55.49,58777.93
,,,浩瀚深度(688292.SH),15749,554049.82,35.18,82857.02
,,,禾川科技(688320.SH),10536,407005.68,38.63,67493.99
,,,耐科装备(688419.SH),19443,845381.64,43.48,7798.98
,,,欧科亿(688308.SH),16536,861525.60,52.1,26359.59
,,,元琛科技(688659.SH),60797,989775.16,16.28,185408.48
,,,天德钰(688252.SH),34930,806883.00,23.1,-25313.26
2023-06-02,8538878.14,1821060.36,,,,,
,,,罗普特(688619.SH),47681,748591.70,15.7,79521.97
,,,天德钰(688252.SH),34930,802691.40,22.98,-29504.86
,,,青云科技(688316.SH),13473,738320.40,54.8,49481.56
,,,元琛科技(688659.SH),60797,944177.41,15.53,139810.73
,,,欧科亿(688308.SH),16536,875250.48,52.93,40084.47
,,,海优新材(688680.SH),7596,842168.52,110.87,9787.26
,,,耐科装备(688419.SH),19443,819522.45,42.15,-18060.21
,,,浩瀚深度(688292.SH),15749,538930.78,34.22,67737.98
,,,禾川科技(688320.SH),10536,408164.64,38.74,68652.95
2023-06-01,8421065.30,1821060.36,,,,,
,,,欧科亿(688308.SH),16536,852430.80,51.55,17264.79
,,,禾川科技(688320.SH),10536,417014.88,39.58,77503.19
,,,天德钰(688252.SH),34930,807581.60,23.12,-24614.66
,,,浩瀚深度(688292.SH),15749,546490.30,34.7,75297.50
,,,青云科技(688316.SH),13473,753679.62,55.94,64840.78
,,,元琛科技(688659.SH),60797,829271.08,13.64,24904.40
,,,罗普特(688619.SH),47681,753359.80,15.8,84290.07
,,,海优新材(688680.SH),7596,826292.88,108.78,-6088.38
,,,耐科装备(688419.SH),19443,813883.98,41.86,-23698.68
2023-05-31,8373499.71,2656226.37,,,,,
,,,天德钰(688252.SH),34930,818060.60,23.42,-14135.66
,,,元琛科技(688659.SH),60797,773945.81,12.73,-30420.87
,,,青云科技(688316.SH),13473,747212.58,55.46,58373.74
,,,耐科装备(688419.SH),19443,829438.38,42.66,-8144.28
,,,海优新材(688680.SH),7596,849004.92,111.77,16623.66
,,,禾川科技(688320.SH),10536,427024.08,40.53,87512.39
,,,浩瀚深度(688292.SH),15749,521134.41,33.09,49941.61
,,,罗普特(688619.SH),47681,751452.56,15.76,82382.83
2023-05-30,8356563.53,3492234.13,,,,,
,,,罗普特(688619.SH),47681,728088.87,15.27,59019.14
,,,元琛科技(688659.SH),60797,809816.04,13.32,5449.36
,,,浩瀚深度(688292.SH),15749,516567.20,32.8,43799.50
,,,青云科技(688316.SH),13473,724443.21,53.77,35604.37
,,,天德钰(688252.SH),34930,832731.20,23.84,534.94
,,,禾川科技(688320.SH),10536,411957.60,39.1,72445.91
,,,海优新材(688680.SH),7596,840725.28,110.68,8344.02
2023-05-29,8323809.05,5025607.71,,,,,
,,,禾川科技(688320.SH),10536,415223.76,39.41,75712.07
,,,浩瀚深度(688292.SH),15749,503810.51,31.99,31042.81
,,,罗普特(688619.SH),47681,717122.24,15.04,48052.51
,,,元琛科技(688659.SH),60797,804344.31,13.23,-22.37
,,,青云科技(688316.SH),13473,724847.40,53.8,36008.56
,,,云从科技(688327.SH),5063,132853.12,26.24,-39634.16
2023-05-26,8386149.94,2064728.12,,,,,
,,,浩瀚深度(688292.SH),15749,514992.30,32.7,42224.60
,,,博汇科技(688004.SH),20380,770771.60,37.82,56647.66
,,,禾川科技(688320.SH),21072,838876.32,39.81,159852.94
,,,罗普特(688619.SH),47681,737625.07,15.47,68555.34
,,,元琛科技(688659.SH),60797,831094.99,13.67,26728.31
,,,思特威(688213.SH),7931,451353.21,56.91,69789.40
,,,圣诺生物(688117.SH),12568,478589.44,38.08,96902.95
,,,云从科技(688327.SH),5063,166066.40,32.8,-6420.88
,,,青云科技(688316.SH),13473,693994.23,51.51,5155.39
,,,必易微(688045.SH),12961,838058.26,64.66,82902.01
2023-05-25,8275913.67,17.23,,,,,
,,,圣诺生物(688117.SH),25136,975779.52,38.82,212406.54
,,,罗普特(688619.SH),47681,717599.05,15.05,48529.32
,,,浩瀚深度(688292.SH),15749,490266.37,31.13,17498.67
,,,必易微(688045.SH),12961,816543.00,63,61386.75
,,,云从科技(688327.SH),5063,164648.76,32.52,-7838.52
,,,青云科技(688316.SH),13473,661659.03,49.11,-27179.81
,,,思特威(688213.SH),7931,454842.85,57.35,73279.04
,,,博汇科技(688004.SH),20380,712688.60,34.97,-1435.34
,,,元琛科技(688659.SH),60797,865141.31,14.23,60774.63
,,,禾川科技(688320.SH),21072,840140.64,39.87,161117.26
,,,五矿新能(688779.SH),68257,791098.63,11.59,31702.87
,,,南网科技(688248.SH),18932,785488.68,41.49,26466.48
2023-05-24,8189230.90,17.23,,,,,
,,,思特威(688213.SH),7931,458966.97,57.87,77403.16
,,,浩瀚深度(688292.SH),15749,500975.69,31.81,28207.99
,,,南网科技(688248.SH),18932,772614.92,40.81,13592.72
,,,元琛科技(688659.SH),60797,831702.96,13.68,27336.28
,,,云从科技(688327.SH),5063,171990.11,33.97,-497.17
,,,圣诺生物(688117.SH),25136,942851.36,37.51,179478.38
,,,必易微(688045.SH),12961,794509.30,61.3,39353.05
,,,青云科技(688316.SH),13473,663545.25,49.25,-25293.59
,,,禾川科技(688320.SH),21072,811482.72,38.51,132459.34
,,,博汇科技(688004.SH),20380,723490.00,35.5,9366.06
,,,罗普特(688619.SH),47681,721890.34,15.14,52820.61
,,,五矿新能(688779.SH),68257,795194.05,11.65,35798.29
2023-05-23,8113054.78,976871.19,,,,,
,,,必易微(688045.SH),12961,809544.06,62.46,54387.81
,,,思特威(688213.SH),7931,459046.28,57.88,77482.47
,,,罗普特(688619.SH),47681,699957.08,14.68,30887.35
,,,圣诺生物(688117.SH),25136,949135.36,37.76,185762.38
,,,禾川科技(688320.SH),21072,816329.28,38.74,137305.90
,,,五矿新能(688779.SH),68257,800654.61,11.73,41258.85
,,,浩瀚深度(688292.SH),15749,481919.40,30.6,9151.70
,,,南网科技(688248.SH),18932,767881.92,40.56,8859.72
,,,青云科技(688316.SH),13473,662871.60,49.2,-25967.24
,,,博汇科技(688004.SH),20380,688844.00,33.8,-25279.94
2023-05-22,8221757.02,976871.19,,,,,
,,,罗普特(688619.SH),47681,703294.75,14.75,34225.02
,,,南网科技(688248.SH),18932,791357.60,41.8,32335.40
,,,思特威(688213.SH),7931,485377.20,61.2,103813.39
,,,五矿新能(688779.SH),68257,813623.44,11.92,54227.68
,,,青云科技(688316.SH),13473,680386.50,50.5,-8452.34
,,,必易微(688045.SH),12961,809414.45,62.45,54258.20
,,,博汇科技(688004.SH),20380,727566.00,35.7,13442.06
,,,圣诺生物(688117.SH),25136,918218.08,36.53,154845.10
,,,禾川科技(688320.SH),21072,822861.60,39.05,143838.22
,,,浩瀚深度(688292.SH),15749,492786.21,31.29,20018.51
2023-05-19,8091675.93,669072.71,,,,,
,,,恒烁股份(688416.SH),13068,943509.60,72.2,225735.68
,,,圣诺生物(688117.SH),25136,922491.20,36.7,159118.22
,,,南网科技(688248.SH),18932,754440.20,39.85,-4582.00
,,,禾川科技(688320.SH),21072,812325.60,38.55,133302.22
,,,青云科技(688316.SH),13473,695206.80,51.6,6367.96
,,,五矿新能(688779.SH),68257,819084.00,12,59688.24
,,,浩瀚深度(688292.SH),15749,498928.32,31.68,26160.62
,,,博汇科技(688004.SH),20380,701072.00,34.4,-13051.94
,,,必易微(688045.SH),12961,789454.51,60.91,34298.26
,,,思特威(688213.SH),7931,486090.99,61.29,104527.18
2023-05-18,7827612.82,10.98,,,,,
,,,罗普特(688619.SH),503,6780.44,13.48,-1102.17
,,,青云科技(688316.SH),13473,692646.93,51.41,3808.09
,,,浩瀚深度(688292.SH),15749,498455.85,31.65,25688.15
,,,圣诺生物(688117.SH),25136,878000.48,34.93,114627.50
,,,利元亨(688499.SH),7414,669335.92,90.28,-50807.78
,,,南网科技(688248.SH),18932,761066.40,40.2,2044.20
,,,禾川科技(688320.SH),21072,762174.24,36.17,83150.86
,,,恒烁股份(688416.SH),13068,786301.56,60.17,68527.64
,,,思特威(688213.SH),7931,470625.54,59.34,89061.73
,,,五矿新能(688779.SH),68257,806797.74,11.82,47401.98
,,,必易微(688045.SH),12961,761329.14,58.74,6172.89
,,,博汇科技(688004.SH),20380,734087.60,36.02,19963.66
2023-05-17,7666988.02,472778.68,,,,,
,,,博汇科技(688004.SH),20380,689047.80,33.81,-25076.14
,,,禾川科技(688320.SH),21072,713919.36,33.88,34895.98
,,,思特威(688213.SH),7931,471894.50,59.5,90330.69
,,,利元亨(688499.SH),7414,674674.00,91,-45469.70
,,,恒烁股份(688416.SH),13068,768006.36,58.77,50232.44
,,,五矿新能(688779.SH),68257,801337.18,11.74,41941.42
,,,必易微(688045.SH),12961,771827.55,59.55,16671.30
,,,圣诺生物(688117.SH),25136,839542.40,33.4,76169.42
,,,青云科技(688316.SH),13473,672437.43,49.91,-16401.41
,,,南网科技(688248.SH),18932,783595.48,41.39,24573.28
,,,罗普特(688619.SH),503,7927.28,15.76,44.67
2023-05-16,7522677.77,9.15,,,,,
,,,必易微(688045.SH),12961,730222.74,56.34,-24933.51
,,,南网科技(688248.SH),18932,778862.48,41.14,19840.28
,,,博汇科技(688004.SH),20380,660719.60,32.42,-53404.34
,,,利元亨(688499.SH),7414,676898.20,91.3,-43245.50
,,,禾川科技(688320.SH),21072,688632.96,32.68,9609.58
,,,恒烁股份(688416.SH),13068,751148.64,57.48,33374.72
,,,思特威(688213.SH),15863,948607.40,59.8,185431.67
,,,五矿新能(688779.SH),68257,802019.75,11.75,42623.99
,,,罗普特(688619.SH),503,7635.54,15.18,-247.07
,,,圣诺生物(688117.SH),25136,837280.16,33.31,73907.18
,,,青云科技(688316.SH),13473,640641.15,47.55,-48197.69
2023-05-15,7524682.38,9.15,,,,,
,,,思特威(688213.SH),15863,917198.66,57.82,154022.93
,,,罗普特(688619.SH),503,7791.47,15.49,-91.14
,,,圣诺生物(688117.SH),25136,859148.48,34.18,95775.50
,,,南网科技(688248.SH),18932,757090.68,39.99,-1931.52
,,,五矿新能(688779.SH),68257,806797.74,11.82,47401.98
,,,必易微(688045.SH),12961,723223.80,55.8,-31932.45
,,,利元亨(688499.SH),7414,680086.22,91.73,-40057.48
,,,禾川科技(688320.SH),21072,695797.44,33.02,16774.06
,,,恒烁股份(688416.SH),13068,720046.80,55.1,2272.88
,,,青云科技(688316.SH),13473,670685.94,49.78,-18152.90
,,,博汇科技(688004.SH),20380,686806.00,33.7,-27317.94
2023-05-12,7387181.53,688847.99,,,,,
,,,五矿新能(688779.SH),68257,773351.81,11.33,13956.05
,,,必易微(688045.SH),12961,730093.13,56.33,-25063.12
,,,罗普特(688619.SH),503,7841.77,15.59,-40.84
,,,圣诺生物(688117.SH),25136,788767.68,31.38,25394.70
,,,思特威(688213.SH),15863,902763.33,56.91,139587.60
,,,博汇科技(688004.SH),20380,690474.40,33.88,-23649.54
,,,南网科技(688248.SH),18932,719416.00,38,-39606.20
,,,恒烁股份(688416.SH),13068,741739.68,56.76,23965.76
,,,禾川科技(688320.SH),21072,673882.56,31.98,-5140.82
,,,利元亨(688499.SH),7414,670003.18,90.37,-50140.52
2023-05-11,7465069.83,26.63,,,,,
,,,圣诺生物(688117.SH),25136,796308.48,31.68,32935.50
