final_nav,annualized_return,max_drawdown,sharpe,average_exposure,turnover,strategy,year
0.7798374199332998,-0.22298548800961782,-0.22214091668380276,-1.7193573122179013,0.3415637860082307,3.617585064739537,Q3无门控,2018
1.282606422161373,0.2845866686573775,-0.185124127186584,1.258267452763743,1.0000000000000016,9.855870221435442,Q3无门控,2019
1.2313692242669696,0.23224962423169893,-0.1379442392287744,1.0130347808117592,1.0000000000000007,9.88836015422042,Q3无门控,2020
1.3699426643053947,0.3750287170107762,-0.11916553431749166,2.088877084621728,0.9998844822831598,10.009145246754699,Q3无门控,2021
0.9251253734156658,-0.0759240137302497,-0.2516805327989148,-0.21721981231966495,1.0000000000000004,10.151420557937335,Q3无门控,2022
1.059876072060498,0.06077528101318008,-0.09871234611372681,0.5434190962000642,0.9999999999999983,10.099999999999977,Q3无门控,2023
0.9547082064757005,-0.045443739793102456,-0.23390799919377503,-0.0544943823855798,0.9999999999999991,9.137654320987641,Q3无门控,2024
1.4730130852524517,0.4765535692620968,-0.11047691195083276,2.23085572784751,1.0000000000000004,10.271111013113021,Q3无门控,2025
1.0346491323221747,0.053664705495700016,-0.2269696787624904,0.3435116756715307,1.0000000000000004,6.879095339366684,Q3无门控,2026
0.868863075123044,-0.1329162482782441,-0.13334089004118954,-1.6461700568699538,0.23456790123456794,2.5246101796496516,Q3机会门控G7,2018
1.2988261318772558,0.30093274891882094,-0.18512395569966988,1.350776781507174,0.8953945089021366,9.057798242434941,Q3机会门控G7,2019
1.2313025064632812,0.23218262945543922,-0.1379265630652191,1.0128807485840408,1.0000000000000009,9.887099159859618,Q3机会门控G7,2020
1.3697568807245626,0.3748400485169192,-0.11916497266240922,2.0880680565575616,0.9998840345871514,10.009030221674598,Q3机会门控G7,2021
0.9170921880761195,-0.08406458767112146,-0.2516806318812438,-0.2754356504093771,0.8925619834710751,9.352224329057504,Q3机会门控G7,2022
1.0780763806789269,0.07925897847384245,-0.08443620495171189,0.7324691490319377,0.892561983471073,9.238749999999982,Q3机会门控G7,2023
1.0236131810287707,0.02369522347630504,-0.23390799919377514,0.22190240722541027,0.8925619834710736,8.552654320987646,Q3机会门控G7,2024
1.2701744695473964,0.27205872308626877,-0.11047691195083276,1.652348846051259,0.7901447597279244,8.468284504105556,Q3机会门控G7,2025
1.0380955399001401,0.0590557832827856,-0.22243119717588444,0.37460845944329746,0.8447045392582038,5.939332905231973,Q3机会门控G7,2026
