strategy,removed_best_days,final_nav,annualized_return
Q3无门控,0,2.539036840184712,0.11360066723969986
Q3无门控,5,1.9365987366114052,0.07930984019460685
Q3无门控,10,1.5710217085625724,0.05354792884399262
Q3无门控,20,1.1128091236872926,0.012419416369318759
Q3机会门控G7,0,2.6795394670260353,0.12054833660813391
Q3机会门控G7,5,2.055621069195595,0.08676928265735695
Q3机会门控G7,10,1.6859144275573683,0.06216996615253012
Q3机会门控G7,20,1.210614990109228,0.02231607766243693
