final_nav,total_return,annualized_return,max_drawdown,sharpe,gross_annualized_return,average_exposure,annual_turnover,strategy,top_n,buffer_n,rebalance
2.242833265239286,1.2428332652392862,0.09776294700251786,-0.2891395138003914,0.5807242123341356,0.1281218571793934,0.94267364414843,9.0714691748773,R8_低波反转分散40,80,240,40
2.120999838623012,1.1209998386230118,0.09070560698842223,-0.2983561166480633,0.5474433072933653,0.12196799226313515,0.9425309229305424,9.39649481288605,R6_低波反转耐心40,50,200,40
2.022608187126434,1.0226081871264339,0.08473938676508741,-0.2774506401946353,0.5200478514168244,0.10474459358661692,0.9429115128449096,6.077074709707554,R7_低波反转耐心60,50,300,60
1.638605209727666,0.638605209727666,0.05868460557423383,-0.3342582108718931,0.3908149015153501,0.11961101070859148,0.9429115128449096,18.605509427846368,R1_低波反转,50,150,20
1.4069241778919979,0.40692417789199786,0.04021156754429933,-0.3862900116423894,0.30506168466259376,0.10301840392550798,0.8901039783693826,19.491412094631286,R2_反转确认,50,150,20
1.1445625449456096,0.1445625449456096,0.015714020795289052,-0.2539054827996545,0.18359162757117473,0.059916144009445116,0.6927891620201421,14.169739129374504,R4_低波反转软择时,50,150,20
0.9687824247046727,-0.031217575295327316,-0.0036556436029454575,-0.40851672458781263,0.08978956299559698,0.04889965926044848,0.9104918771787571,17.095257268263836,R3_长期反转确认,50,150,20
0.9045844268183236,-0.09541557318167637,-0.011513084116263061,-0.2682354888289593,-0.01633938447139285,0.024113575531448772,0.5542396233642666,11.776979765142721,R5_低波反转硬择时,50,150,20
